,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,last_replies,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images,filedeleted
115,2979481,,,10/02/22(Sun)21:12:03,Anonymous,Dead by Daylight,"Let&#039;s try again, girls (and guys). Remember and I mean it: NO SMALL TOPS!!!!!!!",4600704 - David_King Dead_by_Daylight Dwight_Fairfield TobbyC2,.jpg,640.0,702.0,227.0,250.0,1664759523386115.0,1664759523,hHelqNDHai+n2j5itw03Lg==,54286.0,0,,dead-by-daylight,98,94,"[{'no': 2986742, 'now': '11/24/22(Thu)18:56:19', 'name': 'Anonymous', 'filename': 'A84CB0DE-0507-461B-A1F2-D2F190A27861', 'ext': '.jpg', 'w': 1200, 'h': 1200, 'tn_w': 125, 'tn_h': 125, 'tim': 1669334179369782, 'time': 1669334179, 'md5': '77mmmLdZrUO7ej8V3wh5yQ==', 'fsize': 200797, 'resto': 2979481}, {'no': 2987273, 'now': '11/28/22(Mon)16:00:34', 'name': 'Anonymous', 'filename': 'C65B909C-4A9F-41BE-B57D-CA928F2B9A57', 'ext': '.jpg', 'w': 1543, 'h': 1543, 'tn_w': 125, 'tn_h': 125, 'tim': 1669669234580874, 'time': 1669669234, 'md5': 'BDatZIml1vVO99umgV/X5g==', 'fsize': 511342, 'resto': 2979481}, {'no': 2987274, 'now': '11/28/22(Mon)16:01:26', 'name': 'Anonymous', 'filename': 'C53F13E8-A4F3-4B6B-94A8-8EF676137962', 'ext': '.jpg', 'w': 1567, 'h': 1567, 'tn_w': 125, 'tn_h': 125, 'tim': 1669669286066994, 'time': 1669669286, 'md5': 'BPVlVTSTQleWaaNLkBs5+g==', 'fsize': 227597, 'resto': 2979481}, {'no': 2987278, 'now': '11/28/22(Mon)16:17:59', 'name': 'Anonymous', 'filename': '7823E72C-C52B-4E9B-BB0A-7EA44B460587', 'ext': '.jpg', 'w': 759, 'h': 576, 'tn_w': 125, 'tn_h': 94, 'tim': 1669670279646018, 'time': 1669670279, 'md5': 'aZeOuDtfERg0rT7cel6XEQ==', 'fsize': 312167, 'resto': 2979481}, {'no': 2987677, 'now': '12/02/22(Fri)02:08:34', 'name': 'Anonymous', 'filename': '42F5ECB0-0528-4F29-BCFF-BD93D9A25844', 'ext': '.jpg', 'w': 1877, 'h': 2048, 'tn_w': 114, 'tn_h': 125, 'tim': 1669964914900293, 'time': 1669964914, 'md5': 'dlJOWvsOA6tAKg2mYvezxA==', 'fsize': 687159, 'resto': 2979481}]",1669964914,0.0,0.0,93.0,89.0,
116,2964104,,,06/29/22(Wed)13:47:39,Anonymous,Bondage thread,Have fun everyone!,a775c9fbedc3d83a9140b501f6faf953,.jpg,707.0,1000.0,176.0,250.0,1656524859622.0,1656524859,x9WSZVC2osoYACc6NTuKEw==,581438.0,0,,bondage-thread,81,76,"[{'no': 2987457, 'now': '11/30/22(Wed)10:18:23', 'name': 'Blue Coyote', 'filename': '97479606_p1', 'ext': '.jpg', 'w': 1389, 'h': 982, 'tn_w': 125, 'tn_h': 88, 'tim': 1669821503140782, 'time': 1669821503, 'md5': 'TpdlSvDbuFey+tOyeDt95A==', 'fsize': 652862, 'resto': 2964104, 'trip': '!!4XrL68aPfRK'}, {'no': 2987458, 'now': '11/30/22(Wed)10:21:35', 'name': 'Blue Coyote', 'filename': '98430885_p0', 'ext': '.jpg', 'w': 600, 'h': 850, 'tn_w': 88, 'tn_h': 125, 'tim': 1669821695983719, 'time': 1669821695, 'md5': 'Nqchuu4sHeqg6oamP7kRYA==', 'fsize': 364280, 'resto': 2964104, 'trip': '!!4XrL68aPfRK'}, {'no': 2987459, 'now': '11/30/22(Wed)10:25:33', 'name': 'Blue Coyote', 'filename': '89229711_p2', 'ext': '.png', 'w': 1790, 'h': 2070, 'tn_w': 108, 'tn_h': 125, 'tim': 1669821933423341, 'time': 1669821933, 'md5': '9JmRBmKisBFnAx6BKCXK4w==', 'fsize': 4114301, 'resto': 2964104, 'trip': '!!4XrL68aPfRK'}, {'no': 2987460, 'now': '11/30/22(Wed)10:31:07', 'name': 'Blue Coyote', 'filename': '97011588_p2', 'ext': '.jpg', 'w': 3508, 'h': 2480, 'tn_w': 125, 'tn_h': 88, 'tim': 1669822267347848, 'time': 1669822267, 'md5': 'UO+Qaga9iVpyaJlR5GasWg==', 'fsize': 3707696, 'resto': 2964104, 'trip': '!!4XrL68aPfRK'}, {'no': 2987667, 'now': '12/02/22(Fri)01:25:43', 'name': 'Anonymous', 'com': '<a href=""#p2968142"" class=""quotelink"">&gt;&gt;2968142</a><br>perfection', 'time': 1669962343, 'resto': 2964104}]",1669962343,0.0,0.0,76.0,72.0,
117,2984557,,,11/07/22(Mon)20:48:55,Anonymous,Interview with the Vampire/Vampires,"Just finished the season and it&#039;s incredible and gay. Wondering if there&#039;s any smut from the original or remake? If not, post your general vamps!",Screen Shot 2022-11-07 at 8.47.04 PM,.png,804.0,1002.0,200.0,250.0,1667872135119869.0,1667872135,ego7fZVl+SCPU8mpzT80RA==,1742035.0,0,,interview-with-the-vampirevampires,43,15,"[{'no': 2985483, 'now': '11/14/22(Mon)22:23:40', 'name': 'Anonymous', 'com': '<a href=""#p2985419"" class=""quotelink"">&gt;&gt;2985419</a><br><span class=""quote"">&gt;The lost boys remake</span><br>Is this a confirmed thing? Jesus, I&#039;ve never wanted something less. <br><a href=""#p2985474"" class=""quotelink"">&gt;&gt;2985474</a><br>To be fair she did it like 20 years ago and fanfiction was not a super duper well known thing, authors who stumbled over it had no idea what they were looking at. She thought the existence of these stories were competing with her books and tainting her precious asexual Lestat, she didn&#039;t realize readers KNEW they were separate things and were only writing out of love for the books. I doubt she&#039;d be going hard on it now, since she essentially greenlighted an AU where the vamps fuck for the show. Not defending her, she fucked up, but she&#039;s dead now so whatever. Wish she&#039;d just given the show to Bryan Fuller before she kicked off.', 'time': 1668482620, 'resto': 2984557}, {'no': 2985640, 'now': '11/16/22(Wed)14:25:38', 'name': 'Anonymous', 'com': '<a href=""#p2985287"" class=""quotelink"">&gt;&gt;2985287</a><br>noahdeaart<br>He doesn&#039;t do much fanart though.', 'time': 1668626738, 'resto': 2984557}, {'no': 2987589, 'now': '12/01/22(Thu)10:48:39', 'name': 'Anonymous', 'filename': 'Yaoi02', 'ext': '.jpg', 'w': 262, 'h': 445, 'tn_w': 73, 'tn_h': 125, 'tim': 1669909719349564, 'time': 1669909719, 'md5': '92IW2pFg2yck7SPBkrYcbg==', 'fsize': 36582, 'resto': 2984557}, {'no': 2987590, 'now': '12/01/22(Thu)10:50:17', 'name': 'Anonymous', 'filename': 'yaoi2', 'ext': '.jpg', 'w': 285, 'h': 429, 'tn_w': 83, 'tn_h': 125, 'tim': 1669909817165405, 'time': 1669909817, 'md5': '0MeWYwSCgH3hDz82IIZGcg==', 'fsize': 54229, 'resto': 2984557}, {'no': 2987591, 'now': '12/01/22(Thu)10:51:41', 'name': 'Anonymous', 'filename': 'Yaoi03', 'ext': '.jpg', 'w': 304, 'h': 401, 'tn_w': 94, 'tn_h': 125, 'tim': 1669909901194786, 'time': 1669909901, 'md5': 'UIbqNnKSwZim7Qlgps3V9A==', 'fsize': 35652, 'resto': 2984557}]",1669909901,0.0,0.0,38.0,12.0,
118,2986751,,,11/24/22(Thu)21:46:30,Anonymous,,"Guys showering, bathing, or otherwise getting clean",shower cock big huge25-1,.png,762.0,1080.0,176.0,250.0,1669344390082289.0,1669344390,4h/r3VEusGxMhbTDmG6j9A==,1013751.0,0,,guys-showering-bathing-or-otherwise-getting-clean,11,10,"[{'no': 2986758, 'now': '11/24/22(Thu)21:51:42', 'name': 'Anonymous', 'filename': 'shower 395_1471790855844', 'ext': '.jpg', 'w': 640, 'h': 640, 'tn_w': 125, 'tn_h': 125, 'tim': 1669344702944972, 'time': 1669344702, 'md5': '/UP2fdne9vpMLYwL+Ob3Iw==', 'fsize': 67308, 'resto': 2986751}, {'no': 2986759, 'now': '11/24/22(Thu)21:52:17', 'name': 'Anonymous', 'filename': 'shower 1549937884452', 'ext': '.gif', 'w': 329, 'h': 447, 'tn_w': 92, 'tn_h': 125, 'tim': 1669344737636043, 'time': 1669344737, 'md5': 'bK1rwIAuglSFKdPeNurzRQ==', 'fsize': 1325683, 'resto': 2986751}, {'no': 2986762, 'now': '11/24/22(Thu)22:03:09', 'name': 'Anonymous', 'filename': 'flacid soft shower boys monster horse cocks 396_1468870494563', 'ext': '.jpg', 'w': 1280, 'h': 1616, 'tn_w': 99, 'tn_h': 125, 'tim': 1669345389324260, 'time': 1669345389, 'md5': 'tzB/Ss9NYa3WL4xDwFNNug==', 'fsize': 429180, 'resto': 2986751}, {'no': 2986771, 'now': '11/25/22(Fri)01:18:02', 'name': 'Anonymous', 'com': '<a href=""#p2986756"" class=""quotelink"">&gt;&gt;2986756</a><br><a href=""//boards.4chan.org/b/"" class=""quotelink"">&gt;&gt;&gt;/b/</a><br><a href=""//boards.4chan.org/d/"" class=""quotelink"">&gt;&gt;&gt;/d/</a>', 'time': 1669357082, 'resto': 2986751}, {'no': 2987557, 'now': '12/01/22(Thu)04:55:28', 'name': 'Anonymous', 'filename': 'Screenshot_20221122-093504_Photos~2', 'ext': '.jpg', 'w': 606, 'h': 955, 'tn_w': 79, 'tn_h': 125, 'tim': 1669888528183816, 'time': 1669888528, 'md5': 'aMJSIKZq4ajqAk/kR2WyvQ==', 'fsize': 107158, 'resto': 2986751}]",1669888528,0.0,0.0,6.0,6.0,
119,2971798,,,08/16/22(Tue)19:23:40,Anonymous,Powerbottom/male reverse rape,Post men dominating other men using their holes.,tumblr_meraqcii0Y1rpoy4ho5_500,.jpg,500.0,450.0,250.0,225.0,1660692220480858.0,1660692220,Az7lpl+yOW2/rR0CkbmNog==,64861.0,0,,powerbottommale-reverse-rape,40,24,"[{'no': 2985211, 'now': '11/12/22(Sat)13:11:53', 'name': 'Anonymous', 'com': '<a href=""#p2985207"" class=""quotelink"">&gt;&gt;2985207</a><br>As a non dimwitted top, erections don’t always mean horny. Youd know this if you went through puberty or ever woke up with morning wood. Erections can be random and embarrassing. You can also be turned on by the thought or look of something but be horrified of a situation.', 'time': 1668276713, 'resto': 2971798}, {'no': 2985215, 'now': '11/12/22(Sat)13:32:38', 'name': 'Anonymous', 'com': '<a href=""#p2985195"" class=""quotelink"">&gt;&gt;2985195</a><br>you never heard of a legend of two young girls named the cock destroyers, yes there is an audience for this kind of dinamic', 'time': 1668277958, 'resto': 2971798}, {'no': 2985274, 'now': '11/12/22(Sat)23:01:14', 'name': 'Anonymous', 'com': '<a href=""#p2985195"" class=""quotelink"">&gt;&gt;2985195</a><br><span class=""quote"">&gt;unrealistic</span><br>that&#039;s the point of porn you dingus', 'filename': '1609619784212', 'ext': '.jpg', 'w': 652, 'h': 359, 'tn_w': 125, 'tn_h': 68, 'tim': 1668312074451687, 'time': 1668312074, 'md5': 'vfLs4DxvHx5o+OE5ijANag==', 'fsize': 176165, 'resto': 2971798}, {'no': 2987547, 'now': '12/01/22(Thu)02:09:43', 'name': 'Anonymous', 'com': 'Power bottom porn that isn&#039;t just cowgirl/reverse cowgirl is so rare', 'time': 1669878583, 'resto': 2971798}, {'no': 2987548, 'now': '12/01/22(Thu)02:40:02', 'name': 'Anonymous', 'com': '<a href=""#p2985195"" class=""quotelink"">&gt;&gt;2985195</a><br>Rape data of men by women show you&#039;re full of shit. How about you don&#039;t barge into threads to act all high and mighty about porn and keep your dumb rants to yourself, huh ?', 'time': 1669880402, 'resto': 2971798}]",1669880402,0.0,0.0,35.0,23.0,
120,2904953,,,09/16/21(Thu)20:06:14,Anonymous,Mobile Suit Gundam [Any],Can we get a Gundam thread going? Will take anything I can get and I think its about time people share.,__char_aznable_kamille_bidan_and_quattro_vageena_gundam_and_1_more_drawn_by_sakanaokashi__3ad39dcd95aa8289fdc38961ede8627f,.png,596.0,668.0,223.0,250.0,1631837174564.0,1631837174,OtOdzZWqgon9w4lh7ehifw==,325362.0,0,,mobile-suit-gundam-any,228,179,"[{'no': 2985459, 'now': '11/14/22(Mon)19:14:30', 'name': 'Anonymous', 'com': 'bump for more Char/Amuro pls', 'time': 1668471270, 'resto': 2904953}, {'no': 2987295, 'now': '11/28/22(Mon)20:38:53', 'name': 'Anonymous', 'com': 'Bump', 'time': 1669685933, 'resto': 2904953}, {'no': 2987447, 'now': '11/30/22(Wed)07:09:21', 'name': 'Anonymous', 'com': 'Kamille is a top&#039;s name and I&#039;m a top!', 'filename': '102286354_p20', 'ext': '.jpg', 'w': 1604, 'h': 1961, 'tn_w': 102, 'tn_h': 125, 'tim': 1669810161135274, 'time': 1669810161, 'md5': '05wP8qEVeI5xEfJyLgFG5A==', 'fsize': 596742, 'resto': 2904953}, {'no': 2987448, 'now': '11/30/22(Wed)07:10:59', 'name': 'Anonymous', 'com': '<a href=""#p2987447"" class=""quotelink"">&gt;&gt;2987447</a>', 'filename': '102286354_p8', 'ext': '.jpg', 'w': 793, 'h': 979, 'tn_w': 101, 'tn_h': 124, 'tim': 1669810259349601, 'time': 1669810259, 'md5': 'uMmeN2sVeo9qyz5V6ydnUA==', 'fsize': 125281, 'resto': 2904953}, {'no': 2987545, 'now': '12/01/22(Thu)01:50:43', 'name': 'Anonymous', 'com': '<a href=""#p2987447"" class=""quotelink"">&gt;&gt;2987447</a><br><span class=""quote"">&gt;Char/Bright/Kamiyuu</span><br>Ludo', 'time': 1669877443, 'resto': 2904953}]",1669877443,0.0,0.0,223.0,177.0,
121,2985288,,,11/13/22(Sun)02:01:12,Anonymous,BATMAN,,dcda555066edc3a825e4f701f5ac81bcd8401afb,.jpg,720.0,1080.0,166.0,250.0,1668322872057245.0,1668322872,gR6kbamIGXjJJs3159F/aw==,530211.0,0,,batman,18,18,"[{'no': 2985407, 'now': '11/14/22(Mon)01:36:27', 'name': 'Anonymous', 'com': '<a href=""#p2985293"" class=""quotelink"">&gt;&gt;2985293</a><br>God i love that multiverses batman design', 'filename': '44ec8a5a67362fd90', 'ext': '.jpg', 'w': 950, 'h': 1188, 'tn_w': 99, 'tn_h': 125, 'tim': 1668407787382078, 'time': 1668407787, 'md5': '8cuh9X7wZSYDlPrk/qABDA==', 'fsize': 266730, 'resto': 2985288}, {'no': 2987438, 'now': '11/30/22(Wed)03:32:47', 'name': 'Anonymous', 'filename': '2186826 - Batman Batman_(series) DC Dizdoodz', 'ext': '.png', 'w': 1050, 'h': 1050, 'tn_w': 125, 'tn_h': 125, 'tim': 1669797167575916, 'time': 1669797167, 'md5': 'lf3z8qgREeZUPZaK2Ponlg==', 'fsize': 721381, 'resto': 2985288}, {'no': 2987439, 'now': '11/30/22(Wed)03:33:52', 'name': 'Anonymous', 'filename': '3831741 - Batman Batman_(series) DC Dizdoodz', 'ext': '.png', 'w': 3750, 'h': 3750, 'tn_w': 125, 'tn_h': 125, 'tim': 1669797232031803, 'time': 1669797232, 'md5': 'nATllEq1QmhwTmGK8fO62w==', 'fsize': 1434403, 'resto': 2985288}, {'no': 2987523, 'now': '11/30/22(Wed)20:47:13', 'name': 'Anonymous', 'filename': '5308402 - Batman Batman_(series) DC Dick_Grayson Nightwing YozoraC1', 'ext': '.jpg', 'w': 2312, 'h': 3500, 'tn_w': 82, 'tn_h': 125, 'tim': 1669859233364053, 'time': 1669859233, 'md5': 'x7gWUDzUDcwRhDqGz2GS/g==', 'fsize': 1096335, 'resto': 2985288}, {'no': 2987524, 'now': '11/30/22(Wed)20:48:05', 'name': 'Anonymous', 'filename': '5254044 - AllDrawParty Batman Batman_(series) DC', 'ext': '.jpg', 'w': 1580, 'h': 1857, 'tn_w': 106, 'tn_h': 125, 'tim': 1669859285328785, 'time': 1669859285, 'md5': '3zucvXfx1qk+FVMagi0AEQ==', 'fsize': 473308, 'resto': 2985288}]",1669859285,0.0,0.0,13.0,13.0,
122,2970681,,,08/07/22(Sun)23:18:08,Anonymous,Xenoblade Thread,Let’s gather all the shit from previous games and start collecting for XC3. Small tops allowed. Big tops allowed. Big Zeke tiddies especially allowed,8D30BC1B-A8F6-4C10-A1EB-88483DA6C7DC,.png,2191.0,2800.0,195.0,250.0,1659928688696636.0,1659928688,dsbrnkhjFovPNyUcQ1oDpw==,2690123.0,0,,xenoblade-thread,72,56,"[{'no': 2985403, 'now': '11/14/22(Mon)00:05:32', 'name': 'Anonymous', 'filename': 'FfYyArqXgAM3iej', 'ext': '.jpg', 'w': 1620, 'h': 1845, 'tn_w': 109, 'tn_h': 124, 'tim': 1668402332949638, 'time': 1668402332, 'md5': 'aLtj0CeI21Wk2sHA2fl7bQ==', 'fsize': 166137, 'resto': 2970681}, {'no': 2986834, 'now': '11/26/22(Sat)01:43:17', 'name': 'Anonymous', 'filename': 'Noah (Xenoblade Chronicles 3) 14', 'ext': '.jpg', 'w': 850, 'h': 1328, 'tn_w': 80, 'tn_h': 125, 'tim': 1669444997889543, 'time': 1669444997, 'md5': 'Dc5DExGwftP67Jfh3sUp6w==', 'fsize': 257138, 'resto': 2970681}, {'no': 2986839, 'now': '11/26/22(Sat)02:23:35', 'name': 'Anonymous', 'com': '<a href=""#p2986834"" class=""quotelink"">&gt;&gt;2986834</a><br>This just borders on shota territory. Yuck as fuck.', 'time': 1669447415, 'resto': 2970681}, {'no': 2986841, 'now': '11/26/22(Sat)02:47:25', 'name': 'Anonymous', 'com': '<a href=""#p2979309"" class=""quotelink"">&gt;&gt;2979309</a><br>i mean TECHNICALLY noah and co are underage :^)', 'time': 1669448845, 'resto': 2970681}, {'no': 2987478, 'now': '11/30/22(Wed)12:18:19', 'name': 'Anonymous', 'com': '<a href=""#p2986841"" class=""quotelink"">&gt;&gt;2986841</a><br>People keep saying this, but they&#039;re not. Terms may be the length of years, but they don&#039;t represent ages, only time since awakening. First term soldiers are technically already 10 years and awaken with all kinds of knowledge and awareness that babies don&#039;t have. Otherwise, you couldn&#039;t even start actually training them in combat and strategies until they were already at the end of their lives.', 'time': 1669828699, 'resto': 2970681}]",1669828699,0.0,0.0,67.0,54.0,
123,2944581,,,03/13/22(Sun)17:33:59,Anonymous,,Internal gay sex pics,D21C86D1-7380-443E-98D8-C8D4FFCBF7C7,.jpg,639.0,623.0,250.0,243.0,1647207239193.0,1647207239,X0d8yZ4wLPWpQ67CyPc8bA==,65433.0,0,,internal-gay-sex-pics,106,55,"[{'no': 2985549, 'now': '11/15/22(Tue)14:17:40', 'name': 'Blue Coyote', 'filename': '85120316_p17', 'ext': '.jpg', 'w': 1000, 'h': 750, 'tn_w': 125, 'tn_h': 93, 'tim': 1668539860497289, 'time': 1668539860, 'md5': 'JYq8Htx36TGitr+fwrB4kQ==', 'fsize': 413912, 'resto': 2944581, 'trip': '!!4XrL68aPfRK'}, {'no': 2986622, 'now': '11/23/22(Wed)22:52:44', 'name': 'Anonymous', 'filename': 'fav633', 'ext': '.jpg', 'w': 1820, 'h': 4096, 'tn_w': 55, 'tn_h': 125, 'tim': 1669261964064872, 'time': 1669261964, 'md5': 'kMPjjn3VE0cKp9sg9w3Hzw==', 'fsize': 854643, 'resto': 2944581}, {'no': 2986798, 'now': '11/25/22(Fri)12:40:48', 'name': 'Anonymous', 'com': '<a href=""#p2964049"" class=""quotelink"">&gt;&gt;2964049</a><br>I wonder if he cums cherry soda or some shit.', 'time': 1669398048, 'resto': 2944581}, {'no': 2987446, 'now': '11/30/22(Wed)06:19:47', 'name': 'Anonymous', 'filename': 'FeKd5UBXkEEDKR7', 'ext': '.jpg', 'w': 4096, 'h': 2953, 'tn_w': 125, 'tn_h': 90, 'tim': 1669807187560508, 'time': 1669807187, 'md5': 'MsZ2oUvaw2LHt/wooZB07w==', 'fsize': 612351, 'resto': 2944581}, {'no': 2987455, 'now': '11/30/22(Wed)10:08:29', 'name': 'Blue Coyote', 'filename': '102709672_p18', 'ext': '.jpg', 'w': 817, 'h': 1080, 'tn_w': 94, 'tn_h': 125, 'tim': 1669820909140295, 'time': 1669820909, 'md5': '2m3I/kGFhDER0y1PU5ztUg==', 'fsize': 857944, 'resto': 2944581, 'trip': '!!4XrL68aPfRK'}]",1669820909,0.0,0.0,101.0,51.0,
124,2914405,,,10/26/21(Tue)13:48:16,Anonymous,Sniffing / Smelling / Musk,"Guys getting sniffed or generally musky scenarios. Pits, balls, asses, whatever.",1898377132,.jpg,2896.0,4055.0,178.0,250.0,1635270496546.0,1635270496,ouimzXSEVwrKhkfv8Zm7Kg==,1072962.0,0,,sniffing-smelling-musk,155,122,"[{'no': 2985599, 'now': '11/15/22(Tue)21:45:10', 'name': 'Anonymous', 'filename': 'FhoB3-9akAEGYz3', 'ext': '.jpg', 'w': 718, 'h': 1000, 'tn_w': 89, 'tn_h': 125, 'tim': 1668566710234081, 'time': 1668566710, 'md5': 'UayT7/fbDa4L5qcq6f/kSQ==', 'fsize': 155442, 'resto': 2914405}, {'no': 2985600, 'now': '11/15/22(Tue)21:45:54', 'name': 'Anonymous', 'filename': 'FhnLcMOUYAARNxJ', 'ext': '.jpg', 'w': 1531, 'h': 2048, 'tn_w': 93, 'tn_h': 125, 'tim': 1668566754262600, 'time': 1668566754, 'md5': 'zGldHALWTlct+U/s8BbNWw==', 'fsize': 389066, 'resto': 2914405}, {'no': 2985601, 'now': '11/15/22(Tue)21:46:41', 'name': 'Anonymous', 'filename': 'FhirD-DaEAI_dIJ', 'ext': '.jpg', 'w': 1431, 'h': 2048, 'tn_w': 87, 'tn_h': 125, 'tim': 1668566801071161, 'time': 1668566801, 'md5': 'Uu0Z6hiHfmx29e5HrGdI/g==', 'fsize': 408219, 'resto': 2914405}, {'no': 2987408, 'now': '11/29/22(Tue)21:44:39', 'name': 'Anonymous', 'filename': '1211167456', 'ext': '.jpg', 'w': 800, 'h': 984, 'tn_w': 101, 'tn_h': 125, 'tim': 1669776279501119, 'time': 1669776279, 'md5': 'CzO1BIF+4hweRyFluJsQAw==', 'fsize': 266831, 'resto': 2914405}, {'no': 2987429, 'now': '11/30/22(Wed)00:58:41', 'name': 'Anonymous', 'com': '<a href=""#p2962252"" class=""quotelink"">&gt;&gt;2962252</a><br><a href=""#p2985600"" class=""quotelink"">&gt;&gt;2985600</a><br>Source?', 'time': 1669787921, 'resto': 2914405}]",1669787921,0.0,0.0,150.0,118.0,
125,2984398,,,11/06/22(Sun)17:59:15,Anonymous,/Y/DrawThread #145,"RULES (PLEASE READ THEM):<br>1) Be nice to drawfags, they&#039;re drawing for free after all. If you&#039;re looking to add criticism, please do so in a respectful manner.<br>2) Specifics details &amp; reference pics IN ONE POST are MANDATORY. Be Mindful before hitting post. Combine them in MSPaint &amp; compress with TinyJPG. No excuses.<br>3) Don&#039;t expect your request to be done straight away or at all, not every request is going to get done. If you&#039;re repeating a request in a new thread, try including more refs. <br>4) Stick to fictional characters. Characters from live action film/television are fine, just not the actor themselves. ie MCU Captain America requests are fine, but not Chris Evans.<br>5) DON&#039;T BE GREEDY- no begging, HOARDING BY POSTING DIFFERENT REQUESTS BY THE SAME ANON, repeating filled requests, It&#039;s ungrateful to the drawfags filling for you for free.<br>6) Usual board/global rules apply - no yiff, cuntboy or other hardcore /d/, make sure they&#039;re legal, etc. Use Imgur or catbox if you&#039;re worried a request/fill is too extreme.<br>7) NO THREAD DERAILMENT, report filter or hide it. if (you) want to contact the jannys in the IRC:<br>https://www.4chan-x.net/4chan-irc.h<wbr>tml<br>8) When the thread reaches bump limit, please wait until the current thread reaches page8 of the catalog before making a new one.<br><span class=""quote"">&gt;Collection of Deliveries:</span><br>http://y-drawthreads.booru.org/<br>*use your extra time to archive deliveries in the booru or r34<br><span class=""quote"">&gt;Drawing books, tutorials, practice websites &amp; drawing programs:</span><br>http://pastebin.com/4CpXsY7a<br><span class=""quote"">&gt;Drawing books, tutorials, practice websites &amp; drawing programs:</span><br>http://pastebin.com/4CpXsY7a<br><span class=""quote"">&gt;Drawing tips <a href=""//boards.4chan.org/ic/thread/1579290#p1579290"" class=""quotelink"">&gt;&gt;&gt;/ic/1579290</a> </span><br>Previous thread: <span class=""deadlink"">&gt;&gt;2976433</span><br><span class=""quote"">&gt;discord link incase there&#039;s too much spam</span><br>https://discord.gg/hwcKhb5rqW",PicsArt_11-06-09.39.21,.png,1711.0,1470.0,250.0,214.0,1667775555554930.0,1667775555,y8qtaHzmFLqALGYMi0+3ng==,916808.0,0,,ydrawthread-145,352,105,"[{'no': 2988004, 'now': '12/05/22(Mon)05:14:23', 'name': 'Anonymous', 'com': '<a href=""#p2984399"" class=""quotelink"">&gt;&gt;2984399</a><br>Requesting Philip riding Shotaro&#039;s cock while looking very excited/interested and Shotaro looking uncomfortable but turned on.', 'filename': 'fuutopi_ref', 'ext': '.png', 'w': 2144, 'h': 1708, 'tn_w': 125, 'tn_h': 99, 'tim': 1670235263991198, 'time': 1670235263, 'md5': '0GJoW8VSdhWTA2TLrVSb7w==', 'fsize': 4056250, 'resto': 2984398}, {'no': 2988076, 'now': '12/05/22(Mon)21:49:39', 'name': 'Anonymous', 'com': '<a href=""#p2984414"" class=""quotelink"">&gt;&gt;2984414</a><br>I am victorious!<br>I have driven the garbage artists from my threads and wrestlerfaggots will weep forever because I won&#039;t let them get a fill.', 'time': 1670294979, 'resto': 2984398}, {'no': 2988092, 'now': '12/06/22(Tue)00:06:04', 'name': 'Anonymous', 'com': '<a href=""#p2986727"" class=""quotelink"">&gt;&gt;2986727</a><br>glad i was not the only one thinking of this, enjoy anon', 'filename': 'jrandrq', 'ext': '.png', 'w': 2795, 'h': 2753, 'tn_w': 125, 'tn_h': 123, 'tim': 1670303164407913, 'time': 1670303164, 'md5': 'k855AxdifTSGqWbEbs681g==', 'fsize': 1683496, 'resto': 2984398}, {'no': 2988093, 'now': '12/06/22(Tue)00:20:57', 'name': 'Anonymous', 'com': '<a href=""#p2988092"" class=""quotelink"">&gt;&gt;2988092</a><br>Not OR but good shit anon, you forgot to anchor tho<br><a href=""#p2984400"" class=""quotelink"">&gt;&gt;2984400</a>', 'time': 1670304057, 'resto': 2984398}, {'no': 2988176, 'now': '12/06/22(Tue)15:41:42', 'name': 'Anonymous', 'com': '<a href=""/y/thread/2988108#p2988108"" class=""quotelink"">&gt;&gt;2988108</a><br>New thread', 'time': 1670359302, 'resto': 2984398}]",1670359302,1.0,0.0,347.0,103.0,
