,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit
120,926260,,,11/17/22(Thu)04:43:41,Anonymous,,How do I make the hair flow nicely on her shoulders?<br>some cloth addon that allows collision or?<br><br>it&#039;s not particles by the way<br>sculpting is the advised way?,Screenshot (621),.jpg,1965,1196,250,152,1668678221931202,1668678221,5Q/52JYijQMHKh+wX9Clbw==,502120,0,,how-do-i-make-the-hair-flow-nicely-on-her,3,1,,,"[{'no': 926263, 'now': '11/17/22(Thu)05:45:17', 'name': 'Anonymous', 'com': '<a href=""#p926260"" class=""quotelink"">&gt;&gt;926260</a><br>with all the hairy pajeets using freeware, it&#039;s only logical that bigfoot would be spotted in blender', 'filename': 'pajeet', 'ext': '.jpg', 'w': 982, 'h': 1166, 'tn_w': 105, 'tn_h': 125, 'tim': 1668681917794591, 'time': 1668681917, 'md5': 'KuBu/JdPjesvS1pVIZjLoQ==', 'fsize': 352652, 'resto': 926260}, {'no': 926278, 'now': '11/17/22(Thu)09:11:51', 'name': 'Anonymous', 'com': '<a href=""#p926260"" class=""quotelink"">&gt;&gt;926260</a><br>if you have the hair separated from the body mesh duplicate the body mesh, apply a lvl2 subd and just slap a collision on it and hide it', 'time': 1668694311, 'resto': 926260}, {'no': 928499, 'now': '12/04/22(Sun)21:49:12', 'name': 'Anonymous', 'com': '<a href=""#p926278"" class=""quotelink"">&gt;&gt;926278</a><br>this', 'time': 1670208552, 'resto': 926260}]",1670208552,0.0,0.0
121,917682,,,09/12/22(Mon)13:33:10,Anonymous,"What will happen to Poser, DAZ Studio and similar with AI taking off like this?","Those programs are mostly used by people not interested in doing things from scratch and rather interested in creating characters quick, so isn&#039;t that exactly the field AI will get a strong foothold? <br>The technology is currently developing in breathtakingly fast speed, basically exponentially. <br><br>It will still take a while until AI imagery will be quick enough for realtime scenarios like games so I guess the Maya crowd will be fine but the character creators for comic pictures and such? Looking bleak for them",1662816502851178,.jpg,1792,1920,233,250,1663003990634060,1663003990,X/DPYLHr1PsTI7AX+YzXfQ==,2145807,0,,what-will-happen-to-poser-daz-studio-and-similar,157,30,152.0,30.0,"[{'no': 926188, 'now': '11/16/22(Wed)09:29:20', 'name': 'Anonymous', 'com': '<a href=""#p917825"" class=""quotelink"">&gt;&gt;917825</a><br><span class=""quote"">&gt;banana duct taped to a wall makes me a artist and rich</span><br>Fine Artists are going to be completely unaffected by this.', 'time': 1668608960, 'resto': 917682}, {'no': 926191, 'now': '11/16/22(Wed)10:06:57', 'name': 'Anonymous', 'com': 'Yeah I&#039;ve unironically quit art as a potential future career because of this. It&#039;s fucking over. Jobs for concept artists are already falling. In 2 years tops these things will be churning out perfect topography and CG modeller will be a dead job. The writing is on the fucking wall, time to get into trades. GG no re.', 'time': 1668611217, 'resto': 917682}, {'no': 926276, 'now': '11/17/22(Thu)08:57:37', 'name': 'Anonymous', 'com': '<a href=""#p926191"" class=""quotelink"">&gt;&gt;926191</a><br><span class=""quote"">&gt;Jobs for concept artists are already falling. </span><br>Source?', 'time': 1668693457, 'resto': 917682}, {'no': 926277, 'now': '11/17/22(Thu)09:11:44', 'name': 'Anonymous', 'com': '<a href=""#p926191"" class=""quotelink"">&gt;&gt;926191</a><br><span class=""quote"">&gt;In 2 years tops these things will be churning out perfect topography and CG modeller will be a dead job.</span><br>Oh look, we have a singularity faggot here.', 'time': 1668694304, 'resto': 917682}, {'no': 928498, 'now': '12/04/22(Sun)21:47:57', 'name': 'Anonymous', 'com': '<a href=""#p926277"" class=""quotelink"">&gt;&gt;926277</a><br>agree', 'time': 1670208477, 'resto': 917682}]",1670208477,0.0,0.0
122,919534,,,09/24/22(Sat)19:58:23,Anonymous,,"Garbage animation.<br><span class=""quote"">&gt;huge water displacement is not pushing the character away</span><br><span class=""quote"">&gt;the drive should have caused a lower amount of pressure on the water surface. all the screen should have been filled with bubbles.</span><br><span class=""quote"">&gt;the subtle tilt up before diving down looks like it is tilting on a fixed point. It looks robotic and not organic at all</span><br><span class=""quote"">&gt;fishes in the background are chilling, as if a giant potential predator would not have scared them away.</span><br>Is this the next step on 3d? I tough Cameron loved the ocean?",1664040844068629,.webm,1280,720,250,140,1664063903006267,1664063903,KCuze2JqdGAJMUA+sRM6Cg==,2910170,0,,garbage-animation,20,0,15.0,0.0,"[{'no': 927784, 'now': '11/29/22(Tue)12:34:00', 'name': 'Anonymous', 'com': '<a href=""#p919534"" class=""quotelink"">&gt;&gt;919534</a><br>good morning sirs', 'time': 1669743240, 'resto': 919534}, {'no': 927851, 'now': '11/29/22(Tue)22:30:06', 'name': 'Anonymous', 'com': '<a href=""#p919534"" class=""quotelink"">&gt;&gt;919534</a><br>We get it. You&#039;re an autist that never enjoys anything in life', 'time': 1669779006, 'resto': 919534}, {'no': 927881, 'now': '11/30/22(Wed)06:35:36', 'name': 'Anonymous', 'com': '<a href=""#p922629"" class=""quotelink"">&gt;&gt;922629</a><br>The idea that aliens would look super alien to us isn&#039;t necessarily true. They&#039;d evolve to solve the same problems and would prob reach similar solutions.<br>Nutrition intake in the front, shithole in the back, stereo-vision in the front to see what goes into nutrition intake etc.<br>Aliens living on a planet with standard 1G and similar chemical environment would almost certainly end up looking familiar to something we can find here at home. <br><br>I do agree the Navi is way too human, I can buy their upright bipedal bodyplan but all their features are just ridiculously human.<br>The other creatures of Avatar I find somewhat plausible tho, certainly more thought went into the biosphere than in most sci-fi.', 'time': 1669808136, 'resto': 919534}, {'no': 928019, 'now': '12/01/22(Thu)08:20:12', 'name': 'Anonymous', 'com': '<a href=""#p922365"" class=""quotelink"">&gt;&gt;922365</a><br>You are right, same reason why remoras don&#039;t swim away from sharks, or tropical fish in reefs don&#039;t swim away from turtles.<br><br><a href=""#p922629"" class=""quotelink"">&gt;&gt;922629</a><br>But how do you know what aliens look like, anon?', 'time': 1669900812, 'resto': 919534}, {'no': 928496, 'now': '12/04/22(Sun)21:32:59', 'name': 'Anonymous', 'com': '<a href=""#p919534"" class=""quotelink"">&gt;&gt;919534</a><br>on one hand i feel like everyones being a little too harsh on this movie but on the other hand why does this stupid ass movie exist', 'time': 1670207579, 'resto': 919534}]",1670207579,0.0,0.0
123,923516,,,10/27/22(Thu)18:33:16,Anonymous,,Post your donut.<br>rate other donuts<br><br>Ill begin,xgtg46j2f6551,.png,1920,1080,250,140,1666909996105117,1666909996,iBTTwDQbWjORflqpJPeXNw==,2343537,0,,post-your-donut,33,17,28.0,14.0,"[{'no': 926162, 'now': '11/16/22(Wed)01:27:24', 'name': 'Anonymous', 'com': '<a href=""#p923516"" class=""quotelink"">&gt;&gt;923516</a><br>The first one I tried making.', 'filename': 'donut render cropped', 'ext': '.jpg', 'w': 1440, 'h': 1080, 'tn_w': 125, 'tn_h': 93, 'tim': 1668580044013094, 'time': 1668580044, 'md5': 'wqB3j8ABAUA29r3BwQOcSA==', 'fsize': 234164, 'resto': 923516}, {'no': 926174, 'now': '11/16/22(Wed)05:39:02', 'name': 'Anonymous', 'com': 'You can render straight to webm in Blender, very nice. Excuse the retarded phone format, was part of the tutorial after all', 'filename': '0001-0300', 'ext': '.webm', 'w': 1420, 'h': 799, 'tn_w': 124, 'tn_h': 70, 'tim': 1668595142723072, 'time': 1668595142, 'md5': 'DG9suOWKAlZnaFllgQsnTw==', 'fsize': 3129702, 'resto': 923516}, {'no': 926217, 'now': '11/16/22(Wed)17:00:42', 'name': 'Anonymous', 'com': '<a href=""#p923516"" class=""quotelink"">&gt;&gt;923516</a><br>Mine&#039;s from back a long time, Blender 2.79<br>Imagine if I had actually practiced instead of lurking /3/ since then.', 'filename': 'final1', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1668636042454597, 'time': 1668636042, 'md5': 'LxSciKOsdDg5PifdjIhnSA==', 'fsize': 3186155, 'resto': 923516}, {'no': 926218, 'now': '11/16/22(Wed)17:03:03', 'name': 'Anonymous', 'com': '<a href=""#p926217"" class=""quotelink"">&gt;&gt;926217</a><br>Forgot to say, no I don&#039;t know why the framing is dogshit but this is the picture I found.', 'time': 1668636183, 'resto': 923516}, {'no': 928493, 'now': '12/04/22(Sun)21:24:06', 'name': 'Anonymous', 'com': '<a href=""#p926218"" class=""quotelink"">&gt;&gt;926218</a><br>it is dogshit', 'time': 1670207046, 'resto': 923516}]",1670207046,0.0,0.0
124,917389,,,09/09/22(Fri)19:50:15,Anonymous,,I think we must return to NURBS,1662762212679838,.jpg,307,449,170,250,1662767415826871,1662767415,saUkkt3kCoYkSH5a2tJ3Cg==,52733,0,,i-think-we-must-return-to-nurbs,41,17,36.0,15.0,"[{'no': 926575, 'now': '11/19/22(Sat)17:27:58', 'name': 'Anonymous', 'com': '<a href=""#p926507"" class=""quotelink"">&gt;&gt;926507</a><br><span class=""quote"">&gt;IT&#039;LL MAKE YOUR EYES BLEED!!!!!!!!!!!!</span><br>if you don&#039;t like colourful interfaces you have no $0V7', 'time': 1668896878, 'resto': 917389}, {'no': 926618, 'now': '11/20/22(Sun)05:09:59', 'name': 'Anonymous', 'com': '<a href=""#p925275"" class=""quotelink"">&gt;&gt;925275</a><br>What program and what year was this made in', 'time': 1668938999, 'resto': 917389}, {'no': 926707, 'now': '11/20/22(Sun)18:51:01', 'name': 'Anonymous', 'com': '<a href=""#p926618"" class=""quotelink"">&gt;&gt;926618</a><br>Absorb more information and the answer will present itself to you.', 'filename': 'accidental_doitsu', 'ext': '.gif', 'w': 1531, 'h': 807, 'tn_w': 125, 'tn_h': 65, 'tim': 1668988261495242, 'time': 1668988261, 'md5': 'VF4fIyObycjZluesft990A==', 'fsize': 154739, 'resto': 917389}, {'no': 927380, 'now': '11/26/22(Sat)02:16:24', 'name': 'Anonymous', 'com': '<a href=""#p926618"" class=""quotelink"">&gt;&gt;926618</a><br><a href=""#p926707"" class=""quotelink"">&gt;&gt;926707</a><br><span class=""quote"">&gt;What program and what year was this made in</span><br><br>Alias Studio/Alias Poweranimator', 'filename': 'lebedich', 'ext': '.jpg', 'w': 455, 'h': 312, 'tn_w': 125, 'tn_h': 85, 'tim': 1669446984422046, 'time': 1669446984, 'md5': 'lfb1PdVDXKhtmrTrhTXnYA==', 'fsize': 19001, 'resto': 917389}, {'no': 928479, 'now': '12/04/22(Sun)19:13:30', 'name': 'Anonymous', 'com': '<a href=""#p917893"" class=""quotelink"">&gt;&gt;917893</a><br>you are retarded and your eyes dont work', 'time': 1670199210, 'resto': 917389}]",1670199210,0.0,0.0
125,920023,,,09/28/22(Wed)11:36:18,Anonymous,Anyone want to make some game art?,"Hey 3dCG, I&#039;m a game dev looking for an artist to team up with to make some indie games! I was working with another artist but he is not committed to the projects, and I haven&#039;t been happy with the small amount of work that he did complete. I want to work with someone new. I have a bunch of games that I&#039;m working on, the coding is more or less complete but I need ART! <br><br>I&#039;m willing to split any profits 50/50, but I need someone who can commit themselves fully to the job. Anyone here interested or have some advice for how to find an artist to team up with?",Screenshot 2022-09-23 200114,.jpg,1657,909,250,137,1664379378100763,1664379378,5yb2mhokXLvOBLIo4TcFPA==,150076,0,,anyone-want-to-make-some-game-art,13,0,8.0,0.0,"[{'no': 923131, 'now': '10/24/22(Mon)21:42:38', 'name': 'Anonymous', 'com': '<a href=""#p920023"" class=""quotelink"">&gt;&gt;920023</a><br>it only took you 10 years right? RIGHT?', 'time': 1666662158, 'resto': 920023}, {'no': 926163, 'now': '11/16/22(Wed)01:55:13', 'name': 'Anonymous', 'com': '<a href=""#p920023"" class=""quotelink"">&gt;&gt;920023</a><br><span class=""quote"">&gt;candy power</span><br>Bice', 'time': 1668581713, 'resto': 920023}, {'no': 928472, 'now': '12/04/22(Sun)18:34:11', 'name': 'Anonymous', 'com': '<a href=""#p926163"" class=""quotelink"">&gt;&gt;926163</a><br>aha', 'time': 1670196851, 'resto': 920023}, {'no': 928475, 'now': '12/04/22(Sun)18:50:15', 'name': 'Anonymous', 'com': '<a href=""#p920023"" class=""quotelink"">&gt;&gt;920023</a><br>Working for a percentage with someone who has no track record of successfully releasing games seems like a bad idea.<br>If you offer money up front you might get a more enthusiastic response', 'time': 1670197815, 'resto': 920023}, {'no': 928478, 'now': '12/04/22(Sun)19:06:09', 'name': 'Anonymous', 'com': '<a href=""#p920023"" class=""quotelink"">&gt;&gt;920023</a><br>I can for 10usd/hour<br>I&#039;m willing to give you 45% of my part. So we end with 95%-5%', 'time': 1670198769, 'resto': 920023}]",1670198769,0.0,0.0
126,924090,,,11/01/22(Tue)12:29:02,Anonymous,,"I apologize in advance if this isn&#039;t the right board for this question, but I had no idea where else to ask. I want to hire someone to print a 3D model for me, nothing special, just a small human figurine. All I can find on Google are professional companies that seem to work for big industries. I doubt they&#039;d accept my request, and even if they did, they&#039;d probably charge me an eye and a leg for it. How do I find a freelance guy that will print the model for a reasonable price?",1651264219708,.gif,320,240,250,187,1667320142774344,1667320142,26W0as1Fe/OurbrCOJ7UVA==,3753881,0,,i-apologize-in-advance-if-this-isnt-the-right,14,1,9.0,1.0,"[{'no': 924265, 'now': '11/02/22(Wed)18:23:48', 'name': 'Anonymous', 'com': 'If you have a 3d model file, then /DIY/ if you don&#039;t then you will need a higher 3d artist. For a person of reasonable detail, you&#039;re looking in the $1000+ range.', 'time': 1667427828, 'resto': 924090}, {'no': 924281, 'now': '11/02/22(Wed)20:30:50', 'name': 'Anonymous', 'com': '<a href=""#p924090"" class=""quotelink"">&gt;&gt;924090</a><br>Ender 3 v2 costs like 250$<br>Anycubic 4k printer costs like 180$<br><br>But you also need to factor in all the work you need to put in in order to understand the technology and workflow. It should take around a week to figure everything out (for both resin and filament) but on a very comfortable time investment of something like 1-2h a day.<br><br>3D printing is probably the fastest growing and most useful hobby you can have.<br><br>I don&#039;t know what you&#039;re trying to print but there&#039;s a chance it might be unprintable. A low chance but a chance nonetheless. If you understand the technology you will be able to tell which models can be printed and which can&#039;t and whether to use resin or filament. Companies that offer 3D printing services have a section which explain that the model you send them will be &quot;processed&quot; by an expert if there are issues with it. This will happen if the model itself isn&#039;t print-ready. So if you want one model it shouldn&#039;t cost more than 10$ but add to this the cost of the 3D printing expert and you&#039;ll easily could end up paying hundreds of $. Might as well do it yourself.<br><br>When starting out I remember doing hours of research on whether I should buy a filament printer or a resin printer. Now I own 2 of each. Planning on buying more in the future.', 'time': 1667435450, 'resto': 924090}, {'no': 926184, 'now': '11/16/22(Wed)09:02:37', 'name': 'Anonymous', 'com': '<a href=""#p924100"" class=""quotelink"">&gt;&gt;924100</a><br><a href=""#p924125"" class=""quotelink"">&gt;&gt;924125</a><br><a href=""#p924163"" class=""quotelink"">&gt;&gt;924163</a><br><a href=""#p924201"" class=""quotelink"">&gt;&gt;924201</a><br><a href=""#p924265"" class=""quotelink"">&gt;&gt;924265</a><br>I ended up going on Fiverr, and I talked to a guy who asked for $20 for a 6-inches-tall model. Unfortunately, I sent him the wrong file by accident. The model I sent him had clothes on, and a huge dick, because I&#039;d made a mistake when exporting the stl file from Blender. I apologized and sent him the correct one, but then another problem occurred.<br><br>My credit card had expired and I had to get a new one. Meanwhile, he had already made the model, before I even paid him. I apologized again and said I&#039;d pay him as soon as I could use the new card, but that took a lot longer than expected. Now I&#039;m too embarrassed about the whole situation and I want to just forget about it, but I feel guilty about not paying him.', 'time': 1668607357, 'resto': 924090}, {'no': 926194, 'now': '11/16/22(Wed)10:48:15', 'name': 'Anonymous', 'com': '<a href=""#p926184"" class=""quotelink"">&gt;&gt;926184</a><br>Pay him even if it&#039;s later', 'time': 1668613695, 'resto': 924090}, {'no': 928473, 'now': '12/04/22(Sun)18:36:10', 'name': 'Anonymous', 'com': '<a href=""#p926194"" class=""quotelink"">&gt;&gt;926194</a><br>yes', 'time': 1670196970, 'resto': 924090}]",1670196970,0.0,0.0
127,925571,,,11/11/22(Fri)02:35:46,Anonymous,,ITT: your first 3D software<br><br>Mine was Milkshape3D around 2002<br><br>It was popular for modding quake/unreal at the time<br><br>Inb4 blender,1408,.jpg,743,540,249,181,1668152146224019,1668152146,UuAc8ouS6LH365inEvKOVg==,80051,0,,itt-your-first-3d-software,43,19,38.0,17.0,"[{'no': 928199, 'now': '12/02/22(Fri)19:39:33', 'name': 'Anonymous', 'com': '<a href=""#p925908"" class=""quotelink"">&gt;&gt;925908</a><br>Anim8or was the first 3d program I ever used, I made some really trash models and scenes with it as a 12 y/o, and waited hours while my potato PC tried to render flythroughs of rudimentary landscapes to a .avi.<br>I thought that bird model was really high level, something that would require great modeling expertise to create.', 'time': 1670027973, 'resto': 925571}, {'no': 928246, 'now': '12/03/22(Sat)04:56:22', 'name': 'Anonymous', 'com': '<a href=""#p927550"" class=""quotelink"">&gt;&gt;927550</a><br><a href=""#p927091"" class=""quotelink"">&gt;&gt;927091</a><br>fellow level editor bro reporting in.', 'filename': 'DoomGameEditorTheu-Cd-rom', 'ext': '.jpg', 'w': 1466, 'h': 1457, 'tn_w': 125, 'tn_h': 124, 'tim': 1670061382283253, 'time': 1670061382, 'md5': 'BDrkWp4WxEq/zB2KbW610A==', 'fsize': 563492, 'resto': 925571}, {'no': 928305, 'now': '12/03/22(Sat)16:11:24', 'name': 'Anonymous', 'com': 'sketchup 8 with the sketchyphysics plugin', 'time': 1670101884, 'resto': 925571}, {'no': 928326, 'now': '12/03/22(Sat)19:24:02', 'name': 'Anonymous', 'com': 'Valve Hammer Editor chad reporting in<br><br><a href=""#p927091"" class=""quotelink"">&gt;&gt;927091</a><br>lol i did my highschool and the residential area of my cousin<br>check cs_chufin in gamebanana', 'filename': '1641518974164', 'ext': '.jpg', 'w': 587, 'h': 440, 'tn_w': 125, 'tn_h': 93, 'tim': 1670113442923389, 'time': 1670113442, 'md5': 'sUBS9Oo7e83r/O4ucMKA0w==', 'fsize': 44189, 'resto': 925571}, {'no': 928429, 'now': '12/04/22(Sun)11:57:05', 'name': 'Anonymous', 'com': '<a href=""#p925571"" class=""quotelink"">&gt;&gt;925571</a><br>3ds max 8 or 9 can&#039;t quite remember', 'time': 1670173025, 'resto': 925571}]",1670173025,0.0,0.0
128,923392,,,10/26/22(Wed)20:41:55,Anonymous,,"<span class=""quote"">&gt;Align UVs in UV editor to be perfectly square.</span><br><span class=""quote"">&gt;Squares on model are skewed</span><br><span class=""quote"">&gt;Unfold the UVs into a skewed mess</span><br><span class=""quote"">&gt;Squares on model are perfect</span><br><br>?",uvs,.jpg,979,923,249,235,1666831315564717,1666831315,52UrXPozh4SHkhrPF7WH3A==,117270,0,,align-uvs-in-uv-editor-to-be-perfectly-square,56,15,51.0,14.0,"[{'no': 925642, 'now': '11/11/22(Fri)12:57:44', 'name': 'Anonymous', 'com': '<a href=""#p923392"" class=""quotelink"">&gt;&gt;923392</a><br>What did you expect? Look at your mech, you have three tight lines going through it. What do you suppose happens when you make a perfect square out of them?', 'time': 1668189464, 'resto': 923392}, {'no': 926369, 'now': '11/17/22(Thu)18:24:16', 'name': 'Anonymous', 'com': '<a href=""#p923392"" class=""quotelink"">&gt;&gt;923392</a><br><span class=""quote"">&gt;have non square mesh</span><br><span class=""quote"">&gt;unwrap it to a square</span><br><span class=""quote"">&gt;it&#039;s skewed</span><br>no shit retard', 'time': 1668727456, 'resto': 923392}, {'no': 926418, 'now': '11/18/22(Fri)07:56:39', 'name': 'Anonymous', 'com': '<a href=""#p923392"" class=""quotelink"">&gt;&gt;923392</a><br><span class=""quote"">&gt;distorted affine mapping. psx style.</span><br>bruhhh thats legit SOUL frfr no cap<br>t. zoomer', 'time': 1668776199, 'resto': 923392}, {'no': 928417, 'now': '12/04/22(Sun)10:47:45', 'name': 'Anonymous', 'com': '<a href=""#p923392"" class=""quotelink"">&gt;&gt;923392</a><br>lacking an intuitive understanding of UV is biggest indicator of low spatial IQ and NGMI', 'filename': '1663009142039', 'ext': '.jpg', 'w': 666, 'h': 340, 'tn_w': 124, 'tn_h': 63, 'tim': 1670168865787809, 'time': 1670168865, 'md5': 'yxiGfFp0PKMv11K7kQWvrg==', 'fsize': 48870, 'resto': 923392}, {'no': 928424, 'now': '12/04/22(Sun)11:16:21', 'name': 'Anonymous', 'com': '<a href=""#p923411"" class=""quotelink"">&gt;&gt;923411</a><br>You fucking retard why are you making your uv islands square<br><br>Nips do it only for flat colour to save on space', 'time': 1670170581, 'resto': 923392}]",1670170581,0.0,0.0
129,928255,,,12/03/22(Sat)06:25:21,Anonymous,I want to start in the world of 3D rendering,"Before asking my main question, I want to clarify that I have never animated in 3D and I don&#039;t know anything about 3D animation and 3D modeling either, but I know how to draw very well. I have been drawing all my life and I have done a lot of very fluid and realistic 2D animations and I guess this will be a great advantage for me in 3D animation<br><br>Well, coming to my main point: In independent 3D animations (3D animations made by a single person) I have always noticed the lack of realism and consistency in fluids such as water or thick fluids such as melted cheese or honey and this seems to me something totally uncomfortable and unpleasant to see due to the simple fact of the lack of realism in the viscosity and density of the fluids<br><br>My questions are: <br>Is the realism of the fluids in 3D animation determined by the program in which it is created or does it depend on the modeling that the animator gives it?<br><br>What is the best 3D program or software to create 3D animations with the most realistic liquids/fluids possible?",3D fluid modeling,.jpg,800,475,250,148,1670066721579019,1670066721,P45AStzstqb9RbMfJvYccQ==,204952,0,,i-want-to-start-in-the-world-of-3d-rendering,8,0,3.0,0.0,"[{'no': 928279, 'now': '12/03/22(Sat)11:41:34', 'name': 'Anonymous', 'com': '<a href=""#p928255"" class=""quotelink"">&gt;&gt;928255</a><br>Recreating fluids 1 to 1 in 3d is impossible. You can use whatever to make a sim that convincing enough.', 'time': 1670085694, 'resto': 928255}, {'no': 928281, 'now': '12/03/22(Sat)12:08:53', 'name': 'Anonymous', 'com': '<a href=""#p928279"" class=""quotelink"">&gt;&gt;928279</a><br><a href=""#p928273"" class=""quotelink"">&gt;&gt;928273</a><br>I am not looking to simulate water perfectly, I am looking to simulate water in the most realistic way possible<br><br>Within the means of an average independent animator obviously', 'time': 1670087333, 'resto': 928255}, {'no': 928283, 'now': '12/03/22(Sat)12:19:50', 'name': 'Anonymous', 'com': '<a href=""#p928272"" class=""quotelink"">&gt;&gt;928272</a><br><span class=""quote"">&gt;its not &#039;best&#039; if you mean quality of simulation</span><br><br>What is the &quot;best&quot; for you?', 'time': 1670087990, 'resto': 928255}, {'no': 928312, 'now': '12/03/22(Sat)17:18:12', 'name': 'Anonymous', 'com': '<a href=""#p928272"" class=""quotelink"">&gt;&gt;928272</a><br>it&#039;s a decent compromise between looking realistic-ish and not taking the heat death of the universe to simulate i.e. the best solution for vfx we&#039;ve got right now.', 'time': 1670105892, 'resto': 928255}, {'no': 928410, 'now': '12/04/22(Sun)10:08:24', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670166504, 'resto': 928255}]",1670166504,0.0,0.0
130,928343,,,12/03/22(Sat)21:55:54,Anonymous,Starting out in blender,"Due to an injury I found myself with more free time so I thought that I would try some &quot;3d modeling.&quot; It&#039;s been on my backburner for quite a while so I decided to boot up Blender and getting to work. ended up making this in 3 hours, 2 of which were spent watching tutorials to do something specific I wanted to do and figuring out this abomination of an UI.<br>the question is, How do I just make some somewhat similar models to my sprites so that the shadows don&#039;t look like square due to &quot;import image as a flat plane&quot; method. tried to turn the sprites into VSG files but that just messed up the sprites. also I want to do more simplistic 3d geometry so that I can slap in my textures since I know slapping flat plains everywhere ain&#039;t gonna cut it for what I want to do, so I gotta learn how to put textures into objects as well, it&#039;s gonna be hard to make those models look pixelated so any tips for both the sprites import and 3d models would be greatly appreciated.",test ss,.jpg,360,323,250,224,1670122554084028,1670122554,0VgCYpr7iWAkBwrmVtdtzw==,9682,0,,starting-out-in-blender,3,0,,,"[{'no': 928372, 'now': '12/04/22(Sun)04:40:16', 'name': 'Anonymous', 'com': '<a href=""#p928343"" class=""quotelink"">&gt;&gt;928343</a><br><span class=""quote"">&gt; How do I just make some somewhat similar models to my sprite</span><br>For some really simple and fast models, try using a bunch of metaballs, they&#039;re primitive shapes that automatically combine when they&#039;re close to eachother, just increase the resolution a bit in the metaball properties tab so that you can match the silhouette.', 'time': 1670146816, 'resto': 928343}, {'no': 928376, 'now': '12/04/22(Sun)05:59:32', 'name': 'Anonymous', 'com': '<a href=""#p928372"" class=""quotelink"">&gt;&gt;928372</a><br>Not OP, I never really understood the point of using metaballs in blender, at least with the tools we have now. If you want to convert a mesh&#039;s volume to a rougly approximate blob covering the same volume then you can either quickly remesh, use the remesh modifier or use geometry nodes. Metaballs are super unwieldy once you spawn more than like ten of them because their radii clutter the viewport to shit. You also need to collapse them into an actual mesh if you want to do anything with them like rig or texture them, which sucks. I know you just mentioned them because OP wants an easy way to make essentially voxels(if I understood right) but it really is easier to use geometry nodes or the remesh modifier if so.', 'time': 1670151572, 'resto': 928343}, {'no': 928406, 'now': '12/04/22(Sun)09:50:45', 'name': 'Anonymous', 'com': 'regarding 3d models with pixel textures:<br><br>https://github.com/recatek/polypixe<wbr>l-wiki/wiki<br><br>Here&#039;s a little collection of various tutorials related to that topic<br>I&#039;d say check out the first video in the blender section, It&#039;ll teach you how to keep your pixel crisp with pixel density.<br><br>Since blender&#039;s texture paint feature kinda sucks and making your sprites in another graphic editor will have you reloading the texture each time you make an adjustment, this little plugin called Pribambase can be handy. It allows you to connect blender to aseprite and updates the texture as you draw.', 'time': 1670165445, 'resto': 928343}]",1670165445,0.0,0.0
131,928300,,,12/03/22(Sat)15:51:20,Anonymous,,https://www.youtube.com/watch?v=shy<wbr>51E-MU8Y<br><br><br>And just like that. Easily out of a job in 10 years. What is your next career after 3D modeling and sculpting?,ezgif-3-4cf84edb9e,.gif,600,399,250,166,1670100680264007,1670100680,rhbzBG9Eo5XQ7oGvkX63MQ==,1913416,0,,and-just-like-that-easily-out-of-a-job-in-10,3,0,,,"[{'no': 928302, 'now': '12/03/22(Sat)15:57:37', 'name': 'Anonymous', 'com': '<a href=""#p928300"" class=""quotelink"">&gt;&gt;928300</a><br>ai generated 3d will take over the world just like crypto took over the world.<br><br>oh wait.', 'time': 1670101057, 'resto': 928300}, {'no': 928374, 'now': '12/04/22(Sun)05:31:22', 'name': 'Anonymous', 'com': 'post wires', 'time': 1670149882, 'resto': 928300}, {'no': 928401, 'now': '12/04/22(Sun)09:35:37', 'name': 'Anonymous', 'com': '<a href=""#p928374"" class=""quotelink"">&gt;&gt;928374</a><br>NANI-te', 'time': 1670164537, 'resto': 928300}]",1670164537,0.0,0.0
132,926908,,,11/22/22(Tue)09:46:20,Anonymous,,Should I learn xgen and will it make my renders more realistic than fibermesh?,1644802406106,.jpg,468,664,176,250,1669128380505708,1669128380,Cnvu/byaRMQ9sdvPDqpmjA==,131657,0,,should-i-learn-xgen-and-will-it-make-my-renders,3,0,,,"[{'no': 927001, 'now': '11/22/22(Tue)15:38:25', 'name': 'Anonymous', 'com': 'bump', 'time': 1669149505, 'resto': 926908}, {'no': 927080, 'now': '11/23/22(Wed)07:55:50', 'name': 'Anonymous', 'com': 'Listen you are retarded, but as a fellow maya chad I will help you out, just this once: <br>Xgen like any other hair generator is great, it will definitely create some realistic hair renders for your character, or hair cards for use in game. <br>Like Ornatrix or any other hair tool its well documented and there&#039;s enough youtube tutorials on it.', 'time': 1669208150, 'resto': 926908}, {'no': 928387, 'now': '12/04/22(Sun)07:09:46', 'name': 'Anonymous', 'com': '<a href=""#p926908"" class=""quotelink"">&gt;&gt;926908</a><br>Xgen is great, free if you have maya, great support, crashes less than Yeti/Ornatrix, use it.', 'time': 1670155786, 'resto': 926908}]",1670155786,0.0,0.0
