,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,last_replies,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images,trip
127,2514868,,,12/03/22(Sat)22:32:53,Anonymous,Questions for welding fags,"1. Can flux core welding do a suitable job for sheet metal?<br>2. When welding on a normal car, what precautions should you take?<br><br>I&#039;ll probably burn the house down regardless, but I appreciate any advice given.",welding,.jpg,474,398,250,209,1670124773002761,1670124773,xJDl4fF7qfWynsIAAJ8E4g==,51685,0,,questions-for-welding-fags,25,3,"[{'no': 2519152, 'now': '12/10/22(Sat)16:00:10', 'name': 'Anonymous', 'com': '<a href=""#p2519136"" class=""quotelink"">&gt;&gt;2519136</a><br><span class=""quote"">&gt;Usually if you are tig welding you are in a warehouse environment working 5 days a week and home very night. Sounds super boring.</span><br>Fab shops yes definitely, also clean rooms, alot of that with all this new tech, and nuclear work <br>When ever your body breaks and you officially agree with people calling you an old man, switch to tig or better yet general foreman or superintendent', 'time': 1670706010, 'resto': 2514868}, {'no': 2519157, 'now': '12/10/22(Sat)16:05:21', 'name': 'Anonymous', 'com': 'https://youtu.be/SqZhEiFNHAM<br>https://youtu.be/lihEqx0E-C0', 'time': 1670706321, 'resto': 2514868}, {'no': 2519305, 'now': '12/10/22(Sat)19:34:28', 'name': 'Anonymous', 'com': '<a href=""#p2519136"" class=""quotelink"">&gt;&gt;2519136</a><br><span class=""quote"">&gt;Ive worked with guys that are (according them) super fucking bad ass tig welders and they still stick weld pipe.</span><br><br>TIG root w. 7018 fill and cap is common.<br><br>https://www.youtube.com/watch?v=3Zt<wbr>wySC0bE0', 'time': 1670718868, 'resto': 2514868}, {'no': 2519417, 'now': '12/10/22(Sat)21:56:10', 'name': 'Anonymous', 'com': 'https://youtu.be/p3VWpF1eMHg', 'time': 1670727370, 'resto': 2514868}, {'no': 2519437, 'now': '12/10/22(Sat)22:16:33', 'name': 'Anonymous', 'com': '<a href=""#p2516280"" class=""quotelink"">&gt;&gt;2516280</a><br>Mig overheats welds, so they will literally crack over time unless your hit it with some 7018 or soft metal on top of the first weld.', 'time': 1670728593, 'resto': 2514868}]",1670728593,0.0,0.0,20.0,3.0,
128,2510123,,,11/25/22(Fri)22:46:51,Anonymous,,The virgin *x number of latex-base coat paint<br>vs.<br>Chad 1 coat of oil-base paint,IMG_20221125_222101,.jpg,1542,2048,188,250,1669434411329056,1669434411,YbB+AxSEWLINHWM3q45p4g==,465055,0,,the-virgin-x-number-of-latexbase-coat-paint,50,7,"[{'no': 2513009, 'now': '12/01/22(Thu)00:13:58', 'name': 'Anonymous', 'com': '<a href=""#p2512957"" class=""quotelink"">&gt;&gt;2512957</a><br>Your communication skills are so poor that all you are effectively saying is &quot;herp derp i eat shit and am retarded.&quot;<br><br>Hopefully you&#039;re better with paint than you are with the English language.', 'time': 1669871638, 'resto': 2510123}, {'no': 2514514, 'now': '12/03/22(Sat)11:26:57', 'name': 'Anonymous', 'com': '<a href=""#p2512952"" class=""quotelink"">&gt;&gt;2512952</a><br>we can see the dust embedded on the pic.', 'time': 1670084817, 'resto': 2510123}, {'no': 2516727, 'now': '12/06/22(Tue)17:31:32', 'name': 'Anonymous', 'com': '<a href=""#p2510123"" class=""quotelink"">&gt;&gt;2510123</a><br>I applied for a role at the hardware shop down the street which needed someone to help staff the paint department. My application was perfect except when asked when I&#039;m available to start I clicked 9 am instead of 7 like a fucking retard. I&#039;m never gonna get a job. Apply every day for several months now. This is ridiculous I just can&#039;t make it.', 'time': 1670365892, 'resto': 2510123}, {'no': 2519351, 'now': '12/10/22(Sat)20:36:53', 'name': 'Anonymous', 'com': '<a href=""#p2510981"" class=""quotelink"">&gt;&gt;2510981</a><br><span class=""quote"">&gt;shot of black.</span><br>forgotten knowledge', 'time': 1670722613, 'resto': 2510123}, {'no': 2519384, 'now': '12/10/22(Sat)21:09:46', 'name': 'Anonymous', 'com': '<a href=""#p2510123"" class=""quotelink"">&gt;&gt;2510123</a><br>Painted wood looks like absolute dogshit. This is the quality work of a white woman with pintrest.<br>It would look better if I pressed my ass cheeks against your door and blew liquid shit all over it.<br><br>Sand that shit off and stain it properly.', 'time': 1670724586, 'resto': 2510123}]",1670724586,0.0,0.0,45.0,7.0,
129,2518595,,,12/09/22(Fri)20:25:51,Anonymous,Trap House,This house was on this board earlier this year. It&#039;s back on the market with new photos. I think the junkies got in at some point.<br><br>https://www.zillow.com/homedetails/<wbr>1103-Walsh-St-Lansing-MI-48912/7400<wbr>7313_zpid/,Screenshot from 2022-12-09 20-22-06,.png,565,753,187,250,1670635551713959,1670635551,e2bx8/vIcBwfhrKxOmNkgw==,882882,0,,trap-house,7,1,"[{'no': 2518760, 'now': '12/10/22(Sat)02:34:04', 'name': 'Anonymous', 'com': '<a href=""#p2518595"" class=""quotelink"">&gt;&gt;2518595</a><br>Wild, I use to live like five blocks away from this place. At one point around 2012-13 there was a family there, but after that I think mexicans were squatting there. I remember thinking it looked cool when I was a kid, they use to have a telescope up top.', 'time': 1670657644, 'resto': 2518595}, {'no': 2519053, 'now': '12/10/22(Sat)13:24:19', 'name': 'Anonymous', 'com': '<a href=""#p2518595"" class=""quotelink"">&gt;&gt;2518595</a><br>What&#039;s grossed than Lansing Michigan?<br>Flushing New York.', 'time': 1670696659, 'resto': 2518595}, {'no': 2519273, 'now': '12/10/22(Sat)18:54:15', 'name': 'Anonymous', 'com': '1 block away...how about fancy new apartments with no doors or appliances and missing windows?<br>https://www.zillow.com/b/1030-s.-ho<wbr>lmes-st.-lansing,-mi-48912-lansing-<wbr>mi-9RDt6c/', 'filename': '247c0602ca1c1379ffc01ff139d30637-cc_ft_768', 'ext': '.jpg', 'w': 768, 'h': 576, 'tn_w': 125, 'tn_h': 93, 'tim': 1670716455218425, 'time': 1670716455, 'md5': 'FYSFWzqe5YqEN+hRVYS+Qw==', 'fsize': 49573, 'resto': 2518595}, {'no': 2519329, 'now': '12/10/22(Sat)20:08:45', 'name': 'Anonymous', 'com': '<a href=""#p2519273"" class=""quotelink"">&gt;&gt;2519273</a><br><span class=""quote"">&gt;https://www.zillow.com/b/1030-s.-h<wbr>olmes-st.-lansing,-mi-48912-lansing<wbr>-mi-9RDt6c/</span><br>door has weird outside hinges, literally visible in next photo.<br><br>why does everyone do this now? everyone cares more about (You) than (True).', 'time': 1670720925, 'resto': 2518595}, {'no': 2519373, 'now': '12/10/22(Sat)20:57:57', 'name': 'Anonymous', 'com': '<a href=""#p2519329"" class=""quotelink"">&gt;&gt;2519329</a><br>Sorry i missed those hinges.', 'time': 1670723877, 'resto': 2518595}]",1670723877,0.0,0.0,2.0,0.0,
130,2519181,,,12/10/22(Sat)16:40:22,Anonymous,,"Best way to import featureless, light grey soapstone for carving?",soapstone,.png,810,879,230,250,1670708422581871,1670708422,EdRWfEPQn6FG8VxDVgxH7Q==,842199,0,,best-way-to-import-featureless-light-grey,1,0,"[{'no': 2519363, 'now': '12/10/22(Sat)20:48:45', 'name': 'Anonymous', 'com': '<a href=""#p2519181"" class=""quotelink"">&gt;&gt;2519181</a><br>Cartels.<br>They&#039;ll live the cover. They may even pay you for the privilege.', 'time': 1670723325, 'resto': 2519181}]",1670723325,0.0,0.0,,,
131,2515908,,,12/05/22(Mon)11:32:53,Anonymous,What&#039;s happening here?,"I recently tried painting a room in my house, the old color was a a deep pink and I covered it with two layers of white primer with no issues. Afterwards I put on two coats of my new color and didn&#039;t see anything out of the ordinary. Came to check on it the next morning and see this in the corners. Has anyone had this happen before? What went wrong?",Resized_20221122_124254(1),.jpg,921,2048,112,250,1670257973012312,1670257973,51ODaeCqafxdEAJTNjqzew==,77328,0,,whats-happening-here,25,1,"[{'no': 2517214, 'now': '12/07/22(Wed)12:04:10', 'name': 'Anonymous', 'com': '<a href=""#p2515917"" class=""quotelink"">&gt;&gt;2515917</a><br><span class=""quote"">&gt;why not 10 coats</span><br>anon isn&#039;t trying to shrink his room...', 'time': 1670432650, 'resto': 2515908}, {'no': 2517215, 'now': '12/07/22(Wed)12:06:12', 'name': 'Anonymous', 'com': '<a href=""#p2515927"" class=""quotelink"">&gt;&gt;2515927</a><br><span class=""quote"">&gt;for the next round I&#039;ll</span><br>No this isn&#039;t merely a &quot;next round&quot; thing. You have persistent condensation that needs to be fixed even after your next coat of compulsive primer dries', 'time': 1670432772, 'resto': 2515908}, {'no': 2517338, 'now': '12/07/22(Wed)16:12:44', 'name': 'Anonymous', 'com': '<a href=""#p2515908"" class=""quotelink"">&gt;&gt;2515908</a><br>how fucking dumb are you? learn how to paint before you actually paint retard', 'time': 1670447564, 'resto': 2515908}, {'no': 2519118, 'now': '12/10/22(Sat)15:13:07', 'name': 'Anonymous', 'com': '<a href=""#p2515921"" class=""quotelink"">&gt;&gt;2515921</a><br>If your room is getting sweaty with nothing in there that&#039;s a big fucking problem anon<br>Rip up that carpet, let&#039;s get a look at the floor below before you die of blacklung', 'time': 1670703187, 'resto': 2515908}, {'no': 2519349, 'now': '12/10/22(Sat)20:35:28', 'name': 'Anonymous', 'com': '<a href=""#p2516324"" class=""quotelink"">&gt;&gt;2516324</a><br><span class=""quote"">&gt;shot of black</span><br>Very few on this board understand about paint', 'time': 1670722528, 'resto': 2515908}]",1670722528,0.0,0.0,20.0,1.0,
132,2513011,,,12/01/22(Thu)00:16:14,Anonymous,What is the best place to start with furniture making,"What books and reading material would you recommend? Pic real is my first and only furniture piece, baby&#039;s first shelf. Gimme a break I live in a small apartment and almost got evicted over this hunk of junk.",received_1339315383478701,.jpg,2048,1542,250,188,1669871774704938,1669871774,IiWID200srMB2WVbA6pZVw==,380796,0,,what-is-the-best-place-to-start-with-furniture,30,9,"[{'no': 2518499, 'now': '12/09/22(Fri)16:19:56', 'name': 'Anonymous', 'com': '<a href=""#p2518479"" class=""quotelink"">&gt;&gt;2518479</a><br>The specified dimensions are the alleged rough sawn dimensions before planing. You might also want to mention that dimensional lumber is in no way straight in any dimension.', 'time': 1670620796, 'resto': 2513011}, {'no': 2519175, 'now': '12/10/22(Sat)16:33:53', 'name': 'Anonymous', 'com': '<a href=""#p2518479"" class=""quotelink"">&gt;&gt;2518479</a><br><a href=""#p2518499"" class=""quotelink"">&gt;&gt;2518499</a><br>Where can I find he best lumber', 'time': 1670708033, 'resto': 2513011}, {'no': 2519187, 'now': '12/10/22(Sat)16:51:30', 'name': 'Anonymous', 'com': '<a href=""#p2519175"" class=""quotelink"">&gt;&gt;2519175</a><br>Look around your area for a lumber specific supplier. The stuff at Home Depot or Lowes is often trash. Also, as other anon mentioned, dimensional lumber is never straight, so if you want to build a decent desk you&#039;ll probably have to spend more than you&#039;ve planned.', 'time': 1670709090, 'resto': 2513011}, {'no': 2519205, 'now': '12/10/22(Sat)17:18:28', 'name': 'Anonymous', 'com': '<a href=""#p2513011"" class=""quotelink"">&gt;&gt;2513011</a><br><span class=""quote"">&gt;Gimme a break I live in a small apartment and almost got evicted over this hunk of junk.</span><br>Little protip for you: Instead of preemptively defending your bad craftsmanship, its better to just arrogantly assume you know everything and react with extreme hostility if someone criticizes anything you make. That&#039;s what most people I know do.', 'time': 1670710708, 'resto': 2513011}, {'no': 2519216, 'now': '12/10/22(Sat)17:33:23', 'name': 'Anonymous', 'com': '<a href=""#p2519175"" class=""quotelink"">&gt;&gt;2519175</a><br>Hardwood lumberyards will have the good furniture-grade pine. It will also not be straight (or planed) because wood isn&#039;t straight however, unlike construction lumber, it will be PROPERLY dried so it also won&#039;t move much after a week of acclimating to your shop/house/whatever and it will be far straighter and infinitely easier to work with.<br>If you want to build furniture out of hardware store dimensional lumber then be prepared to make several trips over weeks to get pieces that aren&#039;t twisted to shit and have intact edges. Also prepare to plane for days.', 'time': 1670711603, 'resto': 2513011}]",1670711603,0.0,0.0,25.0,9.0,
133,2518626,,,12/09/22(Fri)21:20:10,Anonymous,/pyon/ asking for AC advice,"Hello from /pyon/<br><a href=""//boards.4channel.org/vt/thread/38655166#p38655166"" class=""quotelink"">&gt;&gt;&gt;/vt/38655166</a><br>Got any AC advice for an Aussie hikikomori rabbit vtuber looking to buy an air conditioner for her room?",file,.png,525,361,250,171,1670638810079068,1670638810,dbwzthfvqNh9xvvrdnhr4A==,68141,0,,pyon-asking-for-ac-advice,13,0,"[{'no': 2518754, 'now': '12/10/22(Sat)02:22:04', 'name': 'Anonymous', 'com': '<a href=""#p2518626"" class=""quotelink"">&gt;&gt;2518626</a><br>vtubers are cancer<br>also make sure you check that you have enough power available wherever you are going to plug it in. ie, always check the amount of amps your AC unit will draw, and make sure that the circuit it is plugged into can provide that. you may have a bunch of other stuff plugged in that needs to be plugged in and so you might not be able to run your AC at the same time. So when getting your AC, take that into consideration.', 'time': 1670656924, 'resto': 2518626}, {'no': 2518758, 'now': '12/10/22(Sat)02:29:57', 'name': 'Anonymous', 'com': 'OP here<br>I&#039;m not her btw, just one of her viewers<br>I wondered what kind of AC would be good for her, and thought this would be a good place to ask that&#039;s all. I&#039;ve not come to this board before now.<br><a href=""#p2518751"" class=""quotelink"">&gt;&gt;2518751</a><br>It just means she stays home in her room most of the time<br>I thought maybe if I said that, it&#039;d give you more of an idea on how much daily use the AC would get, that&#039;s all<br>I&#039;m not fishing for (you)&#039;s', 'time': 1670657397, 'resto': 2518626}, {'no': 2519044, 'now': '12/10/22(Sat)13:17:29', 'name': 'Anonymous', 'com': '<a href=""#p2518669"" class=""quotelink"">&gt;&gt;2518669</a><br><span class=""quote"">&gt;you&#039;re polite enough</span><br>Yeah, I was gonna be snarky but this is true.<br>How much air conditioner to buy is the other question. The simple answer is: as much as you can afford. Bigger units are more efficient in general. And you&#039;ll run them less often to maintain temperature. (There is such a thing as too much, but it&#039;s rare and weird.)<br>As a VERY rough rule-of-thumb, you want about 30BTU per sq ft. E.g. a 16ftx16ft room is an 9000BTU AC. Or one notch bigger. Or one notch smaller.<br><span class=""quote"">&gt;If you have a sliding DOOR, or a fucked-up push out window (I have one), consider getting a unit on rolling casters.</span><br>If you do go this route, be sure to get one which has two flexible tubes that go to the door/window. Why? Because the one tube model just exhausts the hot air out, which lowers the air pressure in the room, so every little window leak and vent and whatever you have outside is going to be pouring hot outside air into the room you&#039;re trying to cool. Two-tube systems circulate the outside air across the condensing coil and keep pressure normal.', 'time': 1670696249, 'resto': 2518626}, {'no': 2519049, 'now': '12/10/22(Sat)13:21:09', 'name': 'Anonymous', 'com': '<a href=""#p2518702"" class=""quotelink"">&gt;&gt;2518702</a><br><span class=""quote"">&gt;Thank you</span><br><span class=""quote"">&gt;Have a nice day</span><br>Dammit. Now not only have you gotten sizing and selection advice out of me, you&#039;re nice enough for me to bother viewing at least once.', 'time': 1670696469, 'resto': 2518626}, {'no': 2519158, 'now': '12/10/22(Sat)16:06:04', 'name': 'Anonymous', 'com': '<a href=""#p2518702"" class=""quotelink"">&gt;&gt;2518702</a><br>You are very welcome.', 'time': 1670706364, 'resto': 2518626}]",1670706364,0.0,0.0,8.0,0.0,
134,2518936,,,12/10/22(Sat)10:42:59,Anonymous,,"So once and for all, should you be using fabric softeners in your laundry?<br>Some say it protects the fibers, others say it only damages them through unnecessary chemical exposure. Others yet say it&#039;s a neutral aesthetic thing just to perfume your linens a little bit.<br>I&#039;m about to put in a new batch of laundry, should I add some fabric softener?<br><br>(And please spare me the schizo /pol/ &quot;trad&quot; answers of using vinegar or baking powder or whatever)",file,.png,2325,2560,227,250,1670686979735352,1670686979,a3L9f9d8kudwZbFBaKts5A==,2574098,0,,so-once-and-for-all-should-you-be-using-fabric,8,2,"[{'no': 2518988, 'now': '12/10/22(Sat)11:56:11', 'name': 'Anonymous', 'com': 'I use liquid fabric softener in the wash and then I also put in a dryer sheet.', 'filename': 'BV6iF', 'ext': '.gif', 'w': 245, 'h': 200, 'tn_w': 125, 'tn_h': 102, 'tim': 1670691371881889, 'time': 1670691371, 'md5': 'vA0E1TslwAMn5/hImwf1Kg==', 'fsize': 498114, 'resto': 2518936}, {'no': 2518994, 'now': '12/10/22(Sat)12:04:55', 'name': 'Anonymous', 'com': 'Op&#039;s preferred brand.', 'filename': '10710686_743222852399474_5940572440769790510_n', 'ext': '.jpg', 'w': 526, 'h': 935, 'tn_w': 70, 'tn_h': 125, 'tim': 1670691895896085, 'time': 1670691895, 'md5': 'TZ7s7DO6tWPehesISTTjkQ==', 'fsize': 35626, 'resto': 2518936}, {'no': 2519113, 'now': '12/10/22(Sat)14:59:53', 'name': 'Anonymous', 'com': '<a href=""#p2518936"" class=""quotelink"">&gt;&gt;2518936</a><br><span class=""quote"">&gt;fabric softeners</span><br>What are they supposed to do? Other than make you glow in nightvision?', 'time': 1670702393, 'resto': 2518936}, {'no': 2519119, 'now': '12/10/22(Sat)15:13:42', 'name': 'Anonymous', 'com': '<a href=""#p2519113"" class=""quotelink"">&gt;&gt;2519113</a><br>They&#039;re a lubricant.<br>Similar to conditioner in your hair.<br>They make the cloth fibers slide past each other easier so your clothes feel softer.<br><br>And they build up inside the washing machine.', 'time': 1670703222, 'resto': 2518936}, {'no': 2519133, 'now': '12/10/22(Sat)15:42:04', 'name': 'Anonymous', 'com': '<a href=""#p2518943"" class=""quotelink"">&gt;&gt;2518943</a><br>This.<br><br>Unscented laundry detergent, unscented dryer sheet, chlorine or non-chlorine bleach as prewash when needed/appropriate.<br>If you want to smell, get good perfumes and use that one type as your scent for the day, rather than mixing a half dozen random fucking scented products.', 'time': 1670704924, 'resto': 2518936}]",1670704924,0.0,0.0,3.0,0.0,
135,2518498,,,12/09/22(Fri)16:18:05,Anonymous,Hauling a Boat,"I&#039;m looking to get a boat hauled, getting info from some transporters- anyone know how I check that they&#039;re properly insured? Like is there something they can email me demonstrating coverage? Is this a crazy request to make? I just want to make sure I don&#039;t get screwed if something goes wrong...",image1,.jpg,600,277,250,115,1670620685812100,1670620685,2d7O+/zcOce+PEN4n0r12w==,31314,0,,hauling-a-boat,4,1,"[{'no': 2518524, 'now': '12/09/22(Fri)18:00:22', 'name': 'Anonymous', 'com': 'Anyone operating in that capacity would be able to produce a certificate of insurance that will state the liabilities and limitations of their coverage. Ask for a COI', 'time': 1670626822, 'resto': 2518498}, {'no': 2518531, 'now': '12/09/22(Fri)18:21:47', 'name': 'Anonymous', 'com': '<a href=""#p2518498"" class=""quotelink"">&gt;&gt;2518498</a><br>Nah any legit business should be able to produce a COI when requested. Make sure to read the transport agreement before you sign it.', 'time': 1670628107, 'resto': 2518498}, {'no': 2518814, 'now': '12/10/22(Sat)06:17:39', 'name': 'Anonymous', 'com': '<a href=""#p2518524"" class=""quotelink"">&gt;&gt;2518524</a><br><a href=""#p2518531"" class=""quotelink"">&gt;&gt;2518531</a><br>thanks, i didn&#039;t think it seemed like a weird thing to ask for but a couple guys seemed to give me the run around when I asked for it.', 'filename': '2509458-1536x864-[DesktopNexus.com]', 'ext': '.jpg', 'w': 1536, 'h': 864, 'tn_w': 125, 'tn_h': 70, 'tim': 1670671059219445, 'time': 1670671059, 'md5': 'ub2C/BQqXrR4frHjxy2lnA==', 'fsize': 389698, 'resto': 2518498}, {'no': 2519111, 'now': '12/10/22(Sat)14:53:20', 'name': 'Anonymous', 'com': '<a href=""#p2518814"" class=""quotelink"">&gt;&gt;2518814</a><br><span class=""quote"">&gt;a couple guys seemed to give me the run around when I asked for it</span><br>That should be an indication. They may not be insured for it, the driver is moonlighting with company equilment, they&#039;re not permitted to operate at that weight or whatever, etc.<br>Of course, if you&#039;re looking to haul a 12ft dingy and want a COI, they&#039;ll also see that as you&#039;re more trouble than you&#039;re worth.', 'time': 1670702000, 'resto': 2518498}]",1670702000,0.0,0.0,,,
136,2518630,,,12/09/22(Fri)21:30:47,Anonymous,,"Has anyone installed crown molding before?<br><br>I work as a handyman and do mostly paint and drywall. Today a customer asked me to put up some crown molding. I said sure. After 2 hours and like 5 missed cuts, I just gave up and told the customer I could not do it.<br><br>Anyone worked with this shit? How do you get this thing down?",Crown molding,.jpg,920,613,250,166,1670639447353455,1670639447,P80bhONqmDAXQncRRuLfYA==,167990,0,,has-anyone-installed-crown-molding-before,22,6,"[{'no': 2518914, 'now': '12/10/22(Sat)10:10:35', 'name': 'Anonymous', 'com': '<a href=""#p2518630"" class=""quotelink"">&gt;&gt;2518630</a><br>I do cabinets. Most of these get crown and light rail. I came up through several other carpentry positions to get into the higher detail work. I was on crews that wouldn&#039;t let me touch a stick of crown, but they were happy to send me up a ladder with sandpaper to fix their cuts. <br><br>I always think of this song <br>https://youtu.be/ujmGiBl36f8<br>Crown is cut Upside Down and Backwards. It is important that you rest the crown correctly against your miter fence. You&#039;ll notice that it rocks against the fence and base, so I generally make the start of the cut or installed physical bottom of the crown piece flat against the fence because your angle will change if it&#039;s not. <br><br>Cabs are good to start because they&#039;re clean boxes to wrap. If you&#039;re touching ceilings and walls, especially on an old house, you know what you&#039;re getting into. They&#039;re going to be up and down across the span. They&#039;re not going to be right angles. It will often be worth your time to cope the crown like the OP image because coping gives you more angle of acceptable installation. On really ugly ceilings, you might end up scribing the top edge of the crown then adjusting the height by bringing spots down with a belt sander or free handing on the table saw.', 'time': 1670685035, 'resto': 2518630}, {'no': 2518920, 'now': '12/10/22(Sat)10:18:11', 'name': 'Anonymous', 'com': '<a href=""#p2518641"" class=""quotelink"">&gt;&gt;2518641</a><br>It&#039;s carpentry, not handywork. Get gud, simple as.', 'time': 1670685491, 'resto': 2518630}, {'no': 2519103, 'now': '12/10/22(Sat)14:30:00', 'name': 'Anonymous', 'com': '<a href=""#p2518630"" class=""quotelink"">&gt;&gt;2518630</a><br><span class=""quote"">&gt;After 2 hours and like 5 missed cuts, I just gave up and told the customer I could not do it.</span><br><a href=""#p2518641"" class=""quotelink"">&gt;&gt;2518641</a><br><span class=""quote"">&gt;had to tell the customer i couldn&#039;t do it and ended up just doing the other stuff they wanted done</span><br>Ya know, credit to you guys. Too many others would fuck it up and try to bullshit their way out of it.<br>Most of the answer is in building a good mitre box and using s lot of clamps to hold the piece in there.<br>The one depicted in <a href=""#p2518644"" class=""quotelink"">&gt;&gt;2518644</a> is traditional. But for moulding you also want a 45° that rises parallel to the flat this will put a 45° bevel on both pieces so that the patter meets itself between them. So special sawing. And if the walls aren&#039;t properly square, it&#039;s easy enough to fill and paint over the narrow gap.', 'time': 1670700600, 'resto': 2518630}, {'no': 2519106, 'now': '12/10/22(Sat)14:34:52', 'name': 'Anonymous', 'com': '<a href=""#p2519103"" class=""quotelink"">&gt;&gt;2519103</a><br><span class=""quote"">&gt;you also want a 45° that rises parallel to the flat</span><br>Like the one at the end here. Both pieces get that cut. So they kiss in the corner. Bridge any gap that might appear.<br>Also, a tip: do those corners first. It&#039;s much easier to straight trim a piece of moulding in the middle of the wall than to play games in the corners.', 'filename': 'image_16352', 'ext': '.jpg', 'w': 1200, 'h': 1200, 'tn_w': 125, 'tn_h': 125, 'tim': 1670700892565895, 'time': 1670700892, 'md5': 'g0rtJngidOr6jCDmJG38Rw==', 'fsize': 73396, 'resto': 2518630}, {'no': 2519107, 'now': '12/10/22(Sat)14:39:17', 'name': 'Anonymous', 'com': '<a href=""#p2519106"" class=""quotelink"">&gt;&gt;2519106</a><br><span class=""quote"">&gt;Bridge any gap that might appear.</span><br>When you git real gud and stupid for stupid money, you do like I do in my box and make the angle just a little steeper. This means they bump at that outer edge. So you&#039;re forced to sand one of them to fit. Gets super snug. :chefkiss:', 'time': 1670701157, 'resto': 2518630}]",1670701157,0.0,0.0,17.0,5.0,
137,2516237,,,12/05/22(Mon)21:24:16,Anonymous,Muddy river filtration,"I&#039;ve been having problems with muddy water in my ponds, when it rains it gets even worse. I get the water from a small river through gravity, the pipe is just submersed in it so there isn&#039;t any kind of filtration whatsoever. I am wondering if placing a layer of rock, clay pebbles or anything that would let the water through while keeping solids out would be a solution to this.<br><br>I know of the chemical treatments I could use to settle these solids but I don&#039;t want to use them, I&#039;ve also been to fisheries that use huge sedimentation tanks to solve this. The setup I am thinking about doing is a dam with 3 walls which one would be porous and would filter the water that the pipe would then discharge in my ponds, the overflow would let branches and other debris continue down the river. Would the water still be muddy after this? I also know this works for people that make a series of filtration layers (rock, sand, charcoal, etc) for drinking water but the flow I need is considerable, so I can&#039;t have a trickle.<br><br>If it did work I would imagine I would need to clean it periodically but that wouldn&#039;t be a problem.",collection of water from muddy river,.png,1078,578,250,134,1670293456705813,1670293456,0p8rdS099JDF986UGO1hnw==,39126,0,,muddy-river-filtration,6,0,"[{'no': 2516282, 'now': '12/05/22(Mon)22:22:42', 'name': 'Anonymous', 'com': '<a href=""#p2516270"" class=""quotelink"">&gt;&gt;2516270</a><br>Yes I can do whatever I want with the river, it is for fish and irrigation, I get my drinking water from a spring, it doesn&#039;t get muddy. The size of the river varies between 5 feet to 10 or so feet', 'time': 1670296962, 'resto': 2516237}, {'no': 2516440, 'now': '12/06/22(Tue)06:34:31', 'name': 'Anonymous', 'com': 'Might be easier to just keep it muddy and clean your pool more often. Doubt the mid is bad for your fish.<br>You can use filters, but they will get clogged if you need a considerable flow. Damming will slow the water and allow sedimentation to happen.<br>The dam overflow will the be much cleaner. Triple dam even more do, but you&#039;ll end up having to clean your dams.', 'time': 1670326471, 'resto': 2516237}, {'no': 2518627, 'now': '12/09/22(Fri)21:23:30', 'name': 'Anonymous', 'com': '<a href=""#p2516237"" class=""quotelink"">&gt;&gt;2516237</a><br>Look into rain gardens and sediment retention; Geosyntec has some documents regarding volume inflow reduction from geo engineering with rain gardens or bioengineered strata like you mentioned, both reduce sediment deposition by stabilizing the banks, please avoid chemical treatments if you can, and try some decorative shrubbery, cattails and lily pads, water demanding plants, and thin trees, you can even trim these regularly and the effect will still be observed. I can come back with some more resources but general keywords for more info would be the ones mentioned above as well as any study relating vegetation to reductions in watershed sediment load, retention ponding, and erosion or stream bank stabilization. Best of luck.', 'time': 1670639010, 'resto': 2516237}, {'no': 2519057, 'now': '12/10/22(Sat)13:28:05', 'name': 'Anonymous', 'com': '<a href=""#p2516440"" class=""quotelink"">&gt;&gt;2516440</a><br><a href=""#p2518627"" class=""quotelink"">&gt;&gt;2518627</a><br>Thank you for the information, the mud is actually very harmful for the fish, in fact since I posted this many fish have died. These torrential rains come at the worst possible time, it has rained for 5 days straight, since it is hotter the water has even less dissolved oxygen in it, sure I have more water but there is no way the fish can absorve it, the water was as red as clay. If they were tilapia they might survive but not trout.<br><br>I have thought what I am going to do, and I will add some of the things I mentioned, the river is right inside the jungle so there isn&#039;t much I can build there, I am going to make a series of dams like anon suggested and the final dam will either be porous concrete or gravel, probably gravel since it is easier to clean, I am going to add a plant called Eichhornia crassipes along the river, it is native here so there is no problem, it grows really fast and is known to retain everything inside it, heavy metals pollutants etc, I am scared a neighbor of mine has let pesticides leach into the water so it will help with that too, the plant grows at one ton in one hectare EVERY DAY, I was reluctant to add it but my neighbor is forcing my hand. I am also going to make a 200m^3 sedimentation tank about 53 thousand gallons.<br><br>I am going to post a few pictures', 'time': 1670696885, 'resto': 2516237}, {'no': 2519063, 'now': '12/10/22(Sat)13:34:57', 'name': 'Anonymous', 'com': '<a href=""#p2516282"" class=""quotelink"">&gt;&gt;2516282</a><br>You have water rights for 100% of the flow?', 'time': 1670697297, 'resto': 2516237}]",1670697297,0.0,0.0,1.0,0.0,
