,no,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified
112,8199674,12/09/22(Fri)12:00:11,Anonymous,Favorite Wrestling Moves?,Mine is the Frog Splash,C764814C-DFE0-4890-9927-D098E056A657,.png,550,535,250,243,1670605211578047,1670605211,2Jg5i0qNp1DolG9kkyVxKQ==,335273,0,0,0,favorite-wrestling-moves,8,4,3.0,2.0,"[{'no': 8199769, 'now': '12/09/22(Fri)12:13:17', 'name': 'Anonymous', 'com': '<a href=""#p8199761"" class=""quotelink"">&gt;&gt;8199761</a><br>I think Frog Splash is a sexual innuendo. Urban Dictionary says it means &quot;ejaculating on a French prostitutes face&quot;.', 'time': 1670605997, 'resto': 8199674}, {'no': 8200167, 'now': '12/09/22(Fri)13:04:20', 'name': 'Anonymous', 'com': '<a href=""#p8199674"" class=""quotelink"">&gt;&gt;8199674</a><br>Peoples Elbow<br>RKO/Diamond cutter<br>Phoenix Splash<br>and whatever this is', 'filename': 'Sumire', 'ext': '.webm', 'w': 1080, 'h': 604, 'tn_w': 125, 'tn_h': 69, 'tim': 1670609060167611, 'time': 1670609060, 'md5': 'adzt2XI4uojDj5g0XZ7d/g==', 'fsize': 2143364, 'resto': 8199674}, {'no': 8200177, 'now': '12/09/22(Fri)13:05:27', 'name': 'Anonymous', 'com': 'For me it&#039;s the Amabatukam', 'filename': '1666643831546182', 'ext': '.jpg', 'w': 500, 'h': 500, 'tn_w': 125, 'tn_h': 125, 'tim': 1670609127130131, 'time': 1670609127, 'md5': 'DxnzaQib5itzXFuqLAQ7lQ==', 'fsize': 34363, 'resto': 8199674}, {'no': 8202033, 'now': '12/09/22(Fri)18:00:45', 'name': 'Anonymous', 'com': '<a href=""#p8199674"" class=""quotelink"">&gt;&gt;8199674</a><br>Batista&#039;s Spinebuster<br><br>https://www.youtube.com/watch?v=3FR<wbr>QhxdOsAk', 'time': 1670626845, 'resto': 8199674}, {'no': 8202191, 'now': '12/09/22(Fri)18:22:46', 'name': 'Anonymous', 'com': 'Leg Drop if the wrestler can jump high<br>Neckbreaker<br>Texas Cloverleaf', 'time': 1670628166, 'resto': 8199674}]",1670628166
113,8201777,12/09/22(Fri)17:12:34,Anonymous,BIG BILL,,wmorrisey,.png,1200,900,250,187,1670623954920200,1670623954,GmHGJ6sO+s+7vRHrIs0xHQ==,424896,0,0,0,big-bill,5,2,,,"[{'no': 8201780, 'now': '12/09/22(Fri)17:13:34', 'name': 'Anonymous', 'com': '<a href=""#p8201777"" class=""quotelink"">&gt;&gt;8201777</a><br>checked', 'filename': 'the truth', 'ext': '.jpg', 'w': 2048, 'h': 832, 'tn_w': 125, 'tn_h': 50, 'tim': 1670624014516706, 'time': 1670624014, 'md5': 'YuPsVgKwIyJlvSxIojxk5A==', 'fsize': 175920, 'resto': 8201777}, {'no': 8201925, 'now': '12/09/22(Fri)17:40:25', 'name': 'Anonymous', 'com': '<a href=""#p8201777"" class=""quotelink"">&gt;&gt;8201777</a><br>Actually came inside Carmella.<br>Bigg Billie Style.', 'time': 1670625625, 'resto': 8201777}, {'no': 8202087, 'now': '12/09/22(Fri)18:07:22', 'name': 'Anonymous', 'com': 'he should come back to wwe as edge&#039;s brother BILL EDGE', 'time': 1670627242, 'resto': 8201777}, {'no': 8202099, 'now': '12/09/22(Fri)18:09:14', 'name': 'Anonymous', 'com': '<a href=""#p8201777"" class=""quotelink"">&gt;&gt;8201777</a>', 'filename': 'gb', 'ext': '.png', 'w': 919, 'h': 870, 'tn_w': 125, 'tn_h': 118, 'tim': 1670627354071155, 'time': 1670627354, 'md5': 'V3pvWAvqJRil2ekHFQxBpQ==', 'fsize': 1358864, 'resto': 8201777}, {'no': 8202187, 'now': '12/09/22(Fri)18:22:19', 'name': 'Anonymous', 'com': '<a href=""#p8202099"" class=""quotelink"">&gt;&gt;8202099</a><br>goldbill', 'time': 1670628139, 'resto': 8201777}]",1670628139
114,8196095,12/08/22(Thu)22:54:06,Anonymous,,kek no wonder AEWtists are so uppity and having a boardwide meltdown tonight,Capture,.png,1230,905,250,183,1670558046006583,1670558046,HOnY0fyie29/zveWG3nNMw==,453368,0,0,0,kek-no-wonder-aewtists-are-so-uppity-and-having-a,57,8,52.0,8.0,"[{'no': 8199651, 'now': '12/09/22(Fri)11:56:59', 'name': 'Anonymous', 'com': '<a href=""#p8198246"" class=""quotelink"">&gt;&gt;8198246</a><br>Holy fuck, get a load of this sizzlin&#039; jumping bean', 'time': 1670605019, 'resto': 8196095}, {'no': 8200744, 'now': '12/09/22(Fri)14:25:42', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670613942, 'resto': 8196095}, {'no': 8200757, 'now': '12/09/22(Fri)14:27:24', 'name': 'Anonymous', 'com': '<a href=""#p8198246"" class=""quotelink"">&gt;&gt;8198246</a><br>shut up ojama lmao', 'time': 1670614044, 'resto': 8196095}, {'no': 8201624, 'now': '12/09/22(Fri)16:40:00', 'name': 'Anonymous', 'com': '<a href=""#p8196095"" class=""quotelink"">&gt;&gt;8196095</a><br>The absolute state of this', 'time': 1670622000, 'resto': 8196095}, {'no': 8202186, 'now': '12/09/22(Fri)18:22:16', 'name': 'Anonymous', 'com': '<a href=""#p8198209"" class=""quotelink"">&gt;&gt;8198209</a><br>kek', 'time': 1670628136, 'resto': 8196095}]",1670628136
115,8201956,12/09/22(Fri)17:47:04,Anonymous,,ALL DAY,theory,.jpg,1440,1800,200,250,1670626024818447,1670626024,5PKdVx70J8g9YlNzPkP/YQ==,153014,0,0,0,all-day,1,0,,,"[{'no': 8202173, 'now': '12/09/22(Fri)18:20:40', 'name': 'Anonymous', 'com': '<a href=""#p8201956"" class=""quotelink"">&gt;&gt;8201956</a><br>GIGA DIMES', 'time': 1670628040, 'resto': 8201956}]",1670628040
116,8200298,12/09/22(Fri)13:23:08,Anonymous,AEW Dynamite ratings FUCKING PLUMMET,Last week: 870k<br>This week: 840k,file,.png,703,1203,146,250,1670610188029074,1670610188,VPbUXl5402AOZXC7bEiDgA==,270408,0,0,0,aew-dynamite-ratings-fucking-plummet,17,1,12.0,1.0,"[{'no': 8200396, 'now': '12/09/22(Fri)13:38:27', 'name': 'Anonymous', 'com': '<a href=""#p8200298"" class=""quotelink"">&gt;&gt;8200298</a><br>Kek', 'time': 1670611107, 'resto': 8200298}, {'no': 8200397, 'now': '12/09/22(Fri)13:38:47', 'name': 'Anonymous', 'com': '<a href=""#p8200393"" class=""quotelink"">&gt;&gt;8200393</a><br>that is gamethread #2 this is the original thread continued', 'time': 1670611127, 'resto': 8200298}, {'no': 8200435, 'now': '12/09/22(Fri)13:43:07', 'name': 'Anonymous', 'com': '<a href=""#p8200397"" class=""quotelink"">&gt;&gt;8200397</a><br>based if you ask me', 'time': 1670611387, 'resto': 8200298}, {'no': 8201286, 'now': '12/09/22(Fri)15:43:40', 'name': 'Anonymous', 'com': '<a href=""#p8200298"" class=""quotelink"">&gt;&gt;8200298</a><br>LMFAOOOOOOOOOOOOO', 'time': 1670618620, 'resto': 8200298}, {'no': 8202169, 'now': '12/09/22(Fri)18:20:26', 'name': 'Anonymous', 'com': 'is this the real thread?', 'time': 1670628026, 'resto': 8200298}]",1670628026
117,8200244,12/09/22(Fri)13:16:24,Anonymous,,#30,brodus-clay-1280x720,.jpg,1280,720,250,140,1670609784974994,1670609784,r1Shek+sMZK3NTVin31USg==,89039,0,0,0,30,3,0,,,"[{'no': 8201246, 'now': '12/09/22(Fri)15:38:48', 'name': 'Anonymous', 'com': '<a href=""#p8200244"" class=""quotelink"">&gt;&gt;8200244</a><br>I&#039;ll lose my shit if that music hit<br><br>https://www.youtube.com/watch?v=jFl<wbr>v9nOOA9k', 'time': 1670618328, 'resto': 8200244}, {'no': 8202163, 'now': '12/09/22(Fri)18:19:25', 'name': 'Anonymous', 'com': 'please god', 'time': 1670627965, 'resto': 8200244}, {'no': 8202166, 'now': '12/09/22(Fri)18:20:10', 'name': 'Anonymous', 'com': 'FUNK IS ON A ROLL', 'time': 1670628010, 'resto': 8200244}]",1670630471
118,8201145,12/09/22(Fri)15:24:37,Anonymous,khan screwed khan,"UHH UHH NO ACTUALLY THE PRODUCT IS THE BEST ITS EVER BEEN, THANKS FOR ASKING THOUGH.<br><br>NO ITS GREAT. I DONT WANT TO TALK ABOUT THAT BUT WERE PUTTING ON GREAT PPVS THAT THE FANS LOVE. <br><br>NEXT QUESTION.<br><br>this dude needs to stop these scrums, he unironically killed off his biggest star -child murderer with them. and just like the interviews he does he comes across as a defensive dweeb who can never give a straight or honest answer.",khan&#039;t,.jpg,1200,800,250,166,1670617477966636,1670617477,KUR/yyxEsKqlY3bRjUv7DQ==,109458,0,0,0,khan-screwed-khan,3,1,,,"[{'no': 8201160, 'now': '12/09/22(Fri)15:26:42', 'name': 'Anonymous', 'com': '<a href=""#p8201145"" class=""quotelink"">&gt;&gt;8201145</a><br>I never saw the point of non-kayfabe press conferences for the dirtsheets when everyone in the company is constantly talking to the dirtsheets anyway.', 'time': 1670617602, 'resto': 8201145}, {'no': 8201173, 'now': '12/09/22(Fri)15:28:18', 'name': 'Anonymous', 'com': '<a href=""#p8201145"" class=""quotelink"">&gt;&gt;8201145</a><br><span class=""quote"">&gt;MY MOM HAD TWELVE STROKES YESTERDAY FFS LEAVE ME ALONE</span>', 'filename': '1661386708479704', 'ext': '.png', 'w': 616, 'h': 716, 'tn_w': 107, 'tn_h': 125, 'tim': 1670617698711243, 'time': 1670617698, 'md5': 'eAaXg+LrWmhu64hfLnpKyA==', 'fsize': 573429, 'resto': 8201145}, {'no': 8202153, 'now': '12/09/22(Fri)18:18:24', 'name': 'Anonymous', 'com': '<a href=""#p8201145"" class=""quotelink"">&gt;&gt;8201145</a><br>the scrums are cringe kino<br>they make him look incompetent but theyre funny for us', 'time': 1670627904, 'resto': 8201145}]",1670627904
119,8201188,12/09/22(Fri)15:30:30,Anonymous,,What&#039;s your in ring name? It better be a good one or Cornette will make fun of it,20221209_141231,.jpg,350,297,250,212,1670617830975852,1670617830,EndT02fQsM1q/GaOYLhCAw==,11136,0,0,0,whats-your-in-ring-name-it-better-be-a-good-one,29,1,24.0,1.0,"[{'no': 8201878, 'now': '12/09/22(Fri)17:33:47', 'name': 'Anonymous', 'com': '<a href=""#p8201188"" class=""quotelink"">&gt;&gt;8201188</a><br>Gaptoothed Gary', 'time': 1670625227, 'resto': 8201188}, {'no': 8201929, 'now': '12/09/22(Fri)17:41:03', 'name': 'Anonymous', 'com': 'Big McLargehuge', 'time': 1670625663, 'resto': 8201188}, {'no': 8201934, 'now': '12/09/22(Fri)17:42:41', 'name': 'Anonymous', 'com': 'Syphilis', 'time': 1670625761, 'resto': 8201188}, {'no': 8202114, 'now': '12/09/22(Fri)18:12:01', 'name': 'Anonymous', 'com': '<a href=""#p8201448"" class=""quotelink"">&gt;&gt;8201448</a><br><span class=""quote"">&gt;m-m-more weight</span>', 'time': 1670627521, 'resto': 8201188}, {'no': 8202152, 'now': '12/09/22(Fri)18:18:19', 'name': 'Anonymous', 'com': '<a href=""#p8201188"" class=""quotelink"">&gt;&gt;8201188</a><br>Jim Cornette', 'time': 1670627899, 'resto': 8201188}]",1670627899
120,8201479,12/09/22(Fri)16:14:13,Anonymous,,"why don&#039;t Tony want them, man",file,.png,748,474,250,158,1670620453990497,1670620453,8LfoZ0jRcqSTYMX0Fb9YjQ==,564952,0,0,0,why-dont-tony-want-them-man,19,3,14.0,3.0,"[{'no': 8201921, 'now': '12/09/22(Fri)17:39:53', 'name': 'Anonymous', 'com': '<a href=""#p8201888"" class=""quotelink"">&gt;&gt;8201888</a><br><span class=""quote"">&gt;Young Bucks magically control all Tony&#039;s decisions</span><br>fuck off FTRschizo', 'time': 1670625593, 'resto': 8201479}, {'no': 8201975, 'now': '12/09/22(Fri)17:50:43', 'name': 'Anonymous', 'com': '<a href=""#p8201921"" class=""quotelink"">&gt;&gt;8201921</a><br>You&#039;re in denial. Tony is only the piggy bank. The elite call the shots, particularly in the tag team division.', 'time': 1670626243, 'resto': 8201479}, {'no': 8202005, 'now': '12/09/22(Fri)17:55:32', 'name': 'Anonymous', 'com': '<a href=""#p8201479"" class=""quotelink"">&gt;&gt;8201479</a><br>chud cunts', 'time': 1670626532, 'resto': 8201479}, {'no': 8202068, 'now': '12/09/22(Fri)18:05:29', 'name': 'Anonymous', 'com': '<a href=""#p8201975"" class=""quotelink"">&gt;&gt;8201975</a><br>No, Tony is the booker.', 'time': 1670627129, 'resto': 8201479}, {'no': 8202145, 'now': '12/09/22(Fri)18:17:08', 'name': 'Anonymous', 'com': '<a href=""#p8201479"" class=""quotelink"">&gt;&gt;8201479</a><br>he&#039;s afraid of his libshit audience', 'time': 1670627828, 'resto': 8201479}]",1670627828
121,8200016,12/09/22(Fri)12:46:52,Anonymous,TICK TOCK AEW TICK TOCK,,WB,.jpg,720,723,248,250,1670608012104636,1670608012,3oxwHYOdQDHagvJTMXQcDw==,223011,0,0,0,tick-tock-aew-tick-tock,66,7,61.0,7.0,"[{'no': 8201901, 'now': '12/09/22(Fri)17:37:24', 'name': 'Anonymous', 'com': '<a href=""#p8201473"" class=""quotelink"">&gt;&gt;8201473</a><br>Fox is regretting that deal right now though. And raw has lost all of the initial interest it got with vince leaving but usa has always been in bed with wwe.', 'time': 1670625444, 'resto': 8200016}, {'no': 8201926, 'now': '12/09/22(Fri)17:40:25', 'name': 'Anonymous', 'com': '<a href=""#p8201901"" class=""quotelink"">&gt;&gt;8201901</a><br>According to some fat smark blogger&#039;s headcanon but to everyone else its performing well in the friday night death slot', 'time': 1670625625, 'resto': 8200016}, {'no': 8201931, 'now': '12/09/22(Fri)17:41:48', 'name': 'Anonymous', 'com': '<a href=""#p8200062"" class=""quotelink"">&gt;&gt;8200062</a><br>BattleBots draws my dimes. Nothing will match its original Comedy Central run, though.', 'time': 1670625708, 'resto': 8200016}, {'no': 8201943, 'now': '12/09/22(Fri)17:44:31', 'name': 'Anonymous', 'com': '<a href=""#p8200016"" class=""quotelink"">&gt;&gt;8200016</a><br>I hate Warner Brothers so much. Good. Fuck everything they make and promote.', 'time': 1670625871, 'resto': 8200016}, {'no': 8202138, 'now': '12/09/22(Fri)18:16:00', 'name': 'Anonymous', 'com': '<a href=""#p8201931"" class=""quotelink"">&gt;&gt;8201931</a><br>battlebots is unironically a better show than aew.<br>better promos, better storylines, better in ring action and they weigh over 100lbs<br> and thats a shoot brother', 'time': 1670627760, 'resto': 8200016}]",1670627760
122,8202107,12/09/22(Fri)18:10:44,Anonymous,,KWAB,bully,.png,339,329,250,242,1670627444178523,1670627444,l4eefC+LNkEMuwrv+sykqw==,145549,0,0,0,kwab,2,0,,,"[{'no': 8202115, 'now': '12/09/22(Fri)18:12:02', 'name': 'Anonymous', 'com': 'MOAR LIKE BULLY GAY', 'time': 1670627522, 'resto': 8202107}, {'no': 8202120, 'now': '12/09/22(Fri)18:12:59', 'name': 'Anonymous', 'com': 'we only hire the oldest, most crustiest tna guys', 'time': 1670627579, 'resto': 8202107}]",1670627579
123,8202045,12/09/22(Fri)18:02:43,Anonymous,,huh? https://www.youtube.com/watch?v=6i8<wbr>syEDtjYE,maxresdefault (10),.jpg,1280,720,250,140,1670626963803940,1670626963,NlroQ3n4XoTftfG1K1ALmg==,175499,0,0,0,huh,1,0,,,"[{'no': 8202104, 'now': '12/09/22(Fri)18:09:53', 'name': 'Anonymous', 'com': '<a href=""#p8202045"" class=""quotelink"">&gt;&gt;8202045</a><br>A bit esoteric, no?', 'time': 1670627393, 'resto': 8202045}]",1670627393
124,8202054,12/09/22(Fri)18:03:38,Anonymous,,"<span class=""quote"">&gt;CAN YOU SMELL WHAT THE ROCK IS FLOPPING?</span><br><span class=""quote"">&gt;THE ROCK DONT DRAW A DIME</span><br><span class=""quote"">&gt;THE ROCK DONT DRAW A DIME</span><br><span class=""quote"">&gt;THE ROCK DONT DRAW A DIME</span><br><span class=""quote"">&gt;THE ROCK DONT DRAW A DIME</span>",hqdefault (1),.jpg,480,360,250,187,1670627018963631,1670627018,ebGvNo0G99Dlxx+qfjcerg==,16293,0,0,0,can-you-smell-what-the-rock-is-flopping,3,1,,,"[{'no': 8202069, 'now': '12/09/22(Fri)18:05:31', 'name': 'Anonymous', 'com': '<a href=""#p8202054"" class=""quotelink"">&gt;&gt;8202054</a><br>Zoom zoom', 'time': 1670627131, 'resto': 8202054}, {'no': 8202095, 'now': '12/09/22(Fri)18:08:21', 'name': 'Anonymous', 'com': '<a href=""#p8202054"" class=""quotelink"">&gt;&gt;8202054</a><br>The Rock? More like The Flop<br>LOL', 'filename': 'seth-e1632936254180', 'ext': '.jpg', 'w': 998, 'h': 827, 'tn_w': 124, 'tn_h': 103, 'tim': 1670627301130244, 'time': 1670627301, 'md5': '5FOLASF3B5Ysh9JJ6a4JbA==', 'fsize': 136053, 'resto': 8202054}, {'no': 8202100, 'now': '12/09/22(Fri)18:09:14', 'name': 'Anonymous', 'com': 'THE GREAT ONE DIME', 'time': 1670627354, 'resto': 8202054}]",1670627354
125,8201830,12/09/22(Fri)17:24:49,Anonymous,,Faithless fool I offer this advice in complete sincerity. Delete your time on earth immediately,1670243819881,.jpg,2048,1353,250,165,1670624689546821,1670624689,wOM0e+JgES/2YxpxhRkteg==,948912,0,0,0,faithless-fool-i-offer-this-advice-in-complete,3,1,,,"[{'no': 8201839, 'now': '12/09/22(Fri)17:26:53', 'name': 'Anonymous', 'com': 'Fuck Mason Ryan', 'time': 1670624813, 'resto': 8201830}, {'no': 8201849, 'now': '12/09/22(Fri)17:28:54', 'name': 'Anonymous', 'com': '<a href=""#p8201830"" class=""quotelink"">&gt;&gt;8201830</a><br><span class=""quote"">&gt;alright ma?</span>', 'filename': '1668264419508', 'ext': '.png', 'w': 336, 'h': 549, 'tn_w': 76, 'tn_h': 125, 'tim': 1670624934275643, 'time': 1670624934, 'md5': 'XYXJbBe/5VMu9367VqOH9w==', 'fsize': 216147, 'resto': 8201830}, {'no': 8202076, 'now': '12/09/22(Fri)18:05:52', 'name': 'Anonymous', 'com': '<a href=""#p8201830"" class=""quotelink"">&gt;&gt;8201830</a><br>dimes loo,l', 'time': 1670627152, 'resto': 8201830}]",1670627152
126,8200061,12/09/22(Fri)12:51:55,Anonymous,,Would a Casey Anthony gimmick get over in wrestling?,E912A34D-B151-4AF7-8C52-8EDC88CDE4E2,.jpg,1500,1000,250,166,1670608315581741,1670608315,Z9TFUJflFwwfcmQB64emrQ==,81352,0,0,0,would-a-casey-anthony-gimmick-get-over-in,20,0,15.0,0.0,"[{'no': 8202011, 'now': '12/09/22(Fri)17:56:07', 'name': 'Anonymous', 'com': '<a href=""#p8200061"" class=""quotelink"">&gt;&gt;8200061</a><br>Who is that?', 'time': 1670626567, 'resto': 8200061}, {'no': 8202023, 'now': '12/09/22(Fri)17:58:33', 'name': 'Anonymous', 'com': '<a href=""#p8201571"" class=""quotelink"">&gt;&gt;8201571</a><br>based', 'time': 1670626713, 'resto': 8200061}, {'no': 8202029, 'now': '12/09/22(Fri)17:59:56', 'name': 'Anonymous', 'com': '<a href=""#p8200544"" class=""quotelink"">&gt;&gt;8200544</a><br>it was a work, the dad killed the kid and she just didn&#039;t know how to tell the cops because he used to rape her', 'time': 1670626796, 'resto': 8200061}, {'no': 8202042, 'now': '12/09/22(Fri)18:02:19', 'name': 'Anonymous', 'com': 'I finna fix her', 'time': 1670626939, 'resto': 8200061}, {'no': 8202051, 'now': '12/09/22(Fri)18:03:21', 'name': 'Anonymous', 'com': '<a href=""#p8202029"" class=""quotelink"">&gt;&gt;8202029</a><br>Imagine being this much of a simp', 'time': 1670627001, 'resto': 8200061}]",1670627001
127,8201895,12/09/22(Fri)17:36:27,Anonymous,,Should Sheamus be the one to face Roman at Royal Rumble? I think the fella has earned it,4587ag4,.jpg,1100,1100,250,250,1670625387633716,1670625387,JKaI0fe1siGYqD5x28bF6A==,610070,0,0,0,should-sheamus-be-the-one-to-face-roman-at-royal,7,1,2.0,0.0,"[{'no': 8201913, 'now': '12/09/22(Fri)17:39:12', 'name': 'Anonymous', 'com': 'Dave was the real main event of Metallica', 'time': 1670625552, 'resto': 8201895}, {'no': 8202014, 'now': '12/09/22(Fri)17:56:32', 'name': 'Anonymous', 'com': '<a href=""#p8201895"" class=""quotelink"">&gt;&gt;8201895</a><br>I like you op', 'time': 1670626592, 'resto': 8201895}, {'no': 8202022, 'now': '12/09/22(Fri)17:57:52', 'name': 'Anonymous', 'com': '<a href=""#p8201895"" class=""quotelink"">&gt;&gt;8201895</a><br>Who are those boomers?', 'time': 1670626672, 'resto': 8201895}, {'no': 8202040, 'now': '12/09/22(Fri)18:02:15', 'name': 'Anonymous', 'com': '<a href=""#p8202022"" class=""quotelink"">&gt;&gt;8202022</a><br>i think theyre the guys from Stone Sour', 'time': 1670626935, 'resto': 8201895}, {'no': 8202041, 'now': '12/09/22(Fri)18:02:18', 'name': 'Anonymous', 'com': '<a href=""#p8201895"" class=""quotelink"">&gt;&gt;8201895</a><br>throw in kevin owens to make it a triple threat match!', 'filename': 'ko', 'ext': '.png', 'w': 1023, 'h': 526, 'tn_w': 125, 'tn_h': 64, 'tim': 1670626938623360, 'time': 1670626938, 'md5': 'PxBMgKO9NckNfvv2H8Fl9g==', 'fsize': 786273, 'resto': 8201895}]",1670626938
128,8201742,12/09/22(Fri)17:05:50,Anonymous,,KWAB,9621ED37-3DF2-45AA-8C7B-E562F44622E1,.jpg,900,408,250,113,1670623550322928,1670623550,mTQ1KeBt3BoesBoQe3UNeg==,71134,0,0,0,kwab,5,1,,,"[{'no': 8201751, 'now': '12/09/22(Fri)17:07:03', 'name': 'Anonymous', 'com': '<a href=""#p8201742"" class=""quotelink"">&gt;&gt;8201742</a><br>Who&#039;s the Billy to his Chuck?', 'time': 1670623623, 'resto': 8201742}, {'no': 8201756, 'now': '12/09/22(Fri)17:08:21', 'name': 'Anonymous', 'com': '<a href=""#p8201742"" class=""quotelink"">&gt;&gt;8201742</a><br>Did he die?', 'time': 1670623701, 'resto': 8201742}, {'no': 8201981, 'now': '12/09/22(Fri)17:51:53', 'name': 'Anonymous', 'com': '<a href=""#p8201742"" class=""quotelink"">&gt;&gt;8201742</a><br>all is faggot', 'filename': '1648165256134', 'ext': '.png', 'w': 750, 'h': 1334, 'tn_w': 70, 'tn_h': 124, 'tim': 1670626313744561, 'time': 1670626313, 'md5': 'YRKeYAvqbajK4PSe1uQiBA==', 'fsize': 537948, 'resto': 8201742}, {'no': 8201994, 'now': '12/09/22(Fri)17:53:19', 'name': 'Anonymous', 'com': '<a href=""#p8201742"" class=""quotelink"">&gt;&gt;8201742</a><br>Kek what a faggot fed', 'time': 1670626399, 'resto': 8201742}, {'no': 8202004, 'now': '12/09/22(Fri)17:55:11', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;trying to get mainstream media attention is... le bad!</span><br><br>This is why Vince is a billionaire and you’re a mark on an image board', 'time': 1670626511, 'resto': 8201742}]",1670626511
129,8200529,12/09/22(Fri)13:58:52,Anonymous,,MOMMY,Fjjr_14UYAA0c_i,.jpg,750,939,199,250,1670612332857973,1670612332,SvOihUa7c0GoA23uXPX5hA==,82509,0,0,0,mommy,17,3,12.0,3.0,"[{'no': 8201768, 'now': '12/09/22(Fri)17:10:12', 'name': 'Anonymous', 'com': '<a href=""#p8200595"" class=""quotelink"">&gt;&gt;8200595</a><br><span class=""quote"">&gt;she looked way better when she was 27</span><br>ftfy', 'time': 1670623812, 'resto': 8200529}, {'no': 8201788, 'now': '12/09/22(Fri)17:15:39', 'name': 'Anonymous', 'com': '<a href=""#p8200529"" class=""quotelink"">&gt;&gt;8200529</a><br>ugly middle-aged dyke', 'time': 1670624139, 'resto': 8200529}, {'no': 8201803, 'now': '12/09/22(Fri)17:18:42', 'name': 'Anonymous', 'com': '<a href=""#p8200529"" class=""quotelink"">&gt;&gt;8200529</a><br>That nose needs to be broke so she can get a better nose like Ruby', 'time': 1670624322, 'resto': 8200529}, {'no': 8201808, 'now': '12/09/22(Fri)17:19:44', 'name': 'Anonymous', 'com': '<a href=""#p8200595"" class=""quotelink"">&gt;&gt;8200595</a><br>Nose looks like stink is caught in there and cant get out', 'time': 1670624384, 'resto': 8200529}, {'no': 8201986, 'now': '12/09/22(Fri)17:52:21', 'name': 'Anonymous', 'com': '<a href=""#p8200529"" class=""quotelink"">&gt;&gt;8200529</a><br>Mommy? Wth? Anyways, she&#039;s ugly. Like Becko tier ugly.', 'time': 1670626341, 'resto': 8200529}]",1670626341
130,8200882,12/09/22(Fri)14:46:21,Anonymous,,"<span class=""quote"">&gt;&quot;Merīkurisumasu, A-Anon-kun. I got you a Christmas gift, it&#039;s those tickets you&#039;ve been wanting for that upcoming AEW revolution PPV. I-I hope you like it.&quot;</span>",2683126917,.jpg,1000,1412,177,249,1670615181677063,1670615181,nPw4XUHb0yrtuZHAw7cBfw==,1749716,0,0,0,merkurisumasu-aanonkun-i-got-you-a-christmas-gift,5,1,,,"[{'no': 8200891, 'now': '12/09/22(Fri)14:48:10', 'name': 'Anonymous', 'com': '<a href=""#p8200882"" class=""quotelink"">&gt;&gt;8200882</a><br>LOL fuck off tranny <br><span class=""quote"">&gt;shoot stomps your skull in, give the stone cold headshake and middle fingers before getting escorted by security only to run back in to give you more stomps</span>', 'time': 1670615290, 'resto': 8200882}, {'no': 8201001, 'now': '12/09/22(Fri)15:06:59', 'name': 'Anonymous', 'com': 'die agua', 'time': 1670616419, 'resto': 8200882}, {'no': 8201012, 'now': '12/09/22(Fri)15:07:38', 'name': 'Anonymous', 'com': '<a href=""#p8200882"" class=""quotelink"">&gt;&gt;8200882</a><br>That&#039;s very nice...but did you get plane tickets?', 'time': 1670616458, 'resto': 8200882}, {'no': 8201949, 'now': '12/09/22(Fri)17:45:33', 'name': 'Anonymous', 'com': '<a href=""#p8200882"" class=""quotelink"">&gt;&gt;8200882</a><br>DUMB FUCKING BITCH!!! I SAID I WANTED TO FUCK YOUR SISTER, NOT WATCH GAY PORN!!! I SHOULD SLAP THE STUPID OUT OF YOU!!!!!!!', 'filename': 'Fi_jTjtXEAYmhUp', 'ext': '.jpg', 'w': 827, 'h': 978, 'tn_w': 105, 'tn_h': 125, 'tim': 1670625933434781, 'time': 1670625933, 'md5': '7gzVIsqRuMlDMwhD79B3eA==', 'fsize': 66982, 'resto': 8200882}, {'no': 8201964, 'now': '12/09/22(Fri)17:49:12', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;GayEWtist tranny</span><br><span class=""quote"">&gt;watches tranime</span><br>like clockwork', 'time': 1670626152, 'resto': 8200882}]",1670626152
131,8201958,12/09/22(Fri)17:47:55,Anonymous,Tony Khan sympathy thread,I feel bad for him. He thought he was gonna be best friends with all his real life action figures and they&#039;re all robbing him blind. The story about Regal using his mom&#039;s stroke to get out of his contract is insane.,tony-khan-8484,.png,800,500,250,156,1670626075955143,1670626075,PPYLYaA4ydPJtDKf0OB8yw==,150294,0,0,0,tony-khan-sympathy-thread,0,0,,,,1670626075
