,no,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,custom_spoiler,replies,images,omitted_posts,omitted_images,last_replies,last_modified,sub,spoiler,since4pass
122,10506834,12/09/22(Fri)18:31:57,Anonymous,turns out you guys never had a problem with my posts nor me but just the fact i was a nameposter<br>ever since i turned off my name years ago my posts have been doing very well,overrated_anime underrated_image,.jpg,800,450,250,140,1670628717248604,1670628717,Lhf3O09bJ9mh2PM6iye8yw==,68051,0,0,0,turns-out-you-guys-never-had-a-problem-with-my,6,16,1,11.0,0.0,"[{'no': 10506918, 'now': '12/09/22(Fri)19:13:08', 'name': 'Anonymous', 'com': '<a href=""#p10506834"" class=""quotelink"">&gt;&gt;10506834</a><br>Turn your name back on or sully another board you satanic squirrel.', 'time': 1670631188, 'resto': 10506834}, {'no': 10506932, 'now': '12/09/22(Fri)19:23:57', 'name': 'Anonymous', 'com': 'my threads are doing iron man numbers<span class=""fortune"" style=""color:#e7890c""><br><br><b>Your fortune: Good Luck</b></span>', 'time': 1670631837, 'resto': 10506834}, {'no': 10506936, 'now': '12/09/22(Fri)19:24:46', 'name': 'Anonymous', 'com': '<a href=""#p10506896"" class=""quotelink"">&gt;&gt;10506896</a><br>i don&#039;t know what else to say<br><a href=""#p10506900"" class=""quotelink"">&gt;&gt;10506900</a><br>nice dubs', 'filename': 'Friendly_Reminder', 'ext': '.jpg', 'w': 1200, 'h': 1200, 'tn_w': 125, 'tn_h': 125, 'tim': 1670631886376579, 'time': 1670631886, 'md5': '9USy+7CdEhpPWWmWqXYo6g==', 'fsize': 302174, 'resto': 10506834}, {'no': 10506950, 'now': '12/09/22(Fri)19:38:38', 'name': 'Garlic Salt', 'com': '<a href=""#p10506932"" class=""quotelink"">&gt;&gt;10506932</a><br>you need to pay less attention to soulseek', 'time': 1670632718, 'resto': 10506834}, {'no': 10507057, 'now': '12/09/22(Fri)20:36:35', 'name': 'Anonymous', 'com': '<a href=""#p10506834"" class=""quotelink"">&gt;&gt;10506834</a><br>Shut up chaotic, we still hate you', 'time': 1670636195, 'resto': 10506834}]",1670636195,,,
123,10503680,12/07/22(Wed)19:39:38,Anonymous,"MAN, CATS DON&#039;T KNOW (WHAT?) WHAT IT&#039;S GON&#039; BE<br>FUCKIN&#039; WITH A NIGGA LIKE ME<br>D TO THE M TO THE X (X)<br>LAST I HEARD, Y&#039;ALL NIGGAS WAS HAVIN&#039; SEX (UH) WITH THE SAME SEX (WOO)<br>I SHOW NO LOVE (YEAH) TO HOMO THUGS (NAH)<br>EMPTY OUT, RELOAD, AND BLOW MORE SLUGS (BOOM)<br>HOW YOU GONNA EXPLAIN FUCKIN&#039; A MAN?<br>EVEN IF WE SQUASH THE BEEF, I AIN&#039;T TOUCHIN&#039; YOUR HAND (AIGHT?)<br>I DON&#039;T FUCK WITH CHUMPS (YEAH)<br>FOR THOSE THAT BEEN TO JAIL, THAT&#039;S THE CAT WITH THE KOOL-AID ON HIS LIPS AND PUMPS (UH)<br>I DON&#039;T FUCK WITH NIGGAS THAT THINK THEY BROADS<br>ONLY KNOW HOW TO BE ONE WAY, THAT&#039;S THE DOG (WOO)<br>I KNOW HOW TO GET DOWN, KNOW HOW TO BITE (BITE)<br>BARK VERY LITTLE, BUT I KNOW HOW TO FIGHT (FIGHT)<br>I KNOW HOW TO CHASE A CAT UP IN A TREE<br>MAN, I&#039;LL GIVE Y&#039;ALL NIGGAS THE BUSINESS FOR FUCKIN&#039; WITH ME<br>IS YOU CRAZY?<span class=""fortune"" style=""color:#43fd3b""><br><br><b>Your fortune: Good news will come to you by mail</b></span>",6692a42ac7c4d6157e2e98f27f73657e,.png,750,1000,187,250,1670459978736289,1670459978,ZpKkKsfE1hV+Lpjyf3Nlfg==,261669,0,0,0,man-cats-dont-know-what-what-its-gon-be,6,12,5,7.0,3.0,"[{'no': 10505443, 'now': '12/08/22(Thu)22:22:23', 'name': 'Anonymous', 'com': '<a href=""#p10504077"" class=""quotelink"">&gt;&gt;10504077</a><br>two same numbers!<br><a href=""#p10505380"" class=""quotelink"">&gt;&gt;10505380</a><br>beware', 'filename': '(USER WAS BANNED FOR THIS POST)', 'ext': '.png', 'w': 438, 'h': 355, 'tn_w': 125, 'tn_h': 101, 'tim': 1670556143939965, 'time': 1670556143, 'md5': '3sTizhcYVNBT7sN15vxX2A==', 'fsize': 170744, 'resto': 10503680}, {'no': 10506042, 'now': '12/09/22(Fri)09:28:23', 'name': 'Anonymous', 'com': '<a href=""#p10503684"" class=""quotelink"">&gt;&gt;10503684</a><br><a href=""#p10503687"" class=""quotelink"">&gt;&gt;10503687</a><br><a href=""#p10504077"" class=""quotelink"">&gt;&gt;10504077</a><br><a href=""#p10504642"" class=""quotelink"">&gt;&gt;10504642</a><br><a href=""#p10505380"" class=""quotelink"">&gt;&gt;10505380</a><br><a href=""#p10505443"" class=""quotelink"">&gt;&gt;10505443</a><br>The joke is that crossdressing twinks are singing an incredibly homophobic song.<span class=""fortune"" style=""color:#7fec11""><br><br><b>Your fortune: Bad Luck</b></span>', 'time': 1670596103, 'resto': 10503680}, {'no': 10506492, 'now': '12/09/22(Fri)15:25:12', 'name': 'Anonymous', 'com': '<a href=""#p10506042"" class=""quotelink"">&gt;&gt;10506042</a><br>what song is that', 'filename': '167008695143938951', 'ext': '.jpg', 'w': 1340, 'h': 2339, 'tn_w': 71, 'tn_h': 125, 'tim': 1670617512942913, 'time': 1670617512, 'md5': 'P+Ptn37P7iQfUq8pJG8sgg==', 'fsize': 380600, 'resto': 10503680}, {'no': 10506496, 'now': '12/09/22(Fri)15:27:09', 'name': 'Anonymous', 'com': '<a href=""#p10506042"" class=""quotelink"">&gt;&gt;10506042</a><br>Thanks for explaining the joke; I didn&#039;t get it.', 'time': 1670617629, 'resto': 10503680}, {'no': 10507052, 'now': '12/09/22(Fri)20:34:18', 'name': 'Anonymous', 'com': '<a href=""#p10506492"" class=""quotelink"">&gt;&gt;10506492</a><br>Where the Hood at? by DMX.<span class=""fortune"" style=""color:#0893e1""><br><br><b>Your fortune: You will meet a dark handsome stranger</b></span>', 'time': 1670636058, 'resto': 10503680}]",1670636058,,,
124,10505691,12/09/22(Fri)01:56:44,Anonymous,The forehead girl,[Doremi].Ojamajo.Doremi.Naisho.03.[EFC943DD].avi_snapshot_03.08_[2018.05.29_04.18.45],.jpg,640,480,250,187,1670569004605128,1670569004,l2pkQtw1fjJJ5/gdGLU2BQ==,141553,0,0,0,the-forehead-girl,6,8,0,3.0,0.0,"[{'no': 10506116, 'now': '12/09/22(Fri)10:48:12', 'name': 'Anonymous', 'com': '<a href=""#p10505852"" class=""quotelink"">&gt;&gt;10505852</a><br>same ngl', 'time': 1670600892, 'resto': 10505691}, {'no': 10507000, 'now': '12/09/22(Fri)20:09:11', 'name': 'Anonymous', 'com': 'the girl seems a little more forehead than usual', 'time': 1670634551, 'resto': 10505691}, {'no': 10507003, 'now': '12/09/22(Fri)20:10:11', 'name': 'Anonymous', 'com': '<a href=""#p10507000"" class=""quotelink"">&gt;&gt;10507000</a><br>trips so ill tell you the secret: her forehead has been expanding by 1px with every post', 'time': 1670634611, 'resto': 10505691}, {'no': 10507005, 'now': '12/09/22(Fri)20:11:29', 'name': 'Anonymous', 'com': '<a href=""#p10507003"" class=""quotelink"">&gt;&gt;10507003</a><br>literally not even true', 'time': 1670634689, 'resto': 10505691}, {'no': 10507042, 'now': '12/09/22(Fri)20:32:10', 'name': 'Anonymous', 'com': '<a href=""#p10507003"" class=""quotelink"">&gt;&gt;10507003</a><br>so true!', 'time': 1670635930, 'resto': 10505691}]",1670635930,,,
125,10506486,12/09/22(Fri)15:20:25,Anonymous,do you like cute western girls?,lav,.webm,562,942,149,250,1670617225473236,1670617225,kb/W33c0UfLeCgF0vgAkcQ==,1113838,0,0,0,do-you-like-cute-western-girls,6,18,3,13.0,2.0,"[{'no': 10506692, 'now': '12/09/22(Fri)17:19:51', 'name': 'Anonymous', 'com': '<a href=""#p10506688"" class=""quotelink"">&gt;&gt;10506688</a><br>scottish, not jewish', 'time': 1670624391, 'resto': 10506486}, {'no': 10506915, 'now': '12/09/22(Fri)19:11:15', 'name': 'Anonymous', 'com': '<a href=""#p10506688"" class=""quotelink"">&gt;&gt;10506688</a><br>Antisemitic double dubs.<br><br><a href=""#p10506692"" class=""quotelink"">&gt;&gt;10506692</a><br>&lt;3 love me some Scottish bebs', 'time': 1670631075, 'resto': 10506486}, {'no': 10506960, 'now': '12/09/22(Fri)19:47:14', 'name': 'Anonymous', 'com': 'doin the jaluain wiggle', 'time': 1670633234, 'resto': 10506486}, {'no': 10506989, 'now': '12/09/22(Fri)20:05:22', 'name': 'Anonymous', 'com': '<a href=""#p10506688"" class=""quotelink"">&gt;&gt;10506688</a><br><span class=""quote"">&gt;Jewish</span><br>Nope', 'filename': 'lav7', 'ext': '.webm', 'w': 928, 'h': 1080, 'tn_w': 107, 'tn_h': 125, 'tim': 1670634322377242, 'time': 1670634322, 'md5': 'iMb3td3pJgf7Ow8GSCxJoA==', 'fsize': 1846192, 'resto': 10506486}, {'no': 10507018, 'now': '12/09/22(Fri)20:14:01', 'name': 'Anonymous', 'com': 'how many bbc she got?', 'time': 1670634841, 'resto': 10506486}]",1670634841,,,
126,10506866,12/09/22(Fri)18:44:55,Anonymous,"i love all of you forever<span class=""fortune"" style=""color:#e7890c""><br><br><b>Your fortune: Good Luck</b></span>",1657564317961,.jpg,617,629,245,250,1670629495776761,1670629495,iyu3JhshyzEUC7cjRdtHPg==,53839,0,0,0,i-love-all-of-you-forever,6,8,5,3.0,1.0,"[{'no': 10506934, 'now': '12/09/22(Fri)19:24:06', 'name': 'Anonymous', 'com': '<a href=""#p10506912"" class=""quotelink"">&gt;&gt;10506912</a><br>yea but are u forklift certified', 'time': 1670631846, 'resto': 10506866}, {'no': 10506995, 'now': '12/09/22(Fri)20:07:01', 'name': 'Anonymous', 'com': 'NVM fuck you guys<span class=""fortune"" style=""color:#e7890c""><br><br><b>Your fortune: Good Luck</b></span>', 'filename': 'rood_aggie', 'ext': '.png', 'w': 400, 'h': 400, 'tn_w': 125, 'tn_h': 125, 'tim': 1670634421280537, 'time': 1670634421, 'md5': 'N/KN0X85HXsR2tnM/OYUmQ==', 'fsize': 252085, 'resto': 10506866}, {'no': 10506999, 'now': '12/09/22(Fri)20:08:52', 'name': 'Anonymous', 'com': '<a href=""#p10506995"" class=""quotelink"">&gt;&gt;10506995</a><br>agatha isn&#039;t rude!!<span class=""fortune"" style=""color:#f51c6a""><br><br><b>Your fortune: Reply hazy, try again</b></span>', 'filename': '1665149542157', 'ext': '.jpg', 'w': 863, 'h': 613, 'tn_w': 125, 'tn_h': 88, 'tim': 1670634532516856, 'time': 1670634532, 'md5': 'TVwn5TpJdmS3SymBNcOgfg==', 'fsize': 52677, 'resto': 10506866}, {'no': 10507007, 'now': '12/09/22(Fri)20:11:43', 'name': 'Anonymous', 'com': '<a href=""#p10506999"" class=""quotelink"">&gt;&gt;10506999</a><br>Omy gahh look at those trips', 'filename': 'bury_pink_sees_something', 'ext': '.png', 'w': 490, 'h': 409, 'tn_w': 125, 'tn_h': 104, 'tim': 1670634703981718, 'time': 1670634703, 'md5': 'qf3e16ir9bXKv5rqGr5gxA==', 'fsize': 21694, 'resto': 10506866}, {'no': 10507010, 'now': '12/09/22(Fri)20:12:16', 'name': 'Anonymous', 'com': '<a href=""#p10507007"" class=""quotelink"">&gt;&gt;10507007</a><br>this is nice board<span class=""fortune"" style=""color:#d302a7""><br><br><b>Your fortune: Godly Luck</b></span>', 'filename': '1ab', 'ext': '.jpg', 'w': 319, 'h': 310, 'tn_w': 125, 'tn_h': 121, 'tim': 1670634736902047, 'time': 1670634736, 'md5': '1EOPhe+nN4zedQrqtlyj6w==', 'fsize': 44250, 'resto': 10506866}]",1670634736,,,
127,10506962,12/09/22(Fri)19:47:48,JulieSexCatGirl,Hi !!!,D1518E5B-25BD-44B1-9A29-6437AD527322,.jpg,1500,2000,187,250,1670633268414065,1670633268,QT3Z79/E8v6JE+89qLSknw==,901160,0,0,0,hi,6,2,1,,,"[{'no': 10506981, 'now': '12/09/22(Fri)20:01:52', 'name': 'Anonymous', 'com': 'WISH!<span class=""fortune"" style=""color:#f51c6a""><br><br><b>Your fortune: Reply hazy, try again</b></span>', 'time': 1670634112, 'resto': 10506962}, {'no': 10507001, 'now': '12/09/22(Fri)20:09:28', 'name': 'Anonymous', 'com': 'Hello sis!<span class=""fortune"" style=""color:#d302a7""><br><br><b>Your fortune: Godly Luck</b></span>', 'filename': 'joe1', 'ext': '.png', 'w': 540, 'h': 518, 'tn_w': 125, 'tn_h': 119, 'tim': 1670634568121113, 'time': 1670634568, 'md5': 'c4ji8mskTzdF3zxcmxfxVg==', 'fsize': 434375, 'resto': 10506962}]",1670634568,,,
128,10506944,12/09/22(Fri)19:30:32,Anonymous,hey,hey,.png,350,435,201,249,1670632232352250,1670632232,8plxsaS5Uqmzkon+hi57Fw==,49817,0,0,0,hey,6,4,1,,,"[{'no': 10506945, 'now': '12/09/22(Fri)19:31:58', 'name': 'Anonymous', 'com': '<a href=""#p10506944"" class=""quotelink"">&gt;&gt;10506944</a><br>hey', 'filename': 'hey_ass', 'ext': '.jpg', 'w': 500, 'h': 358, 'tn_w': 125, 'tn_h': 89, 'tim': 1670632318689428, 'time': 1670632318, 'md5': '3RQksrlDxAmluNNQ5ullOQ==', 'fsize': 20331, 'resto': 10506944}, {'no': 10506946, 'now': '12/09/22(Fri)19:34:23', 'name': 'Anonymous', 'com': '<a href=""#p10506945"" class=""quotelink"">&gt;&gt;10506945</a><br>at least gomeones having a good time', 'time': 1670632463, 'resto': 10506944}, {'no': 10506949, 'now': '12/09/22(Fri)19:37:32', 'name': 'Anonymous', 'com': '<a href=""#p10506945"" class=""quotelink"">&gt;&gt;10506945</a><br>lol im sending this to my dad', 'time': 1670632652, 'resto': 10506944}, {'no': 10506976, 'now': '12/09/22(Fri)19:58:53', 'name': 'Anonymous', 'com': '<a href=""#p10506944"" class=""quotelink"">&gt;&gt;10506944</a><br>DUBSIE', 'time': 1670633933, 'resto': 10506944}]",1670633933,,,
129,10506853,12/09/22(Fri)18:42:19,Anonymous,Computers have gotten so fucked up. I used to love them. Truth is they were never great and they have gotten so shit it’s amazing people still use them. Okay time to go to my programming class…,DC380CAF-F8F1-4D13-A1AF-E323E902325B,.jpg,540,866,155,249,1670629339113856,1670629339,pnP90ouQXoxYrGBHCOap7A==,82256,0,0,0,computers-have-gotten-so-fucked-up-i-used-to-love,6,5,3,,,"[{'no': 10506877, 'now': '12/09/22(Fri)18:48:28', 'name': 'Anonymous', 'com': 'Time enjoyed is never a waste', 'filename': '^__^', 'ext': '.jpg', 'w': 849, 'h': 1200, 'tn_w': 88, 'tn_h': 125, 'tim': 1670629708963220, 'time': 1670629708, 'md5': 'KJNxY4r0P6rIB1b6Jwxx8Q==', 'fsize': 139300, 'resto': 10506853}, {'no': 10506885, 'now': '12/09/22(Fri)18:53:38', 'name': 'Garlic Salt', 'com': '<a href=""#p10506877"" class=""quotelink"">&gt;&gt;10506877</a><br><span class=""quote"">&gt;that pic</span><br>What has AI done?', 'filename': 'vintage-pipe-smoking-gentleman-illustration-33114501', 'ext': '.jpg', 'w': 1273, 'h': 1300, 'tn_w': 122, 'tn_h': 125, 'tim': 1670630018021656, 'time': 1670630018, 'md5': 'Qyu94DIIYJx5kjX3nZIXow==', 'fsize': 152241, 'resto': 10506853}, {'no': 10506955, 'now': '12/09/22(Fri)19:45:21', 'name': 'Anonymous', 'com': '<a href=""#p10506877"" class=""quotelink"">&gt;&gt;10506877</a><br>I would love to smash her face', 'time': 1670633121, 'resto': 10506853}, {'no': 10506973, 'now': '12/09/22(Fri)19:56:07', 'name': 'Anonymous', 'com': '<a href=""#p10506955"" class=""quotelink"">&gt;&gt;10506955</a><br>Would love to smash your face and take those dubs', 'filename': '83de281b640dbf4ed46b986a2c6b4af9', 'ext': '.jpg', 'w': 720, 'h': 480, 'tn_w': 125, 'tn_h': 83, 'tim': 1670633767340277, 'time': 1670633767, 'md5': 'fj7jj/MIW6bQMtRJhwbheg==', 'fsize': 24861, 'resto': 10506853}, {'no': 10506975, 'now': '12/09/22(Fri)19:56:50', 'name': 'Anonymous', 'com': '<a href=""#p10506973"" class=""quotelink"">&gt;&gt;10506973</a><br>homer', 'time': 1670633810, 'resto': 10506853}]",1670633810,,,
130,10506264,12/09/22(Fri)13:06:59,Dead Crooner,If your kids give you any lip you can beat them with a sack of sweet Valencia oranges. They don&#039;t leave a bruise and they let them know who&#039;s boss. There&#039;s no doubt about it.,Bing_Crosby,.jpg,360,270,250,187,1670609219035013,1670609219,JAJgUOP9ptCshJ/U220mRg==,14697,0,0,0,dead-crooner,6,3,1,,,"[{'no': 10506334, 'now': '12/09/22(Fri)13:48:46', 'name': 'Anonymous', 'com': 'i misss whatever time period crooners are from', 'time': 1670611726, 'resto': 10506264}, {'no': 10506968, 'now': '12/09/22(Fri)19:51:40', 'name': 'Anonymous', 'com': '<a href=""#p10506334"" class=""quotelink"">&gt;&gt;10506334</a><br>I&#039;m Frank Sinatra and I farted in this car', 'filename': 'Frank_Sinatra_by_Gottlieb_c1947-_2', 'ext': '.jpg', 'w': 800, 'h': 991, 'tn_w': 100, 'tn_h': 125, 'tim': 1670633500477796, 'time': 1670633500, 'md5': 'bIK2Z2KI7AquGqooM8X8JA==', 'fsize': 192978, 'resto': 10506264}, {'no': 10506970, 'now': '12/09/22(Fri)19:52:39', 'name': 'Anonymous', 'com': '<a href=""#p10506968"" class=""quotelink"">&gt;&gt;10506968</a><br>Thank you, sir.', 'time': 1670633559, 'resto': 10506264}]",1670633559,Dead Crooner,,
131,10506001,12/09/22(Fri)08:51:39,Anonymous,Please insert a PlayStation or PlayStation 2 format disc,4FAAA1FD-54A5-4420-8B72-A18A30B71685,.jpg,640,427,250,166,1670593899707916,1670593899,07f+TPpm8VFkcxt8kSM0lw==,18370,0,0,0,sony-computer-entertainment,6,8,0,3.0,0.0,"[{'no': 10506030, 'now': '12/09/22(Fri)09:14:52', 'name': 'crudehumour223@gmail.com', 'com': '<a href=""#p10506024"" class=""quotelink"">&gt;&gt;10506024</a><br>incorrect. Americans and europenas love, and I mean love, the ps2!', 'time': 1670595292, 'resto': 10506001}, {'no': 10506708, 'now': '12/09/22(Fri)17:29:57', 'name': 'Anonymous', 'com': 'derpina', 'time': 1670624997, 'resto': 10506001}, {'no': 10506711, 'now': '12/09/22(Fri)17:30:47', 'name': 'Anonymous', 'com': 'Eevryone loves the soney praystation tsu', 'time': 1670625047, 'resto': 10506001}, {'no': 10506841, 'now': '12/09/22(Fri)18:36:48', 'name': 'Anonymous', 'com': 'yeah', 'time': 1670629008, 'resto': 10506001}, {'no': 10506958, 'now': '12/09/22(Fri)19:45:58', 'name': 'Anonymous', 'com': '<a href=""#p10506001"" class=""quotelink"">&gt;&gt;10506001</a><br>Nintendo Playstation better', 'time': 1670633158, 'resto': 10506001}]",1670633158,Sony Computer Entertainment,,
132,10506942,12/09/22(Fri)19:29:55,Anonymous,"Give me my towel back~<span class=""fortune"" style=""color:#43fd3b""><br><br><b>Your fortune: Good news will come to you by mail</b></span>",kowaihebi,.jpg,580,949,152,250,1670632195422158,1670632195,vffgSjKGCwldt7CD18tPtA==,299251,0,0,0,give-me-my-towel-back,6,1,0,,,"[{'no': 10506947, 'now': '12/09/22(Fri)19:35:08', 'name': 'Anonymous', 'com': 'Hay there, ssssnekksy ;)', 'time': 1670632508, 'resto': 10506942}]",1670632508,,,
133,10496441,12/03/22(Sat)10:33:47,Anonymous,"Kai-kun has to stay with his sisters because his mom is going out into the old country to give birth. I hope he doesn&#039;t get too bored.<span class=""fortune"" style=""color:#16f174""><br><br><b>Your fortune: （　´_ゝ`）ﾌｰﾝ </b></span>",1(4),.jpg,1200,1766,169,250,1670081627786003,1670081627,rVCti8/YMvfCpUVfsua73A==,633058,0,0,0,kaikun-has-to-stay-with-his-sisters-because-his,6,50,8,45.0,8.0,"[{'no': 10505498, 'now': '12/08/22(Thu)23:12:07', 'name': 'Anonymous', 'com': '<a href=""#p10496441"" class=""quotelink"">&gt;&gt;10496441</a><br>a japanese family with 5 children set in present day?<br>my suspension of disbelief has been ruined.', 'time': 1670559127, 'resto': 10496441}, {'no': 10505505, 'now': '12/08/22(Thu)23:13:38', 'name': 'Anonymous', 'com': '<a href=""#p10505498"" class=""quotelink"">&gt;&gt;10505498</a><br>they cant resist kai-kuns horse sized shotaschlong', 'time': 1670559218, 'resto': 10496441}, {'no': 10506043, 'now': '12/09/22(Fri)09:29:02', 'name': 'Anonymous', 'com': '<a href=""#p10505505"" class=""quotelink"">&gt;&gt;10505505</a><br>That&#039;s disgusting. You&#039;re sick for even thinking that.<span class=""fortune"" style=""color:#6023f8""><br><br><b>Your fortune: Outlook good</b></span>', 'time': 1670596142, 'resto': 10496441}, {'no': 10506297, 'now': '12/09/22(Fri)13:24:41', 'name': 'Anonymous', 'com': '<a href=""#p10506043"" class=""quotelink"">&gt;&gt;10506043</a><br>^//^ mm chastise me more', 'time': 1670610281, 'resto': 10496441}, {'no': 10506943, 'now': '12/09/22(Fri)19:30:23', 'name': 'Anonymous', 'com': '<a href=""#p10506297"" class=""quotelink"">&gt;&gt;10506297</a><br>...I think you&#039;re getting off in this...<span class=""fortune"" style=""color:#16f174""><br><br><b>Your fortune: （\u3000´_ゝ`）ﾌｰﾝ </b></span>', 'time': 1670632223, 'resto': 10496441}]",1670632223,,,
134,10504671,12/08/22(Thu)13:07:01,Anonymous,"detective Anya finds it interesting how wojaks, pepes, trans related posts, pedo hate and &quot;normalfag&quot; hate all came at around the same time",1641157074759,.png,1920,1080,250,140,1670522821591259,1670522821,Osa4IxBs+4n6sV8oV+7dmg==,879904,0,0,0,detective-anya-finds-it-interesting-how-wojaks,6,8,1,3.0,0.0,"[{'no': 10505386, 'now': '12/08/22(Thu)21:44:40', 'name': 'Anonymous', 'com': '<a href=""#p10504688"" class=""quotelink"">&gt;&gt;10504688</a><br>dubs confirm', 'time': 1670553880, 'resto': 10504671}, {'no': 10505966, 'now': '12/09/22(Fri)08:18:41', 'name': 'Anonymous', 'com': 'Why is she such a retard', 'time': 1670591921, 'resto': 10504671}, {'no': 10506903, 'now': '12/09/22(Fri)19:04:15', 'name': 'Anonymous', 'com': '<a href=""#p10505966"" class=""quotelink"">&gt;&gt;10505966</a><br>unchecked doubles on the last page!', 'time': 1670630655, 'resto': 10504671}, {'no': 10506914, 'now': '12/09/22(Fri)19:10:07', 'name': 'Anonymous', 'com': '<a href=""#p10504678"" class=""quotelink"">&gt;&gt;10504678</a><br>Who is &quot;our&quot;? Angry incels that repeat the same five things over and over? This is [s4s]. This is nice board.<span class=""fortune"" style=""color:#bac200""><br><br><b>Your fortune: Average Luck</b></span>', 'filename': '1565657706111', 'ext': '.png', 'w': 454, 'h': 617, 'tn_w': 91, 'tn_h': 125, 'tim': 1670631007739341, 'time': 1670631007, 'md5': 'Z5MeHNJW+2uJEAxcbNrCiw==', 'fsize': 101235, 'resto': 10504671}, {'no': 10506917, 'now': '12/09/22(Fri)19:12:36', 'name': 'Anonymous', 'com': 'Trans rights are human rights.<br>#FreePepe<br>I love chasers album just dropped on soundcloud<br>Link in my discord<br>Hail Hitler', 'time': 1670631156, 'resto': 10504671}]",1670631156,,,
135,10506192,12/09/22(Fri)12:03:13,Anonymous,"fuck all of you right now<span class=""fortune"" style=""color:#7fec11""><br><br><b>Your fortune: Bad Luck</b></span>",rood aggie,.png,400,400,250,250,1670605393526796,1670605393,N/KN0X85HXsR2tnM/OYUmQ==,252085,0,0,0,fuck-all-of-you-right-now,6,5,2,,,"[{'no': 10506197, 'now': '12/09/22(Fri)12:09:06', 'name': 'Anonymous', 'filename': 'EBB3B84B-1098-4F05-926C-C0E3B43CF92A', 'ext': '.jpg', 'w': 400, 'h': 300, 'tn_w': 125, 'tn_h': 93, 'tim': 1670605746822138, 'time': 1670605746, 'md5': '4HE+9ucgwexoB2TBI2cAfw==', 'fsize': 31507, 'resto': 10506192}, {'no': 10506656, 'now': '12/09/22(Fri)17:02:22', 'name': 'Anonymous', 'com': '<span class=""deadlink"">&gt;&gt;10506651</span><br><span class=""deadlink"">&gt;&gt;10506651</span>', 'time': 1670623342, 'resto': 10506192}, {'no': 10506661, 'now': '12/09/22(Fri)17:03:28', 'name': 'Anonymous', 'com': '<a href=""#p10506192"" class=""quotelink"">&gt;&gt;10506192</a><br>*Sucks on j00&#039;re finger*', 'time': 1670623408, 'resto': 10506192}, {'no': 10506672, 'now': '12/09/22(Fri)17:08:24', 'name': 'Yuji Sakai', 'com': 'Dr. Kawashima put me on this meme and I developed addiction and tolerance<br><br>Took 6 months to get off of fuckallofyourightnowzepam <br><br>Would not recommend taking any more than short term', 'time': 1670623704, 'resto': 10506192}, {'no': 10506891, 'now': '12/09/22(Fri)18:55:16', 'name': 'Anonymous', 'com': '<a href=""#p10506192"" class=""quotelink"">&gt;&gt;10506192</a>', 'filename': '1643397379081', 'ext': '.jpg', 'w': 714, 'h': 725, 'tn_w': 123, 'tn_h': 125, 'tim': 1670630116230159, 'time': 1670630116, 'md5': '8MnbC/t4rEj832d1b6lB2Q==', 'fsize': 59053, 'resto': 10506192}]",1670630116,,,
136,10506886,12/09/22(Fri)18:53:46,Anonymous,Got my hands on this finally! Ask me anything!!!,1hs,.webm,432,480,225,250,1670630026847685,1670630026,ZmOG85/Y2mnJjIScpnFccA==,197806,0,0,0,just-have-to-share,6,7,4,2.0,1.0,"[{'no': 10506890, 'now': '12/09/22(Fri)18:54:43', 'name': 'Anonymous', 'com': '<a href=""#p10506886"" class=""quotelink"">&gt;&gt;10506886</a><br><br>This was good.', 'filename': 'face sit', 'ext': '.webm', 'w': 960, 'h': 540, 'tn_w': 125, 'tn_h': 70, 'tim': 1670630083740848, 'time': 1670630083, 'md5': 'gto1AnT4gjOSWFwHEYdkUA==', 'fsize': 2046772, 'resto': 10506886}, {'no': 10506892, 'now': '12/09/22(Fri)18:55:51', 'name': 'Anonymous', 'com': '<a href=""#p10506888"" class=""quotelink"">&gt;&gt;10506888</a><br><br>She liked it! She also liked dancing for me.', 'filename': 'td', 'ext': '.webm', 'w': 960, 'h': 540, 'tn_w': 125, 'tn_h': 70, 'tim': 1670630151413650, 'time': 1670630151, 'md5': 'u2Bhk4zqGXiI2EZiAmGd/Q==', 'fsize': 417099, 'resto': 10506886}, {'no': 10506895, 'now': '12/09/22(Fri)18:57:05', 'name': 'Anonymous', 'com': '<a href=""#p10506888"" class=""quotelink"">&gt;&gt;10506888</a><br><br>Like her dancing? How does she look in her black thong and heels?', 'filename': 'jd', 'ext': '.webm', 'w': 960, 'h': 540, 'tn_w': 125, 'tn_h': 70, 'tim': 1670630225271863, 'time': 1670630225, 'md5': 'ZR3AoaCQkUbeindP0+3mlA==', 'fsize': 308852, 'resto': 10506886}, {'no': 10507033, 'now': '12/09/22(Fri)20:27:58', 'name': 'Anonymous', 'com': '<a href=""#p10506886"" class=""quotelink"">&gt;&gt;10506886</a><br>finally? pretty sure I&#039;ve seen you post this months ago', 'time': 1670635678, 'resto': 10506886}, {'no': 10507175, 'now': '12/09/22(Fri)22:19:43', 'name': 'Anonymous', 'com': '<a href=""#p10507033"" class=""quotelink"">&gt;&gt;10507033</a><br>He&#039;s been posting this for years.', 'time': 1670642383, 'resto': 10506886}]",1670642383,Just Have to Share!,,
