,no,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,custom_spoiler,replies,images,last_replies,last_modified,omitted_posts,omitted_images,sub,since4pass
113,10506462,12/09/22(Fri)15:09:50,Anonymous,smooch,20220607_061847,.jpg,500,400,250,200,1670616590708584,1670616590,1gqGM+tJnjnpXrmtQdH4ew==,78287,0,0,0,smooch,6,8,0,"[{'no': 10506477, 'now': '12/09/22(Fri)15:14:28', 'name': 'Anonymous', 'com': '<a href=""#p10506462"" class=""quotelink"">&gt;&gt;10506462</a><br>they are girlfriends~', 'time': 1670616868, 'resto': 10506462}, {'no': 10506478, 'now': '12/09/22(Fri)15:15:32', 'name': 'Anonymous', 'com': '<a href=""#p10506477"" class=""quotelink"">&gt;&gt;10506477</a> (dubs)<br>they are actually boyfriends', 'time': 1670616932, 'resto': 10506462}, {'no': 10506481, 'now': '12/09/22(Fri)15:17:43', 'name': 'Anonymous', 'com': '<a href=""#p10506478"" class=""quotelink"">&gt;&gt;10506478</a><br>it&#039;s actually a boy and a girl<br>but it doesn&#039;t matter anymore...', 'time': 1670617063, 'resto': 10506462}, {'no': 10506482, 'now': '12/09/22(Fri)15:17:50', 'name': 'Anonymous', 'com': '<a href=""#p10506477"" class=""quotelink"">&gt;&gt;10506477</a><br><a href=""#p10506478"" class=""quotelink"">&gt;&gt;10506478</a><br>Boyfriend / girlfriend actually', 'time': 1670617070, 'resto': 10506462}, {'no': 10506484, 'now': '12/09/22(Fri)15:19:00', 'name': 'Anonymous', 'com': '<a href=""#p10506478"" class=""quotelink"">&gt;&gt;10506478</a><br><a href=""#p10506481"" class=""quotelink"">&gt;&gt;10506481</a><br><a href=""#p10506482"" class=""quotelink"">&gt;&gt;10506482</a><br>this is so nice i&#039;m just so happy they are happy 2gether &gt;///&lt;', 'time': 1670617140, 'resto': 10506462}]",1670617140,3.0,0.0,,
114,10506471,12/09/22(Fri)15:12:23,Anonymous,,7DC7771A-8AB8-4EBB-B7BC-E348FA827796,.jpg,125,96,125,96,1670616743938927,1670616743,UrRkbXV35pe1JJa2zzP60g==,3003,0,0,0,meow,6,3,1,"[{'no': 10506472, 'now': '12/09/22(Fri)15:13:07', 'name': 'Anonymous', 'com': '<a href=""#p10506471"" class=""quotelink"">&gt;&gt;10506471</a>', 'time': 1670616787, 'resto': 10506471}, {'no': 10506476, 'now': '12/09/22(Fri)15:14:21', 'name': 'Yuji Sakai', 'com': 'Why is the pic so small? I cant see los text &gt;___&lt;;;', 'time': 1670616861, 'resto': 10506471}, {'no': 10506479, 'now': '12/09/22(Fri)15:16:42', 'name': 'Anonymous', 'com': '<a href=""#p10506476"" class=""quotelink"">&gt;&gt;10506476</a><br>Here fren I made it bigger for j00 ^_^', 'filename': 'Untitled', 'ext': '.jpg', 'w': 666, 'h': 420, 'tn_w': 124, 'tn_h': 78, 'tim': 1670617002266557, 'time': 1670617002, 'md5': 'wnnXz0LDk1PB1e+4zo/8oA==', 'fsize': 58534, 'resto': 10506471}]",1670617002,,,meow,
115,10488204,11/28/22(Mon)12:48:18,Anonymous,has just been approved by [s4s] council.<br>The new way of saying penis here is mebin,cade,.jpg,217,232,217,232,1669657698376456,1669657698,opOXRa56oN7SYmzOkOUTLw==,8520,0,0,0,new-word-for-penis,6,138,12,"[{'no': 10504232, 'now': '12/08/22(Thu)04:05:19', 'name': 'Anonymous', 'com': '<a href=""#p10502707"" class=""quotelink"">&gt;&gt;10502707</a><br>lol gay', 'time': 1670490319, 'resto': 10488204}, {'no': 10504683, 'now': '12/08/22(Thu)13:21:11', 'name': 'Anonymous', 'com': '<a href=""#p10501753"" class=""quotelink"">&gt;&gt;10501753</a>', 'time': 1670523671, 'resto': 10488204}, {'no': 10505304, 'now': '12/08/22(Thu)20:40:25', 'name': 'Anonymous', 'com': '<a href=""#p10501764"" class=""quotelink"">&gt;&gt;10501764</a>', 'time': 1670550025, 'resto': 10488204}, {'no': 10505841, 'now': '12/09/22(Fri)04:50:19', 'name': 'Anonymous', 'com': '<a href=""#p10504232"" class=""quotelink"">&gt;&gt;10504232</a><br>wtf', 'time': 1670579419, 'resto': 10488204}, {'no': 10506474, 'now': '12/09/22(Fri)15:13:56', 'name': 'Anonymous', 'com': 'I just had sxe and made sure I pulled out before my mebin cum in her fachina', 'time': 1670616836, 'resto': 10488204}]",1670616836,133.0,12.0,new word for penis,
116,10506445,12/09/22(Fri)15:04:23,Anonymous,i liek asian gorls,1664926387752,.jpg,640,800,200,250,1670616263913789,1670616263,/TNRcu2WESKnQyK8a6ycKg==,89326,0,0,0,i-liek-asian-gorls,6,4,0,"[{'no': 10506447, 'now': '12/09/22(Fri)15:05:01', 'name': 'Magick', 'com': '<a href=""#p10506445"" class=""quotelink"">&gt;&gt;10506445</a><br>bet she takes good bbc', 'time': 1670616301, 'resto': 10506445}, {'no': 10506449, 'now': '12/09/22(Fri)15:05:50', 'name': 'Anonymous', 'com': 'imagine touching an asian girl!', 'time': 1670616350, 'resto': 10506445}, {'no': 10506452, 'now': '12/09/22(Fri)15:06:28', 'name': 'Anonymous', 'com': 'she looks shallow i dont like this one in particular', 'time': 1670616388, 'resto': 10506445}, {'no': 10506458, 'now': '12/09/22(Fri)15:08:27', 'name': 'Anonymous', 'com': '<a href=""#p10506452"" class=""quotelink"">&gt;&gt;10506452</a><br>she is nice gorl https://www.youtube.com/watch?v=hC1<wbr>iKJmMBgU', 'time': 1670616507, 'resto': 10506445}]",1670616507,,,,
117,10506181,12/09/22(Fri)11:55:50,Anonymous,Battle breasts engage!<br>AAAAAAAAAAAAAA,AAAAAAAA,.jpg,1280,720,250,140,1670604950192899,1670604950,F9Vq2s8hAUb+OLNd4oCWpA==,96094,0,0,0,battle-breasts-engage,6,8,0,"[{'no': 10506430, 'now': '12/09/22(Fri)14:54:59', 'name': 'Anonymous', 'com': 'somehow u just know a furry drew this', 'time': 1670615699, 'resto': 10506181}, {'no': 10506440, 'now': '12/09/22(Fri)15:00:13', 'name': 'Anonymous', 'com': '<a href=""#p10506186"" class=""quotelink"">&gt;&gt;10506186</a><br>Just like meeeee hehe :)', 'time': 1670616013, 'resto': 10506181}, {'no': 10506442, 'now': '12/09/22(Fri)15:03:05', 'name': 'Anonymous', 'com': '<a href=""#p10506430"" class=""quotelink"">&gt;&gt;10506430</a><br>(its the way the face is drawn)', 'time': 1670616185, 'resto': 10506181}, {'no': 10506446, 'now': '12/09/22(Fri)15:04:52', 'name': 'Anonymous', 'com': '<a href=""#p10506430"" class=""quotelink"">&gt;&gt;10506430</a><br>actually it was a cartoon made by smosh', 'time': 1670616292, 'resto': 10506181}, {'no': 10506448, 'now': '12/09/22(Fri)15:05:26', 'name': 'Anonymous', 'com': '<a href=""#p10506446"" class=""quotelink"">&gt;&gt;10506446</a><br>a furry absolutlely drew it. just trust me', 'time': 1670616326, 'resto': 10506181}]",1670616326,3.0,0.0,,
118,10506373,12/09/22(Fri)14:17:15,Kaf,"Bam margera is dying because of pnumonia, thats kinda fucked up he deserves to die riding a flaming motorcycle, honestly before he croaks they should strap him to a bike and throw him off a cliff with some matches, it&#039;s the respectful thing to do to honour such a life.",b3335669-c650-4831-9774-1b9074588f6c-6952b5e4-2660-4f3e-82b2-31e6f1b6956b-captain-janeway-voyager,.jpg,1200,630,250,131,1670613435917009,1670613435,nLwujuZT7+f7V0ePW6PLeQ==,100865,0,0,0,bam-margera-is-dying-because-of-pnumonia-thats,6,6,0,"[{'no': 10506384, 'now': '12/09/22(Fri)14:28:18', 'name': 'Garlic Salt', 'com': '<a href=""#p10506373"" class=""quotelink"">&gt;&gt;10506373</a><br>Based. What a way to go. Suffering from pneumonia strapped to a flaming wheelchair being thrown off a cliff. Truly terrifying.', 'time': 1670614098, 'resto': 10506373}, {'no': 10506389, 'now': '12/09/22(Fri)14:30:56', 'name': 'Anonymous', 'com': '<a href=""#p10506384"" class=""quotelink"">&gt;&gt;10506384</a><br>They should do this. More interesting than any of the stunts on Jackass and Bam Margera dies', 'time': 1670614256, 'resto': 10506373}, {'no': 10506407, 'now': '12/09/22(Fri)14:40:41', 'name': 'Kaf', 'com': 'To that glorious skatepark in the sky.', 'time': 1670614841, 'resto': 10506373}, {'no': 10506412, 'now': '12/09/22(Fri)14:43:28', 'name': 'Anonymous', 'com': '<a href=""#p10506389"" class=""quotelink"">&gt;&gt;10506389</a><br>thinknk of how insane it would be. an actual &quot;death stunt&quot;... Untelevisable..but itd b e live broadcast, too late to switch away.', 'time': 1670615008, 'resto': 10506373}, {'no': 10506443, 'now': '12/09/22(Fri)15:03:17', 'name': 'Anonymous', 'com': '<a href=""#p10506373"" class=""quotelink"">&gt;&gt;10506373</a><br>he died when ville stopped letting him suck his dick', 'time': 1670616197, 'resto': 10506373}]",1670616197,1.0,0.0,,
119,10502881,12/07/22(Wed)08:10:18,Anonymous,"even if i try to be a good person and never hurt anyone ever? Is redemption possible when youre a ruder? I started stay up every night even school nights being rude on s4s. I&#039;m sorry Ye blog over<span class=""fortune"" style=""color:#16f174""><br><br><b>Your fortune: （　´_ゝ`）ﾌｰﾝ </b></span>",deadmeme,.png,429,319,250,185,1670418618997301,1670418618,QzmpbfvG7t0K38SH27Ainw==,73805,0,0,0,should-i-die-for-being-a-ruder,6,34,11,"[{'no': 10505435, 'now': '12/08/22(Thu)22:18:54', 'name': 'Anonymous', 'com': '<a href=""#p10505408"" class=""quotelink"">&gt;&gt;10505408</a><br>Wowe. What is happening here?', 'time': 1670555934, 'resto': 10502881}, {'no': 10505510, 'now': '12/08/22(Thu)23:16:50', 'name': 'Anonymous', 'com': '<a href=""#p10505435"" class=""quotelink"">&gt;&gt;10505435</a><br>stoopid n*cer nice posting on ebil&#039;s puter', 'filename': 'ebil fatty', 'ext': '.png', 'w': 208, 'h': 238, 'tn_w': 109, 'tn_h': 125, 'tim': 1670559410204822, 'time': 1670559410, 'md5': '968x4n1zZeN+61ZO3oN60g==', 'fsize': 3164, 'resto': 10502881}, {'no': 10506405, 'now': '12/09/22(Fri)14:39:59', 'name': 'Anonymous', 'com': '<a href=""#p10505408"" class=""quotelink"">&gt;&gt;10505408</a><br>lole ebils cute lil stubbies two shorte 2 reache puter she needs nicers to helpe hehe :^)', 'time': 1670614799, 'resto': 10502881}, {'no': 10506428, 'now': '12/09/22(Fri)14:53:50', 'name': 'Anonymous', 'com': '<a href=""#p10506405"" class=""quotelink"">&gt;&gt;10506405</a><br>this is why rude always wins. Nice can&#039;t help but bring on their own demise by treating their neighbors with kindness', 'time': 1670615630, 'resto': 10502881}, {'no': 10506441, 'now': '12/09/22(Fri)15:01:35', 'name': 'Anonymous', 'com': '<a href=""#p10506428"" class=""quotelink"">&gt;&gt;10506428</a><br>nicers win 2 thoug cause tehy got 2 be nice an halp ther fren wich is niec :) :)', 'time': 1670616095, 'resto': 10502881}]",1670616095,29.0,10.0,Should I die for being a ruder,
120,10506345,12/09/22(Fri)13:55:34,Dead Crooner,Mr. Pibb,3755799741_193e4217a1_b,.jpg,768,1024,187,250,1670612134853146,1670612134,hkLDdSQi9ULIeQ2h/0lAxQ==,140788,0,0,0,mr-pibb,6,1,0,"[{'no': 10506432, 'now': '12/09/22(Fri)14:56:19', 'name': 'Anonymous', 'com': 'Mr. Dasani is much better for you.<br>I get mine from the tap in the kitchen', 'time': 1670615779, 'resto': 10506345}]",1670615779,,,,
121,10506022,12/09/22(Fri)09:10:50,Anonymous,The Fashionable Girl,1584209985343 (1),.jpg,300,300,250,250,1670595050292575,1670595050,fa/ztqURnLoWFtdnjnsoHg==,23620,0,0,0,the-fashionable-girl,6,4,1,"[{'no': 10506044, 'now': '12/09/22(Fri)09:29:28', 'name': 'Anonymous', 'com': '<a href=""#p10506022"" class=""quotelink"">&gt;&gt;10506022</a> dubs<span class=""fortune"" style=""color:#6023f8""><br><br><b>Your fortune: Outlook good</b></span>', 'filename': '1663346942712', 'ext': '.png', 'w': 960, 'h': 720, 'tn_w': 125, 'tn_h': 93, 'tim': 1670596168168751, 'time': 1670596168, 'md5': 'MtLlYhYh/ckkBfa1yvcVqQ==', 'fsize': 886922, 'resto': 10506022}, {'no': 10506050, 'now': '12/09/22(Fri)09:34:51', 'name': 'Anonymous', 'com': '<a href=""#p10506044"" class=""quotelink"">&gt;&gt;10506044</a><br>two same numbers!', 'time': 1670596491, 'resto': 10506022}, {'no': 10506346, 'now': '12/09/22(Fri)13:56:11', 'name': 'Anonymous', 'com': 'I wanna finger Aiko&#039;s place.', 'time': 1670612171, 'resto': 10506022}, {'no': 10506416, 'now': '12/09/22(Fri)14:46:45', 'name': 'Anonymous', 'com': 'More like the fashionably late girl! Ahahahahaha', 'time': 1670615205, 'resto': 10506022}]",1670615205,,,,
122,10505488,12/08/22(Thu)23:01:58,Anonymous,"Gentlemen.<span class=""fortune"" style=""color:#e7890c""><br><br><b>Your fortune: Good Luck</b></span>",54refd,.jpg,600,600,250,250,1670558518642163,1670558518,V9imhUVuXKfqtc/LWIGFrA==,45862,0,0,0,gentlemen,6,5,0,"[{'no': 10505511, 'now': '12/08/22(Thu)23:17:21', 'name': 'Anonymous', 'com': '<a href=""#p10505488"" class=""quotelink"">&gt;&gt;10505488</a><br>Dubs, amazing', 'time': 1670559441, 'resto': 10505488}, {'no': 10505530, 'now': '12/08/22(Thu)23:30:54', 'name': 'Anonymous', 'com': '<a href=""#p10505511"" class=""quotelink"">&gt;&gt;10505511</a><br><span class=""quote"">&gt;Dubs, amazing</span>', 'time': 1670560254, 'resto': 10505488}, {'no': 10505531, 'now': '12/08/22(Thu)23:33:57', 'name': 'Anonymous', 'com': '<a href=""#p10505530"" class=""quotelink"">&gt;&gt;10505530</a><br>excuse me but who are you quoting?', 'time': 1670560437, 'resto': 10505488}, {'no': 10505578, 'now': '12/09/22(Fri)00:30:31', 'name': 'Anonymous', 'com': '<a href=""#p10505488"" class=""quotelink"">&gt;&gt;10505488</a><br>The classic that started it all', 'time': 1670563831, 'resto': 10505488}, {'no': 10506409, 'now': '12/09/22(Fri)14:42:09', 'name': 'Anonymous', 'com': '<a href=""#p10505488"" class=""quotelink"">&gt;&gt;10505488</a> (dubs!)<br>le smokeing man', 'time': 1670614929, 'resto': 10505488}]",1670614929,,,,
123,10506307,12/09/22(Fri)13:35:21,Anonymous,"Do giant indoor playscapes still exist, or have they all gone extinct?",82889559fd4b82b61b173c361d03457b,.jpg,424,640,165,250,1670610921170528,1670610921,3dGTAQvy/X05vK+cDZEvPA==,62161,0,0,0,do-giant-indoor-playscapes-still-exist-or-have,6,7,1,"[{'no': 10506322, 'now': '12/09/22(Fri)13:45:24', 'name': 'Anonymous', 'com': 'oh my gosh i would like to slither through thiss playscape like a little sligcat', 'time': 1670611524, 'resto': 10506307}, {'no': 10506337, 'now': '12/09/22(Fri)13:49:45', 'name': 'Anonymous', 'com': '<a href=""#p10506307"" class=""quotelink"">&gt;&gt;10506307</a><br>they do but they are probably still disgusting and unclean<br><a href=""#p10506322"" class=""quotelink"">&gt;&gt;10506322</a><br>two same numbers!', 'time': 1670611785, 'resto': 10506307}, {'no': 10506374, 'now': '12/09/22(Fri)14:18:34', 'name': 'Anonymous', 'com': '<a href=""#p10506307"" class=""quotelink"">&gt;&gt;10506307</a><br>I see one in my area, so yeah. Lockdowns screwed with a lot of them, I&#039;m sure.', 'time': 1670613514, 'resto': 10506307}, {'no': 10506398, 'now': '12/09/22(Fri)14:36:08', 'name': 'Anonymous', 'com': '<a href=""#p10506337"" class=""quotelink"">&gt;&gt;10506337</a><br>NOOOO NOT THE HECKING GERMERINOS!!!! STAY INSIDE SON YOU MIGHT CATCH COLD AND TOUGHEN YOUR BODY A BIT!!!! STAY INSIDE AND POST TOUHOU MEMES AND WEAR A FOX TAIL ANAL PLUG AND A RAINBOW SKIRT AND TRANS FLAG LEGGINGS AND WASTE YOUR LIFE ON A DEAD BOARD ON 4CHAN', 'filename': '', 'ext': '.jpg', 'w': 1200, 'h': 1600, 'tn_w': 93, 'tn_h': 125, 'tim': 1670614568362003, 'time': 1670614568, 'md5': 'schNIjbmyXBKtwZhjG9bRg==', 'fsize': 345348, 'resto': 10506307}, {'no': 10506408, 'now': '12/09/22(Fri)14:41:26', 'name': 'Anonymous', 'com': '<a href=""#p10506398"" class=""quotelink"">&gt;&gt;10506398</a><br>This, but unironically.', 'time': 1670614886, 'resto': 10506307}]",1670614886,2.0,0.0,,
124,10505672,12/09/22(Fri)01:44:03,Anonymous,[Milk offered]<br>accept/deny:,1670568205246,.jpg,1920,2559,187,250,1670568243074611,1670568243,ujm8TweWiJMqkC9LoFRjzA==,521506,0,0,0,milk-offered,6,17,3,"[{'no': 10505964, 'now': '12/09/22(Fri)08:17:32', 'name': 'Anonymous', 'com': '<a href=""#p10505677"" class=""quotelink"">&gt;&gt;10505677</a><br><a href=""#p10505700"" class=""quotelink"">&gt;&gt;10505700</a><br><a href=""#p10505933"" class=""quotelink"">&gt;&gt;10505933</a><br>two same numbers!', 'time': 1670591852, 'resto': 10505672}, {'no': 10505970, 'now': '12/09/22(Fri)08:22:00', 'name': 'Anonymous', 'com': 'DENY DENY DENY shitshit please DENY why isnt it working', 'time': 1670592120, 'resto': 10505672}, {'no': 10505992, 'now': '12/09/22(Fri)08:41:48', 'name': 'Anonymous', 'com': 'I accept', 'filename': 'F70F7143-9397-496B-ABE3-3CD28210CE72', 'ext': '.jpg', 'w': 206, 'h': 210, 'tn_w': 122, 'tn_h': 125, 'tim': 1670593308013005, 'time': 1670593308, 'md5': 'DuaZy3/LkOWKfNfSpae+dg==', 'fsize': 5799, 'resto': 10505672, 'spoiler': 1}, {'no': 10506226, 'now': '12/09/22(Fri)12:28:14', 'name': 'Anonymous', 'com': 'Today is gonna to be great.', 'time': 1670606894, 'resto': 10505672}, {'no': 10506399, 'now': '12/09/22(Fri)14:36:28', 'name': 'Anonymous', 'com': '<a href=""#p10505992"" class=""quotelink"">&gt;&gt;10505992</a><br>holy cr*p', 'time': 1670614588, 'resto': 10505672}]",1670614588,12.0,2.0,,
125,10503443,12/07/22(Wed)17:11:53,Anonymous,havent seen bury pink girl in a while is she doing alright?,5825375285,.jpg,1257,828,250,164,1670451113831508,1670451113,c6Q3/5rTp3zbebGrG6Zk2w==,260586,0,0,0,havent-seen-bury-pink-girl-in-a-while-is-she,6,23,4,"[{'no': 10505104, 'now': '12/08/22(Thu)18:17:23', 'name': 'Yuji Sakai', 'com': '<a href=""#p10503770"" class=""quotelink"">&gt;&gt;10503770</a><br>i know grills do this in anine, but do they do this irl too?', 'time': 1670541443, 'resto': 10503443}, {'no': 10505120, 'now': '12/08/22(Thu)18:26:08', 'name': 'Anonymous', 'com': '<a href=""#p10505104"" class=""quotelink"">&gt;&gt;10505104</a><br>Only in the bathroom', 'time': 1670541968, 'resto': 10503443}, {'no': 10505795, 'now': '12/09/22(Fri)03:38:57', 'name': 'Anonymous', 'com': 'bumo', 'time': 1670575137, 'resto': 10503443}, {'no': 10505856, 'now': '12/09/22(Fri)05:03:25', 'name': 'Anonymous', 'com': '<a href=""#p10503624"" class=""quotelink"">&gt;&gt;10503624</a><br>She only has sex with Alaskan men!', 'time': 1670580205, 'resto': 10503443}, {'no': 10506391, 'now': '12/09/22(Fri)14:31:23', 'name': 'Anonymous', 'com': 'I miss her bros :(', 'time': 1670614283, 'resto': 10503443}]",1670614283,18.0,4.0,,
126,10505642,12/09/22(Fri)01:11:50,Anonymous,"it’s okay if you say transphobic things to me, i’ve heard it all and deserve to hear it again",3762089A-136E-42E1-831A-C8A93FC11ADD,.png,370,300,250,202,1670566310516654,1670566310,4jx28aFttu9H8sY8hGXNcQ==,11964,0,0,0,its-okay-if-you-say-transphobic-things-to-me-ive,6,54,16,"[{'no': 10506325, 'now': '12/09/22(Fri)13:45:42', 'name': 'Anonymous', 'com': '<a href=""#p10506320"" class=""quotelink"">&gt;&gt;10506320</a><br>im thinking of micker!!! and cats probably idk!!', 'filename': 'micker124', 'ext': '.jpg', 'w': 900, 'h': 1200, 'tn_w': 93, 'tn_h': 125, 'tim': 1670611542253454, 'time': 1670611542, 'md5': 'duhVbOUobqQjzMs7MSCAOg==', 'fsize': 681899, 'resto': 10505642}, {'no': 10506355, 'now': '12/09/22(Fri)14:02:24', 'name': 'Anonymous', 'com': 'i wishe to see just one internet person schizophrenic enough to want to be transformed into a literal train', 'time': 1670612544, 'resto': 10505642}, {'no': 10506357, 'now': '12/09/22(Fri)14:04:10', 'name': 'Anonymous', 'com': '<a href=""#p10506325"" class=""quotelink"">&gt;&gt;10506325</a><br>ok ok it was just a question micker is sometimes in my thoughts as well', 'filename': '167055735152974700', 'ext': '.jpg', 'w': 537, 'h': 972, 'tn_w': 69, 'tn_h': 125, 'tim': 1670612650864511, 'time': 1670612650, 'md5': '1NFWj7TakyNwYm3Fnuefww==', 'fsize': 67114, 'resto': 10505642}, {'no': 10506358, 'now': '12/09/22(Fri)14:05:13', 'name': 'Anonymous', 'com': '<a href=""#p10506355"" class=""quotelink"">&gt;&gt;10506355</a><br>two same numbers!<br><a href=""#p10506357"" class=""quotelink"">&gt;&gt;10506357</a><br>im glad to hear that, good fortune awaits you if you think of micker', 'filename': 'micker122', 'ext': '.jpg', 'w': 1594, 'h': 2048, 'tn_w': 97, 'tn_h': 125, 'tim': 1670612713050466, 'time': 1670612713, 'md5': 'ZExhQDty8YKn/PYZdR0cKw==', 'fsize': 1094818, 'resto': 10505642}, {'no': 10506376, 'now': '12/09/22(Fri)14:20:37', 'name': 'Anonymous', 'com': '<a href=""#p10506358"" class=""quotelink"">&gt;&gt;10506358</a><br> Micker gives me a safe place in my thoughts', 'filename': '167054127796927507', 'ext': '.jpg', 'w': 1550, 'h': 2048, 'tn_w': 94, 'tn_h': 125, 'tim': 1670613637429904, 'time': 1670613637, 'md5': '3eT6zx67/N/FfFBQZQn6ag==', 'fsize': 412631, 'resto': 10505642}]",1670613637,49.0,12.0,,
127,10503978,12/08/22(Thu)00:03:05,Anonymous,show her love,20221103_125636,.jpg,1580,1541,250,243,1670475785263570,1670475785,t3R3NUn3tCg/Y9+h1klpgg==,502801,0,0,0,show-her-love,6,12,0,"[{'no': 10505844, 'now': '12/09/22(Fri)04:51:38', 'name': 'Anonymous', 'com': 'smeone print it out and cum on it!', 'time': 1670579498, 'resto': 10503978}, {'no': 10505967, 'now': '12/09/22(Fri)08:19:33', 'name': 'Anonymous', 'com': 'I believe in you', 'time': 1670591973, 'resto': 10503978}, {'no': 10506051, 'now': '12/09/22(Fri)09:35:20', 'name': 'Anonymous', 'com': '<a href=""#p10505844"" class=""quotelink"">&gt;&gt;10505844</a><br>dubse', 'time': 1670596520, 'resto': 10503978}, {'no': 10506296, 'now': '12/09/22(Fri)13:23:28', 'name': 'Anonymous', 'com': '<a href=""#p10505844"" class=""quotelink"">&gt;&gt;10505844</a><br>&quot;please&quot;', 'time': 1670610208, 'resto': 10503978}, {'no': 10506372, 'now': '12/09/22(Fri)14:13:45', 'name': 'Anonymous', 'com': 'yass queen', 'time': 1670613225, 'resto': 10503978}]",1670613225,7.0,0.0,,
128,10505996,12/09/22(Fri)08:50:09,Anonymous,so bored of life,1665734498745,.jpg,184,184,184,184,1670593809961858,1670593809,hM294ztae/9N7GdTX1c8xg==,9545,0,0,0,i-am-so-bored,6,20,6,"[{'no': 10506052, 'now': '12/09/22(Fri)09:36:15', 'name': 'Anonymous', 'com': '<a href=""#p10505996"" class=""quotelink"">&gt;&gt;10505996</a><br>nipah<br><a href=""#p10506011"" class=""quotelink"">&gt;&gt;10506011</a><br>two same numbers!<br><a href=""#p10505999"" class=""quotelink"">&gt;&gt;10505999</a><br>three same numbers!', 'time': 1670596575, 'resto': 10505996}, {'no': 10506360, 'now': '12/09/22(Fri)14:05:59', 'name': 'Anonymous', 'com': '<a href=""#p10505996"" class=""quotelink"">&gt;&gt;10505996</a><br>same gamer same.<br>everytime i try having fun goofy convos people weirdhchamp so fast', 'filename': 'anime-90s-anime', 'ext': '.gif', 'w': 498, 'h': 270, 'tn_w': 125, 'tn_h': 67, 'tim': 1670612759929132, 'time': 1670612759, 'md5': 'ccFoMwPmqsWxbKVUzdMAqg==', 'fsize': 1171695, 'resto': 10505996}, {'no': 10506363, 'now': '12/09/22(Fri)14:08:17', 'name': 'Anonymous', 'com': '<a href=""#p10506360"" class=""quotelink"">&gt;&gt;10506360</a><br><span class=""quote"">&gt;everytime i try having fun goofy convos people weirdhchamp so fast</span><br>what if we kissed and did lewd things', 'time': 1670612897, 'resto': 10505996}, {'no': 10506365, 'now': '12/09/22(Fri)14:09:47', 'name': 'Anonymous', 'com': 'drinking alcohol wit rikachama', 'time': 1670612987, 'resto': 10505996}, {'no': 10506367, 'now': '12/09/22(Fri)14:11:22', 'name': 'Anonymous', 'com': '<a href=""#p10506010"" class=""quotelink"">&gt;&gt;10506010</a><br>soothing advice were it not for the emptiness too', 'time': 1670613082, 'resto': 10505996}]",1670613082,15.0,5.0,i am so bored,
129,10506129,12/09/22(Fri)11:06:15,Anonymous,poob and fard,19-02-2021-15-26-07-abc7~2,.jpg,505,496,250,245,1670601975768533,1670601975,rYLQ/+t5amYl6oa9O0uZeA==,87933,0,0,0,poob-and-fard,6,6,4,"[{'no': 10506289, 'now': '12/09/22(Fri)13:20:48', 'name': 'Anonymous', 'com': '<a href=""#p10506131"" class=""quotelink"">&gt;&gt;10506131</a><br>I fucking hate how low taste people are. You people should be turned into girlshit', 'time': 1670610048, 'resto': 10506129}, {'no': 10506305, 'now': '12/09/22(Fri)13:29:16', 'name': 'Anonymous', 'com': '<a href=""#p10506129"" class=""quotelink"">&gt;&gt;10506129</a>', 'filename': '1662162593899642', 'ext': '.png', 'w': 181, 'h': 181, 'tn_w': 125, 'tn_h': 125, 'tim': 1670610556768506, 'time': 1670610556, 'md5': 'I+FT4jIwGL6RwzpKKGBclg==', 'fsize': 63411, 'resto': 10506129}, {'no': 10506350, 'now': '12/09/22(Fri)14:00:10', 'name': 'Anonymous', 'filename': '20221203_101811', 'ext': '.png', 'w': 1200, 'h': 894, 'tn_w': 125, 'tn_h': 93, 'tim': 1670612410713671, 'time': 1670612410, 'md5': 'YAjHsm9Rt5urMOlUtoGgUQ==', 'fsize': 185670, 'resto': 10506129}, {'no': 10506354, 'now': '12/09/22(Fri)14:01:56', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;r9k got me burned out</span><br><span class=""quote"">&gt;regret ever checking back again</span><br><span class=""quote"">&gt;come back to /s4s/</span><br><span class=""quote"">&gt;see this thread</span><br><span class=""quote"">&gt;laugh</span><br><br>thanke u OP.', 'filename': '1656451453075', 'ext': '.png', 'w': 540, 'h': 636, 'tn_w': 106, 'tn_h': 125, 'tim': 1670612516880983, 'time': 1670612516, 'md5': '/3olZhVbxrJrpwA7su+cXw==', 'fsize': 380574, 'resto': 10506129}, {'no': 10506356, 'now': '12/09/22(Fri)14:02:45', 'name': 'Anonymous', 'com': '<a href=""#p10506350"" class=""quotelink"">&gt;&gt;10506350</a><br>pikanyan!', 'filename': 'Screenshot 2022-11-12 132957', 'ext': '.png', 'w': 1247, 'h': 1071, 'tn_w': 125, 'tn_h': 107, 'tim': 1670612565221348, 'time': 1670612565, 'md5': 'EHQdTpn1aVO3cQkba0kgLQ==', 'fsize': 901113, 'resto': 10506129}]",1670612565,1.0,0.0,,
