,no,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,custom_spoiler,replies,images,last_replies,last_modified,omitted_posts,omitted_images,spoiler,trip
127,134404899,12/06/22(Tue)07:41:36,Anonymous,,Which fox is your pick?,Fox Chart,.jpg,971,1125,215,250,1670330496086855,1670330496,Iz1DRdaPXZHEfsAqywLSsg==,265223,0,0,0,which-fox-is-your-pick,5,378,127,"[{'no': 134456418, 'now': '12/09/22(Fri)14:58:27', 'name': 'Anonymous', 'com': '<a href=""#p134451792"" class=""quotelink"">&gt;&gt;134451792</a><br>You misspelled Walt there', 'time': 1670615907, 'resto': 134404899}, {'no': 134457359, 'now': '12/09/22(Fri)16:08:36', 'name': 'Anonymous', 'com': '<a href=""#p134455967"" class=""quotelink"">&gt;&gt;134455967</a><br>She JUST knows', 'time': 1670620116, 'resto': 134404899}, {'no': 134458754, 'now': '12/09/22(Fri)17:57:08', 'name': 'Anonymous', 'com': 'Why would you post that? We&#039;ve been doing so good.', 'time': 1670626628, 'resto': 134404899}, {'no': 134458795, 'now': '12/09/22(Fri)18:00:43', 'name': 'Anonymous', 'com': '<a href=""#p134458754"" class=""quotelink"">&gt;&gt;134458754</a><br>It&#039;s a good drawing', 'time': 1670626843, 'resto': 134404899}, {'no': 134459923, 'now': '12/09/22(Fri)19:31:53', 'name': 'Anonymous', 'com': 'Now what', 'time': 1670632313, 'resto': 134404899}]",1670632313,373.0,127.0,,
128,134458926,12/09/22(Fri)18:11:03,Anonymous,Blood Stained Teeth #7 Storytime,"<span class=""quote"">&gt;Atticus Sloane has a cash flow problem! But with Mr. Tooth still on his back, raising cash to pay the Bone Merchant is easier said than done. Meanwhile, the devious First Borns reveal their plans as the mysterious Pensmiths - an ancient society of Vampire assassins - enter the fray</span>",Blood Stained Teeth 007-000,.jpg,1988,3056,162,250,1670627463877438,1670627463,roMbBS+pq6UCfdoD/blneg==,1233780,0,0,0,blood-stained-teeth-7-storytime,5,26,25,"[{'no': 134459137, 'now': '12/09/22(Fri)18:25:30', 'name': 'Anonymous', 'filename': 'Blood Stained Teeth 007-022', 'ext': '.jpg', 'w': 1988, 'h': 3056, 'tn_w': 81, 'tn_h': 125, 'tim': 1670628330638716, 'time': 1670628330, 'md5': 'jCWAJ6aIe3ZkV2ej/PvKZQ==', 'fsize': 1978293, 'resto': 134458926}, {'no': 134459142, 'now': '12/09/22(Fri)18:26:03', 'name': 'Anonymous', 'filename': 'Blood Stained Teeth 007-023', 'ext': '.jpg', 'w': 1988, 'h': 3056, 'tn_w': 81, 'tn_h': 125, 'tim': 1670628363517359, 'time': 1670628363, 'md5': '+L6Dw8tC+IRFQXUtEmVx3g==', 'fsize': 180607, 'resto': 134458926}, {'no': 134459153, 'now': '12/09/22(Fri)18:26:37', 'name': 'Anonymous', 'filename': 'Blood Stained Teeth 007-029', 'ext': '.jpg', 'w': 1988, 'h': 3056, 'tn_w': 81, 'tn_h': 125, 'tim': 1670628397530927, 'time': 1670628397, 'md5': 'vCm7Svd8nYph6LS1viwv0Q==', 'fsize': 2516541, 'resto': 134458926}, {'no': 134459160, 'now': '12/09/22(Fri)18:27:09', 'name': 'Anonymous', 'com': 'end', 'filename': 'Blood Stained Teeth 007-030', 'ext': '.jpg', 'w': 1988, 'h': 3056, 'tn_w': 81, 'tn_h': 125, 'tim': 1670628429920117, 'time': 1670628429, 'md5': 'G2D4e41Ig6xBZMyBrTnf2Q==', 'fsize': 619507, 'resto': 134458926}, {'no': 134459916, 'now': '12/09/22(Fri)19:31:12', 'name': 'Anonymous', 'com': 'bump', 'time': 1670632272, 'resto': 134458926}]",1670632272,21.0,21.0,,
129,134407610,12/06/22(Tue)12:24:15,Anonymous,Raven,Which Raven?,1668475629443586,.jpg,543,615,220,250,1670347455684039,1670347455,BZa6q+h4lD8DeO2TRYUhQg==,68880,0,0,0,raven,5,161,88,"[{'no': 134458249, 'now': '12/09/22(Fri)17:15:15', 'name': 'Anonymous', 'com': '<a href=""#p134407610"" class=""quotelink"">&gt;&gt;134407610</a><br>Whichever one has the fattest ass.', 'time': 1670624115, 'resto': 134407610}, {'no': 134458486, 'now': '12/09/22(Fri)17:35:07', 'name': 'Anonymous', 'com': '<a href=""#p134458249"" class=""quotelink"">&gt;&gt;134458249</a><br>Og TT cartoon or Faust&#039;s DCSHG?', 'time': 1670625307, 'resto': 134407610}, {'no': 134458586, 'now': '12/09/22(Fri)17:41:11', 'name': 'Anonymous', 'com': '<a href=""#p134438377"" class=""quotelink"">&gt;&gt;134438377</a><br>The Titans were based out of New York.<br>In those early issues they occasionally went to Jersey, or out in the Hamptons.', 'time': 1670625671, 'resto': 134407610}, {'no': 134458740, 'now': '12/09/22(Fri)17:55:49', 'name': 'Anonymous', 'com': '<a href=""#p134407610"" class=""quotelink"">&gt;&gt;134407610</a><br>Go actually shows her off', 'filename': 'D76250E2-D2F9-4456-8352-7B04668D1FDD', 'ext': '.jpg', 'w': 2160, 'h': 1211, 'tn_w': 125, 'tn_h': 70, 'tim': 1670626549679535, 'time': 1670626549, 'md5': 'h4/g3CGYhQeRPRchkLYWWw==', 'fsize': 298986, 'resto': 134407610}, {'no': 134459913, 'now': '12/09/22(Fri)19:31:02', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;She wants the B</span>', 'filename': 'EijMnNkWAAIphRH', 'ext': '.jpg', 'w': 1568, 'h': 2048, 'tn_w': 95, 'tn_h': 125, 'tim': 1670632262451733, 'time': 1670632262, 'md5': 'WcZ8MOwzSxDmLHJirN1+wA==', 'fsize': 324350, 'resto': 134407610}]",1670632262,156.0,86.0,,
130,134459905,12/09/22(Fri)19:30:24,Anonymous,CANCELLED BATMAN BEYOND MOVIE INCLUDED THE RETURN OF MICHELLE PFEIFFER&#039;S CATWOMAN,"<span class=""quote"">&gt;In the aftermath of the news of Wonder Woman 3 hitting the skids, several items have popped up (here and here) about how there was a plan to spin off a Batman Beyond movie from Flash and that Christina Hodson, already in the (old) DC fold thanks to writing Batgirl and Flash, was penning it. Here are a few more details:</span><br><span class=""quote"">&gt;Hodson pitched her take, which had executives excited, and had actually commenced writing…when, about two weeks after the hires of Gunn and Safran, she was told to stop.</span><br><span class=""quote"">&gt;Some Batfans’s hearts may break when we tell them the project was looking to resuscitate a romance between a Michael Keaton Batman and Catwoman (would Michelle Pfeiffer have returned? Who knows?)</span><br><span class=""quote"">&gt;But as tough as some of this may sound to some fans, keep in mind that Gunn and Safran can and will resuscitate some of these heroes.</span><br><span class=""quote"">&gt;Source: https://view.email.hollywoodreporte<wbr>r.com/?qs=27dca022a3daaae65e34d5c9a<wbr>df6995782cfc61eaab8e66bfca2252281f2<wbr>c4f81e01033071a71a9c0ecc309f5e4c726<wbr>2de4febdb0635727011fb3e07e2b20074e1<wbr>1fc572b6d036b7</span><br><br>I legit think that Burton&#039;s Batman is cursed:<br><span class=""quote"">&gt;Fan-game canned because of WB</span><br><span class=""quote"">&gt;Comic sequel is horrible</span><br><span class=""quote"">&gt;The Flash</span><br><span class=""quote"">&gt;Aquaman 2&#039;s cameo maybe being cut</span><br><span class=""quote"">&gt;Batgirl canned</span><br><span class=""quote"">&gt;This</span>",Fjkteu4X0AE4pDv,.jpg,680,383,250,140,1670632224785511,1670632224,QEx1U1eZ97s6eHmTAFmGOA==,71785,0,0,0,cancelled-batman-beyond-movie-included-the-return,5,1,0,"[{'no': 134460313, 'now': '12/09/22(Fri)20:06:41', 'name': 'Anonymous', 'com': 'batman beyond is gay but I&#039;ll take more keaton and pfeiffer', 'time': 1670634401, 'resto': 134459905}]",1670634401,,,,
131,134454981,12/09/22(Fri)13:20:18,Anonymous,,Who is Spider-Man&#039;s worst primary villain and why is it Mac Gargan aka Scorpion?,Scorpion 1,.png,670,736,227,250,1670610018859166,1670610018,S7RljgxX+kTJzcFEZVrXXQ==,432831,0,0,0,who-is-spidermans-worst-primary-villain-and-why,5,25,3,"[{'no': 134459769, 'now': '12/09/22(Fri)19:18:25', 'name': 'Anonymous', 'com': '<a href=""#p134454981"" class=""quotelink"">&gt;&gt;134454981</a><br>Because you don&#039;t read comics, so you don&#039;t know about the duds, like the Hypno-Hustler.', 'time': 1670631505, 'resto': 134454981}, {'no': 134459795, 'now': '12/09/22(Fri)19:20:40', 'name': 'Anonymous', 'com': '<a href=""#p134459769"" class=""quotelink"">&gt;&gt;134459769</a><br>Honestly l like Hypno-Hustler. Disco-guy that hypnotize people.', 'time': 1670631640, 'resto': 134454981}, {'no': 134459798, 'now': '12/09/22(Fri)19:20:55', 'name': 'Anonymous', 'com': '<a href=""#p134454981"" class=""quotelink"">&gt;&gt;134454981</a><br>a lawless NYC that refuses to commit criminals to psych wards which then means Batman has to deal with their shit', 'time': 1670631655, 'resto': 134454981}, {'no': 134459846, 'now': '12/09/22(Fri)19:25:15', 'name': 'Anonymous', 'com': '<a href=""#p134456191"" class=""quotelink"">&gt;&gt;134456191</a><br>He still has the grudge against JJ, it popped up during Spencer’s run. He should have stayed Venom though.', 'time': 1670631915, 'resto': 134454981}, {'no': 134459890, 'now': '12/09/22(Fri)19:28:53', 'name': 'Anonymous', 'com': '<a href=""#p134459798"" class=""quotelink"">&gt;&gt;134459798</a><br><span class=""quote"">&gt;how to say you don&#039;t read comics, without saying you don&#039;t read comics.</span><br><span class=""quote"">&gt;how to say you don&#039;t watch cartoons, without saying you don&#039;t watch cartoons</span><br><span class=""quote"">&gt;how to say you don&#039;t watch movies, without saying you don&#039;t watch movies</span><br><span class=""quote"">&gt;how to say you don&#039;t play video games, without saying you don&#039;t play video games</span><br>Impressive feat of retardation.', 'time': 1670632133, 'resto': 134454981}]",1670632133,20.0,3.0,,
132,134457882,12/09/22(Fri)16:45:41,Anonymous,The DCU’s Untouchables,"These are reportedly WB/DC’s “ongoing enterprises” that James Gunn and Peter Safran are not allowed to cancel despite their plans for the DCU.<br><br><span class=""quote"">&gt;Matt Reeves’s The Batman 2</span><br><span class=""quote"">&gt;Todd Phillips’s Joker 2</span><br><span class=""quote"">&gt;J.J. Abrams / Ta-Nehisi Coates’s Superman</span><br><br>And up until Patty Jenkins ragequitting over execs not liking her script, Wonder Woman 3.<br><br>https://www.thewrap.com/wonder-woma<wbr>n-3-patty-jenkins-what-really-happe<wbr>ned/",dc-movies,.jpg,1200,675,250,140,1670622341049578,1670622341,xDpaxoDD28pBXP8rwZFZWw==,114711,0,0,0,the-dcus-untouchables,5,6,1,"[{'no': 134458163, 'now': '12/09/22(Fri)17:07:10', 'name': 'Anonymous', 'com': '<a href=""#p134457882"" class=""quotelink"">&gt;&gt;134457882</a><br><span class=""quote"">&gt;still giving JJ Abrams work after he ruined Star Wars, Star Trek, and LotR</span>', 'time': 1670623630, 'resto': 134457882}, {'no': 134458238, 'now': '12/09/22(Fri)17:14:24', 'name': 'Anonymous', 'filename': '4ec', 'ext': '.jpg', 'w': 941, 'h': 612, 'tn_w': 124, 'tn_h': 81, 'tim': 1670624064725423, 'time': 1670624064, 'md5': 'xPT5gNf8usjHNscwLKMgkg==', 'fsize': 554459, 'resto': 134457882}, {'no': 134459457, 'now': '12/09/22(Fri)18:54:11', 'name': 'Anonymous', 'com': '<a href=""#p134458163"" class=""quotelink"">&gt;&gt;134458163</a><br>He didn&#039;t ruin any of those.', 'time': 1670630051, 'resto': 134457882}, {'no': 134459823, 'now': '12/09/22(Fri)19:23:08', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;Matt Reeves’s The Batman 2</span><br>Fantastic<br><span class=""quote"">&gt;Todd Phillips’s Joker 2</span><br>Cool I guess<br><span class=""quote"">&gt;J.J. Abrams / Ta-Nehisi Coates’s Superman</span><br>I wish I could fall upwards like Abrams. Life must be anxiety free', 'time': 1670631788, 'resto': 134457882}, {'no': 134459842, 'now': '12/09/22(Fri)19:24:50', 'name': 'Anonymous', 'com': '<a href=""#p134458163"" class=""quotelink"">&gt;&gt;134458163</a><br>What about giving control to Gunn after TSS bombed?', 'time': 1670631890, 'resto': 134457882}]",1670631890,1.0,0.0,,
133,134458472,12/09/22(Fri)17:33:58,Anonymous,,That episode was hilarious Learn to have a sense of humor.<br>Not everything needs to be wholesome and cute all the time.,Dexter Vs Santa Claws,.jpg,1242,1493,207,250,1670625238606254,1670625238,XOJ2XmLfuTdPoe9Nd0yCFA==,1053054,0,0,0,that-episode-was-hilarious-learn-to-have-a-sense,5,22,3,"[{'no': 134459698, 'now': '12/09/22(Fri)19:12:29', 'name': 'Anonymous', 'com': '<a href=""#p134458472"" class=""quotelink"">&gt;&gt;134458472</a><br><span class=""quote"">&gt;Episode where they were right</span>', 'time': 1670631149, 'resto': 134458472}, {'no': 134459748, 'now': '12/09/22(Fri)19:16:23', 'name': 'Anonymous', 'com': '<a href=""#p134458491"" class=""quotelink"">&gt;&gt;134458491</a><br>I&#039;m not a footfag and even I noticed just how huge those feet fucking were.', 'time': 1670631383, 'resto': 134458472}, {'no': 134459752, 'now': '12/09/22(Fri)19:16:47', 'name': 'truteal', 'com': 'I love this ep solely because of the ending moral', 'time': 1670631407, 'resto': 134458472, 'trip': '!!maretoc/I5q'}, {'no': 134459834, 'now': '12/09/22(Fri)19:24:21', 'name': 'Anonymous', 'com': 'Why did Santa in Dexter’s universe look so out of place compared to how everyone is drawn.', 'filename': 'Dexter Santa Claus', 'ext': '.jpg', 'w': 1242, 'h': 928, 'tn_w': 125, 'tn_h': 93, 'tim': 1670631861026645, 'time': 1670631861, 'md5': 'HQth74LhMWu/aK3EIaBmuw==', 'fsize': 550114, 'resto': 134458472}, {'no': 134459839, 'now': '12/09/22(Fri)19:24:40', 'name': 'Anonymous', 'com': '<a href=""#p134459752"" class=""quotelink"">&gt;&gt;134459752</a><br>It mindbroke mr enter so hard', 'time': 1670631880, 'resto': 134458472}]",1670631880,17.0,2.0,,
134,134453235,12/09/22(Fri)10:49:25,Anonymous,,"<span class=""quote"">&gt;Now Bart, we want to emphasize that nobody&#039;s angry about this. We&#039;re just concerned. When a young man with a 216 IQ can&#039;t make a simple experiment work, it doesn&#039;t take a Bart Simpson to figure out that something&#039;s wrong.</span>",1152585,.jpg,640,480,250,187,1670600965952402,1670600965,TRGBhaCm7juYdBkmJsX2Jw==,61805,0,0,0,now-bart-we-want-to-emphasize-that-nobodys-angry,5,28,1,"[{'no': 134459538, 'now': '12/09/22(Fri)19:00:26', 'name': 'Anonymous', 'com': '<a href=""#p134456063"" class=""quotelink"">&gt;&gt;134456063</a><br>There is literally nothing wrong with being a C student as long as you have some kind of interest, aptitude, or willingness which can get you a job in a line of work that doesn&#039;t require a college degree. Where people get into trouble is when having bad grades indicates general laziness and incapability of giving a shit, but a lot of people genuinely just aren&#039;t good fits for academics but will do fine for themselves in the real world.', 'time': 1670630426, 'resto': 134453235}, {'no': 134459567, 'now': '12/09/22(Fri)19:02:23', 'name': 'Anonymous', 'com': '<a href=""#p134453318"" class=""quotelink"">&gt;&gt;134453318</a><br>Bart very obvious has severe ADHD. Fuck man, they even had a whole episode about it.<br><br>Source: Worked as a teacher for several years (technically still am to a degree). It&#039;s very easy to see at a glance which kids have ADHD once you&#039;ve seen enough of them. Bart is one to a T.<br><br>Feel sorry for him, or I would if he were real.', 'time': 1670630543, 'resto': 134453235}, {'no': 134459594, 'now': '12/09/22(Fri)19:04:35', 'name': 'Anonymous', 'com': '<a href=""#p134455373"" class=""quotelink"">&gt;&gt;134455373</a><br><a href=""#p134455441"" class=""quotelink"">&gt;&gt;134455441</a><br>I love the early episodes. Most people will say season 2 and on was a step up until the decline, but I get annoyed when Zombie episodes staff acts like they&#039;re making something better.', 'time': 1670630675, 'resto': 134453235}, {'no': 134459799, 'now': '12/09/22(Fri)19:21:03', 'name': 'Anonymous', 'com': '<a href=""#p134453455"" class=""quotelink"">&gt;&gt;134453455</a><br>The message of the episode is that boys are falling behind in school because schools aren&#039;t designed for male brains.', 'time': 1670631663, 'resto': 134453235}, {'no': 134459836, 'now': '12/09/22(Fri)19:24:33', 'name': 'Anonymous', 'com': '<a href=""#p134456221"" class=""quotelink"">&gt;&gt;134456221</a><br><span class=""quote"">&gt;Bart would not bother with college and succeed in his work until he hits a wall thanks to his education, goes back to community college passes and eventually ends up with his own business that lets him do his thing.</span><br>I find it funny the first future episode kinda ran with this. Bart worked demolitions to get his aggression out then said he was going to go to lawschool. Which then references his future as a supreme court justice.', 'time': 1670631873, 'resto': 134453235}]",1670631873,23.0,1.0,,
135,134441027,12/08/22(Thu)13:57:14,Anonymous,,Sonic Prime preview<br>https://www.youtube.com/watch?v=PcP<wbr>9QvqenB4,319043572_814508956526754_8390558275326964070_n,.jpg,750,421,250,140,1670525834270454,1670525834,Hn6CUwaSv2oLuf+gQ1VdHA==,46492,0,1,0,sonic-prime-preview,5,511,136,"[{'no': 134460103, 'now': '12/09/22(Fri)19:46:43', 'name': 'Anonymous', 'com': '<a href=""#p134459958"" class=""quotelink"">&gt;&gt;134459958</a><br>No, I don&#039;t really think it&#039;s worth the hassle.', 'time': 1670633203, 'resto': 134441027}, {'no': 134460165, 'now': '12/09/22(Fri)19:52:43', 'name': 'Anonymous', 'com': '<a href=""#p134459135"" class=""quotelink"">&gt;&gt;134459135</a><br>What does a metal win look like? You&#039;re never going to get him gutting anyone. And people dispute M. Sonic beating shadow despite achieving his objective.', 'time': 1670633563, 'resto': 134441027}, {'no': 134460199, 'now': '12/09/22(Fri)19:56:18', 'name': 'Anonymous', 'com': '<a href=""#p134450160"" class=""quotelink"">&gt;&gt;134450160</a><br>Sorry to say but it looks like she&#039;s wearing shorts of some sort. Her upper thigh and tail are darker, almost black colored.', 'time': 1670633778, 'resto': 134441027}, {'no': 134460370, 'now': '12/09/22(Fri)20:11:18', 'name': 'Anonymous', 'com': '<a href=""#p134460165"" class=""quotelink"">&gt;&gt;134460165</a><br>Late reply, but a Metal win isn&#039;t necessarily bodying Sonic until he&#039;s a purple pulp, but successfully stopping him for Eggman to accomplish whatever his current objective is. Metal&#039;s goal is to be BETTER than Sonic, but the best he&#039;ll ever be is EQUAL to Sonic. Give him that equal chance. Don&#039;t have Sonic go, &quot;Wuh-oh! It&#039;s Metal! This is gonna be tough, but I&#039;ll kick his tin can straight into next week like I always do!&quot; Have Sonic go, &quot;Oh no! It&#039;s Metal! Tails / Amy / Knuckles / whoever, I&#039;ll try to keep him distracted while you go stop Eggman!&quot; Variations happen depending on whether Eggman needs total protection (Metal has to overclock to keep up with both Sonic and his partner[s]), or Eggman is able to hold his own against whomever is trying to stop him so he looks like a competent threat.<br><br>Always, always, -always- use Metal as the buffer, and a really good buffer, to keep Sonic away from Eggman until the final fight.', 'time': 1670634678, 'resto': 134441027}, {'no': 134460400, 'now': '12/09/22(Fri)20:14:32', 'name': 'Anonymous', 'com': '<a href=""#p134459891"" class=""quotelink"">&gt;&gt;134459891</a><br><span class=""quote"">&gt;Expect Eggman&#039;s answer to the anime question would be some mecha show or something</span><br><span class=""quote"">&gt;Its fucking Tokyo Ghoul and Chainsaw Man</span>', 'time': 1670634872, 'resto': 134441027}]",1670634872,506.0,136.0,,
136,134459377,12/09/22(Fri)18:46:50,Anonymous,,"You are chosen to be the Feige of a new DCU, who do you cast in all the roles? What movies do you make and what overarching story are you telling?",Kevin_Smith_(48477230947)_(cropped),.jpg,1301,1872,173,250,1670629610417538,1670629610,qeNMG1oy5eCSfpGVpSsGRA==,1503766,0,0,0,you-are-chosen-to-be-the-feige-of-a-new-dcu-who,5,3,0,"[{'no': 134459435, 'now': '12/09/22(Fri)18:52:43', 'name': 'Anonymous', 'com': '<a href=""#p134459377"" class=""quotelink"">&gt;&gt;134459377</a><br><br><br><a href=""/co/thread/134459145#p134459145"" class=""quotelink"">&gt;&gt;134459145</a>', 'time': 1670629963, 'resto': 134459377}, {'no': 134459715, 'now': '12/09/22(Fri)19:13:53', 'name': 'Anonymous', 'com': 'X get ipad', 'time': 1670631233, 'resto': 134459377}, {'no': 134459773, 'now': '12/09/22(Fri)19:18:37', 'name': 'Anonymous', 'com': 'X meets [Modern Persident]', 'time': 1670631517, 'resto': 134459377}]",1670631517,,,,
137,134459735,12/09/22(Fri)19:15:22,Anonymous,,"<span class=""quote"">&gt;Activate the doohickey Miles!</span>",F1F3D7D4-B280-4637-9926-01C1F2B3C047,.jpg,1280,720,250,140,1670631322312202,1670631322,H3DxETspQMoTcwmwgFIvQA==,157378,0,0,0,activate-the-doohickey-miles,5,0,0,,1670631322,,,,
138,134458009,12/09/22(Fri)16:55:22,Anonymous,,So why did he go back to DC Comics?<br>He hasn&#039;t abandoned his creator owned ventures with Mad Ghost but it seemed clear that was what he was gonna prioritize last year,MV5BMTQ2MjUyMDUxOF5BMl5BanBnXkFtZTgwMjAxNTkzODE@._V1_,.jpg,1430,2048,174,250,1670622922133512,1670622922,KAe8lsxUb+YACOBZWO4DNQ==,1144226,0,0,0,so-why-did-he-go-back-to-dc-comics,5,6,1,"[{'no': 134458952, 'now': '12/09/22(Fri)18:12:46', 'name': 'Anonymous', 'com': '<a href=""#p134458106"" class=""quotelink"">&gt;&gt;134458106</a><br>Didio pushing 5G was probably the reason that guys like Snyder and Johns had departed in the first place.', 'time': 1670627566, 'resto': 134458009}, {'no': 134458986, 'now': '12/09/22(Fri)18:15:42', 'name': 'Anonymous', 'com': 'He got kicked out of the movies, and Stargirl ended.<br><br>He&#039;ll probably stop writing comics again when the Geiger tv show enters production.', 'time': 1670627742, 'resto': 134458009}, {'no': 134459541, 'now': '12/09/22(Fri)19:00:40', 'name': 'Anonymous', 'com': '<a href=""#p134458009"" class=""quotelink"">&gt;&gt;134458009</a><br><span class=""quote"">&gt;Executive producers </span><br><span class=""quote"">&gt;Geoff Johns</span>', 'filename': 'Season 4 Rita Farr', 'ext': '.jpg', 'w': 2400, 'h': 1744, 'tn_w': 125, 'tn_h': 90, 'tim': 1670630440284512, 'time': 1670630440, 'md5': 'rL7XZ9KFcC/1jnlpcHPsrQ==', 'fsize': 573536, 'resto': 134458009}, {'no': 134459676, 'now': '12/09/22(Fri)19:10:52', 'name': 'Anonymous', 'com': '<a href=""#p134458986"" class=""quotelink"">&gt;&gt;134458986</a><br>Is he actually fully kicked out of the movies, or are people assuming that from WW3 getting canned?', 'time': 1670631052, 'resto': 134458009}, {'no': 134459720, 'now': '12/09/22(Fri)19:14:09', 'name': 'Anonymous', 'com': 'No way Gunn let this fuckin fat nerd in the studio lmao', 'time': 1670631249, 'resto': 134458009}]",1670631249,1.0,0.0,,
139,134455421,12/09/22(Fri)13:50:33,Anonymous,TCJ R.C. Harvey on Off the Wall at Sardi&#039;s,,TCJ219_p29,.jpg,1019,1315,193,249,1670611833706160,1670611833,Eu9aR8bjkDxenTfHe7NMbA==,244090,0,0,0,tcj-rc-harvey-on-off-the-wall-at-sardis,5,6,1,"[{'no': 134455617, 'now': '12/09/22(Fri)14:02:44', 'name': 'Anonymous', 'com': '<a href=""#p134455442"" class=""quotelink"">&gt;&gt;134455442</a><br>It would be cool to have comics with characters drawn as caricatures like this or Hirschfeld, as if played by the actors themselve, and have them show up in different comics in different roles, like Tezuka&#039;s Star System.<br>We already kind of have that with someone like David Bowie showing up everywhere.', 'time': 1670612564, 'resto': 134455421}, {'no': 134457004, 'now': '12/09/22(Fri)15:41:46', 'name': 'Anonymous', 'com': 'ok', 'time': 1670618506, 'resto': 134455421}, {'no': 134457336, 'now': '12/09/22(Fri)16:06:58', 'name': 'Anonymous', 'com': '<a href=""#p134457004"" class=""quotelink"">&gt;&gt;134457004</a><br>Much, much, better than the nth rant about lgtb or race.', 'time': 1670620018, 'resto': 134455421}, {'no': 134458569, 'now': '12/09/22(Fri)17:39:50', 'name': 'Anonymous', 'com': '<a href=""#p134455421"" class=""quotelink"">&gt;&gt;134455421</a><br>big foreheads', 'time': 1670625590, 'resto': 134455421}, {'no': 134459708, 'now': '12/09/22(Fri)19:13:14', 'name': 'Anonymous', 'com': 'Thanks, OP.', 'time': 1670631194, 'resto': 134455421}]",1670631194,1.0,1.0,,
140,134455575,12/09/22(Fri)14:00:15,Anonymous,,"Give me one good reason why Gotham shouldn&#039;t be nuked and then barred off from the rest of society.<br>Crime is near universally rampant, it&#039;s main export is criminals who end up overthrowing almost everyone else they come across, the asylum there drives people insane just from being in it and defies time, 90% of the space it takes up is abandoned carnivals, factories, and warehouses, and so much more shit.",1577752374631,.png,315,315,250,250,1670612415449238,1670612415,hJe5dmZ2kK9Iji46jd9pQQ==,198696,0,0,0,give-me-one-good-reason-why-gotham-shouldnt-be,5,12,0,"[{'no': 134458148, 'now': '12/09/22(Fri)17:05:36', 'name': 'Anonymous', 'com': '<a href=""#p134458117"" class=""quotelink"">&gt;&gt;134458117</a><br>You have never been to NYC.', 'time': 1670623536, 'resto': 134455575}, {'no': 134458195, 'now': '12/09/22(Fri)17:10:01', 'name': 'Anonymous', 'com': '<a href=""#p134458143"" class=""quotelink"">&gt;&gt;134458143</a><br>It got better.', 'time': 1670623801, 'resto': 134455575}, {'no': 134458233, 'now': '12/09/22(Fri)17:14:09', 'name': 'Anonymous', 'com': '<a href=""#p134455575"" class=""quotelink"">&gt;&gt;134455575</a><br>There&#039;s worse places to live, so if you nuke Gotham you gotta keep nuking. <br><br>Beggar-Throwing-Dead-Baby-In-Trashc<wbr>an.jpg', 'time': 1670624049, 'resto': 134455575}, {'no': 134458257, 'now': '12/09/22(Fri)17:16:00', 'name': 'Anonymous', 'com': '<a href=""#p134458144"" class=""quotelink"">&gt;&gt;134458144</a><br>That&#039;s just because Gotham hasn&#039;t had a McDonald&#039;s since that year The Joker went to war against Ronald. <br><br> Jokermeals are better than Happy Meals, anyway.', 'time': 1670624160, 'resto': 134455575}, {'no': 134459658, 'now': '12/09/22(Fri)19:09:39', 'name': 'Anonymous', 'com': '<a href=""#p134458233"" class=""quotelink"">&gt;&gt;134458233</a><br>Gotham&#039;s actually cursed by Satan though.<br>Is Hub City cursed?', 'time': 1670630979, 'resto': 134455575}]",1670630979,7.0,0.0,,
