,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,trip
108,7937114,,,10/09/22(Sun)16:31:34,Anonymous,A sense of loss,"A mix of sadness, grief, emptiness, recklessness even, acceptance, longing, fortitude.",00150276810873,.jpg,2500,1400,250,140,1665347494314940,1665347494,7d0cVTVxt8sYy3+tCMYJQg==,1655227,0,a-sense-of-loss,68,51,63.0,48.0,"[{'no': 7947320, 'now': '11/22/22(Tue)16:46:04', 'name': 'Anonymous', 'filename': '1458053085807', 'ext': '.jpg', 'w': 1919, 'h': 1079, 'tn_w': 125, 'tn_h': 70, 'tim': 1669153564177863, 'time': 1669153564, 'md5': '2v8CaGr8y/SQiuqHInlOPw==', 'fsize': 312924, 'resto': 7937114}, {'no': 7947321, 'now': '11/22/22(Tue)16:47:44', 'name': 'Anonymous', 'filename': '1468235782750', 'ext': '.jpg', 'w': 2560, 'h': 1600, 'tn_w': 125, 'tn_h': 78, 'tim': 1669153664313681, 'time': 1669153664, 'md5': 'uPpI7fZJFRdd+dGZBugS7Q==', 'fsize': 3400482, 'resto': 7937114}, {'no': 7949370, 'now': '12/01/22(Thu)12:15:22', 'name': 'Anonymous', 'com': '<a href=""#p7939608"" class=""quotelink"">&gt;&gt;7939608</a><br>this spoke to me at an unspeakable level<br><br>I&#039;m at a Loss for words.', 'time': 1669914922, 'resto': 7937114}, {'no': 7949604, 'now': '12/02/22(Fri)16:54:10', 'name': 'Anonymous', 'filename': '1660395231441297', 'ext': '.jpg', 'w': 3840, 'h': 2559, 'tn_w': 125, 'tn_h': 83, 'tim': 1670018050746896, 'time': 1670018050, 'md5': 's2w3DBCMSH3FOwrmR0roqA==', 'fsize': 4564545, 'resto': 7937114}, {'no': 7950816, 'now': '12/08/22(Thu)15:24:54', 'name': 'Anonymous', 'com': '<a href=""#p7939533"" class=""quotelink"">&gt;&gt;7939533</a><br>stomach in knots from this pape. if life could be so sweet', 'time': 1670531094, 'resto': 7937114}]",1670531094,0.0,0.0,
109,7909108,,,06/25/22(Sat)17:03:53,Anonymous,shit papes,post the worst wallpaper you have,banan,.jpg,1680,1029,250,153,1656191033474,1656191033,tu1B3Uiw2sYouU1SMsr6cQ==,898966,0,shit-papes,301,174,296.0,172.0,"[{'no': 7950748, 'now': '12/08/22(Thu)01:25:57', 'name': 'Anonymous', 'com': '<a href=""#p7910876"" class=""quotelink"">&gt;&gt;7910876</a><br>i remember seeing this pape when it was first posted but didn&#039;t wanna say anything first. now as this thread approaches death i am confident in saying this goes unbelievably hard. this goes hard as shit. easily one of the best in the thread of the worst.', 'filename': '1557869348825', 'ext': '.png', 'w': 1600, 'h': 1067, 'tn_w': 125, 'tn_h': 83, 'tim': 1670480757961347, 'time': 1670480757, 'md5': 'q5qy2spzd2kq4WJF6pIeaQ==', 'fsize': 2903019, 'resto': 7909108}, {'no': 7950813, 'now': '12/08/22(Thu)15:07:37', 'name': 'Anonymous', 'com': '<a href=""#p7910916"" class=""quotelink"">&gt;&gt;7910916</a><br>The day I get fired I am going to replace the company wallpaper that gets injected into and applied to all workstations, with this.', 'time': 1670530057, 'resto': 7909108}, {'no': 7950814, 'now': '12/08/22(Thu)15:09:28', 'name': 'Anonymous', 'com': '<a href=""#p7915162"" class=""quotelink"">&gt;&gt;7915162</a><br>Eddie Murphy made me lol', 'time': 1670530168, 'resto': 7909108}, {'no': 7951670, 'now': '12/12/22(Mon)20:46:05', 'name': 'Anonymous', 'com': '<a href=""#p7936360"" class=""quotelink"">&gt;&gt;7936360</a><br>vai se fuder anão kkkkk absolutamente intankavel', 'time': 1670895965, 'resto': 7909108}, {'no': 7951671, 'now': '12/12/22(Mon)21:16:28', 'name': 'Anonymous', 'com': '<a href=""#p7909108"" class=""quotelink"">&gt;&gt;7909108</a><br><span class=""quote"">&gt;page 8 and at bump limit</span><br>this is the best thread on the board right now, there are some all timer papes posted ITT. we should make another thread, i don&#039;t want it to end.', 'filename': '1413753811553', 'ext': '.jpg', 'w': 2048, 'h': 1360, 'tn_w': 125, 'tn_h': 83, 'tim': 1670897788750376, 'time': 1670897788, 'md5': 'xp+siILp42dNlxYbxQrPBQ==', 'fsize': 312740, 'resto': 7909108}]",1670897788,1.0,0.0,
110,7910234,,,06/30/22(Thu)12:21:34,Anonymous,,"ITT: upscaled, modified, or expanded upon papes (either by you or someone else)<br><br>Custom wallpaper tiles are welcome.",bird over city,.jpg,4096,3072,250,187,1656606094257,1656606094,ygeOBfxv00SHK3TOK/GiBQ==,1697174,0,itt-upscaled-modified-or-expanded-upon-papes,90,70,85.0,67.0,"[{'no': 7946800, 'now': '11/20/22(Sun)02:36:49', 'name': 'Anonymous', 'com': '<a href=""#p7945197"" class=""quotelink"">&gt;&gt;7945197</a><br>Yeah, that was the original. It&#039;s some sort of upscale by someone else of the doom wall of faces It could use some touch ups though.', 'time': 1668929809, 'resto': 7910234}, {'no': 7947179, 'now': '11/21/22(Mon)22:07:33', 'name': 'Anonymous', 'com': '<a href=""#p7910234"" class=""quotelink"">&gt;&gt;7910234</a><br>can someone upscale this pic for me?', 'filename': 'IMG_20221107_235306_575 (2)', 'ext': '.jpg', 'w': 1280, 'h': 720, 'tn_w': 125, 'tn_h': 70, 'tim': 1669086453653400, 'time': 1669086453, 'md5': 'FX+kFfQ5EYotnhUlLlS3FA==', 'fsize': 114417, 'resto': 7910234}, {'no': 7948210, 'now': '11/26/22(Sat)16:53:17', 'name': 'Anonymous', 'com': '<a href=""#p7947179"" class=""quotelink"">&gt;&gt;7947179</a><br>I am too busy at the moment. On Monday, I should have time to do it (unless someone else wants to try it).', 'time': 1669499597, 'resto': 7910234}, {'no': 7948754, 'now': '11/28/22(Mon)15:42:16', 'name': 'Anonymous', 'com': '<a href=""#p7947179"" class=""quotelink"">&gt;&gt;7947179</a><br>Here&#039;s an attempt I made with GigaPixel', 'filename': 'upscale park', 'ext': '.jpg', 'w': 3840, 'h': 2160, 'tn_w': 125, 'tn_h': 70, 'tim': 1669668136729014, 'time': 1669668136, 'md5': '/BY4SMCiL7QuREcynd1acw==', 'fsize': 2395844, 'resto': 7910234}, {'no': 7950751, 'now': '12/08/22(Thu)01:56:08', 'name': 'Anonymous', 'com': '<a href=""#p7944754"" class=""quotelink"">&gt;&gt;7944754</a><br>Here is an upscale I did of some really old photo of someone sail surfing at sunset. It&#039;s part of my series on lo-fi faded nostalgic papes. Original here:<br>https://equatorjournal.com/post/615<wbr>957254657687552/franklin-watts-1979<wbr>', 'filename': 'franklin watts, 1979', 'ext': '.jpg', 'w': 3507, 'h': 2202, 'tn_w': 125, 'tn_h': 78, 'tim': 1670482568892706, 'time': 1670482568, 'md5': 'LJVaT8AMSyl1TVMlXnfcqg==', 'fsize': 1859822, 'resto': 7910234}]",1670482568,0.0,0.0,
111,7937181,,,10/09/22(Sun)23:35:37,Anonymous,SAVE 1 POST 1,"Mobile edition.<br><br>You know the drill; if you save a wallpaper from this thread you gotta share one.<br>The mobile threads for the last couple of months have been lackluster, let&#039;s change that.",1634075165054,.jpg,1724,3000,143,250,1665372937490038,1665372937,9ml/yqbwIjgwxalrS/K+Eg==,1844466,0,save-1-post-1,321,294,316.0,289.0,"[{'no': 7951073, 'now': '12/09/22(Fri)23:30:31', 'name': 'Anonymous', 'filename': 'Goosebumps Wallpaper Larger', 'ext': '.jpg', 'w': 2560, 'h': 1600, 'tn_w': 125, 'tn_h': 78, 'tim': 1670646631146707, 'time': 1670646631, 'md5': 'rGsZdT6aNvyHcSeYzgGfbQ==', 'fsize': 1333004, 'resto': 7937181}, {'no': 7951572, 'now': '12/12/22(Mon)13:05:09', 'name': 'Anonymous', 'com': 'Saved a couple so ill post a couple', 'filename': '09F4E8A1-9005-4CCA-A2D5-DE02AF9476DA', 'ext': '.png', 'w': 923, 'h': 2000, 'tn_w': 57, 'tn_h': 125, 'tim': 1670868309885550, 'time': 1670868309, 'md5': 'mypZM+qrajJv64I4CleMUg==', 'fsize': 1309330, 'resto': 7937181}, {'no': 7951573, 'now': '12/12/22(Mon)13:09:37', 'name': 'Anonymous', 'filename': '6A85BC02-8BC2-4A2E-829B-DE60676C71F5', 'ext': '.png', 'w': 1080, 'h': 2400, 'tn_w': 56, 'tn_h': 125, 'tim': 1670868577217787, 'time': 1670868577, 'md5': '1P3fFNAVkMGAHIEFXUTwlg==', 'fsize': 4629060, 'resto': 7937181}, {'no': 7951574, 'now': '12/12/22(Mon)13:11:00', 'name': 'Anonymous', 'filename': '505DAFE8-92BF-4893-A014-521A2388D454', 'ext': '.png', 'w': 1536, 'h': 2688, 'tn_w': 71, 'tn_h': 125, 'tim': 1670868660912584, 'time': 1670868660, 'md5': 'p+tvq+JZ6rDR+gukIolWAg==', 'fsize': 3206795, 'resto': 7937181}, {'no': 7951575, 'now': '12/12/22(Mon)13:13:03', 'name': 'Anonymous', 'filename': '201B2CC4-4E7F-4A18-8C64-D605A05E3717', 'ext': '.jpg', 'w': 960, 'h': 1568, 'tn_w': 76, 'tn_h': 125, 'tim': 1670868783631710, 'time': 1670868783, 'md5': 'mQ/GDyMXzr6smraK3darPQ==', 'fsize': 365992, 'resto': 7937181}]",1670868783,1.0,0.0,
112,7932435,,,09/17/22(Sat)22:26:20,Anonymous,Wallpaper Patterns,,3463537,.png,1773,1182,250,166,1663467980423738,1663467980,/VRAuG+7eBgywQDO2vCu2A==,3780239,0,wallpaper-patterns,56,39,51.0,38.0,"[{'no': 7949148, 'now': '11/30/22(Wed)13:50:18', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;can&#039;t post the rest in my collection since they aren&#039;t high enough res and are meant to be tiled</span><br>Thanks mods.', 'time': 1669834218, 'resto': 7932435}, {'no': 7949181, 'now': '11/30/22(Wed)16:26:34', 'name': 'Anonymous', 'com': '<a href=""#p7949148"" class=""quotelink"">&gt;&gt;7949148</a><br>tile it in a blank image until it&#039;s big enough', 'time': 1669843594, 'resto': 7932435}, {'no': 7949197, 'now': '11/30/22(Wed)17:12:20', 'name': 'Anonymous', 'filename': '1509917377513', 'ext': '.jpg', 'w': 791, 'h': 1801, 'tn_w': 54, 'tn_h': 124, 'tim': 1669846340653342, 'time': 1669846340, 'md5': '5FMGcxrGxRncvUxkoFD/AQ==', 'fsize': 615404, 'resto': 7932435}, {'no': 7949912, 'now': '12/04/22(Sun)02:25:59', 'name': 'Anonymous', 'com': '<a href=""#p7947987"" class=""quotelink"">&gt;&gt;7947987</a><br>what in the god damn', 'time': 1670138759, 'resto': 7932435}, {'no': 7950574, 'now': '12/07/22(Wed)06:49:36', 'name': 'Anonymous', 'com': '<a href=""#p7949148"" class=""quotelink"">&gt;&gt;7949148</a><br>Upload it to Mega and share the link.', 'time': 1670413776, 'resto': 7932435}]",1670413776,0.0,0.0,
113,7948559,,,11/27/22(Sun)20:02:20,Anonymous,Anytrhing related to war,War thread part 1,99f8c0aba45aa1aba08b6b9dea4618672203d45f19323aee238bd8ca6bc74bb1,.jpg,1920,1080,250,140,1669597340230479,1669597340,n+Wf1Q8RaoKIJkL5i47z0A==,2040975,0,anytrhing-related-to-war,236,235,231.0,231.0,"[{'no': 7949788, 'now': '12/03/22(Sat)15:24:27', 'name': 'Anonymous', 'com': '<a href=""#p7949787"" class=""quotelink"">&gt;&gt;7949787</a>', 'filename': '1498494043454', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670099067251471, 'time': 1670099067, 'md5': '+NLU6t3Xe43XXXwEyOfR0Q==', 'fsize': 1245960, 'resto': 7948559}, {'no': 7949789, 'now': '12/03/22(Sat)15:25:26', 'name': 'Anonymous', 'com': '<a href=""#p7949788"" class=""quotelink"">&gt;&gt;7949788</a>', 'filename': '1498494101571', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670099126262746, 'time': 1670099126, 'md5': 'MruaGEv9TNrP2iSqQUFfAQ==', 'fsize': 1088974, 'resto': 7948559}, {'no': 7949857, 'now': '12/04/22(Sun)00:13:04', 'name': 'Anonymous', 'com': '<a href=""#p7949789"" class=""quotelink"">&gt;&gt;7949789</a>', 'filename': '1498494179482', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670130784801415, 'time': 1670130784, 'md5': 'OrrL/SBgXJttgcbLcxaEmA==', 'fsize': 827687, 'resto': 7948559}, {'no': 7950536, 'now': '12/06/22(Tue)21:14:10', 'name': 'Anonymous', 'filename': '1670379159924', 'ext': '.jpg', 'w': 5000, 'h': 3336, 'tn_w': 125, 'tn_h': 83, 'tim': 1670379250696185, 'time': 1670379250, 'md5': '8A015cOFP2M9pG6AFCDouA==', 'fsize': 4250893, 'resto': 7948559}, {'no': 7950572, 'now': '12/07/22(Wed)04:35:43', 'name': 'Anonymous', 'com': '<a href=""#p7949648"" class=""quotelink"">&gt;&gt;7949648</a><br><br>Thanks for sharing, all of these are spectacular especially this one.', 'time': 1670405743, 'resto': 7948559}]",1670405743,0.0,0.0,
114,7944555,,,11/09/22(Wed)07:27:44,Anonymous,,Harem Wallpapers<br><br>Value for content with artistic nude without penetration,1509346738040,.jpg,2880,1814,250,157,1667996864745107,1667996864,tc9WohMgLuN2U491FsTMWA==,788834,0,harem-wallpapers,68,48,63.0,43.0,"[{'no': 7950416, 'now': '12/06/22(Tue)10:19:37', 'name': 'Anonymous', 'filename': '1670339959996', 'ext': '.jpg', 'w': 4000, 'h': 2667, 'tn_w': 125, 'tn_h': 83, 'tim': 1670339977168854, 'time': 1670339977, 'md5': 'lbdpA0o90s6fqYkGMuiDIQ==', 'fsize': 1134329, 'resto': 7944555}, {'no': 7950417, 'now': '12/06/22(Tue)10:20:17', 'name': 'Anonymous', 'filename': '1670339988428', 'ext': '.jpg', 'w': 4000, 'h': 2670, 'tn_w': 125, 'tn_h': 83, 'tim': 1670340017411178, 'time': 1670340017, 'md5': 'o7zyizhvwR80HjZ96xhPKw==', 'fsize': 1822489, 'resto': 7944555}, {'no': 7950418, 'now': '12/06/22(Tue)10:20:55', 'name': 'Anonymous', 'filename': '1670340029469', 'ext': '.jpg', 'w': 2048, 'h': 1362, 'tn_w': 125, 'tn_h': 83, 'tim': 1670340055078343, 'time': 1670340055, 'md5': 'nZhb1ZmQmPxoQQElAZgALg==', 'fsize': 206610, 'resto': 7944555}, {'no': 7950541, 'now': '12/06/22(Tue)21:37:10', 'name': 'Anonymous', 'filename': '1670380620270', 'ext': '.jpg', 'w': 2048, 'h': 1321, 'tn_w': 125, 'tn_h': 80, 'tim': 1670380630841808, 'time': 1670380630, 'md5': '8kn3b5m7UODoTE9Zaehfqg==', 'fsize': 201750, 'resto': 7944555}, {'no': 7950542, 'now': '12/06/22(Tue)21:37:48', 'name': 'Anonymous', 'filename': '1670380652185', 'ext': '.jpg', 'w': 2175, 'h': 1546, 'tn_w': 125, 'tn_h': 88, 'tim': 1670380668515151, 'time': 1670380668, 'md5': '8Nf8+1jZAWMcaicKUXS/eQ==', 'fsize': 216935, 'resto': 7944555}]",1670380668,0.0,0.0,
115,7934974,,,09/27/22(Tue)15:56:59,Anonymous,Engineering WP,Wallpapers that show the power of engineering,1617229168748,.jpg,2000,1472,250,184,1664308619386195,1664308619,3bSCIY2Vz/VGXdhgb0sWFA==,166220,0,engineering-wp,73,63,68.0,60.0,"[{'no': 7945846, 'now': '11/14/22(Mon)17:58:00', 'name': 'Anonymous', 'filename': '52022317699_4266268852_6k', 'ext': '.jpg', 'w': 4096, 'h': 6144, 'tn_w': 83, 'tn_h': 125, 'tim': 1668466680661658, 'time': 1668466680, 'md5': 'HJXYdVal8VlIjpmKcRg6ZA==', 'fsize': 2464761, 'resto': 7934974}, {'no': 7945848, 'now': '11/14/22(Mon)18:03:15', 'name': 'Anonymous', 'com': '<a href=""#p7934976"" class=""quotelink"">&gt;&gt;7934976</a><br><a href=""#p7934979"" class=""quotelink"">&gt;&gt;7934979</a><br><a href=""#p7934988"" class=""quotelink"">&gt;&gt;7934988</a><br>Respect for the unsung heroes guarding our coastlines again the kaiju menace.<br>Never forget.', 'time': 1668466995, 'resto': 7934974}, {'no': 7947913, 'now': '11/25/22(Fri)01:54:05', 'name': 'Anonymous', 'filename': 'busan-port-scaled', 'ext': '.jpg', 'w': 2560, 'h': 1528, 'tn_w': 125, 'tn_h': 74, 'tim': 1669359245524016, 'time': 1669359245, 'md5': 'W8L/GK+OM+ZrmswdDhpu2w==', 'fsize': 1375606, 'resto': 7934974}, {'no': 7947915, 'now': '11/25/22(Fri)01:56:37', 'name': 'Anonymous', 'com': '<a href=""#p7945848"" class=""quotelink"">&gt;&gt;7945848</a><br>I need to access a Kaiju brain. Completely intact.', 'filename': 'busan-south-korea-opacity-3840x2160', 'ext': '.jpg', 'w': 3840, 'h': 2160, 'tn_w': 125, 'tn_h': 70, 'tim': 1669359397981337, 'time': 1669359397, 'md5': 'rmIstXWUnbsWHAyBt5o8tQ==', 'fsize': 1505785, 'resto': 7934974}, {'no': 7950522, 'now': '12/06/22(Tue)19:19:52', 'name': 'Anonymous', 'com': 'bump', 'time': 1670372392, 'resto': 7934974}]",1670372392,0.0,0.0,
116,7949129,,,11/30/22(Wed)13:08:49,VAQXAI,I made these,"I made these stanley parable themed wallpapers for wqhd and iphone xr aspect ratios<br><br>if you want more, i will provide",the_end_is_never_the_end_v2-01,.png,2560,1440,250,140,1669831729434923,1669831729,DaqFaVOqXE5eeJ4BFIMQUQ==,478176,0,i-made-these,3,2,,,"[{'no': 7949131, 'now': '11/30/22(Wed)13:09:31', 'name': 'VAQXAI', 'com': 'iphone variant', 'filename': 'the_end_is_never_the_end_iphone-01', 'ext': '.png', 'w': 1440, 'h': 3117, 'tn_w': 57, 'tn_h': 125, 'tim': 1669831771012069, 'time': 1669831771, 'md5': 's0UG9bygOSiYkkYYoOy4PA==', 'fsize': 553860, 'resto': 7949129}, {'no': 7949202, 'now': '11/30/22(Wed)18:08:26', 'name': 'Anonymous', 'com': '<a href=""#p7949129"" class=""quotelink"">&gt;&gt;7949129</a><br><a href=""#p7949131"" class=""quotelink"">&gt;&gt;7949131</a><br>Thank you OP. Here&#039;s one I found over the summer after playing the deluxe edition.', 'filename': 'zubbwtz4njg61', 'ext': '.jpg', 'w': 569, 'h': 1230, 'tn_w': 57, 'tn_h': 125, 'tim': 1669849706095488, 'time': 1669849706, 'md5': 'qh2Gr24QB+PeHemt+ePSXQ==', 'fsize': 105815, 'resto': 7949129}, {'no': 7950490, 'now': '12/06/22(Tue)16:42:31', 'name': 'Anonymous', 'com': '<a href=""#p7949129"" class=""quotelink"">&gt;&gt;7949129</a><br>What might be cool is one in the theme of those older IBM ThinkPad wallpapers', 'time': 1670362951, 'resto': 7949129}]",1670362951,0.0,0.0,
117,7950412,,,12/06/22(Tue)09:14:52,Anonymous,/k/ based wallpapers,/k/ or spec ops based wallpapers. Mobile perfered.,66449969a3d5bb822f50e548ca1262e2,.jpg,1375,2454,140,250,1670336092250742,1670336092,mYuHepGFu8vZMHTjrIpPLA==,437143,0,k-based-wallpapers,2,2,,,"[{'no': 7950413, 'now': '12/06/22(Tue)09:16:05', 'name': 'Anonymous', 'filename': '3f4fd96abbb5b3ea911a5393a6eab458', 'ext': '.jpg', 'w': 567, 'h': 1014, 'tn_w': 69, 'tn_h': 125, 'tim': 1670336165072499, 'time': 1670336165, 'md5': 'vDuFq7h+CmVFbuedqIY6yg==', 'fsize': 114987, 'resto': 7950412}, {'no': 7950415, 'now': '12/06/22(Tue)09:22:48', 'name': 'Anonymous', 'filename': '1514591-best-special-ops-wallpaper-2560x1600-for-htc-1', 'ext': '.jpg', 'w': 2560, 'h': 1600, 'tn_w': 125, 'tn_h': 78, 'tim': 1670336568745959, 'time': 1670336568, 'md5': 'Wb67IgNPlhgWtLVJNe2jIg==', 'fsize': 547290, 'resto': 7950412}]",1670336568,0.0,0.0,
118,7945054,,,11/11/22(Fri)08:26:01,Anonymous,,is fastman good enough to be a pape now?,fastmanv14big,.jpg,2641,1295,250,122,1668173161777485,1668173161,PXWEmfPw43Smv6AIya2YgQ==,320061,0,is-fastman-good-enough-to-be-a-pape-now,6,0,1.0,0.0,"[{'no': 7947302, 'now': '11/22/22(Tue)15:08:51', 'name': 'Anonymous', 'com': '<a href=""#p7945054"" class=""quotelink"">&gt;&gt;7945054</a><br>who the fuck is this and where can i read more about him', 'time': 1669147731, 'resto': 7945054}, {'no': 7948254, 'now': '11/26/22(Sat)23:47:38', 'name': 'Anonymous', 'com': '<a href=""#p7947302"" class=""quotelink"">&gt;&gt;7947302</a><br>fastman jonas, hes a streamer on twitch', 'time': 1669524458, 'resto': 7945054}, {'no': 7949085, 'now': '11/30/22(Wed)10:08:19', 'name': 'Anonymous', 'com': '<a href=""#p7948254"" class=""quotelink"">&gt;&gt;7948254</a><br>Links? Can&#039;t seem to find anything about this guy on the web, got me curious now', 'time': 1669820899, 'resto': 7945054}, {'no': 7949179, 'now': '11/30/22(Wed)16:08:23', 'name': 'Anonymous', 'com': '<a href=""#p7945054"" class=""quotelink"">&gt;&gt;7945054</a><br>No. It still isn&#039;t. It hasn&#039;t been good enough the previous 20 times you tried to force it.', 'time': 1669842503, 'resto': 7945054}, {'no': 7950383, 'now': '12/06/22(Tue)02:59:37', 'name': 'Anonymous', 'com': '<a href=""#p7949085"" class=""quotelink"">&gt;&gt;7949085</a><br>he&#039;s a dude named meme smith. used to go on discord and talk about how he wants to fuck dolphin bc they are hot and smart. generally a schizo but a nice schizo to know. too bad he forgot about me :((', 'time': 1670313577, 'resto': 7945054}]",1670313577,0.0,0.0,
119,7950231,,,12/05/22(Mon)14:55:46,Anonymous,Gates (Mobile),Changing my phone&#039;s password and I need a lock screen of a gate or something similar to remind me of what it is.<br>Also I&#039;m dumping the ones I already have because it&#039;s faster to just download them from here than to transfer them.,Gate 1,.jpg,910,1400,162,250,1670270146761317,1670270146,gOiDxHKI/MwXcaY8F5C1tg==,228976,0,gates-mobile,12,12,7.0,7.0,"[{'no': 7950239, 'now': '12/05/22(Mon)15:00:39', 'name': 'Anonymous', 'com': '<a href=""#p7950238"" class=""quotelink"">&gt;&gt;7950238</a><br>FIN', 'filename': 'Gate 9', 'ext': '.jpg', 'w': 675, 'h': 900, 'tn_w': 93, 'tn_h': 125, 'tim': 1670270439505809, 'time': 1670270439, 'md5': '8JwCM9l/76d0byaTGwN8WQ==', 'fsize': 184343, 'resto': 7950231}, {'no': 7950243, 'now': '12/05/22(Mon)15:18:21', 'name': 'Anonymous', 'com': 'something fantasy', 'filename': '1614125797038', 'ext': '.jpg', 'w': 2160, 'h': 3840, 'tn_w': 70, 'tn_h': 125, 'tim': 1670271501499462, 'time': 1670271501, 'md5': 'Rgw4qZr654K/aOwKOCGfaw==', 'fsize': 1236036, 'resto': 7950231}, {'no': 7950245, 'now': '12/05/22(Mon)15:20:02', 'name': 'Anonymous', 'com': 'something minimalist', 'filename': 'Door to Hell', 'ext': '.jpg', 'w': 1440, 'h': 2557, 'tn_w': 70, 'tn_h': 124, 'tim': 1670271602700708, 'time': 1670271602, 'md5': '0fsivKGseXOdd7wWg1DclA==', 'fsize': 262022, 'resto': 7950231}, {'no': 7950251, 'now': '12/05/22(Mon)15:58:10', 'name': 'Anonymous', 'filename': 'img_6695', 'ext': '.jpg', 'w': 1678, 'h': 2982, 'tn_w': 70, 'tn_h': 125, 'tim': 1670273890918626, 'time': 1670273890, 'md5': 'yXjDI4QdIKXey4pcJGOn3A==', 'fsize': 1642886, 'resto': 7950231}, {'no': 7950382, 'now': '12/06/22(Tue)02:38:43', 'name': 'Anonymous', 'filename': 'ruth-gledhill-1lHfs-Hqt1I-unsplash', 'ext': '.jpg', 'w': 3584, 'h': 5890, 'tn_w': 76, 'tn_h': 125, 'tim': 1670312323716261, 'time': 1670312323, 'md5': 'BCmWKPlzJWXolAMO6ORuGg==', 'fsize': 2371997, 'resto': 7950231}]",1670312323,0.0,0.0,
120,7912898,,,07/11/22(Mon)12:56:14,Anonymous,post a pape and a song that fits it,these threads never go anywhere but im in the mood<br><br>https://www.youtube.com/watch?v=Knb<wbr>R_w0AsD0,background20,.jpg,1920,1080,250,140,1657558574468,1657558574,zODhsfEKIeaQXxl5G2s9fw==,223818,0,post-a-pape-and-a-song-that-fits-it,95,89,90.0,85.0,"[{'no': 7949097, 'now': '11/30/22(Wed)11:04:57', 'name': 'Anonymous', 'com': 'https://youtu.be/yddeYto4MsA', 'filename': 'Donda_Concept', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1669824297195758, 'time': 1669824297, 'md5': 'rgKFq7X8tPSmD/W0wzJwtQ==', 'fsize': 5139212, 'resto': 7912898}, {'no': 7949138, 'now': '11/30/22(Wed)13:35:23', 'name': 'Anonymous', 'com': '<a href=""#p7949097"" class=""quotelink"">&gt;&gt;7949097</a><br>https://youtu.be/Bh30W2F_yRc', 'filename': 'bob-brewer-udVjzhI9gXs-unsplash', 'ext': '.jpg', 'w': 4000, 'h': 3000, 'tn_w': 125, 'tn_h': 93, 'tim': 1669833323600886, 'time': 1669833323, 'md5': '+eqlZ5zCAuTy94DU3AHxEQ==', 'fsize': 2530908, 'resto': 7912898}, {'no': 7949157, 'now': '11/30/22(Wed)14:33:31', 'name': 'Anonymous', 'com': '<a href=""#p7949138"" class=""quotelink"">&gt;&gt;7949138</a><br>https://youtu.be/vvoK90vY3cA', 'filename': 'Holly-Herndon-Classified', 'ext': '.jpg', 'w': 1192, 'h': 930, 'tn_w': 125, 'tn_h': 97, 'tim': 1669836811638268, 'time': 1669836811, 'md5': 'ytDsgcm3rlhxq7LGW+Y0NQ==', 'fsize': 735227, 'resto': 7912898}, {'no': 7950369, 'now': '12/06/22(Tue)01:23:19', 'name': 'Anonymous', 'com': 'https://www.youtube.com/watch?v=oMR<wbr>pCQqQ4zY', 'time': 1670307799, 'resto': 7912898}, {'no': 7950372, 'now': '12/06/22(Tue)01:24:38', 'name': 'Anonymous', 'com': '<a href=""#p7950369"" class=""quotelink"">&gt;&gt;7950369</a><br>im retarded', 'filename': 'background292', 'ext': '.jpg', 'w': 1536, 'h': 1024, 'tn_w': 125, 'tn_h': 83, 'tim': 1670307878792783, 'time': 1670307878, 'md5': 'l3qEZXQ2HcZ3BuYhIYKxng==', 'fsize': 412411, 'resto': 7912898}]",1670307878,0.0,0.0,
