,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit
119,26156640,,,12/11/22(Sun)15:55:34,Anonymous,$1.26 Million,For a 90s Porsche 911 Turbo S. The 911 market is still going strong.<br><br>https://bringatrailer.com/listing/1<wbr>994-porsche-911-turbo-s-package-car<wbr>/,Porsche 911 Turbo S 3.6 Package X88 (Type (64) 1994,.jpg,940,627,250,166,1670792134650717,1670792134,VdDz5HW96BjdTr+s8YxP+g==,251549,0,126-million,3,1,,,"[{'no': 26156668, 'now': '12/11/22(Sun)16:06:39', 'name': 'sage', 'com': 'how much will my shit box 911 with no interior sale for.. should i just list it as a <br><span class=""quote"">&gt;racecar</span>', 'time': 1670792799, 'resto': 26156640}, {'no': 26156980, 'now': '12/11/22(Sun)17:49:05', 'name': 'Anonymous', 'com': '<a href=""#p26156668"" class=""quotelink"">&gt;&gt;26156668</a><br>No interior as in sold for meth or as in stripped for weight savings and to make space for a roll cage?<br>Makes a big difference<br><br>For a serious answer, obviously it won&#039;t sell for nearly as much as a pristine example but even molested Porsches hold pretty decent value', 'time': 1670798945, 'resto': 26156640}, {'no': 26156994, 'now': '12/11/22(Sun)17:53:49', 'name': 'sage', 'com': '<a href=""#p26156980"" class=""quotelink"">&gt;&gt;26156980</a><br>To accept roll cage and interior coating', 'filename': '1657878490243', 'ext': '.gif', 'w': 194, 'h': 172, 'tn_w': 125, 'tn_h': 110, 'tim': 1670799229707827, 'time': 1670799229, 'md5': 'aeHeiVC8y/AF8xS6oMabeg==', 'fsize': 468791, 'resto': 26156640}]",1670799229,0.0,0.0
120,26156992,,,12/11/22(Sun)17:52:29,Anonymous,,"<span class=""quote"">&gt;Have full audio control on the steering wheel</span><br><span class=""quote"">&gt;Still extend my hand to the controls on the dash</span>",1662943366641352,.jpg,1760,1084,250,153,1670799149550887,1670799149,3Cod1Cihir8eb/nyO42Kzg==,426358,0,have-full-audio-control-on-the-steering-wheel,0,0,,,,1670799149,0.0,0.0
121,26154925,,,12/11/22(Sun)01:20:00,Anonymous,,"Does anyone have this book in pdf, epub, mobi and etc? I looked all over the internet and I couldn&#039;t find him.",imagem_2022-12-11_031929333,.png,486,588,206,249,1670739600651312,1670739600,iv11xe10+jBdX9QrFsU/Bg==,342446,0,does-anyone-have-this-book-in-pdf-epub-mobi-and,11,1,6.0,0.0,"[{'no': 26156078, 'now': '12/11/22(Sun)13:04:48', 'name': 'Anonymous', 'com': '<a href=""#p26155970"" class=""quotelink"">&gt;&gt;26155970</a><br>He&#039;s fucking with you and boomer posting, newfag', 'time': 1670781888, 'resto': 26154925}, {'no': 26156148, 'now': '12/11/22(Sun)13:22:48', 'name': 'Anonymous', 'com': '<a href=""#p26154925"" class=""quotelink"">&gt;&gt;26154925</a><br>the closest thing i&#039;ve got is picrel which covers SU carbs', 'filename': 'haynes', 'ext': '.jpg', 'w': 760, 'h': 1018, 'tn_w': 93, 'tn_h': 125, 'tim': 1670782968882122, 'time': 1670782968, 'md5': 'MOoke5fslZ3CYwV9EkiaDA==', 'fsize': 155633, 'resto': 26154925}, {'no': 26156641, 'now': '12/11/22(Sun)15:55:59', 'name': 'Anonymous', 'com': '<a href=""#p26154979"" class=""quotelink"">&gt;&gt;26154979</a><br>Sent ;)<br><br>nvm i figured it out', 'time': 1670792159, 'resto': 26154925}, {'no': 26156862, 'now': '12/11/22(Sun)17:05:36', 'name': 'Anonymous', 'com': '<a href=""#p26156641"" class=""quotelink"">&gt;&gt;26156641</a><br>THREAD LOCKED', 'time': 1670796336, 'resto': 26154925}, {'no': 26156943, 'now': '12/11/22(Sun)17:36:29', 'name': 'Anonymous', 'com': '<a href=""#p26156148"" class=""quotelink"">&gt;&gt;26156148</a><br>Sorry to necro this thread, but I just have to say that book is the worst guide you&#039;ll find.', 'time': 1670798189, 'resto': 26154925}]",1670798189,0.0,0.0
122,26156436,,,12/11/22(Sun)14:48:21,Anonymous,My 5 speed stick transmission leaked out,"How the fuck do I fix this? Seems a piece fell off the bell housing and my MTF fluid leaked out<br><span class=""quote"">&gt;vehicle is 89 f150 xlt lariat 5.0 v8 5spd manual</span>",IMG_20221211_144543,.jpg,2592,1944,250,187,1670788101291582,1670788101,9pzqn/kH+ephNpcNdKgGrg==,2587042,0,my-5-speed-stick-transmission-leaked-out,35,5,30.0,5.0,"[{'no': 26156677, 'now': '12/11/22(Sun)16:10:09', 'name': 'Anonymous', 'com': '<a href=""#p26156610"" class=""quotelink"">&gt;&gt;26156610</a><br>how is duct tape worse than getting water and sand on your clutch every time you drive it', 'time': 1670793009, 'resto': 26156436}, {'no': 26156877, 'now': '12/11/22(Sun)17:11:26', 'name': 'Anonymous', 'com': '<a href=""#p26156644"" class=""quotelink"">&gt;&gt;26156644</a><br><span class=""quote"">&gt;checked</span><br>Thanks anon. I really do appreciate it. I depend on this old truck.', 'time': 1670796686, 'resto': 26156436}, {'no': 26156925, 'now': '12/11/22(Sun)17:27:09', 'name': 'Anonymous', 'com': '<a href=""#p26156877"" class=""quotelink"">&gt;&gt;26156877</a><br>Best of luck, hope you can make it work without breaking your back or the bank', 'time': 1670797629, 'resto': 26156436}, {'no': 26156927, 'now': '12/11/22(Sun)17:27:28', 'name': 'Anonymous', 'com': '<a href=""#p26156527"" class=""quotelink"">&gt;&gt;26156527</a><br>The slaves in these things are shit and need replacement about every 80-100k miles. Mines coming up on that and has issues.', 'time': 1670797648, 'resto': 26156436}, {'no': 26156930, 'now': '12/11/22(Sun)17:28:52', 'name': 'Anonymous', 'com': '<a href=""#p26156556"" class=""quotelink"">&gt;&gt;26156556</a><br>They just use regular Mercon. The M5OD predates Mercon V by a long time.', 'time': 1670797732, 'resto': 26156436}]",1670797732,0.0,0.0
123,26154596,,,12/10/22(Sat)22:50:23,Anonymous,Dash Thread,Post y/o/ur comfy dashes. <br>Just got my lights wired back up and I&#039;m happy with how nice the gauges look.,20221210_221339,.jpg,4002,1908,250,119,1670730623257942,1670730623,qAV7gTYGBG/DVGKN613hmg==,1588664,0,dash-thread,9,3,4.0,1.0,"[{'no': 26155978, 'now': '12/11/22(Sun)12:39:14', 'name': 'Anonymous', 'com': '<a href=""#p26154596"" class=""quotelink"">&gt;&gt;26154596</a><br>Nice Mopar', 'time': 1670780354, 'resto': 26154596}, {'no': 26155982, 'now': '12/11/22(Sun)12:40:19', 'name': 'Anonymous', 'com': '<a href=""#p26155973"" class=""quotelink"">&gt;&gt;26155973</a><br>&#039;59 Edsel<br><a href=""#p26155978"" class=""quotelink"">&gt;&gt;26155978</a><br>Thanks, Bill', 'time': 1670780419, 'resto': 26154596}, {'no': 26156657, 'now': '12/11/22(Sun)16:02:45', 'name': 'Anonymous', 'com': '<a href=""#p26155915"" class=""quotelink"">&gt;&gt;26155915</a><br>based ponyfag', 'time': 1670792565, 'resto': 26154596}, {'no': 26156772, 'now': '12/11/22(Sun)16:38:51', 'name': 'GrayingTwink', 'com': 'Triumph was on some shit', 'filename': 'PXL_20221030_050822166', 'ext': '.jpg', 'w': 2016, 'h': 1512, 'tn_w': 125, 'tn_h': 93, 'tim': 1670794731518494, 'time': 1670794731, 'md5': 'jvgAwD5uQygWztb002qyMA==', 'fsize': 78549, 'resto': 26154596, 'trip': '!FLLKFx1PPc'}, {'no': 26156888, 'now': '12/11/22(Sun)17:12:46', 'name': 'Anonymous', 'filename': 'PXL_20221013_215336553', 'ext': '.jpg', 'w': 4032, 'h': 2268, 'tn_w': 125, 'tn_h': 70, 'tim': 1670796766909712, 'time': 1670796766, 'md5': 'ICnuu93hVBKcB9xRqDuj4A==', 'fsize': 2430083, 'resto': 26154596}]",1670796766,0.0,0.0
124,26152081,,,12/09/22(Fri)22:45:05,Anonymous,Sam Hyde Reviews a Lamborghini Huracan,https://www.youtube.com/watch?v=U5v<wbr>8km0wWOI&amp;ab_channel=MAX_in2D<br><br>Is he right?,sam hyde 2,.gif,398,498,199,250,1670643905308916,1670643905,sOfroQFwAfaiKYtT1waLuA==,2075944,0,sam-hyde-reviews-a-lamborghini-huracan,89,12,84.0,12.0,"[{'no': 26156412, 'now': '12/11/22(Sun)14:40:55', 'name': 'Anonymous', 'com': '<a href=""#p26156406"" class=""quotelink"">&gt;&gt;26156406</a><br><br>Sorry you are too stupid to understand how things work, now sperg again.', 'time': 1670787655, 'resto': 26152081}, {'no': 26156415, 'now': '12/11/22(Sun)14:41:27', 'name': 'Anonymous', 'com': '<a href=""#p26154200"" class=""quotelink"">&gt;&gt;26154200</a><br>I want that jacket so bad but it&#039;s over 3300$, was made as a collab between Vetements and Alpha Industries. Hoping some chinese replica factory makes a good copy but not holding my breath', 'time': 1670787687, 'resto': 26152081}, {'no': 26156429, 'now': '12/11/22(Sun)14:45:37', 'name': 'Anonymous', 'com': '<a href=""#p26156406"" class=""quotelink"">&gt;&gt;26156406</a><br><a href=""#p26155470"" class=""quotelink"">&gt;&gt;26155470</a><br><a href=""#p26155378"" class=""quotelink"">&gt;&gt;26155378</a><br><a href=""#p26154427"" class=""quotelink"">&gt;&gt;26154427</a><br>If you are EFL your country is filled to the brim with trannies, browns and globalism.', 'time': 1670787937, 'resto': 26152081}, {'no': 26156550, 'now': '12/11/22(Sun)15:18:45', 'name': 'Anonymous', 'com': '<a href=""#p26156415"" class=""quotelink"">&gt;&gt;26156415</a><br>Don&#039;t turn it into another Drive jacket, /fa/g.', 'time': 1670789925, 'resto': 26152081}, {'no': 26156866, 'now': '12/11/22(Sun)17:06:12', 'name': 'Anonymous', 'com': '<a href=""#p26152099"" class=""quotelink"">&gt;&gt;26152099</a><br><span class=""quote"">&gt;Owns a MK3 Supra with a 2JZ turbo</span><br>Yeah but didn’t he pay 20k for a shop to do it and they still fucked up the wiring by the end of it', 'time': 1670796372, 'resto': 26152081}]",1670796372,0.0,0.0
125,26140585,,,12/06/22(Tue)05:37:40,Anonymous,,Draw your car/truck while other anons guess what it is,98AA7FC0-4CDF-4A74-991A-45C876E05695,.jpg,1203,1044,250,216,1670323060554838,1670323060,PcztOQLQwW5Yae3VYTvfRg==,136922,0,draw-your-cartruck-while-other-anons-guess-what,132,51,127.0,49.0,"[{'no': 26155067, 'now': '12/11/22(Sun)02:33:29', 'name': 'Anonymous', 'com': '<a href=""#p26154923"" class=""quotelink"">&gt;&gt;26154923</a><br>Ur the guy with the civic that looks like it’s outta initial D', 'time': 1670744009, 'resto': 26140585}, {'no': 26155236, 'now': '12/11/22(Sun)05:00:13', 'name': 'Anonymous', 'filename': 'Land Barge', 'ext': '.png', 'w': 833, 'h': 610, 'tn_w': 124, 'tn_h': 91, 'tim': 1670752813036554, 'time': 1670752813, 'md5': 'hK6lZqR9E6PorNw91lxGGg==', 'fsize': 25018, 'resto': 26140585}, {'no': 26155304, 'now': '12/11/22(Sun)06:27:45', 'name': 'Anonymous', 'filename': 'image_2022-12-11_062743422', 'ext': '.png', 'w': 506, 'h': 349, 'tn_w': 125, 'tn_h': 86, 'tim': 1670758065159203, 'time': 1670758065, 'md5': 'IEK4qevWuGb4mn+nojaZ9w==', 'fsize': 8871, 'resto': 26140585}, {'no': 26156615, 'now': '12/11/22(Sun)15:46:03', 'name': 'Anonymous', 'com': '<a href=""#p26155236"" class=""quotelink"">&gt;&gt;26155236</a><br>McLaren F1', 'time': 1670791563, 'resto': 26140585}, {'no': 26156842, 'now': '12/11/22(Sun)16:59:14', 'name': 'Anonymous', 'com': '<a href=""#p26155304"" class=""quotelink"">&gt;&gt;26155304</a><br><span class=""quote"">&gt;redblock slant</span><br>244', 'time': 1670795954, 'resto': 26140585}]",1670795954,0.0,0.0
126,26153118,,,12/10/22(Sat)12:17:05,Anonymous,,"<span class=""quote"">&gt;90s Japanese cars are getting rare</span>",gm-good-morning,.gif,498,406,250,203,1670692625809505,1670692625,JI1rib3PVgnO4KxHCvVjrQ==,66770,0,90s-japanese-cars-are-getting-rare,27,6,22.0,4.0,"[{'no': 26153556, 'now': '12/10/22(Sat)15:58:59', 'name': 'i grease geese', 'com': '<a href=""#p26153282"" class=""quotelink"">&gt;&gt;26153282</a><br>god i fucking hate women', 'filename': '1490468512053', 'ext': '.jpg', 'w': 846, 'h': 1024, 'tn_w': 103, 'tn_h': 125, 'tim': 1670705939539334, 'time': 1670705939, 'md5': 'hMu2RhnT4x9VYwSTZezE1Q==', 'fsize': 82379, 'resto': 26153118}, {'no': 26153642, 'now': '12/10/22(Sat)16:24:24', 'name': 'Anonymous', 'com': '<a href=""#p26153268"" class=""quotelink"">&gt;&gt;26153268</a><br>I don&#039;t even drive my nice car in the day cause I hear way too many stories of people being being rear ended at a light these days. I know someone that bought a mustang new and got rear ended after a month and now he&#039;s driving a lifted truck. I enjoy my cars at night when all the shit drivers are in bed and the lights mostly stay green.', 'time': 1670707464, 'resto': 26153118}, {'no': 26153965, 'now': '12/10/22(Sat)18:41:02', 'name': 'Anonymous', 'com': '<a href=""#p26153118"" class=""quotelink"">&gt;&gt;26153118</a><br>save them while you can', 'filename': 'dslow', 'ext': '.jpg', 'w': 3024, 'h': 4032, 'tn_w': 93, 'tn_h': 125, 'tim': 1670715662887393, 'time': 1670715662, 'md5': '/9KLBwAMRilXiXn3i/46eg==', 'fsize': 1928426, 'resto': 26153118}, {'no': 26155492, 'now': '12/11/22(Sun)08:39:40', 'name': 'Anonymous', 'com': '<a href=""#p26153247"" class=""quotelink"">&gt;&gt;26153247</a><br>It wasn&#039;t zoomers who wrecked them all it was gen x and gen Y, zoomers are too poor to afford them.', 'time': 1670765980, 'resto': 26153118}, {'no': 26156804, 'now': '12/11/22(Sun)16:47:16', 'name': 'Anonymous', 'com': '90&#039;s was the real malaise era. Cars got dramatically faster in the 2000s.', 'time': 1670795236, 'resto': 26153118}]",1670795236,0.0,0.0
127,26155667,,,12/11/22(Sun)10:07:42,Anonymous,Electric EV,"GAC previews the Aion AS9 electric super sportscar, proving that internal combustion has been left behind by the world<br><br>https://youtu.be/nhIAkzISMEQ<br><br>The GAC Aion AS9 will embarrass the rest.",GAC-Enpulse-Concept-19,.jpg,1920,1079,250,140,1670771262919257,1670771262,lQjJt/l+meg2z0Fc3VFNfg==,127377,0,electric-ev,9,0,4.0,0.0,"[{'no': 26155930, 'now': '12/11/22(Sun)12:14:37', 'name': 'Anonymous', 'com': '<a href=""#p26155667"" class=""quotelink"">&gt;&gt;26155667</a><br>I don&#039;t understand electric &quot;supercars&quot;<br>They get dusted by a Model S Plaid and don&#039;t even have anything unique to set them apart.<br>At least with a gasoline supercar you have a handcrafted engine that is a unique work of art.', 'time': 1670778877, 'resto': 26155667}, {'no': 26156106, 'now': '12/11/22(Sun)13:10:12', 'name': 'Anonymous', 'com': '<a href=""#p26155670"" class=""quotelink"">&gt;&gt;26155670</a><br><a href=""#p26155667"" class=""quotelink"">&gt;&gt;26155667</a><br>Post car, you won&#039;t, busriding poor.', 'time': 1670782212, 'resto': 26155667}, {'no': 26156413, 'now': '12/11/22(Sun)14:41:10', 'name': 'Anonymous', 'com': 'EVs are cool', 'time': 1670787670, 'resto': 26155667}, {'no': 26156758, 'now': '12/11/22(Sun)16:34:55', 'name': 'Anonymous', 'com': '<a href=""#p26155899"" class=""quotelink"">&gt;&gt;26155899</a><br>GAC is pretty big they sell 2 million cars a year', 'time': 1670794495, 'resto': 26155667}, {'no': 26156791, 'now': '12/11/22(Sun)16:43:46', 'name': 'Anonymous', 'com': '<a href=""#p26155667"" class=""quotelink"">&gt;&gt;26155667</a><br>And by embarras you mean in a drag race? Because as soon as you ask an electric car to compete in a 12h race... It&#039;s over before it starts right? Unless you bring a million dollars in hot swappable batteries.', 'time': 1670795026, 'resto': 26155667}]",1670795026,0.0,0.0
128,26153899,,,12/10/22(Sat)18:17:18,Anonymous,,I heard /o/ likes Chinese market luxury MPVs with large grilles like the GAC Trumpchi M8.,trumpchi-m8-new-0,.jpg,945,693,250,183,1670714238792448,1670714238,apLWr5Fns0QQUhonCoJXZw==,71362,0,i-heard-o-likes-chinese-market-luxury-mpvs-with,16,7,11.0,5.0,"[{'no': 26156419, 'now': '12/11/22(Sun)14:42:15', 'name': 'Anonymous', 'com': '<a href=""#p26153899"" class=""quotelink"">&gt;&gt;26153899</a><br><a href=""#p26153903"" class=""quotelink"">&gt;&gt;26153903</a><br><a href=""#p26153906"" class=""quotelink"">&gt;&gt;26153906</a><br><a href=""#p26153917"" class=""quotelink"">&gt;&gt;26153917</a><br><span class=""quote"">&gt;Remember what they took from you</span><br><span class=""quote"">&gt;Including probably 3 transmission swaps</span>', 'filename': '2010-Honda-Odyssey-i01', 'ext': '.jpg', 'w': 470, 'h': 265, 'tn_w': 125, 'tn_h': 70, 'tim': 1670787735860578, 'time': 1670787735, 'md5': 'RW6mcmiyAPylJ/y2Q91r9w==', 'fsize': 48235, 'resto': 26153899}, {'no': 26156654, 'now': '12/11/22(Sun)16:01:26', 'name': 'Anonymous', 'com': '<a href=""#p26156224"" class=""quotelink"">&gt;&gt;26156224</a><br>But I am American', 'time': 1670792486, 'resto': 26153899}, {'no': 26156664, 'now': '12/11/22(Sun)16:04:03', 'name': 'Anonymous', 'com': '<a href=""#p26153899"" class=""quotelink"">&gt;&gt;26153899</a><br>Anybody have that &#039;modern BMW buying experience&#039; pic', 'time': 1670792643, 'resto': 26153899}, {'no': 26156670, 'now': '12/11/22(Sun)16:06:53', 'name': 'Anonymous', 'com': '<a href=""#p26153916"" class=""quotelink"">&gt;&gt;26153916</a><br>That looks elegant but not gomfy', 'filename': 'Whale_car420-420x0', 'ext': '.jpg', 'w': 810, 'h': 534, 'tn_w': 125, 'tn_h': 82, 'tim': 1670792813866506, 'time': 1670792813, 'md5': 'G7ITN6WN8NqCBlJuMpmfpA==', 'fsize': 79807, 'resto': 26153899}, {'no': 26156673, 'now': '12/11/22(Sun)16:08:44', 'name': 'Anonymous', 'com': '<a href=""#p26153917"" class=""quotelink"">&gt;&gt;26153917</a><br>Reminds me of old videogames or cartoons or something. It looks like the uncanny valley between a cartoon and a real van', 'time': 1670792924, 'resto': 26153899}]",1670792924,0.0,0.0
129,26156647,,,12/11/22(Sun)15:57:50,Anonymous,,"why the fuck are women still allowed to drive? within a week my girlfriend has rear ended somebody, and I&#039;ve just almost been side swiped by some dumb cunt who didnt check her blind spot while i was passing her. I swear to god they truly make the roads more dangerous",106862301-1617211813434-the-young-girl-parks-the-car_t20_LQbVaP,.jpg,2592,1728,250,166,1670792270923759,1670792270,r7wC37lDhcd88KfPP1Q3jw==,199035,0,why-the-fuck-are-women-still-allowed-to-drive,3,0,,,"[{'no': 26156663, 'now': '12/11/22(Sun)16:03:55', 'name': 'Anonymous', 'com': '<a href=""#p26156647"" class=""quotelink"">&gt;&gt;26156647</a><br><span class=""quote"">&gt;my girlfriend</span>', 'time': 1670792635, 'resto': 26156647}, {'no': 26156665, 'now': '12/11/22(Sun)16:04:34', 'name': 'Anonymous', 'com': '<a href=""#p26156647"" class=""quotelink"">&gt;&gt;26156647</a><br><span class=""quote"">&gt;letting your woman drive</span><br>my asian gf knows shes a terrible driver, so she doesnt drive, i just drive her everywhere', 'time': 1670792674, 'resto': 26156647}, {'no': 26156681, 'now': '12/11/22(Sun)16:10:51', 'name': 'Anonymous', 'com': '<a href=""#p26156665"" class=""quotelink"">&gt;&gt;26156665</a><br>i almost always drive when i can, unfortunately my girl lives about an hour away rn so its bound to happen i guess.', 'time': 1670793051, 'resto': 26156647}]",1670793051,0.0,0.0
130,26155450,,,12/11/22(Sun)08:15:16,Anonymous,,"Just bought my first car. I know you are jealous, but it&#039;s okay one day you might own it.",mypunto,.jpg,2397,1638,250,170,1670764516524119,1670764516,7c2yB0jSJG2YLzH0bds9Vg==,3078036,0,just-bought-my-first-car-i-know-you-are-jealous,17,1,12.0,1.0,"[{'no': 26156542, 'now': '12/11/22(Sun)15:15:14', 'name': 'Anonymous', 'com': '<a href=""#p26156522"" class=""quotelink"">&gt;&gt;26156522</a><br><span class=""quote"">&gt;filename</span>', 'time': 1670789714, 'resto': 26155450}, {'no': 26156549, 'now': '12/11/22(Sun)15:18:14', 'name': 'Anonymous', 'com': '<a href=""#p26155450"" class=""quotelink"">&gt;&gt;26155450</a><br>Cool engines, doggo poopoo everything else<br>I&#039;d say enjoy it but you&#039;ll probably only commute with it and never bounce the rev limiter', 'time': 1670789894, 'resto': 26155450}, {'no': 26156633, 'now': '12/11/22(Sun)15:53:06', 'name': 'Anonymous', 'com': '<a href=""#p26155695"" class=""quotelink"">&gt;&gt;26155695</a><br><span class=""quote"">&gt;even a shit tier corsa</span><br>Corsas starting from the D gens are built on the Punto chassis and share engines.', 'time': 1670791986, 'resto': 26155450}, {'no': 26156649, 'now': '12/11/22(Sun)15:58:49', 'name': 'Anonymous', 'com': '<a href=""#p26155450"" class=""quotelink"">&gt;&gt;26155450</a><br>i saged as well as <a href=""#p26155464"" class=""quotelink"">&gt;&gt;26155464</a><br><br><br>kys NIGGER<br><br>FUCK YOU<br>FUCK JANNY TROONS<br>FUCK MOD KIKES<br>FUCK GOOKMOOT<br><br>FUCK HOLLYWOOD KIKES<br>FUCK BIDEN<br>AND MOST OF ALL <br>FUCK NIGGERS!!!!<br><br>FUCCCKKKK NIIIGGGEERRSSSS<br><br>SAGE SAGE SAGE', 'time': 1670792329, 'resto': 26155450}, {'no': 26156656, 'now': '12/11/22(Sun)16:02:11', 'name': 'Anonymous', 'com': '<a href=""#p26156549"" class=""quotelink"">&gt;&gt;26156549</a><br>Fiat manuals basically say jump in and have fun.<br>That is under care and running in.', 'time': 1670792531, 'resto': 26155450}]",1670792531,0.0,0.0
131,26148986,,,12/08/22(Thu)20:15:50,Anonymous,Designs you would like to see brought back.,,613009996-1,.jpg,2560,1600,250,156,1670548550643567,1670548550,zQQIGNSgIgVRwYZpDTpi8A==,433047,0,designs-you-would-like-to-see-brought-back,56,24,51.0,22.0,"[{'no': 26156487, 'now': '12/11/22(Sun)14:58:43', 'name': 'Anonymous', 'com': '<a href=""#p26151443"" class=""quotelink"">&gt;&gt;26151443</a><br>Crz could have been great but Honda doesn&#039;t know what people want anymore', 'time': 1670788723, 'resto': 26148986}, {'no': 26156544, 'now': '12/11/22(Sun)15:15:34', 'name': 'Anonymous', 'com': '<a href=""#p26154286"" class=""quotelink"">&gt;&gt;26154286</a><br>At least those aren&#039;t chrome like every other Foose&#039;d™ car.', 'time': 1670789734, 'resto': 26148986}, {'no': 26156554, 'now': '12/11/22(Sun)15:20:02', 'name': 'Anonymous', 'com': '<a href=""#p26150366"" class=""quotelink"">&gt;&gt;26150366</a><br>I love these too, I lived below a father and daughter, the daughter drove a 90s AE92 Corolla sedan, It was nice to look at, they were very friendly, the daughter was super nice, she ended up committing suicide by jumping infront of a train, part of me wonders if I could have saved her had I dumped my toxic ex and started dating her instead, we could have gone on road trips and bonded over that car, RIP :(.', 'time': 1670790002, 'resto': 26148986}, {'no': 26156565, 'now': '12/11/22(Sun)15:22:51', 'name': 'i am grease geese', 'com': '<a href=""#p26151672"" class=""quotelink"">&gt;&gt;26151672</a><br>I will fucking skin you', 'filename': 'itp', 'ext': '.png', 'w': 943, 'h': 811, 'tn_w': 125, 'tn_h': 107, 'tim': 1670790171683029, 'time': 1670790171, 'md5': 'Cllvy7QX0i8HyORk/I/2HA==', 'fsize': 881850, 'resto': 26148986}, {'no': 26156648, 'now': '12/11/22(Sun)15:58:05', 'name': 'Anonymous', 'com': 'But they already brought back my favorite design', 'filename': 'CivicFrontQuarter', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670792285010803, 'time': 1670792285, 'md5': 'Naq0/I/dGuaEnPQm/cEUsg==', 'fsize': 3813007, 'resto': 26148986}]",1670792285,0.0,0.0
132,26154068,,,12/10/22(Sat)19:28:51,Anonymous,,Are you going to miss AM radio?,Screenshot_20221210-162755_Chrome,.jpg,1080,2352,114,249,1670718531810669,1670718531,3I9R8szUm7uVCeIygEZ5vg==,659328,0,are-you-going-to-miss-am-radio,31,5,26.0,5.0,"[{'no': 26156611, 'now': '12/11/22(Sun)15:44:42', 'name': 'Anonymous', 'com': 'There&#039;s a station in my area that just does traffic congestion reports nonstop, is that common? I&#039;d be furious if they got rid of it shit has saved me so many times', 'time': 1670791482, 'resto': 26154068}, {'no': 26156614, 'now': '12/11/22(Sun)15:45:34', 'name': 'Anonymous', 'com': '<a href=""#p26154068"" class=""quotelink"">&gt;&gt;26154068</a><br>What the fuck is with those hands holy shit.', 'time': 1670791534, 'resto': 26154068}, {'no': 26156621, 'now': '12/11/22(Sun)15:47:48', 'name': 'Anonymous', 'com': '<a href=""#p26154068"" class=""quotelink"">&gt;&gt;26154068</a><br><span class=""quote"">&gt;tfw tesla used to have AM radio receiver that allowed you to hear the electric motor </span><br>https://www.youtube.com/watch?v=j4A<wbr>xsGk-LdQ&amp;ab_channel=LikeIt%27sStole<wbr>n', 'time': 1670791668, 'resto': 26154068}, {'no': 26156626, 'now': '12/11/22(Sun)15:49:15', 'name': 'Anonymous', 'com': '<a href=""#p26154073"" class=""quotelink"">&gt;&gt;26154073</a><br>LMAO<br><br>look at that nasty bitch in the pic (tattoos)<br><br>I bet she has a tattoo around her anus like the lord of the rings elven shit or something<br><br>she def does anal, maybe worse, like shit play or something<br><br>image using her for your photo, like wtf<br><br>jew york times have really gone down hill', 'time': 1670791755, 'resto': 26154068}, {'no': 26156630, 'now': '12/11/22(Sun)15:50:58', 'name': 'Anonymous', 'com': '<a href=""#p26156147"" class=""quotelink"">&gt;&gt;26156147</a><br>Daytime hooker.', 'time': 1670791858, 'resto': 26154068}]",1670791858,0.0,0.0
133,26155883,,,12/11/22(Sun)11:50:06,Anonymous,,is leaving a expensive car outside a problem if a parent let me park my car inside is garage when there is a storm or hail?,car,.jpg,650,409,250,157,1670777406733249,1670777406,6socmrDOLxWhndyEDSyWqg==,42841,0,is-leaving-a-expensive-car-outside-a-problem-if-a,5,0,,,"[{'no': 26155912, 'now': '12/11/22(Sun)12:03:25', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;Ford Pinto</span><br><span class=""quote"">&gt;Expensive</span>', 'time': 1670778205, 'resto': 26155883}, {'no': 26155918, 'now': '12/11/22(Sun)12:10:45', 'name': 'Anonymous', 'com': '<a href=""#p26155883"" class=""quotelink"">&gt;&gt;26155883</a><br>You probably need a cover for it at least. The sun will still take its toll on the paint and interior, birds will still shit on it, etc.', 'time': 1670778645, 'resto': 26155883}, {'no': 26155919, 'now': '12/11/22(Sun)12:10:46', 'name': 'Anonymous', 'com': '<a href=""#p26155912"" class=""quotelink"">&gt;&gt;26155912</a><br>Yes, clean pinto costs $140k in 2023.', 'time': 1670778646, 'resto': 26155883}, {'no': 26155934, 'now': '12/11/22(Sun)12:15:42', 'name': 'i am grease geese', 'com': '<a href=""#p26155912"" class=""quotelink"">&gt;&gt;26155912</a><br>pintos are nice cars, let them inside.', 'time': 1670778942, 'resto': 26155883}, {'no': 26156602, 'now': '12/11/22(Sun)15:41:39', 'name': 'Anonymous', 'com': '<a href=""#p26155934"" class=""quotelink"">&gt;&gt;26155934</a><br>Oh I know, but they&#039;re not expensive.', 'time': 1670791299, 'resto': 26155883}]",1670791299,0.0,0.0
