,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,last_replies,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images
0,1,1.0,1.0,12/20/15(Sun)07:21:09,Anonymous,Welcome to /wsr/ - Worksafe Requests,"This board is for:
<ul>
<li>Asking for help in finding an image or the source of an image, or more of a certain kind of image.</li>
<li>Asking for photoshop requests.</li>
<li>Asking for recommendations for a new anime or TV series to watch, or a new manga or comic series to read.</li>
<li>Asking for tech support or help with your homework.</li>
<li>Any other kind of work-safe request.</li>
</ul>
Once you have posted your request, please <a href=""https://boards.4chan.org/wsr/catalog"">check the catalog</a> for requests that you can help others with. <br>
23,1292100,,,12/08/22(Thu)18:17:46,Anonymous,Anime/manga recommendations,Are there any anime or manga about the injustices in the Japanese prison and/or legal system?<br>I&#039;d like to know that Japanese people are aware of it and that word is being spread in popular culture.<br>https://www.youtube.com/watch?v=yFI<wbr>NmgSzK6E<br>https://www.youtube.com/watch?v=2ky<wbr>4jDgmZHE,Japanese prison,.png,1280,1440,222,250,1670541466411719,1670541466,vMbEjBn/ZaQQduXK4xi8Fg==,2522242,0,,animemanga-recommendations,10,2,"[{'no': 1292515, 'now': '12/09/22(Fri)21:01:34', 'name': 'Anonymous', 'com': 'bump', 'time': 1670637694, 'resto': 1292100}, {'no': 1292637, 'now': '12/10/22(Sat)06:57:47', 'name': 'Anonymous', 'com': 'bump', 'time': 1670673467, 'resto': 1292100}, {'no': 1292789, 'now': '12/10/22(Sat)16:48:45', 'name': 'Anonymous', 'com': 'bump', 'time': 1670708925, 'resto': 1292100}, {'no': 1292993, 'now': '12/11/22(Sun)03:18:45', 'name': 'Anonymous', 'com': 'bump', 'time': 1670746725, 'resto': 1292100}, {'no': 1293000, 'now': '12/11/22(Sun)04:04:57', 'name': 'Anonymous', 'com': '<a href=""#p1292114"" class=""quotelink"">&gt;&gt;1292114</a><br>Anyone able to find the source on this?', 'time': 1670749497, 'resto': 1292100}]",1670749497,0.0,0.0,5.0,2.0
24,1292999,,,12/11/22(Sun)04:03:55,Anonymous,,"Does anyone have the two other posters similar to this one?<br><br>It was a series of three posters all in a minimalist style like pic related. There was this one for Bioshock (I think it&#039;s part of the three I remember, but not 100%), there was one for System Shock, and then there was one for a concept successor titled &quot;Aftershock&quot;.",bioshock,.jpg,850,1133,187,250,1670749435321517,1670749435,WQSnYusr58C5kAL74FY4lA==,115868,0,,does-anyone-have-the-two-other-posters-similar-to,0,0,,1670749435,0.0,0.0,,
25,1288638,,,11/29/22(Tue)22:46:08,Anonymous,Need a hebe loli manga,"I need a Manga with Hebe protagonist / love interest<br>Whats a hebe ?<br>A girl who physically age between 12 and 14 years old. Basically a loli, but not too loli<br><br>No shonencrap battle manga if possible please. Thanks",36436212,.jpg,292,364,200,250,1669779968551876,1669779968,m6qoIzEDs7E093ejXAD1wA==,44526,0,,need-a-hebe-loli-manga,42,8,"[{'no': 1292941, 'now': '12/10/22(Sat)23:58:52', 'name': 'Anonymous', 'com': '<a href=""#p1288638"" class=""quotelink"">&gt;&gt;1288638</a><br>Chokotto Sister', 'time': 1670734732, 'resto': 1288638}, {'no': 1292946, 'now': '12/11/22(Sun)00:13:19', 'name': 'Anonymous', 'com': 'dancing in the vampire bund <br>Aharen-san wa Hakarenai<br>The Dawn of the Witch?', 'time': 1670735599, 'resto': 1288638}, {'no': 1292967, 'now': '12/11/22(Sun)01:29:03', 'name': 'Anonymous', 'com': '<a href=""#p1288646"" class=""quotelink"">&gt;&gt;1288646</a><br>Oreimo then as well.', 'time': 1670740143, 'resto': 1288638}, {'no': 1292977, 'now': '12/11/22(Sun)02:09:43', 'name': 'Anonymous', 'com': '<a href=""#p1291803"" class=""quotelink"">&gt;&gt;1291803</a><br>This', 'time': 1670742583, 'resto': 1288638}, {'no': 1292997, 'now': '12/11/22(Sun)03:50:20', 'name': 'Anonymous', 'com': '<a href=""#p1288638"" class=""quotelink"">&gt;&gt;1288638</a><br>Sakuranbo Syndrome', 'time': 1670748620, 'resto': 1288638}]",1670748620,0.0,0.0,37.0,8.0
26,1292796,,,12/10/22(Sat)17:06:14,Anonymous,WHERE to buy this?,"Where in the actual fuck can I order this and have it shipped to Finland?<br><br>I often visit Ireland just because they still sell this, but they refuse to ship it to Finland and I&#039;m tired of paying 1000 euros per trip to get it.<br><br>In Finland it&#039;s apparently a popular troll to post &quot;I found that drink in a Finnish K-market&quot; when it literally does not fucking exist anywhere in Finland. Whenever I make this thread on Ylilauta or even here, some Finn comes and claims they found this in Finland. Ofc no pics to prove it because not a single can has existed in Finland in over a year. I&#039;m tired of your clowning. If you fucking asshole think it&#039;s funny to claim you can get this in your corner store, why dont you FUCKING go and take a photo with a timestamp.<br>I&#039;m sorry to come off as aggressive but you need to understand that I&#039;ve been travelling the world for this drink and I&#039;ve seen thousands of posts where someone claims this can be found a mile away from my home. It is not funny.",louishamilton,.jpg,640,640,250,250,1670709974336922,1670709974,d3uW6n5715MhVYZb72UGMw==,48583,0,,where-to-buy-this,9,2,"[{'no': 1292804, 'now': '12/10/22(Sat)17:17:44', 'name': 'Anonymous', 'com': 'One&#039;s favorite Monster flavor is NOT something you joke about', 'time': 1670710664, 'resto': 1292796}, {'no': 1292807, 'now': '12/10/22(Sat)17:27:17', 'name': 'Anonymous', 'com': '<a href=""#p1292797"" class=""quotelink"">&gt;&gt;1292797</a><br>based satirist of finland haters', 'time': 1670711237, 'resto': 1292796}, {'no': 1292809, 'now': '12/10/22(Sat)17:33:34', 'name': 'Anonymous', 'com': '<a href=""#p1292796"" class=""quotelink"">&gt;&gt;1292796</a><br>I could send you some nyymi', 'time': 1670711614, 'resto': 1292796}, {'no': 1292863, 'now': '12/10/22(Sat)19:58:19', 'name': 'Anonymous', 'com': 'just stop. I bought a bunch of those from the dollar tree and they would give me bad gas every time. The can was limited time only and that time has probably now passed.', 'time': 1670720299, 'resto': 1292796}, {'no': 1292996, 'now': '12/11/22(Sun)03:46:54', 'name': 'Anonymous', 'com': '<a href=""#p1292809"" class=""quotelink"">&gt;&gt;1292809</a><br>I&#039;d pay hundreds for these', 'time': 1670748414, 'resto': 1292796}]",1670748414,0.0,0.0,4.0,2.0
27,1292950,,,12/11/22(Sun)00:31:01,Anonymous,,Looking for an onahole related image. It was a guide on how to wrap an onahole in a towel or pillow (or both?) so you could fuck it.,1ae3cc338154c548c9051b58857fc51e,.png,777,1087,178,250,1670736661478728,1670736661,ON9g77+mfQtopABV4i2lUg==,687530,0,,looking-for-an-onahole-related-image-it-was-a,4,0,"[{'no': 1292952, 'now': '12/11/22(Sun)00:34:15', 'name': 'Anonymous', 'com': '<a href=""//boards.4chan.org/r/"" class=""quotelink"">&gt;&gt;&gt;/r/</a> you degenerate', 'time': 1670736855, 'resto': 1292950}, {'no': 1292953, 'now': '12/11/22(Sun)00:35:40', 'name': 'Anonymous', 'com': '<a href=""#p1292952"" class=""quotelink"">&gt;&gt;1292952</a><br>The image itself had nothing explicit in it though.', 'time': 1670736940, 'resto': 1292950}, {'no': 1292976, 'now': '12/11/22(Sun)02:05:23', 'name': 'Anonymous', 'com': '<a href=""#p1292953"" class=""quotelink"">&gt;&gt;1292953</a><br>You&#039;re looking for masturbation instructions you degenerate. If you think that&#039;s SFW, kindly kill yourself', 'time': 1670742323, 'resto': 1292950}, {'no': 1292992, 'now': '12/11/22(Sun)03:04:18', 'name': 'Anonymous', 'com': '<a href=""#p1292976"" class=""quotelink"">&gt;&gt;1292976</a><br>SFW = Safe For Work<br><br>I can talk about sex &amp; masturbation at work. In fact, I already have.<br><br>I cannot have sex or start jacking off at work, nor can I access sexual imagery at work.<br><br>There lies the difference, anon.', 'time': 1670745858, 'resto': 1292950}]",1670745858,0.0,0.0,,
28,1292991,,,12/11/22(Sun)02:58:55,Anonymous,russian music enjoyers,according to wikipedia this waltz has a mostly unknown author but it does mention another version by the name of &quot;awaiting&quot; which was supposedly a soviet army song.<br>does anyone know of any existing recordings?,kittler expectation,.png,1400,933,250,166,1670745535673146,1670745535,0DH6aN0BMuI4zLNkou8FcA==,256523,0,,russian-music-enjoyers,0,0,,1670745535,0.0,0.0,,
29,1287304,,,11/26/22(Sat)12:19:30,Anonymous,more like this,"post animu giving an encouraging guide/explanation on any self-improvement related topic<br>if there is none, and you happen to be very knowledgeable about something, then please make some! <br>either guides, charts, reading lists, workout routines or anything self-improvement-hobby-etc, related with cute anme walking you through and giving advice.<br><br>i could make some myself about music, lifting, reading, etc, but i dont think im good enough at any of those to make advice charts like this yet",5k with emi,.png,1153,2866,100,250,1669483170428534,1669483170,h1rlYZ3Yfg2EQ973J8zBfA==,2894739,0,,more-like-this,22,2,"[{'no': 1292147, 'now': '12/08/22(Thu)21:05:37', 'name': 'Anonymous', 'com': 'BUMP', 'time': 1670551537, 'resto': 1287304}, {'no': 1292361, 'now': '12/09/22(Fri)12:50:47', 'name': 'Anonymous', 'com': 'bump', 'time': 1670608247, 'resto': 1287304}, {'no': 1292588, 'now': '12/10/22(Sat)01:55:19', 'name': 'Anonymous', 'com': 'bump', 'time': 1670655319, 'resto': 1287304}, {'no': 1292721, 'now': '12/10/22(Sat)12:56:23', 'name': 'Anonymous', 'com': 'bump', 'time': 1670694983, 'resto': 1287304}, {'no': 1292988, 'now': '12/11/22(Sun)02:49:21', 'name': 'Anonymous', 'com': 'bump', 'time': 1670744961, 'resto': 1287304}]",1670744961,0.0,0.0,17.0,2.0
30,1292971,,,12/11/22(Sun)01:56:33,Anonymous,Help me find more music like this,Like call-center-core/frutiger aero or some shit similar to this:<br>https://youtu.be/fieal3gDjCE,Screenshot_20221210-175404_Discord,.jpg,556,848,163,250,1670741793197098,1670741793,H++S6UVwZK6XBV+PYr2pKg==,174711,0,,help-me-find-more-music-like-this,2,0,"[{'no': 1292979, 'now': '12/11/22(Sun)02:12:24', 'name': 'Anonymous', 'com': '<a href=""#p1292971"" class=""quotelink"">&gt;&gt;1292971</a><br>https://youtu.be/GWfgclSOHuM', 'time': 1670742744, 'resto': 1292971}, {'no': 1292985, 'now': '12/11/22(Sun)02:30:52', 'name': 'Anonymous', 'com': 'https://youtu.be/gwlt4VSKnOA', 'time': 1670743852, 'resto': 1292971}]",1670743852,0.0,0.0,,
31,1292954,,,12/11/22(Sun)00:37:24,Anonymous,,a number of years ago there was a game that kind of looks like replaced but a bunch of people bitched about it because I think the dev was right wing or something... anyone remember what it was called? <br><br>I thought of it because the trailer to replaced looks alot like the art style.,ss_41f681548de388a477a1f930fe3b3997a912098a.1920x1080,.jpg,1920,1080,250,140,1670737044840188,1670737044,NkdoE4QTPuwgTGnJvrgDZA==,560366,0,,a-number-of-years-ago-there-was-a-game-that-kind,1,0,"[{'no': 1292983, 'now': '12/11/22(Sun)02:28:46', 'name': 'Anonymous', 'com': '<a href=""#p1292954"" class=""quotelink"">&gt;&gt;1292954</a><br>The Last Night', 'time': 1670743726, 'resto': 1292954}]",1670743726,0.0,0.0,,
32,1292982,,,12/11/22(Sun)02:26:59,Anonymous,,"Need help remembering a senien manga title.<br><br>Description from memory: took place in a forest, in an orphanage. Mc helps watch the kids but the kids turn out to be murderers and cut up bodies with the help of the female caretaker and turns out me has history there???",9391E239-EE50-4F4A-A72B-35D5A9820FF0,.png,276,183,250,165,1670743619173643,1670743619,CXqu+4kXD6TMNihU0e+gDQ==,71277,0,,need-help-remembering-a-senien-manga-title,1,0,"[{'no': 1292984, 'now': '12/11/22(Sun)02:28:56', 'name': 'Anonymous', 'com': '*turns out he has a history there<br><br>And also some guy from down the mountain like…show up to bring food or something', 'time': 1670743736, 'resto': 1292982}]",1670743736,0.0,0.0,,
33,1292922,,,12/10/22(Sat)23:05:54,Anonymous,,"Looking for as high a quality of the anime Air Gear as I can get, preferably dual audio. So far found 480p.",MV5BMGIyOTBkMTgtM2Vh,.jpg,2161,3142,171,249,1670731554177467,1670731554,f125ejHL3EwciRP2Qf472w==,940770,0,,looking-for-as-high-a-quality-of-the-anime-air,2,0,"[{'no': 1292933, 'now': '12/10/22(Sat)23:42:03', 'name': 'Anonymous', 'com': '<a href=""#p1292922"" class=""quotelink"">&gt;&gt;1292922</a><br>online 720p<br>https://gogoanime.tel/air-gear-epis<wbr>ode-1', 'time': 1670733723, 'resto': 1292922}, {'no': 1292978, 'now': '12/11/22(Sun)02:10:18', 'name': 'Anonymous', 'com': '<a href=""#p1292922"" class=""quotelink"">&gt;&gt;1292922</a><br>https://www.tokyotosho.info/details<wbr>.php?id=1191782<br>https://nyaa.si/view/1389982', 'time': 1670742618, 'resto': 1292922}]",1670742618,0.0,0.0,,
34,1292961,,,12/11/22(Sun)00:52:10,Anonymous,,translation needed,__kifa_nagai_gojitsudan_no_nechronica_drawn_by_hetza_hellshock__4c0a5c2a2d45b824ab59b9efb8caf5d1,.jpg,744,1052,176,250,1670737930002323,1670737930,G7XlBB+8/1P14HMCeiGr3A==,533326,0,,translation-needed,2,0,"[{'no': 1292973, 'now': '12/11/22(Sun)01:58:11', 'name': 'Anonymous', 'com': '<a href=""#p1292961"" class=""quotelink"">&gt;&gt;1292961</a><br>Yikes bro', 'time': 1670741891, 'resto': 1292961}, {'no': 1292975, 'now': '12/11/22(Sun)02:03:04', 'name': 'Anonymous', 'com': '<a href=""#p1292973"" class=""quotelink"">&gt;&gt;1292973</a><br>what', 'time': 1670742184, 'resto': 1292961}]",1670742184,0.0,0.0,,
35,1292972,,,12/11/22(Sun)01:57:45,Anonymous,,"looking for the complete super smash bros. ultimate ost, all dlc tracks included. the fat &quot;anthology&quot; collections i&#039;ve found are old and don&#039;t include all the dlc tracks.",Jw91Opn,.png,935,863,250,230,1670741865643115,1670741865,MoIckUyJMyfpEWpPPVc3pA==,306035,0,,looking-for-the-complete-super-smash-bros,0,0,,1670741865,0.0,0.0,,
36,1292970,,,12/11/22(Sun)01:53:49,Anonymous,IDM over YouTube via Chrome,"I use IDM extension to dl vids. Works super smooth on Pornhub. No matter if I stream 480, it does prompt varieties of options like 1080, 720 etc. Reload doesn&#039;t affect the situation. <br><br>However, for youtube it&#039;s giving me headache. I stream 720p as default to view things smooth. IDM does prompt to dl the vid till I reload the page, 720p only. Now if I like &amp; wish to dl it in higher preference (4K) mere selecting the option doesn&#039;t work. In fact if I reload the chrome page, IDM prompt button doesn&#039;t even show up next time. Can there be a solve?",girl-vintage-film-analog-leg-pattern-184736-pxhere.com,.jpg,2386,3500,170,250,1670741629194448,1670741629,Q9y0WMgAoc62kYRu57pZ2g==,1780811,0,,idm-over-youtube-via-chrome,0,0,,1670741629,0.0,0.0,,
37,1292968,,,12/11/22(Sun)01:37:38,Anonymous,Book request,"Hey guys, I searched the whole internet for this book and I didn&#039;t find a pdf/epub/mobi, can anyone download it from the amazon store for me?<br><br>Link: https://www.amazon.com/Carburettor-<wbr>Performance-Manual-SpeedPro-English<wbr>-ebook/dp/B0752NVN12",imagem_2022-12-11_033306133,.png,487,589,206,250,1670740658091373,1670740658,z1Abs+hvqI2e4l4lcjHW0A==,342844,0,,book-request,1,0,"[{'no': 1292969, 'now': '12/11/22(Sun)01:50:13', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670741413, 'resto': 1292968}]",1670741413,0.0,0.0,,
38,1292784,,,12/10/22(Sat)16:32:26,Anonymous,,Requesting comics with this character.,1670325078624933,.jpg,354,426,207,250,1670707946290707,1670707946,olkjWu4Bt4aWkR6+ip3xRg==,15378,0,,requesting-comics-with-this-character,13,9,"[{'no': 1292853, 'now': '12/10/22(Sat)19:16:57', 'name': 'Anonymous', 'com': '<a href=""#p1292784"" class=""quotelink"">&gt;&gt;1292784</a><br>You guys can make comics with this new and improved one', 'filename': 'vec', 'ext': '.png', 'w': 1700, 'h': 3275, 'tn_w': 64, 'tn_h': 125, 'tim': 1670717817863605, 'time': 1670717817, 'md5': 'jllL5cuuRt+HV6cI9sULBw==', 'fsize': 25191, 'resto': 1292784}, {'no': 1292943, 'now': '12/11/22(Sun)00:05:47', 'name': 'Anonymous', 'com': '<a href=""#p1292784"" class=""quotelink"">&gt;&gt;1292784</a><br>I only have the airman version', 'filename': 'airman', 'ext': '.jpg', 'w': 569, 'h': 3500, 'tn_w': 20, 'tn_h': 125, 'tim': 1670735147727574, 'time': 1670735147, 'md5': 'iI5p7S9ArnXpGHJcT1cUkg==', 'fsize': 560457, 'resto': 1292784}, {'no': 1292965, 'now': '12/11/22(Sun)01:21:11', 'name': 'Anonymous', 'com': '<a href=""#p1292784"" class=""quotelink"">&gt;&gt;1292784</a><br>you make &quot;already made comics&quot; or also making them up?', 'filename': 'image_2022-12-11_002102225', 'ext': '.png', 'w': 667, 'h': 645, 'tn_w': 124, 'tn_h': 120, 'tim': 1670739671643979, 'time': 1670739671, 'md5': 'qcNpFqM4Rp76PTUT8klbTw==', 'fsize': 31231, 'resto': 1292784}, {'no': 1292989, 'now': '12/11/22(Sun)02:52:25', 'name': 'Anonymous', 'com': '<a href=""#p1292943"" class=""quotelink"">&gt;&gt;1292943</a><br>grabbed a couple from the archive off of this one', 'filename': '1550269064261', 'ext': '.jpg', 'w': 567, 'h': 2124, 'tn_w': 33, 'tn_h': 124, 'tim': 1670745145028480, 'time': 1670745145, 'md5': 'o6e2dv7JRWr8WujzCrmKkQ==', 'fsize': 390865, 'resto': 1292784}, {'no': 1292990, 'now': '12/11/22(Sun)02:54:36', 'name': 'Anonymous', 'com': '<a href=""#p1292989"" class=""quotelink"">&gt;&gt;1292989</a>', 'filename': '1550272835254', 'ext': '.jpg', 'w': 500, 'h': 4070, 'tn_w': 15, 'tn_h': 125, 'tim': 1670745276105669, 'time': 1670745276, 'md5': '9vzTfbxKha79wDr9qOqZ6A==', 'fsize': 494411, 'resto': 1292784}]",1670745276,0.0,0.0,8.0,4.0
39,1290981,,,12/05/22(Mon)20:56:33,Anonymous,Help me fill my soyjak collection,Post your favorites !,1669768243513567,.png,666,816,204,250,1670291793203636,1670291793,Wk9GpYEvarF3qR7t/Mwm2A==,150849,0,,help-me-fill-my-soyjak-collection,14,9,"[{'no': 1291846, 'now': '12/08/22(Thu)03:22:25', 'name': 'Anonymous', 'com': '<a href=""#p1291816"" class=""quotelink"">&gt;&gt;1291816</a><br><span class=""quote"">&gt;i genuinely hate them</span>', 'filename': 'Soyjak_Appear', 'ext': '.gif', 'w': 601, 'h': 658, 'tn_w': 114, 'tn_h': 125, 'tim': 1670487745493059, 'time': 1670487745, 'md5': 'CxCrjCHy+IH4Y1G95URauw==', 'fsize': 345599, 'resto': 1290981}, {'no': 1292126, 'now': '12/08/22(Thu)19:29:48', 'name': 'Anonymous', 'com': '<a href=""#p1290981"" class=""quotelink"">&gt;&gt;1290981</a><br>go to basedjak.party for more basedjaks!', 'time': 1670545788, 'resto': 1290981}, {'no': 1292554, 'now': '12/09/22(Fri)22:53:24', 'name': 'Anonymous', 'com': 'bumo', 'filename': '1670544907933615', 'ext': '.gif', 'w': 155, 'h': 255, 'tn_w': 75, 'tn_h': 125, 'tim': 1670644404358966, 'time': 1670644404, 'md5': 'tJEAQQr3YKpFvWySF4Fgig==', 'fsize': 16278, 'resto': 1290981}, {'no': 1292573, 'now': '12/10/22(Sat)00:13:38', 'name': 'Anonymous', 'com': 'I consider myself a &#039;jak lover, but my collection is very meager<br>For now, take a bumo and a &#039;em &#039;ak', 'filename': '1636138221135', 'ext': '.gif', 'w': 1129, 'h': 635, 'tn_w': 125, 'tn_h': 70, 'tim': 1670649218149183, 'time': 1670649218, 'md5': 'Jz6hbv4FVbh3UHOna9uOFg==', 'fsize': 7159529, 'resto': 1290981}, {'no': 1292964, 'now': '12/11/22(Sun)01:08:34', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;nigga I&#039;m NUTS</span>', 'filename': 'nuts', 'ext': '.png', 'w': 1230, 'h': 758, 'tn_w': 125, 'tn_h': 77, 'tim': 1670738914817970, 'time': 1670738914, 'md5': 'evyTPNrV/7RqKe7ud2cusA==', 'fsize': 466508, 'resto': 1290981}]",1670738914,0.0,0.0,9.0,5.0
