,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,trip
120,607067,,,08/31/22(Wed)17:49:51,ednargalip,Door stoppers,"Back in the hobby after a decade, decided to build every Pyramid Head I can find<br><br>here´s my progress",f999053b-d830-487d-bca8-9d345684a024,.jpg,1200,1600,187,250,1661982591889104,1661982591,YvrM5BU7d5sHr8i6uiKokA==,110559,0,,door-stoppers,4,1,,,"[{'no': 607069, 'now': '08/31/22(Wed)18:23:34', 'name': 'Anonymous', 'com': '<a href=""#p607067"" class=""quotelink"">&gt;&gt;607067</a><br>I like the smallest pyramid head the best hes funni and coote, gj anoun.', 'time': 1661984614, 'resto': 607067}, {'no': 607070, 'now': '08/31/22(Wed)18:59:58', 'name': 'ednargalip', 'com': '<a href=""#p607069"" class=""quotelink"">&gt;&gt;607069</a><br>Thank you<br>He´s my favorite too, he´s so smol', 'time': 1661986798, 'resto': 607067}, {'no': 607081, 'now': '09/01/22(Thu)13:31:19', 'name': 'Anonymous', 'com': '<a href=""#p607069"" class=""quotelink"">&gt;&gt;607069</a><br>Make a Cybil one too, she is best girl after all.', 'filename': 'Cybil_-_SH1', 'ext': '.png', 'w': 810, 'h': 1200, 'tn_w': 84, 'tn_h': 125, 'tim': 1662053479258373, 'time': 1662053479, 'md5': 'vhMKg4FvEoCGPpPPu7noCQ==', 'fsize': 1119962, 'resto': 607067}, {'no': 607085, 'now': '09/01/22(Thu)15:17:40', 'name': 'ednargalip', 'com': '<a href=""#p607081"" class=""quotelink"">&gt;&gt;607081</a><br>I would if I could find one, all I have on template is Alessa and a nurse', 'time': 1662059860, 'resto': 607067}]",1664521453,0.0,0.0,
121,605320,,,06/07/22(Tue)17:11:09,Anonymous,,any template about easy weapons?,descarga,.jpg,275,183,250,166,1654636269548,1654636269,GeDk86DK3IM9mUyJ6d4wXw==,9006,0,,any-template-about-easy-weapons,1,0,,,"[{'no': 605348, 'now': '06/09/22(Thu)07:28:03', 'name': 'Anonymous', 'com': '<a href=""#p605320"" class=""quotelink"">&gt;&gt;605320</a><br>https://lmgtfy.app/?q=gun+papercraf<wbr>t&amp;t=i<br><br>Take your pick.', 'time': 1654774083, 'resto': 605320}]",1664517699,0.0,0.0,
122,604707,,,05/13/22(Fri)03:38:01,Gon,P60 or something.,First post on this board. Be gentile.,PewPew1,.jpg,539,765,176,250,1652427481542,1652427481,DWyYSMWsSCT+DRhiz3eAFA==,53282,0,,p60-or-something,9,8,4.0,4.0,"[{'no': 604712, 'now': '05/13/22(Fri)03:40:46', 'name': 'Gon', 'filename': 'PewPew6', 'ext': '.jpg', 'w': 539, 'h': 765, 'tn_w': 88, 'tn_h': 125, 'tim': 1652427646166, 'time': 1652427646, 'md5': 'vT9mvWXYE6sajc76uKBJwg==', 'fsize': 31120, 'resto': 604707, 'trip': '!!UYaySxw8qD1'}, {'no': 604713, 'now': '05/13/22(Fri)03:41:51', 'name': 'Gon', 'filename': 'PewPew7', 'ext': '.jpg', 'w': 539, 'h': 765, 'tn_w': 88, 'tn_h': 125, 'tim': 1652427711814, 'time': 1652427711, 'md5': 'mNjJMDf9PGv7K2yjP5e82w==', 'fsize': 39569, 'resto': 604707, 'trip': '!!UYaySxw8qD1'}, {'no': 604714, 'now': '05/13/22(Fri)03:42:23', 'name': 'Gon', 'filename': 'PewPew8', 'ext': '.jpg', 'w': 539, 'h': 765, 'tn_w': 88, 'tn_h': 125, 'tim': 1652427743448, 'time': 1652427743, 'md5': 'Yu3Fu55siYcEMrPWT5qcxQ==', 'fsize': 37495, 'resto': 604707, 'trip': '!!UYaySxw8qD1'}, {'no': 604715, 'now': '05/13/22(Fri)03:42:54', 'name': 'Gon', 'filename': 'PewPew9', 'ext': '.jpg', 'w': 539, 'h': 765, 'tn_w': 88, 'tn_h': 125, 'tim': 1652427774488, 'time': 1652427774, 'md5': '2uKKvhfH6lp1pJYfEeTxKg==', 'fsize': 34996, 'resto': 604707, 'trip': '!!UYaySxw8qD1'}, {'no': 604952, 'now': '05/22/22(Sun)19:02:11', 'name': 'Anonymous', 'com': 'bro post it as a pdf please', 'time': 1653260531, 'resto': 604707}]",1664517300,0.0,0.0,!!UYaySxw8qD1
123,605280,,,06/06/22(Mon)04:43:30,Anonymous,,Can you guys share this orirobo book by fuchimoto muneji? I really like the robot insects in the book.,received_1200679857350829,.gif,98,140,98,140,1654505010945,1654505010,mnC+FKa7xQDnbqPd4ic9Xg==,13926,0,,can-you-guys-share-this-orirobo-book-by-fuchimoto,1,1,,,"[{'no': 606522, 'now': '08/02/22(Tue)14:49:38', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;&gt;No.605280</span>', 'filename': 'orirobot', 'ext': '.pdf', 'w': 1, 'h': 1, 'tn_w': 96, 'tn_h': 124, 'tim': 1659466178909261, 'time': 1659466178, 'md5': 'HRLK8Zz2puqQ4xAS0G4Hug==', 'fsize': 48390, 'resto': 605280}]",1664517226,0.0,0.0,
124,605310,,,06/07/22(Tue)07:48:55,MODITOR,,i finally created my first digital cp in inkscape! i would like to share you guys my lovely crab that i will post a picture of in the comments.,origami crab by moditor,.png,402,403,249,250,1654602535091,1654602535,dRXw25C0dJPtXqR+b7VKmQ==,104689,0,,i-finally-created-my-first-digital-cp-in-inkscape,9,4,4.0,3.0,"[{'no': 605466, 'now': '06/14/22(Tue)21:11:48', 'name': 'MODITOR', 'com': 'Next planned model: mantis shrimp', 'time': 1655255508, 'resto': 605310}, {'no': 605505, 'now': '06/17/22(Fri)08:02:13', 'name': 'Anonymous', 'com': '<a href=""#p605413"" class=""quotelink"">&gt;&gt;605413</a><br>I C', 'time': 1655467333, 'resto': 605310}, {'no': 606912, 'now': '08/25/22(Thu)03:10:01', 'name': 'Anonymous', 'com': '<a href=""#p605466"" class=""quotelink"">&gt;&gt;605466</a><br>based, gl anon', 'time': 1661411401, 'resto': 605310}, {'no': 606940, 'now': '08/26/22(Fri)01:29:04', 'name': 'hi', 'com': '<a href=""#p605413"" class=""quotelink"">&gt;&gt;605413</a> hi', 'filename': '330px-Codomain2.SVG', 'ext': '.png', 'w': 330, 'h': 248, 'tn_w': 125, 'tn_h': 93, 'tim': 1661491744761123, 'time': 1661491744, 'md5': 'AiIU7EQUMFgiweTN++iWyQ==', 'fsize': 19965, 'resto': 605310}, {'no': 606952, 'now': '08/26/22(Fri)08:20:28', 'name': 'Anonymous', 'com': '<a href=""#p605413"" class=""quotelink"">&gt;&gt;605413</a><br>Let&#039;s see Paul Allen&#039;s crab.', 'time': 1661516428, 'resto': 605310}]",1664517166,0.0,0.0,
125,606291,,,07/23/22(Sat)10:10:52,Anonymous,,Does anyone have any of these simple magazines they could please share with us?,Origami Papiroflexia,.jpg,1343,735,250,136,1658585452457583,1658585452,43bhkg+Lz9aNz2RCdR1jrQ==,357580,0,,does-anyone-have-any-of-these-simple-magazines,14,3,9.0,2.0,"[{'no': 606596, 'now': '08/07/22(Sun)14:50:35', 'name': 'Anonymous', 'com': 'I have 3 different ones to the ones announced here, if someone publishes even two I publish what I have', 'time': 1659898235, 'resto': 606291}, {'no': 606608, 'now': '08/07/22(Sun)20:10:09', 'name': 'Anonymous', 'com': '<a href=""#p606596"" class=""quotelink"">&gt;&gt;606596</a><br>Can you possibly provide cover photos of the 3 you have?', 'time': 1659917409, 'resto': 606291}, {'no': 606626, 'now': '08/08/22(Mon)17:45:49', 'name': 'Anonymous', 'filename': 'Captura', 'ext': '.png', 'w': 327, 'h': 152, 'tn_w': 125, 'tn_h': 58, 'tim': 1659995149845027, 'time': 1659995149, 'md5': 'RDQ2aKHvaEQrnGBeU9Bp0g==', 'fsize': 67473, 'resto': 606291}, {'no': 606629, 'now': '08/08/22(Mon)19:06:11', 'name': 'Anonymous', 'com': '<a href=""#p606626"" class=""quotelink"">&gt;&gt;606626</a><br>Most people have those too.', 'time': 1659999971, 'resto': 606291}, {'no': 606649, 'now': '08/09/22(Tue)21:53:35', 'name': 'Anonymous', 'com': 'QUIERE DECIR QUE TU NO TIENES NADA Y TE LAS ESTAS DANDO DE VIVO', 'time': 1660096415, 'resto': 606291}]",1664517044,0.0,0.0,
126,604682,,,05/10/22(Tue)20:46:54,Anonymous,USS enterprise Original Series,Template Download FREE! no Ads or link protector,20220510_072540869,.jpg,3468,2401,250,173,1652230014309,1652230014,axHKq6qYLoOIY8poEQcwYg==,2178474,0,,uss-enterprise-original-series,16,3,11.0,3.0,"[{'no': 605255, 'now': '06/04/22(Sat)13:17:12', 'name': 'Anonymous', 'com': '<a href=""#p605249"" class=""quotelink"">&gt;&gt;605249</a><br>Also, the inner ball is just how the example of the globe is made, you could do without it, basically glueing on the edges of the paper (but that would not end up in a very strong desk globe) or like I said, cheating with the bottom of the glueing flaps making them curved matching the curved edges of the segments using the flexibility of paper instead of straight. It&#039;s just making it more difficult.', 'time': 1654363032, 'resto': 604682}, {'no': 605256, 'now': '06/04/22(Sat)13:26:15', 'name': 'Anonymous', 'com': '<a href=""#p605251"" class=""quotelink"">&gt;&gt;605251</a><br>To be honest that one is press formed, using heat. The principle of the &quot;pinwheel&quot; shape is the same though, but <a href=""#p605245"" class=""quotelink"">&gt;&gt;605245</a> is a handmade version like you and I would pute a papercraft together (assuming you don&#039;t have a press form either)', 'time': 1654363575, 'resto': 604682}, {'no': 605916, 'now': '07/07/22(Thu)01:35:24', 'name': 'Anonymous', 'com': 'star trek', 'time': 1657172124, 'resto': 604682}, {'no': 605937, 'now': '07/07/22(Thu)20:47:01', 'name': 'Anonymous', 'com': 'Is there a good source for Star Trek paper craft models? Google search is just awful now.', 'time': 1657241221, 'resto': 604682}, {'no': 605976, 'now': '07/09/22(Sat)09:25:02', 'name': 'Anonymous', 'com': '<a href=""#p605937"" class=""quotelink"">&gt;&gt;605937</a><br>https://papermau.blogspot.com/searc<wbr>h/label/Star%20Trek<br><br>https://ninjatoes.wordpress.com/cat<wbr>egory/star-trek/<br><br>https://tektonten.blogspot.com/sear<wbr>ch/label/Star%20Trek', 'time': 1657373102, 'resto': 604682}]",1664516984,0.0,0.0,
127,606279,,,07/23/22(Sat)03:07:55,Anonymous,Spider pattern,Does anybody have a cool spider pattern? Thanks,unnamed,.png,1400,1050,250,187,1658560075744572,1658560075,F0hNFwOc5kF1S8Mk12hauw==,1737002,0,,spider-pattern,7,6,2.0,2.0,"[{'no': 606296, 'now': '07/23/22(Sat)11:17:46', 'name': 'Anonymous', 'com': '<a href=""#p606294"" class=""quotelink"">&gt;&gt;606294</a>', 'filename': 'Animal Origami for the Enthusiast by John Montroll', 'ext': '.pdf', 'w': 1, 'h': 1, 'tn_w': 90, 'tn_h': 125, 'tim': 1658589466555559, 'time': 1658589466, 'md5': 'AfzClUVzFBFgQWMcquVFDw==', 'fsize': 6241541, 'resto': 606279}, {'no': 606521, 'now': '08/02/22(Tue)12:45:33', 'name': 'Anonymous', 'com': 'https://www.giladorigami.com/origam<wbr>i-database/Spider', 'time': 1659458733, 'resto': 606279}, {'no': 606530, 'now': '08/03/22(Wed)16:21:06', 'name': 'Anonymous', 'com': 'Grabbed from origami-pete&#039;s Flickr', 'filename': 'IMG_20220803_211927_068', 'ext': '.jpg', 'w': 480, 'h': 547, 'tn_w': 109, 'tn_h': 125, 'tim': 1659558066648476, 'time': 1659558066, 'md5': '9w/AmN//M71U+7w8T7rufg==', 'fsize': 82561, 'resto': 606279}, {'no': 606531, 'now': '08/03/22(Wed)16:23:12', 'name': 'Anonymous', 'com': 'The finished model', 'filename': '2022_08_03_21.15.39', 'ext': '.jpg', 'w': 480, 'h': 800, 'tn_w': 75, 'tn_h': 125, 'tim': 1659558192640677, 'time': 1659558192, 'md5': '5H43x1J1aG3XW55CqyhEyQ==', 'fsize': 170699, 'resto': 606279}, {'no': 606532, 'now': '08/03/22(Wed)16:25:19', 'name': 'Anonymous', 'com': 'Sorry posted uncropped version', 'filename': 'IMG_20220803_211941_556', 'ext': '.jpg', 'w': 480, 'h': 523, 'tn_w': 114, 'tn_h': 125, 'tim': 1659558319078502, 'time': 1659558319, 'md5': '1ZW85LLvQq3lWpjWxFXiDg==', 'fsize': 41386, 'resto': 606279}]",1664516923,0.0,0.0,
128,601784,,,01/21/22(Fri)02:59:33,Anonymous,Anyone here has a bugs in origami pdf or just the diagram for the tiger beetle?,I like tiger beetle,81cpmnFlY9L,.jpg,1851,2381,194,250,1642751973383,1642751973,j9hCAmdwnf/CmFddE5nKxA==,467156,0,,anyone-here-has-a-bugs-in-origami-pdf-or-just-the,14,8,9.0,5.0,"[{'no': 604508, 'now': '05/01/22(Sun)11:09:24', 'name': 'Anonymous', 'com': 'Step 15 is you take the white side of paper there should be a previous crease on the centre .You lift the bottom up and put it in position in step 16 .Note the mountain fold indication in step before .', 'time': 1651417764, 'resto': 601784}, {'no': 604510, 'now': '05/01/22(Sun)12:35:55', 'name': 'Anonymous', 'com': '5', 'filename': '2022_04_24_17.58.33', 'ext': '.jpg', 'w': 480, 'h': 800, 'tn_w': 75, 'tn_h': 125, 'tim': 1651422955945, 'time': 1651422955, 'md5': 'BBnPIUJTQtrGD3sAz1YznQ==', 'fsize': 130653, 'resto': 601784}, {'no': 604511, 'now': '05/01/22(Sun)12:39:16', 'name': 'Anonymous', 'com': 'Last one wrong way round', 'filename': '2022_04_24_17.58.31', 'ext': '.jpg', 'w': 480, 'h': 800, 'tn_w': 75, 'tn_h': 125, 'tim': 1651423156260, 'time': 1651423156, 'md5': 'jfmph212fwOaC1hzaBe32Q==', 'fsize': 154106, 'resto': 601784}, {'no': 604512, 'now': '05/01/22(Sun)12:41:02', 'name': 'Anonymous', 'com': 'That&#039;s the whole of the steps', 'filename': '2022_04_24_17.58.35', 'ext': '.jpg', 'w': 480, 'h': 800, 'tn_w': 75, 'tn_h': 125, 'tim': 1651423262260, 'time': 1651423262, 'md5': '/c/2LB69AdWL7k8aVp2jtg==', 'fsize': 136554, 'resto': 601784}, {'no': 607306, 'now': '09/03/22(Sat)17:49:40', 'name': 'Anonymous', 'com': 'Saved', 'time': 1662241780, 'resto': 601784}]",1664516801,0.0,0.0,
129,606711,,,08/15/22(Mon)16:29:15,Anonymous,,"I&#039;m completely new to origami, but I&#039;m trying really hard to make a bunny. I really wanna make one. I&#039;ve been watching this video on a traditional one <br>https://www.youtube.com/watch?v=Nxy<wbr>4BytOD90 <br><br>and I&#039;m really struggling with the squash-fold bit. I just don&#039;t understand it. I keep trying to watch the video over and over again, but I just don&#039;t get it.<br><br>http://www.origami-instructions.com<wbr>/origami-squash-fold.html#:~:text=W<wbr>hat%20is%20a%20squash%20fold,origam<wbr>i%20models%20on%20this%20site. In this example it makes total sense and I get it, but no matter how many times I watch the first video I linked, it just makes absolutely zero sense to me. How the fuck does this work? Someone please help me, I&#039;m trying really hard to get it but I just don&#039;t understand.",A genius of hard work,.gif,700,930,188,249,1660595355883001,1660595355,eY+gz/ZOSyExHeBTFhkNBA==,191173,0,,im-completely-new-to-origami-but-im-trying-really,2,0,,,"[{'no': 606720, 'now': '08/15/22(Mon)22:37:24', 'name': 'Anonymous', 'com': '<a href=""#p606711"" class=""quotelink"">&gt;&gt;606711</a><br>What about it are you having trouble with? Maybe try finding a friend IRL who can help you as I think having someone else in person might be your next best bet. I think the guides you show are good, however some learn best by seeing them done in person. Also making sure your folds are perfect, and running your fingers over each crease multiple times makes more complex folds easier. Hope this helps OP.', 'time': 1660617444, 'resto': 606711}, {'no': 606733, 'now': '08/16/22(Tue)13:00:37', 'name': 'Anonymous', 'com': '<a href=""#p606720"" class=""quotelink"">&gt;&gt;606720</a><br>Thank you, i&#039;m brand new. I just don&#039;t understand how that squash-fold works. I don&#039;t know how it&#039;s meant to bend inwards and if I bend the entire piece of paper or not the bit under it (If that makes sense, like the entire thing or just the little fold i&#039;m squash-folding). I think i&#039;d probably be able to do it really easily if I had someone to show me in person', 'time': 1660669237, 'resto': 606711}]",1664516680,0.0,0.0,
130,606751,,,08/17/22(Wed)11:55:01,Anonymous,Tiger 1,Does anyone happen to have a copy of this Tiger 1 papercraft from June&#039;s issue of Rekigun Japanese historical magazine? I was unable to order the issue at the time! :(,FR0rI21VIAIc8ni,.jpg,1000,718,250,179,1660751701322984,1660751701,6cbrxE+bT2neJUMmSGxkCQ==,386069,0,,tiger-1,7,1,2.0,0.0,"[{'no': 606771, 'now': '08/18/22(Thu)20:32:50', 'name': 'Anonymous', 'filename': '1660222215542686', 'ext': '.jpg', 'w': 1969, 'h': 1734, 'tn_w': 124, 'tn_h': 110, 'tim': 1660869170729939, 'time': 1660869170, 'md5': 'Z8uzNmpW+vA3hgsZiC0PTA==', 'fsize': 500877, 'resto': 606751}, {'no': 606779, 'now': '08/20/22(Sat)01:13:42', 'name': 'Anonymous', 'com': 'I have the stupid thing, but I can&#039;t find it in my archives.', 'time': 1660972422, 'resto': 606751}, {'no': 606787, 'now': '08/20/22(Sat)12:46:15', 'name': 'Anonymous', 'com': '<a href=""#p606758"" class=""quotelink"">&gt;&gt;606758</a><br><a href=""#p606771"" class=""quotelink"">&gt;&gt;606771</a><br>OK OK I&#039;m sorry, here you have it (plus one from GuP as a bonus for waiting, since you seem to be a fan)<br>https://files.catbox.moe/f5dlii.zip<wbr>', 'time': 1661013975, 'resto': 606751}, {'no': 606799, 'now': '08/20/22(Sat)20:03:02', 'name': 'Anonymous', 'com': '<a href=""#p606787"" class=""quotelink"">&gt;&gt;606787</a><br>Thank you so much', 'time': 1661040182, 'resto': 606751}, {'no': 606868, 'now': '08/22/22(Mon)12:10:38', 'name': 'Anonymous', 'com': '<a href=""#p606751"" class=""quotelink"">&gt;&gt;606751</a><br>It&#039;s a Tiger, not the same, but looks good<br>https://www.youtube.com/watch?v=3bi<wbr>qD_GaSpQ', 'time': 1661184638, 'resto': 606751}]",1664516559,0.0,0.0,
131,607092,,,09/02/22(Fri)04:26:21,ednargalip,el diablo no,anyone know what this is? <br><br>this is the only page on the pdf,w4h,.png,1920,1080,250,140,1662107181178418,1662107181,w31bmAoRuk9i9XBYMI93Zw==,79034,0,,el-diablo-no,1,0,,,"[{'no': 609323, 'now': '12/07/22(Wed)21:47:42', 'name': 'Anonymous', 'com': '<a href=""#p607092"" class=""quotelink"">&gt;&gt;607092</a><br>ya mutha', 'time': 1670467662, 'resto': 607092}]",1670467662,0.0,0.0,
132,604460,,,04/29/22(Fri)11:31:45,Anonymous,,https://www.youtube.com/watch?v=Hl5<wbr>BLMoplcI<br>https://www.youtube.com/watch?v=HJt<wbr>Vnw8FS3M<br>ive been thinking of making something like this<br>where could i find all parts blueprints or a good template?,HTB1OlmVLFXXXXacXVXXq6xXFXXXC,.jpg,800,800,250,250,1651246305360,1651246305,5/XC1vLdjfaA4IfU/dKSYQ==,163916,0,,ive-been-thinking-of-making-something-like-this,4,0,,,"[{'no': 604764, 'now': '05/16/22(Mon)15:37:05', 'name': 'Anonymous', 'com': '<a href=""#p604460"" class=""quotelink"">&gt;&gt;604460</a><br>Hoborginc on deviantart has some guns with internals, but no trunnion/barrel.', 'time': 1652729825, 'resto': 604460}, {'no': 604790, 'now': '05/17/22(Tue)16:10:03', 'name': 'Anonymous', 'com': '<a href=""#p604764"" class=""quotelink"">&gt;&gt;604764</a><br>op here<br>found some cad models online, some shit is coming along tho im still scared since some measurments dont align, parts dont work exactly as planned, this being my first time i undertake something this big', 'time': 1652818203, 'resto': 604460}, {'no': 606550, 'now': '08/04/22(Thu)17:06:21', 'name': 'Anonymous', 'com': '<a href=""#p604460"" class=""quotelink"">&gt;&gt;604460</a><br>that is bloody fucking impressive<br>and i tought the best looking papercraft gun was that old hellboy one with a rolling chamber', 'time': 1659647181, 'resto': 604460}, {'no': 606692, 'now': '08/14/22(Sun)04:15:53', 'name': 'Anonymous', 'com': '<a href=""#p606550"" class=""quotelink"">&gt;&gt;606550</a><br>too bad i cant find videos of it friting more than once, that would be fucking rad as fuck, but we&#039;ll see how mine turns out, will surely post results when atleast 80% of it is finished<br>(already have a somewhat wroking ejector, but the empty casings dont fly out in the correct direction, also the bolt doesnt slide straight, being somewhat tilted and causing issues with the bolt locking)', 'time': 1660464953, 'resto': 604460}]",1664516252,0.0,0.0,
133,603933,,,04/15/22(Fri)16:54:33,Anonymous,,Is my gf&#039;s work good? She&#039;s always looking to improve.,56,.jpg,1080,1350,200,250,1650056073772,1650056073,aWilMsOYJvBI7mcYZ77/sA==,84222,0,,is-my-gfs-work-good-shes-always-looking-to,16,1,11.0,1.0,"[{'no': 606321, 'now': '07/24/22(Sun)07:40:10', 'name': 'Anonymous', 'com': '<a href=""#p603933"" class=""quotelink"">&gt;&gt;603933</a><br>it&#039;s cool', 'time': 1658662810, 'resto': 603933}, {'no': 606337, 'now': '07/25/22(Mon)15:00:15', 'name': 'Anonymous', 'com': '<a href=""#p603933"" class=""quotelink"">&gt;&gt;603933</a><br>Mad cute.<br>I think maybe some of the edges are less-than-straight. Goggles seem a little off at the top of the window. The snorkel has that slightly misaligned feel too, check them with a straightedge. Is the glass meant to be at an angle that way? The citrus slice&#039;s segments would look really clean if they were all the same shape and size, but this is charming and organic. But the two segments on the left are a little too far left and down, see what I mean? The neck, I don&#039;t how how to improve, but the corrugated edges are a little troublesome. Maybe some kind of paper paste? I don&#039;t know about that one. A cheap little strap over the foot to hold the flipper in place would go a long way. I&#039;d say everything else is good.<br>Overall, if we were grading, I&#039;d give her a 96/100. :)<br>I can&#039;t speak for anyone else, but I&#039;d love to see more of her projects, if you(plural) are willing to share.', 'time': 1658775615, 'resto': 603933}, {'no': 606339, 'now': '07/25/22(Mon)16:50:33', 'name': 'Anonymous', 'com': 'Why do you post your gf on internet bro?', 'time': 1658782233, 'resto': 603933}, {'no': 606345, 'now': '07/26/22(Tue)04:42:13', 'name': 'Anonymous', 'com': '<a href=""#p606337"" class=""quotelink"">&gt;&gt;606337</a><br>you mean her vajayjayaling pics. Or are you that disgusting anon with the food-fetish, then you want the pic of her feet in any case. Great way to prosititute women online', 'time': 1658824933, 'resto': 603933}, {'no': 606354, 'now': '07/27/22(Wed)01:38:51', 'name': 'Anonymous', 'com': '<a href=""#p606345"" class=""quotelink"">&gt;&gt;606345</a><br>Man, can&#039;t a fag just fold paper and ask to see others&#039; work in peace?', 'time': 1658900331, 'resto': 603933}]",1664516047,0.0,0.0,
134,606379,,,07/29/22(Fri)17:25:45,Anonymous,&gt;60 unit modular balls,"hi<br><br>does anyone have any idea where i can find kusudamas that need more than 60 units?<br><br>something like in the image below, but more of it<br>thanks",unknown,.png,646,830,194,250,1659129945370483,1659129945,8GA5RHJVlGzOE5du+WZq3g==,722772,0,,60-unit-modular-balls,1,0,,,"[{'no': 606381, 'now': '07/29/22(Fri)19:52:55', 'name': 'Anonymous', 'com': '<a href=""#p606379"" class=""quotelink"">&gt;&gt;606379</a><br>Start here <a href=""/po/thread/587263#p587263"" class=""quotelink"">&gt;&gt;587263</a>', 'time': 1659138775, 'resto': 606379}]",1664515986,0.0,0.0,
135,605725,,,06/28/22(Tue)23:25:28,Anonymous,,"sup paperbros, how can i create my own papercraft/pepakura models?<br><br>thanks to po/ i could make a lot of crazy designs, thanks guys!",Monster hunter cat,.jpg,1201,1600,187,250,1656473128565,1656473128,Gt5uUGyYQHSKIOzvYc9g2w==,107056,0,,sup-paperbros-how-can-i-create-my-own,3,0,,,"[{'no': 605879, 'now': '07/05/22(Tue)19:50:53', 'name': 'Anonymous', 'com': 'The sticky says to use blender. I&#039;m sorry that&#039;s all I know', 'time': 1657065053, 'resto': 605725}, {'no': 605899, 'now': '07/06/22(Wed)09:34:34', 'name': 'Anonymous', 'com': 'Basically make a 3d model or find one of anything you want to make. Import into pepakura designer and unfold.', 'time': 1657114474, 'resto': 605725}, {'no': 607058, 'now': '08/31/22(Wed)11:33:30', 'name': 'ednargalip', 'com': 'not sure if this is what you want but I found this guide<br><br>https://ninjatoes.blogspot.com/sear<wbr>ch/label/How%20to%203D%20extract', 'time': 1661960010, 'resto': 605725}]",1664515865,0.0,0.0,
136,607834,,,09/19/22(Mon)14:07:45,Anonymous,"papercraft, flowers",,000,.jpg,1002,1920,130,250,1663610865129396,1663610865,yC4BwIL1fjpUMjZn10n9UA==,390793,0,,papercraft-flowers,4,0,,,"[{'no': 607945, 'now': '09/27/22(Tue)04:58:26', 'name': 'Anonymous', 'com': 'Paper flowers are the perfect gift to a girl you just met and want to get her phone. Learn them', 'time': 1664269106, 'resto': 607834}, {'no': 607946, 'now': '09/27/22(Tue)05:08:17', 'name': 'Anonymous', 'com': '<a href=""#p607945"" class=""quotelink"">&gt;&gt;607945</a><br><span class=""quote"">&gt;want to get her phone.</span><br>Why do you need her phone, don&#039;t you have one?', 'time': 1664269697, 'resto': 607834}, {'no': 607961, 'now': '09/28/22(Wed)06:07:45', 'name': 'Anonymous', 'com': '<a href=""#p607946"" class=""quotelink"">&gt;&gt;607946</a><br>secret dickpics yo', 'time': 1664359665, 'resto': 607834}, {'no': 607965, 'now': '09/28/22(Wed)15:30:56', 'name': 'Anonymous', 'com': '<a href=""#p607961"" class=""quotelink"">&gt;&gt;607961</a><br>&quot;Small&quot; subject.', 'time': 1664393456, 'resto': 607834}]",1664515705,0.0,0.0,
137,606903,,,08/24/22(Wed)20:16:11,Anonymous,,Post bug templates,EC0A1B62-2FC1-4809-A15F-128A2FA0D18B,.jpg,768,768,250,250,1661386571514877,1661386571,xOVkpq0frEOPq7eVw2ksow==,86331,0,,post-bug-templates,3,2,,,"[{'no': 606936, 'now': '08/25/22(Thu)19:35:52', 'name': 'ednargalip', 'com': 'I was thinking of doing a papercraft entomology board so please share away', 'filename': '62647c4878c62d079192e8fa61518b41', 'ext': '.jpg', 'w': 426, 'h': 640, 'tn_w': 83, 'tn_h': 125, 'tim': 1661470552864641, 'time': 1661470552, 'md5': 'Ap9pltCZO2NNRv55lsUQaA==', 'fsize': 54670, 'resto': 606903}, {'no': 606937, 'now': '08/25/22(Thu)19:37:19', 'name': 'ednargalip', 'filename': 'a641573987af43fbfc4e9567efcf3ffd', 'ext': '.jpg', 'w': 431, 'h': 640, 'tn_w': 84, 'tn_h': 125, 'tim': 1661470639859145, 'time': 1661470639, 'md5': 'G+nJEGXQG1NwTXGQl0GnxQ==', 'fsize': 63290, 'resto': 606903}, {'no': 607990, 'now': '09/29/22(Thu)05:31:28', 'name': 'Anonymous', 'com': '<a href=""#p606936"" class=""quotelink"">&gt;&gt;606936</a><br><a href=""#p606937"" class=""quotelink"">&gt;&gt;606937</a><br>Any chance these come in a higher resolution? 430x640 is small.', 'time': 1664443888, 'resto': 606903}]",1664515644,0.0,0.0,
