,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,filedeleted,trip
129,2504507,,,12/02/22(Fri)21:59:27,Anonymous,,"<span class=""quote"">&gt;go outside</span><br><span class=""quote"">&gt;nothing to do</span><br><br>what the fuck",1663914802096687,.jpg,750.0,748.0,250.0,249.0,1670036367457401.0,1670036367,u6AEczUj9R+Zk/a0GdgAsA==,62471.0,0,,go-outside,33,6,28.0,6.0,"[{'no': 2506231, 'now': '12/06/22(Tue)22:47:39', 'name': 'Anonymous', 'com': '<a href=""#p2504507"" class=""quotelink"">&gt;&gt;2504507</a><br>Take good quality sticks and lumber and build something out of them. Rustic furniture fetches high prices and all you need is a Hole saw and a few drill attachments. Sap is literally free glue', 'time': 1670384859, 'resto': 2504507}, {'no': 2506242, 'now': '12/06/22(Tue)23:27:11', 'name': 'Anonymous', 'com': '<a href=""#p2505093"" class=""quotelink"">&gt;&gt;2505093</a><br>Yes. I always forget the name of it, and then everytime someone tells me, I remember that that&#039;s the one, because it sounds unusual.', 'time': 1670387231, 'resto': 2504507}, {'no': 2506243, 'now': '12/06/22(Tue)23:31:55', 'name': 'Anonymous', 'com': 'I wonder how many of these threads /out/ can take from clueless zoomers before they inevitably become as hostile as the other, faster boards.', 'time': 1670387515, 'resto': 2504507}, {'no': 2506587, 'now': '12/08/22(Thu)00:27:19', 'name': 'Anonymous', 'com': '<a href=""#p2504523"" class=""quotelink"">&gt;&gt;2504523</a><br>that would leave traces of resin', 'time': 1670477239, 'resto': 2504507}, {'no': 2507122, 'now': '12/09/22(Fri)01:20:48', 'name': 'Anonymous', 'com': '<a href=""#p2505052"" class=""quotelink"">&gt;&gt;2505052</a><br>Yeahh. Got to come up with some other material for making one. Do any stores sell decent rubber for them?', 'time': 1670566848, 'resto': 2504507}]",1670566848,0.0,0.0,,
130,2504860,,,12/03/22(Sat)18:12:51,Anonymous,,Are combat boots ok for nature/world backpacking and casual use? I don&#039;t care for the military larp but I like the aesthetics very much so.,Belleville-Ultralight-Marine-Corps-Boots-1068x738,.jpg,1068.0,738.0,250.0,172.0,1670109171730446.0,1670109171,f+rsFtgI13MRgUnHtgN+9Q==,134810.0,0,,are-combat-boots-ok-for-natureworld-backpacking,64,7,59.0,6.0,"[{'no': 2507042, 'now': '12/08/22(Thu)23:25:43', 'name': 'Anonymous', 'com': '<a href=""#p2504860"" class=""quotelink"">&gt;&gt;2504860</a><br>I work in SOF so I have a lot of experience with boots from those compliant with uniform regulations to civilian hiking boots. Regulation boots aren&#039;t terrible for backpacking but there are better options. I would never wear regulation boots unless I had to. If you just like the coyote aesthetics I&#039;d go with something like <a href=""#p2504920"" class=""quotelink"">&gt;&gt;2504920</a> or <a href=""#p2505354"" class=""quotelink"">&gt;&gt;2505354</a> posted, both are solid and very common in the SOF community. If you really like the regulation boot look I&#039;d go with what <a href=""#p2504874"" class=""quotelink"">&gt;&gt;2504874</a> posted. I currently rotate between pic related and my Lowa Innoxes depending on what I&#039;m doing, although I wouldn&#039;t recommend the Innoxes for anything long distance.', 'filename': 'vasque-men-s-talus-trek-ultradry-hiking-boot-slate-brown-chili-pepper-9-m-us-mens-slate-brown-chili-pepper-c635-600', 'ext': '.jpg', 'w': 600, 'h': 383, 'tn_w': 125, 'tn_h': 79, 'tim': 1670559943521205, 'time': 1670559943, 'md5': 'xAK0l12sJeWNsbPNXs7GyQ==', 'fsize': 23578, 'resto': 2504860}, {'no': 2507047, 'now': '12/08/22(Thu)23:31:40', 'name': 'Anonymous', 'com': '<a href=""#p2507032"" class=""quotelink"">&gt;&gt;2507032</a><br>think anon means to sleep in the boots so you can dry both sock pairs', 'time': 1670560300, 'resto': 2504860}, {'no': 2507067, 'now': '12/08/22(Thu)23:58:05', 'name': 'Anonymous', 'com': '<a href=""#p2507018"" class=""quotelink"">&gt;&gt;2507018</a><br><span class=""quote"">&gt;The pathological liar said something mean about me</span><br>That&#039;s not how you apologize <br><a href=""#p2507042"" class=""quotelink"">&gt;&gt;2507042</a><br><span class=""quote"">&gt;SF not giving a shit about uniform regulations and wearing commercial hiking shoes</span><br>checks out<br>I got stuck with ODB team and a couple of ODA teams in the middle of nowhere and they dressed like something out of a mad max movie. Every now and then a seal team would come through and I&#039;m pretty sure they atleast pretended to mostly care about uniforms. The ClA fucks dressed like the locals.', 'time': 1670561885, 'resto': 2504860}, {'no': 2507078, 'now': '12/09/22(Fri)00:18:16', 'name': 'Anonymous', 'com': '<a href=""#p2507067"" class=""quotelink"">&gt;&gt;2507067</a><br>i&#039;m not a milfag but half the time when i see photos of american sf fags they&#039;re wearing some sort of recreational hiker boot. i think all or most sf guys in america get to wear whatever boots they want.', 'time': 1670563096, 'resto': 2504860}, {'no': 2507084, 'now': '12/09/22(Fri)00:24:52', 'name': 'Anonymous', 'com': 'Belleville, Belleville, Bellville.', 'time': 1670563492, 'resto': 2504860}]",1670563492,0.0,0.0,,
131,2506854,,,12/08/22(Thu)17:12:18,Anonymous,,Is it true the west is being bought by silicon valley and vc money?,shutterstock_1447510229-750x414,.jpg,750.0,414.0,250.0,138.0,1670537538823547.0,1670537538,TZZ/52NhzDmLk3UV1RElwQ==,82514.0,0,,is-it-true-the-west-is-being-bought-by-silicon,13,0,8.0,0.0,"[{'no': 2506926, 'now': '12/08/22(Thu)20:15:21', 'name': 'Anonymous', 'com': '<a href=""#p2506885"" class=""quotelink"">&gt;&gt;2506885</a><br>Foreign interests shouldn&#039;t be allowed to buy land in our country', 'time': 1670548521, 'resto': 2506854}, {'no': 2506934, 'now': '12/08/22(Thu)20:45:56', 'name': 'Anonymous', 'com': '<a href=""#p2506926"" class=""quotelink"">&gt;&gt;2506926</a><br>Last time I checked most Silicon Valley firms + venture capital funds are American businesses incorproated in America that pay American taxes.', 'time': 1670550356, 'resto': 2506854}, {'no': 2507027, 'now': '12/08/22(Thu)22:58:22', 'name': 'Anonymous', 'com': '<a href=""#p2506884"" class=""quotelink"">&gt;&gt;2506884</a><br>Mostly no. Big city boomers are buying massive ranches and turning it into retirement properties though--Montana, Wyoming and Eastern Washington specifically. Blackrock targets cities and urban sprawl. There is a microprocessor fab in Idaho (Eugene i think)which is 100% responsible for importing commies that are absolutely poisoning the state and the puget sound has all sorts of tech jobs that also import commies...they stay in their city hellscapes (they ruined Seattle) and the rest of the state hates them.', 'time': 1670558302, 'resto': 2506854}, {'no': 2507028, 'now': '12/08/22(Thu)22:59:23', 'name': 'Anonymous', 'com': '<a href=""#p2506934"" class=""quotelink"">&gt;&gt;2506934</a><br><span class=""quote"">&gt;big tech companies pay taxes </span><br>lol, no<br>they make their employees do that', 'time': 1670558363, 'resto': 2506854}, {'no': 2507061, 'now': '12/08/22(Thu)23:52:55', 'name': 'Anonymous', 'com': '<a href=""#p2506854"" class=""quotelink"">&gt;&gt;2506854</a><br>Montananon here, the answer is yes but the places they are ruining were already pretty shit like the Missoula/Bitterroot and Bozeman/Big Sky. The actual cool places are still too &quot;rural&quot; for most of them. You do see a few boomers buying multimillion dollar &quot;ranches&quot; in some good spots but it&#039;s either a serious larp that will get sold off when they die, or they are legit and grew up in MT or WY. The combination of ghetto meth trash and super rural with no (((amenities))) has been a major blessing.', 'time': 1670561575, 'resto': 2506854}]",1670561575,0.0,0.0,,
132,2502959,,,11/28/22(Mon)21:09:01,Anonymous,,What happens here,meinkampfekampground,.png,1263.0,823.0,250.0,162.0,1669687741151333.0,1669687741,EfWIog2Ie+u37NjCKKXImQ==,710280.0,0,,what-happens-here,12,1,7.0,1.0,"[{'no': 2504596, 'now': '12/03/22(Sat)06:06:35', 'name': 'Anonymous', 'com': '<a href=""#p2503020"" class=""quotelink"">&gt;&gt;2503020</a><br>Imagine this at night, the skeleton war, brothers.', 'time': 1670065595, 'resto': 2502959}, {'no': 2504630, 'now': '12/03/22(Sat)09:04:58', 'name': 'Anonymous', 'com': '<a href=""#p2502959"" class=""quotelink"">&gt;&gt;2502959</a><br>Some city bloke couldn&#039;t fall asleep on his 4 inch air mat because of the incline.', 'time': 1670076298, 'resto': 2502959}, {'no': 2504879, 'now': '12/03/22(Sat)18:44:45', 'name': 'Anonymous', 'com': '95 miles away? Maybe this spring.', 'time': 1670111085, 'resto': 2502959}, {'no': 2505003, 'now': '12/03/22(Sat)23:50:38', 'name': 'Anonymous', 'com': '<a href=""#p2502959"" class=""quotelink"">&gt;&gt;2502959</a><br>Camping. Pretty shitty camping by the look of it.', 'time': 1670129438, 'resto': 2502959}, {'no': 2507024, 'now': '12/08/22(Thu)22:57:31', 'name': 'Anonymous', 'com': '<a href=""#p2504630"" class=""quotelink"">&gt;&gt;2504630</a><br>Boots go down, head goes up. Problem solved.', 'time': 1670558251, 'resto': 2502959}]",1670558251,0.0,0.0,,
133,2501379,,,11/25/22(Fri)18:07:11,Kevin Van Dam,Fishing &amp; Tackle Thread,"#461-“Thankful for Fishin” Edition<br><br>Previous Thread:<br><span class=""deadlink"">&gt;&gt;2494804</span><br><br>janny pls…<br><br>Thinking about picking up a new hobby? Want to get a memecaster? Haven&#039;t mastered the Palomar knot? Click here! <br>http://www.pastebin.com/u/fishingan<wbr>dtackle<br>https://imgur.com/a/1Xw3N<br><br>New Bong Fishin Guide<br>https://pastebin.com/sDB5SQTq<br><br>First for best telescopic rod is the one you exchanged for a 3pc.<br><br>Talk about fishin",17D88FB7-A808-47DB-A906-4925EFC4136D,.jpg,1080.0,1241.0,217.0,250.0,1669417631972102.0,1669417631,RIbpEqlNmI1zD7g1ZIlJLA==,427609.0,0,,fishing-tackle-thread,311,73,306.0,72.0,"[{'no': 2506933, 'now': '12/08/22(Thu)20:41:54', 'name': 'Anonymous', 'com': '<a href=""#p2506683"" class=""quotelink"">&gt;&gt;2506683</a><br>1. Run the backing through your rod down to the reel<br>2. Hold spool on a pencil with feet/hands or recruit another person if you&#039;re a normie<br>3. Adjust appendages/partner pressure on the spool by more/less skin touching it<br>4. When you feel it&#039;s nice and tight, reel smoothly<br>5 (extra tips). Make sure to tie a good knot from backing to braid, and buy more braid than you think you&#039;ll need, either guestimate backing amounts with some quick maffs or buy/use a cheap and shitty reel to spool braid + backing on in reverse and the reel it onto the actual reel.<br><br>We&#039;ve all made a stinky by dropping the business end of a braid pile at some stage, don&#039;t get demotivated.<br><br><a href=""#p2506807"" class=""quotelink"">&gt;&gt;2506807</a><br>Tackle store employees are usually too retarded to even use the fucking autospooler machine near me. Baitcasters especially seem to really trip them.', 'filename': '1663527304361974', 'ext': '.jpg', 'w': 1440, 'h': 960, 'tn_w': 125, 'tn_h': 83, 'tim': 1670550114585868, 'time': 1670550114, 'md5': '6SJLLqW2U7QfBOpZ8jQnpQ==', 'fsize': 170564, 'resto': 2501379}, {'no': 2506966, 'now': '12/08/22(Thu)21:29:21', 'name': 'Anonymous', 'com': '<a href=""#p2506722"" class=""quotelink"">&gt;&gt;2506722</a><br>Who holds a phone like that? It&#039;s some sort of dillinger gun. Look at the rounded bottom in his lower paln', 'time': 1670552961, 'resto': 2501379}, {'no': 2506973, 'now': '12/08/22(Thu)21:43:14', 'name': 'Anonymous', 'com': '<a href=""#p2506933"" class=""quotelink"">&gt;&gt;2506933</a><br>Good guy Tom', 'time': 1670553794, 'resto': 2501379}, {'no': 2506976, 'now': '12/08/22(Thu)21:50:51', 'name': 'Anonymous', 'com': '<a href=""#p2506873"" class=""quotelink"">&gt;&gt;2506873</a><br>:thumbs-up:', 'time': 1670554251, 'resto': 2501379}, {'no': 2507152, 'now': '12/09/22(Fri)03:06:51', 'name': 'Kevin Van Dam', 'com': 'New bread, new sloot<br><br><a href=""/out/thread/2507151#p2507151"" class=""quotelink"">&gt;&gt;2507151</a><br><a href=""/out/thread/2507151#p2507151"" class=""quotelink"">&gt;&gt;2507151</a><br><a href=""/out/thread/2507151#p2507151"" class=""quotelink"">&gt;&gt;2507151</a><br><a href=""/out/thread/2507151#p2507151"" class=""quotelink"">&gt;&gt;2507151</a>', 'time': 1670573211, 'resto': 2501379, 'trip': '!ZNBx60Gj/k'}]",1670573211,1.0,0.0,,!ZNBx60Gj/k
134,2504263,,,12/02/22(Fri)09:54:18,Anonymous,,"<span class=""quote"">&gt;mogs sheep wool and alpaca fur</span>",THe-Muskox,.jpg,1137.0,852.0,250.0,187.0,1669992858661906.0,1669992858,/0QDGpHzTBTYzr77SNiThQ==,116970.0,0,,mogs-sheep-wool-and-alpaca-fur,13,4,8.0,3.0,"[{'no': 2505102, 'now': '12/04/22(Sun)06:19:51', 'name': 'Anonymous', 'com': '<a href=""#p2504263"" class=""quotelink"">&gt;&gt;2504263</a><br>why yes i do mog all of you wools.', 'filename': 'IMGP2123', 'ext': '.jpg', 'w': 3072, 'h': 2048, 'tn_w': 125, 'tn_h': 83, 'tim': 1670152791947587, 'time': 1670152791, 'md5': 'peQ6n4eZ0ZtHBdoYmXGWzQ==', 'fsize': 1471001, 'resto': 2504263}, {'no': 2506837, 'now': '12/08/22(Thu)16:03:08', 'name': 'Anonymous', 'com': '<a href=""#p2504263"" class=""quotelink"">&gt;&gt;2504263</a><br>Bumping this thread. Where tf can I get my hands on this wool and it not be 200$', 'time': 1670533388, 'resto': 2504263}, {'no': 2506946, 'now': '12/08/22(Thu)21:02:58', 'name': 'Anonymous', 'com': '<a href=""#p2504854"" class=""quotelink"">&gt;&gt;2504854</a><br>yes, bison down also mogs alpaca and wool. just can&#039;t make super thin garments out of it &amp; and only really available in america.', 'time': 1670551378, 'resto': 2504263}, {'no': 2506953, 'now': '12/08/22(Thu)21:10:39', 'name': 'Anonymous', 'com': '<a href=""#p2506837"" class=""quotelink"">&gt;&gt;2506837</a><br>you can&#039;t there&#039;s laws limiting how much can be harvested per year which jacks the price up.<br>and barely anyone keeps bison so its the same deal.<br>yak is a good budget option because they mass produce the textile in china but its not that similar to musk ox down.<br>i may be wrong about these, just my impressions owning and using these textiles long term, maybe a /sci/fag can correct me on anything i&#039;m off on:<br>musk ox is the warmest and softest of them but not the most durable.<br>bison&#039;s the second warmest, most durable, and has the best anti-moisture properties of the bunch.<br>yak&#039;s the third warmest and most mass produced alternative.<br>merino&#039;s mass produced and the fibers are strong enough to make durable thin garments out of.', 'time': 1670551839, 'resto': 2504263}, {'no': 2506956, 'now': '12/08/22(Thu)21:12:07', 'name': 'Anonymous', 'com': 'by warmest i mean by a lot too.<br>per weight, musk ox is like 800% warmer than merino while yak and bison are like 50% warmer.<br>musk ox is kind of cashmere-y and fragile like alpaca.', 'time': 1670551927, 'resto': 2504263}]",1670551927,0.0,0.0,,
135,2503222,,,11/29/22(Tue)16:59:03,Anonymous,,How hard is it to sail a boat? I&#039;m buying a Catalina and know shit about them,catalina30,.jpg,2048.0,1536.0,250.0,187.0,1669759143833888.0,1669759143,4qN6xn5UnNrQYbkFuBzt6A==,325222.0,0,,how-hard-is-it-to-sail-a-boat-im-buying-a,39,5,34.0,4.0,"[{'no': 2505923, 'now': '12/05/22(Mon)23:41:36', 'name': 'Anonymous', 'com': '<a href=""#p2505917"" class=""quotelink"">&gt;&gt;2505917</a><br>Yes it could, provided the captain and first mate are the family.<br><br>But honestly it depends on your expectations. My brother has a 30 foot boat that has births for 6 people. That&#039;s 4 in the V birth and 2 in the kitchen. But those 4 better be really good friends.', 'time': 1670301696, 'resto': 2503222}, {'no': 2505940, 'now': '12/06/22(Tue)00:06:49', 'name': 'Anonymous', 'com': '<a href=""#p2505923"" class=""quotelink"">&gt;&gt;2505923</a><br><br>2 adults/1 kid for the long duration trips<br>4 adults/2 kids for an overnight/long weekend<br>6 adults for a day sail', 'filename': 'sailin', 'ext': '.gif', 'w': 500, 'h': 281, 'tn_w': 125, 'tn_h': 70, 'tim': 1670303209506357, 'time': 1670303209, 'md5': 'vFXKVxKcTpkQSj0TzdHNbA==', 'fsize': 510843, 'resto': 2503222}, {'no': 2505947, 'now': '12/06/22(Tue)00:36:53', 'name': 'Anonymous', 'com': '<a href=""/out/thread/2476498#p2476498"" class=""quotelink"">&gt;&gt;2476498</a><br>Check out my thread. I was in the same position as you and decided to not purchase it. Sailing is easy and fun, but probably not worth the time and effort to maintain one.', 'time': 1670305013, 'resto': 2503222}, {'no': 2506170, 'now': '12/06/22(Tue)19:06:33', 'name': 'Anonymous', 'com': '<a href=""#p2505940"" class=""quotelink"">&gt;&gt;2505940</a><br>Yes.<br><br>That said, we were out for a day and the cockpit was starting to feel cramped with 4 adults. But it&#039;s an old boat and I&#039;m guessing something more recent would be comfier.', 'time': 1670371593, 'resto': 2503222}, {'no': 2506943, 'now': '12/08/22(Thu)20:59:33', 'name': 'Anonymous', 'com': '<a href=""#p2505947"" class=""quotelink"">&gt;&gt;2505947</a><br>I figure something towable helps keep it out of trouble.', 'time': 1670551173, 'resto': 2503222}]",1670551173,0.0,0.0,,
136,2506772,,,12/08/22(Thu)13:20:12,Anonymous,,What&#039;s a good crossbow for Hunting that&#039;s not overly expensive? I was looking into getting one for hunting on a farm. Wasn&#039;t sure if this post belonged on this board or /K/,Screenshot 2022-12-08 131813,.png,462.0,265.0,250.0,143.0,1670523612863626.0,1670523612,0i5x6eSqv/1lImHbWtSw/w==,97622.0,0,,whats-a-good-crossbow-for-hunting-thats-not,3,1,,,"[{'no': 2506797, 'now': '12/08/22(Thu)14:38:35', 'name': 'Anonymous', 'com': '<a href=""#p2506772"" class=""quotelink"">&gt;&gt;2506772</a><br><span class=""quote"">&gt;this thread again</span>', 'filename': '1669614895360', 'ext': '.png', 'w': 1117, 'h': 511, 'tn_w': 125, 'tn_h': 57, 'tim': 1670528315986279, 'time': 1670528315, 'md5': 'zObpi/P2LA4AAaZmhZbOnA==', 'fsize': 130690, 'resto': 2506772}, {'no': 2506829, 'now': '12/08/22(Thu)15:52:12', 'name': 'Anonymous', 'com': '<a href=""#p2506772"" class=""quotelink"">&gt;&gt;2506772</a><br>Not legal unless you&#039;re disabled in a lot of states. Better do some research', 'time': 1670532732, 'resto': 2506772}, {'no': 2506912, 'now': '12/08/22(Thu)19:45:21', 'name': 'Anonymous', 'com': '<a href=""#p2506797"" class=""quotelink"">&gt;&gt;2506797</a><br> I didn&#039;t see that thread. Thanks though.', 'time': 1670546721, 'resto': 2506772}]",1670546721,0.0,0.0,,
137,2506695,,,12/08/22(Thu)10:09:33,Anonymous,Group Hike Experiences,"Hi anons! Long time no see! <br><br>I need your help. <br><br>I decided that 4chan would be the best place for me to ask because you&#039;re all so Chadly and charming and personable. Kind of. <br><br>Anyway I recently joined a local hiking group on Meetup.com with the hopes of making some irl friends and maybe a gf that I can go do stuff with so I&#039;m not so alone all the time. I normally don&#039;t bother hiking locally much because it&#039;s all basic bitch shit compared to the east and west and overseas and pretty much anywhere really. I would be more willing to if I had someone to talk to besides myself. Normally it&#039;s rather boring and basic like I said earlier. <br><br>I consider myself to be an expert level hiker with extensive experience including solo backpacking trips, a weeklong portage in the Boundary Waters, and some high altitude mountaineering including several Colorado 14ers and guided high altitude expeditions. On the downside, my social skills aren&#039;t the very best in the world. I&#039;m shy. When I do talk, people find me a little off-putting and weird I guess. I can tell by their reactions sometimes. I have a little better luck talking to people in the outdoors because of common interests and that is why I consider Meetup.com type meetups to be my best chance to find friendship and maybe love. <br><br>So I want to make some friends but am afraid of looking like a total cringelord and driving everyone away from the group. Based on the information above what are my chances of success? Also post your own group hike experiences if you have them. Greentexts are welcome. <br><br>Thank you for reading and maybe I&#039;ll see you in the great outdoors!",group_hike_photo,.png,1442.0,710.0,250.0,123.0,1670512173080136.0,1670512173,c3dvADEhx8VpIizVPQf55A==,600729.0,0,,group-hike-experiences,2,0,,,"[{'no': 2506701, 'now': '12/08/22(Thu)10:33:16', 'name': 'Anonymous', 'com': '<a href=""#p2506695"" class=""quotelink"">&gt;&gt;2506695</a><br><span class=""quote"">&gt;Based on the information above what are my chances of success?</span><br>I went on one group outing and I didn&#039;t like it. You&#039;re just stuck with these people for the duration of the hike. Idk what your area is like, but when I lived in socal we had hikes I would consider fitness hikes. They aren&#039;t remote and they&#039;re usually packed all the time. Like this place Peter&#039;s canyon. It&#039;s like a 7 mile loop in suburbia. There were always women there to talk to. Then there was bridge to nowhere. You&#039;d be able to talk to chicks hiking in thongs to the pool at the end of the trail. Hikes like that were the best to meet people.', 'time': 1670513596, 'resto': 2506695}, {'no': 2506773, 'now': '12/08/22(Thu)13:22:14', 'name': 'Anonymous', 'com': '<a href=""#p2506695"" class=""quotelink"">&gt;&gt;2506695</a><br><span class=""quote"">&gt;I don’t do local hikes because they’re boring</span><br><span class=""quote"">&gt;I guess not do destination trips</span><br>I don’t believe you. <br><br>Anyway, MeetUp is vey dependent on your local area. If hiking and outdoor recreation aren’t very popular, don’t expect a lot of single girls in the group. Younger girls follow trends; if you’re in the PNW or something, and there’s a sort of outdoor culture, then girls will join. It’s mostly people in their 30’s or older either way.<br><br>I ran a hiking meetup group for a few years. We stuck to easier, more accessible stuff, mostly just one or two nights.', 'time': 1670523734, 'resto': 2506695}]",1670523734,0.0,0.0,,
138,2502815,,,11/28/22(Mon)14:19:22,Anonymous,Why do people like kukris so much?,"I bought myself a kukri a year or so ago, used it extensively as a camp duty tool. It really seems like a neat idea in theory but in practice it just doesn&#039;t work for me no matter how hard I try. It&#039;s too cumbersome to be a good replacement for a knife, it&#039;s too light to be a good replacement for a hatchet. It&#039;s also a pain in the ass to take care of due to the fact that it has a recurve shape. The only scenario where it&#039;s actually reasonable to use it is clearing slightly thick branches or really thick weeds where a regular machete doesn&#039;t have enough weight to cut through. I can&#039;t count how many times I found myself wishing I packed proper tools instead. Why are people so obsessed about these things? Have I fallen for a meme?",1669663090589,.jpg,840.0,855.0,245.0,250.0,1669663162861604.0,1669663162,8NxFRV+fkBCnXyXUL63Mxw==,244861.0,0,,why-do-people-like-kukris-so-much,24,7,19.0,6.0,"[{'no': 2504494, 'now': '12/02/22(Fri)21:10:51', 'name': 'Anonymous', 'com': '<a href=""#p2502815"" class=""quotelink"">&gt;&gt;2502815</a><br>Because its just a brush clearing tool.<br>You might batton some wood with it but its really just for cutting your way through jungle and the jappaniese troops in it.', 'time': 1670033451, 'resto': 2502815}, {'no': 2504638, 'now': '12/03/22(Sat)09:47:54', 'name': 'Anonymous', 'com': 'Far from it. I improved it and made it shaving sharp.<br><br>One thing i will say they do very well is when using the tight curve neat the handle, they make great feather sticks.', 'filename': '20220408_153810 (1)', 'ext': '.webm', 'w': 1080, 'h': 1920, 'tn_w': 70, 'tn_h': 125, 'tim': 1670078874633202, 'time': 1670078874, 'md5': '5mCkYQ0ZOwdGXLqSf4k09Q==', 'fsize': 1565725, 'resto': 2502815}, {'no': 2504817, 'now': '12/03/22(Sat)16:37:53', 'name': 'Anonymous', 'com': '<a href=""#p2502815"" class=""quotelink"">&gt;&gt;2502815</a><br>TF2', 'time': 1670103473, 'resto': 2502815}, {'no': 2505133, 'now': '12/04/22(Sun)08:04:05', 'name': 'Anonymous', 'com': 'I have CS Ghurka Kukri plus for years an it works just fine. Bk9 is great byt i would like it to be 1 mm thicker. Condor is fine. Ontario kukri as well. If it doesn&#039;t have convex grind use a fine file to sharpen or some sort of instant sharpener like lansky Blademedic Sharpener. Just be very careful and diligent with it because it will fuck up you edge if improperly used.', 'time': 1670159045, 'resto': 2502815}, {'no': 2506755, 'now': '12/08/22(Thu)12:40:17', 'name': 'Anonymous', 'com': '<a href=""#p2502815"" class=""quotelink"">&gt;&gt;2502815</a><br>Kukris are weapons, not bushcrafting knoifes.', 'time': 1670521217, 'resto': 2502815}]",1670521217,0.0,0.0,,
139,2503657,,,11/30/22(Wed)17:22:45,Anonymous,Knife Containment Thread,"Sell me a neck knife. Morakniv wants $30 for an eldris, is there anything better for about the same price or anything just as good cheaper?<br>Also, a Morakniv classic with a custom keather or kydex sheath is about $70. Any knife in a similar style that&#039;s better for the price? i need something no longer than 3&quot; for local legal reasons that&#039;s good as an all-arounder knife but can be choked down on for finer work.",1650825583967,.jpg,525.0,350.0,250.0,166.0,1669846965978280.0,1669846965,hgb9yJHWaQJj3IfCbOIb6g==,34816.0,0,,knife-containment-thread,38,10,33.0,9.0,"[{'no': 2505417, 'now': '12/04/22(Sun)20:07:35', 'name': 'Anonymous', 'com': '<a href=""#p2505196"" class=""quotelink"">&gt;&gt;2505196</a><br>I really want to like my k55k, but that thing came so fucking dull it was unreal. I know how sharp it is out of the box isn&#039;t entirely indicative of the quality, as I&#039;ve had cheap chinkshit shave my arm right out of the packaging, but it dampers my view of it when I havbe to spend 5 minutes getting it to a usable edge', 'filename': '20221026_101401', 'ext': '.jpg', 'w': 4160, 'h': 2340, 'tn_w': 125, 'tn_h': 70, 'tim': 1670202455084433, 'time': 1670202455, 'md5': 'v1Fjw7IxvwVjhDfqexB9xQ==', 'fsize': 3848346, 'resto': 2503657}, {'no': 2505456, 'now': '12/04/22(Sun)22:18:15', 'name': 'Anonymous', 'com': 'What are /out/s thoughts on the Becker BK-9?', 'time': 1670210295, 'resto': 2503657}, {'no': 2505460, 'now': '12/04/22(Sun)22:29:05', 'name': 'Anonymous', 'com': '<a href=""#p2505456"" class=""quotelink"">&gt;&gt;2505456</a><br>I love mine, but I&#039;m more of a fan of the BK 7.', 'time': 1670210945, 'resto': 2503657}, {'no': 2506600, 'now': '12/08/22(Thu)01:48:26', 'name': 'Anonymous', 'com': 'Does anyone have the Civivi elementum or the Bestech swordfish? I’m trying to decide between the two.', 'time': 1670482106, 'resto': 2503657}, {'no': 2506752, 'now': '12/08/22(Thu)12:36:55', 'name': 'Anonymous', 'com': '<a href=""#p2503953"" class=""quotelink"">&gt;&gt;2503953</a><br><span class=""quote"">&gt;&gt;mora</span><br><span class=""quote"">&gt;meme knifes americans think as superior just because they are from europe where they are commonly thought as trash and one-use throwaway knifes</span><br>Hi, Yuro here and you&#039;re full of shit. Moras aren&#039;t expensive so I feel less bad beating the crap out of them, but they&#039;re still benchmade with decent steel and hold up perfectly to anything you should be doing with a knoife in bushcrafting. Nobody thinks they&#039;re &quot;superior&quot;, we just think they&#039;re good value for money - unlike the idiots who pay $300 for a knife and never dare to use it', 'time': 1670521015, 'resto': 2503657}]",1670521015,0.0,0.0,,
