,no,sticky,closed,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,id,capcode,semantic_url,replies,images,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images,last_replies,sub,trip
115,31746573,,,12/07/22(Wed)11:15:02,Anonymous,"Hello yall, I&#039;m bored and horny, wanna say lewd things to me? It will help me get off",20220826_160057,.jpg,4000,3000,250,187,1670429702987412,1670429702,ZGKlSsENZe0NEe053dQFjA==,1824701,0,T7eMnOgI,,hello-yall-im-bored-and-horny-wanna-say-lewd,38,8,1670705671,0.0,0.0,33.0,8.0,"[{'no': 31748737, 'now': '12/08/22(Thu)10:36:51', 'name': 'Anonymous', 'com': '<a href=""#p31748153"" class=""quotelink"">&gt;&gt;31748153</a><br>I thought it was a cute pose', 'time': 1670513811, 'resto': 31746573, 'id': 'T7eMnOgI'}, {'no': 31749961, 'now': '12/08/22(Thu)22:54:07', 'name': 'Anonymous', 'com': '<a href=""#p31746686"" class=""quotelink"">&gt;&gt;31746686</a><br>needs bred from behind, fingers in mouth and lewd noises.', 'time': 1670558047, 'resto': 31746573, 'id': '0O8RLZau'}, {'no': 31752168, 'now': '12/10/22(Sat)00:42:30', 'name': 'Anonymous', 'com': '<a href=""#p31746573"" class=""quotelink"">&gt;&gt;31746573</a><br>This is actually my favorite pic of this thread, the b/w ringer t-shirt matches the striped thigh highs so well. Even the mask matches!', 'time': 1670650950, 'resto': 31746573, 'id': '/pJR6+AX'}, {'no': 31753447, 'now': '12/10/22(Sat)13:25:52', 'name': 'Anonymous', 'com': '<a href=""#p31752168"" class=""quotelink"">&gt;&gt;31752168</a><br>Cool! Thanks', 'time': 1670696752, 'resto': 31746573, 'id': 'ZxrVf6mh'}, {'no': 31753697, 'now': '12/10/22(Sat)15:54:31', 'name': 'Anonymous', 'com': '<a href=""#p31748737"" class=""quotelink"">&gt;&gt;31748737</a><br>You&#039;re really sexy OP, it&#039;s a shame you&#039;re not willing to post these anywhere else. I would gladly clap your cheeks first chance I got.', 'time': 1670705671, 'resto': 31746573, 'id': 'JCqL9ZCy'}]",,
116,31710867,,,11/21/22(Mon)22:26:26,Anonymous,"<span class=""quote"">&gt;ASL</span><br><span class=""quote"">&gt;about</span><br><span class=""quote"">&gt;looking for</span><br><span class=""quote"">&gt;not looking for</span><br><span class=""quote"">&gt;tag</span>",BlackSun.svg,.png,800,800,250,250,1669087586616999,1669087586,p1C1hedPaECYLJM+mBTV8Q==,38442,0,p+kzoKRw,,traditionalist-dating-thread,182,41,1670704923,0.0,0.0,177.0,41.0,"[{'no': 31751776, 'now': '12/09/22(Fri)20:25:44', 'name': 'Anonymous', 'com': 'Looking for:<br><span class=""quote"">&gt;22+/bio F/US</span><br><span class=""quote"">&gt;thin, natural/casual style</span><br><span class=""quote"">&gt;caring/loyal/supportive</span><br><span class=""quote"">&gt;fine with staying in a bit, won&#039;t get stir crazy if we&#039;re not active all the time</span><br><span class=""quote"">&gt;quiet or talkative, both are equally fine</span><br><span class=""quote"">&gt;at least somewhat intellectually curious</span><br><span class=""quote"">&gt;affectionate, at least average libido</span><br><span class=""quote"">&gt;insecurites/issues okay, but don&#039;t be suicidal</span><br><span class=""quote"">&gt;open to serious LTR (LDR okay)</span><br><br>Me:<br><span class=""quote"">&gt;30s M US</span><br><span class=""quote"">&gt;6&#039;3, thin, blue eyes</span><br><span class=""quote"">&gt;empathic/loyal/honest</span><br><span class=""quote"">&gt;educated, wide general knowledge base</span><br><span class=""quote"">&gt;very communicative and attentive</span><br><span class=""quote"">&gt;reading fiction lit, some manga</span><br><span class=""quote"">&gt;lived overseas, speak a second language (jp)</span><br><span class=""quote"">&gt;grew up on RPGs, but only really raid in FFXIV now</span><br><span class=""quote"">&gt;struggle with OCD</span><br><br>Contact: Astraeus#3781', 'time': 1670635544, 'resto': 31710867, 'id': '2TbVHGUQ'}, {'no': 31751802, 'now': '12/09/22(Fri)20:44:49', 'name': 'Anonymous', 'com': '<a href=""#p31751776"" class=""quotelink"">&gt;&gt;31751776</a><br>Ignore post, my dumb ass didn&#039;t recognize the symbol to realize this was a racist rather than normal dating thread.', 'time': 1670636689, 'resto': 31710867, 'id': '2TbVHGUQ'}, {'no': 31752861, 'now': '12/10/22(Sat)07:08:05', 'name': 'Anonymous', 'com': '<a href=""#p31710867"" class=""quotelink"">&gt;&gt;31710867</a><br><span class=""quote"">&gt;ASL</span><br>28 M gay Midwest national socialist<br><span class=""quote"">&gt;about</span><br>180cm, 75.3 kg, 12.2% bf, vegan<br><span class=""quote"">&gt;interests</span><br>Weightlifting, writing music and scripts, listening to trance music, microbiology, mycology (nonpsychedelic), and genetics, coding, digital art (Blender/DAZ/Gimp), playing the piano and cello, reading science fiction, cryptocurrencies, Esoteric Hitlerism, old movies, history/politics, linguistics, advanced math<br><span class=""quote"">&gt;looking for</span><br>Buff, racist suds<br><span class=""quote"">&gt;not looking for</span><br>women, sjw&#039;s<br><span class=""quote"">&gt;tag</span><br>FederalSafe987#5106', 'time': 1670674085, 'resto': 31710867, 'id': 'e9wtSOp2'}, {'no': 31753535, 'now': '12/10/22(Sat)14:10:33', 'name': 'Anonymous', 'com': '<a href=""#p31732545"" class=""quotelink"">&gt;&gt;31732545</a><br>Going to translate this for you lads.<br><span class=""quote"">&gt;Brainwashed by my dad about race and gender roles.</span><br>I&#039;m going to be an annoying cunt and complain when you don&#039;t do laundry or clean but I also will never shovel snow, cut grass, take out trash, or repair the home.<br><span class=""quote"">&gt;My body count is 2.</span><br>My body count is either 10-15x higher than this, or it really is 2 because I&#039;m so insufferable that no one can stand being around me long enough to have sex.<br><span class=""quote"">&gt;Currently a hardcore leftie</span><br>I&#039;m lazy and want others to provide for me without providing anything of value in return for them<br><span class=""quote"">&gt;I dislike people/society</span><br>Because they won&#039;t provide for me<br><span class=""quote"">&gt;want to live in a remote village with a man who&#039;s 10-20 years older than me.</span><br>I don&#039;t want to be judged for exploiting a guy for resources<br><span class=""quote"">&gt;I hate guys that expect women to be subservient, but I inherently love serving and nurturing.</span><br>I hate doing things for others and will constantly nag and make demands<br><span class=""quote"">&gt;I love cooking and cleaning</span><br>I hate cooking and cleaning<br><span class=""quote"">&gt;I&#039;m a forgiving person</span><br>I will constantly gaslight and hold things against you forever.<br><span class=""quote"">&gt;Just don&#039;t impose it like some sort of narcissist.</span><br>I will never do anything nice for you without expecting to be compensated <br><span class=""quote"">&gt;Grew up in the countryside, currently live in a village and have a garden, I have some experience foraging, farming and taking care of animals. I find it very fulfilling. I&#039;m unsure if I want children</span><br>I hate my family and want to get away from them<br><span class=""quote"">&gt;if he wants them, that&#039;s okay with me.</span><br>I will use them as leverage against you<br><span class=""quote"">&gt;Also not keen on marriage, just because it can be unfair for the man</span><br>Look guys, pick me!<br><span class=""quote"">&gt;&gt;looking for</span><br><span class=""quote"">&gt;An egalitarian that hates society and wants to live in the jungle.</span><br>Egalitarian enough to support me and put up with my complete lack of contribution to the household<br><span class=""quote"">&gt;Isn&#039;t a racist. Doesn&#039;t believe in God. Doesn&#039;t have a problem with gays. Hates consumerism.</span><br>Im going to force out kids to be trannies for social media attention.', 'time': 1670699433, 'resto': 31710867, 'id': 'UCcnkM3r'}, {'no': 31753679, 'now': '12/10/22(Sat)15:42:03', 'name': 'Anonymous', 'com': '<a href=""#p31753535"" class=""quotelink"">&gt;&gt;31753535</a><br><span class=""quote"">&gt;&gt;I love cooking and cleaning</span><br><span class=""quote"">&gt;I hate cooking and cleaning</span><br><br>Kek', 'time': 1670704923, 'resto': 31710867, 'id': '/bhRn2BP'}]",Traditionalist dating thread,
117,31733534,,,12/01/22(Thu)18:42:59,Anonymous,"Use for hooking up or for just finding people nearby. Start with ASL then say what you’re looking for, where you are, willingness to drive, etc.<br><br>Make sure to post contact info like Kik, discord, etc.<br><br>Previous: <a href=""/soc/thread/31557487#p31557487"" class=""quotelink"">&gt;&gt;31557487</a>",Washington,.png,532,387,250,181,1669938179832783,1669938179,wIvWNCuHEtRljVRdR5BUTQ==,48977,0,+esUPEn6,,washington-state-thread,80,22,1670729080,0.0,0.0,75.0,21.0,"[{'no': 31752380, 'now': '12/10/22(Sat)02:20:11', 'name': 'Anonymous', 'com': '<a href=""#p31752204"" class=""quotelink"">&gt;&gt;31752204</a><br>sir, please calm down', 'filename': '93CF02BB-3E92-4F0E-AD59-2A7CD41E4DA1', 'ext': '.png', 'w': 759, 'h': 720, 'tn_w': 125, 'tn_h': 118, 'tim': 1670656811009868, 'time': 1670656811, 'md5': 'YueyU1c0ATWA5LPJs32V8A==', 'fsize': 986703, 'resto': 31733534, 'id': 'e9DaUDEj'}, {'no': 31752697, 'now': '12/10/22(Sat)04:52:01', 'name': 'Anonymous', 'com': '<a href=""#p31751151"" class=""quotelink"">&gt;&gt;31751151</a><br>What do you do now? I&#039;m in a somewhat similar situation and am exploring options in the area.', 'time': 1670665921, 'resto': 31733534, 'id': 'qSz/uhvv'}, {'no': 31753407, 'now': '12/10/22(Sat)13:00:01', 'name': 'Anonymous', 'com': '<a href=""#p31752697"" class=""quotelink"">&gt;&gt;31752697</a><br>I do IT software work from home now. I could pretty much live anywhere, but I choose to stay here just to piss off this guy <a href=""#p31751847"" class=""quotelink"">&gt;&gt;31751847</a>', 'time': 1670695201, 'resto': 31733534, 'id': '+esUPEn6'}, {'no': 31753610, 'now': '12/10/22(Sat)14:55:51', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;tfw no one wants my ass</span>', 'time': 1670702151, 'resto': 31733534, 'id': '4Btz7EVu'}, {'no': 31754471, 'now': '12/10/22(Sat)22:24:40', 'name': 'Anonymous', 'com': '<a href=""#p31753610"" class=""quotelink"">&gt;&gt;31753610</a><br>You could at least shave, bro.', 'time': 1670729080, 'resto': 31733534, 'id': 'SUf2y0Nx'}]",Washington State Thread,
118,31753595,,,12/10/22(Sat)14:47:08,Anonymous,"Hey anons I&#039;m in the middle of Rockwell for a ONS with anyone but no one is here lul, I just needed to vent. I mean I&#039;m only here for like 20 mins",IMG_20221210_140417527,.jpg,3072,4096,187,250,1670701628797098,1670701628,YB34l/dxrMdFxIFiwseUPA==,3975134,0,w3G7ZmJ4,,hey-anons-im-in-the-middle-of-rockwell-for-a-ons,0,0,1670701628,0.0,0.0,,,,,
119,31752897,,,12/10/22(Sat)07:27:38,Anonymous,What&#039;s up soc.,20221209_090617,.jpg,4000,3000,250,187,1670675258657686,1670675258,xlGV0HLJos71e3IzvHXX5g==,3244089,0,jhEiyP7V,,whats-up-soc,49,4,1670700536,0.0,0.0,44.0,4.0,"[{'no': 31753189, 'now': '12/10/22(Sat)10:53:40', 'name': 'Anonymous', 'com': '<a href=""#p31752897"" class=""quotelink"">&gt;&gt;31752897</a><br>What up, Kitty!<br><a href=""#p31753026"" class=""quotelink"">&gt;&gt;31753026</a><br>You need to show off your asshole more, like all cats do<br><a href=""#p31753045"" class=""quotelink"">&gt;&gt;31753045</a><br>And this needs more vids if possible too. Good to see you&#039;re still about &lt;3', 'time': 1670687620, 'resto': 31752897, 'id': 'xFb9zd5q'}, {'no': 31753229, 'now': '12/10/22(Sat)11:08:22', 'name': 'Anonymous', 'com': '<a href=""#p31753125"" class=""quotelink"">&gt;&gt;31753125</a><br>What position do you most want to see him fuck her in?<br><br>Where would you be in relation to them?', 'time': 1670688502, 'resto': 31752897, 'id': 'WkpQvf8p'}, {'no': 31753512, 'now': '12/10/22(Sat)13:53:20', 'name': 'Anonymous', 'com': '<a href=""#p31753229"" class=""quotelink"">&gt;&gt;31753229</a><br>Do you want a fucking diagram or what? lmao', 'time': 1670698400, 'resto': 31752897, 'id': 'JMRibrMR'}, {'no': 31753530, 'now': '12/10/22(Sat)14:06:28', 'name': 'Anonymous', 'com': '<a href=""#p31753512"" class=""quotelink"">&gt;&gt;31753512</a><br>Now that you&#039;ve suggested it, I demand it!', 'time': 1670699188, 'resto': 31752897, 'id': 'WkpQvf8p'}, {'no': 31753573, 'now': '12/10/22(Sat)14:28:56', 'name': 'Anonymous', 'com': '<a href=""#p31753125"" class=""quotelink"">&gt;&gt;31753125</a><br>hey would you be down to cuck me and let me watch you and your husband', 'time': 1670700536, 'resto': 31752897, 'id': 'pwx6/ecT'}]",,
120,31753515,,,12/10/22(Sat)13:55:47,Anonymous,Any Hamudis up for some PlayStation-Café sessions in Hurghada/Egypt? <br>Up for anything but soccer. + No gays/girls that&#039;s haram.,url(3),.jpg,404,316,250,195,1670698547775873,1670698547,OJNOcY3rnYNy6mI+1/bGFA==,37924,0,XojzPuXY,,any-hamudis-up-for-some-playstationcaf-sessions,0,0,1670698547,0.0,0.0,,,,,
121,31753503,,,12/10/22(Sat)13:50:59,Anonymous,"If you’re looking for purely sex, please use the other threads.<br><br>I’ll start<br><br><span class=""quote"">&gt;ASL</span><br>28 M gay (bottom) USA <br><span class=""quote"">&gt;about</span><br>Tall white guy working out focusing on health and money right now. Open to friends and talking don’t care about distance or anything. Prefer someone who sees themself as a top, masculine, white. Get along with working / military / down to earth people. No agenda tho open to talk to whoever but don’t expect nudes and all that. I’m confident about my body in all facets, not interested in jerking off. Outdoors, hiking, exploring adventures, learning, politics, philosophy, gaming, fitness, finance. Lots of interest. Don’t mind long distance<br><br>I’ve come to the conclusion that it’s worth it to wait for someone who is 100% into me and I into them. My heart is open and I’m working hard to improve myself every day. I live myself, my friends and family, and thank God for my life. That’s where I’m at.<br><span class=""quote"">&gt;contact</span><br>Kik: alexconqin<br><br>Or give me your preference",C86E3AFF-A8D9-4A88-990E-206519FC6ED3,.jpg,1000,996,250,249,1670698259928108,1670698259,UX6Gc/JU38PFplB2IEeD/g==,167493,0,hTlmjyFM,,gay-dating-thread,0,0,1670698259,0.0,0.0,,,,Gay Dating Thread,
122,31701296,,,11/17/22(Thu)20:57:28,Anonymous,"Thread for posting your female booty, big or small all asses are welcome.<br><br>Read the site and board rules:<br><a href=""https://www.4chan.org/rules#soc"" target=""_blank"">https://www.4chan.org/rules#soc</a><br><br>No dumping pics that aren&#039;t of yourself, they go on <a href=""//boards.4chan.org/s/"" class=""quotelink"">&gt;&gt;&gt;/s/</a><br><br><span class=""quote"">&gt;Females(Cis-fems) only.</span><br><span class=""quote"">&gt;Timestamp if new.</span><br><span class=""quote"">&gt;No contactfagging, discordfagging, soliciting, or advertising.</span><br><span class=""quote"">&gt;No bullying, stalking, spamming, or harassing.</span><br><span class=""quote"">&gt;Report posts that break the thread and site/board rules.</span><br><br><span class=""quote"">&gt;Macros</span><br>https://imgur.com/a/73YhZqP<br><br>Do not feed the trolls.<br><br>Last thread:<br><span class=""deadlink"">&gt;&gt;31632494</span>",1641299092399,.jpg,640,480,250,187,1668736648362749,1668736648,8whdCqmOsIS4dvp6gTZibQ==,108328,0,ZXGSD8rm,,ass-female-booty-thread,104,5,1670697628,0.0,0.0,99.0,4.0,"[{'no': 31750102, 'now': '12/09/22(Fri)00:12:33', 'name': 'Anonymous', 'com': '<a href=""#p31749300"" class=""quotelink"">&gt;&gt;31749300</a><br>It&#039;s that kind of month, there is still contact spam up in sma and other threads for example', 'time': 1670562753, 'resto': 31701296, 'id': '4XBBHNDJ'}, {'no': 31751042, 'now': '12/09/22(Fri)13:37:43', 'name': 'Anonymous', 'com': 'Bump', 'time': 1670611063, 'resto': 31701296, 'id': 'yvqbfy/P'}, {'no': 31752157, 'now': '12/10/22(Sat)00:35:08', 'name': 'Anonymous', 'com': '28f chubby pawg<br><br>Kik foxandbearcam', 'filename': '71357a48-e728-4387-b8de-275084a9bf95', 'ext': '.jpg', 'w': 768, 'h': 1024, 'tn_w': 93, 'tn_h': 125, 'tim': 1670650508211397, 'time': 1670650508, 'md5': 'obVp4gDiZXLdl4nooX7pqA==', 'fsize': 92279, 'resto': 31701296, 'id': '/WlVeg2B'}, {'no': 31752757, 'now': '12/10/22(Sat)05:34:16', 'name': 'Anonymous', 'com': '<a href=""#p31752157"" class=""quotelink"">&gt;&gt;31752157</a><br>Pawg means you have a fat (white) ass, not you&#039;re a white fat-ass.', 'time': 1670668456, 'resto': 31701296, 'id': 'Vh0B+PsV'}, {'no': 31753481, 'now': '12/10/22(Sat)13:40:28', 'name': 'Anonymous', 'com': '<a href=""#p31752157"" class=""quotelink"">&gt;&gt;31752157</a><br>It&#039;s amazing this spambot is still going after all these years', 'time': 1670697628, 'resto': 31701296, 'id': '56IkJGDR'}]",/ass/ - Female Booty Thread,
123,31749202,,,12/08/22(Thu)15:24:59,Anonymous,"THIS IS NOT FOR DR*G HOOKUPS OR SELLING, JANNIES FUCK OFF.<br><br>We just don&#039;t want to fucking talk to boring straight edge people. This is a common interest for us and we usually end up having a lot of other things in common, let us have our fucking containment thread you twats. I&#039;ve met some really cool people in these that I absolutely wouldn&#039;t have met otherwise. Fuck you.<br><br>Anyway, precious babies, here&#039;s the form. You know the drill.<br><br><span class=""quote"">&gt;ASL</span><br><span class=""quote"">&gt;Interests</span><br><span class=""quote"">&gt;Looking for</span><br><span class=""quote"">&gt;Not looking for</span><br><span class=""quote"">&gt;Contact</span><br><br>Add extra fields if you want. I don&#039;t give a damn. Go crazy. Go stupid.<br><br>Also, if you&#039;ve come here to preach or moralfag, we do not care. Move along.",dede93faf0c5f99c6a80729b57f8ee11,.jpg,385,385,250,250,1670531099635808,1670531099,Lzc4M4qXu2Lwd74HBwMDcA==,42504,0,1kIazdyc,,drug-enjoyer-datingfriendship-thread,24,5,1670697619,0.0,0.0,19.0,5.0,"[{'no': 31753238, 'now': '12/10/22(Sat)11:12:28', 'name': 'Anonymous', 'com': '<a href=""#p31753219"" class=""quotelink"">&gt;&gt;31753219</a><br>Dw you get accused of simpery here when you agree with anyone making a point, regardless of whether they have tits or not half the time.', 'time': 1670688748, 'resto': 31749202, 'id': '3UVfw4Cz'}, {'no': 31753314, 'now': '12/10/22(Sat)12:16:59', 'name': 'Anonymous', 'com': '<a href=""#p31753219"" class=""quotelink"">&gt;&gt;31753219</a><br>Well, and I find it worth calling out idiots who know nothing about the subject at hand, but butt into the conversation regardless without actually talking with the person in the post. <br><br><a href=""#p31751835"" class=""quotelink"">&gt;&gt;31751835</a><br><span class=""quote"">&gt;&quot;suffer from Bipolar, BPD, Mania, or Schizophrenia?&quot;</span><br><a href=""#p31751909"" class=""quotelink"">&gt;&gt;31751909</a><br><span class=""quote"">&gt;&quot;None of the above&quot;</span><br>But you lied, sneezy :}', 'time': 1670692619, 'resto': 31749202, 'id': '1c+qO4Ze'}, {'no': 31753326, 'now': '12/10/22(Sat)12:21:41', 'name': 'Anonymous', 'com': '<a href=""#p31753314"" class=""quotelink"">&gt;&gt;31753314</a><br>No one lied, I don&#039;t have mania and I&#039;ve never been diagnosed with any of the others and went out of my way to get tested for two of them. I&#039;m not arguing about this all day, it&#039;s special day.', 'time': 1670692901, 'resto': 31749202, 'id': '3UVfw4Cz'}, {'no': 31753330, 'now': '12/10/22(Sat)12:23:44', 'name': 'Anonymous', 'com': '<a href=""#p31753314"" class=""quotelink"">&gt;&gt;31753314</a><br>except you didn&#039;t call anyone out. you just stated the obvious of how the internet works, which, congrats for understanding that I guess.', 'time': 1670693024, 'resto': 31749202, 'id': 'XMlNwz3K'}, {'no': 31753337, 'now': '12/10/22(Sat)12:25:31', 'name': 'Anonymous', 'com': '<a href=""#p31753330"" class=""quotelink"">&gt;&gt;31753330</a><br>I don&#039;t know why the Aussie thinks you need to speak to me personally to recognize the fact that dude popped off because I rejected him, but I guess he&#039;s in the mood to stir shit today.', 'time': 1670693131, 'resto': 31749202, 'id': '3UVfw4Cz'}]",DRUG ENJOYER DATING/FRIENDSHIP THREAD,
124,31753340,,,12/10/22(Sat)12:25:48,Anonymous,I&#039;m 31 years old and I have never seen a vagina in real life.<br>How about you?,20221209_231204,.jpg,4128,3096,250,187,1670693148955834,1670693148,fBPbWFUvL2HGCAcO4/1/Jw==,1374913,0,6HFvfNSS,,im-31-years-old-and-i-have-never-seen-a-vagina-in,5,1,1670697397,0.0,0.0,,,"[{'no': 31753347, 'now': '12/10/22(Sat)12:28:56', 'name': 'Anonymous', 'com': '<a href=""#p31753340"" class=""quotelink"">&gt;&gt;31753340</a><br>I’m also 31 but i have probably seen over 100 vaginas in real life and each one was as cute ad the next', 'filename': '6C83F088-1DF5-44E7-83FB-8D7C2FEBD5B9', 'ext': '.jpg', 'w': 194, 'h': 259, 'tn_w': 93, 'tn_h': 125, 'tim': 1670693336048860, 'time': 1670693336, 'md5': 'ZyWw/K5iwEhiPXQcfsNAVQ==', 'fsize': 6727, 'resto': 31753340, 'id': 'dByVFP5N'}, {'no': 31753458, 'now': '12/10/22(Sat)13:31:07', 'name': 'Anonymous', 'com': '<a href=""#p31753340"" class=""quotelink"">&gt;&gt;31753340</a><br>29 and same. You look chad though. I suppose that&#039;s why you made this thread, so people can say how good looking you are and how unbelievable it is that you&#039;re a virgin, and then you get your little dopamine hit for the day.', 'time': 1670697067, 'resto': 31753340, 'id': 'JVS9Dk/d'}, {'no': 31753463, 'now': '12/10/22(Sat)13:32:39', 'name': 'Anonymous', 'com': '<a href=""#p31753340"" class=""quotelink"">&gt;&gt;31753340</a><br>I know you&#039;re a volcel because you could get matches and dates on Tinder with minimal effort. So what&#039;s your deal then?', 'time': 1670697159, 'resto': 31753340, 'id': 'JVS9Dk/d'}, {'no': 31753465, 'now': '12/10/22(Sat)13:33:18', 'name': 'Anonymous', 'com': '<a href=""#p31753458"" class=""quotelink"">&gt;&gt;31753458</a><br>He makes the thread every week for a year and never returns back to the thread to reply to anything.', 'time': 1670697198, 'resto': 31753340, 'id': 'v+IElEtE'}, {'no': 31753473, 'now': '12/10/22(Sat)13:36:37', 'name': 'Anonymous', 'com': '<a href=""#p31753340"" class=""quotelink"">&gt;&gt;31753340</a><br>same but i had semen im my ass while dressed as a women yeah confusing times back then', 'time': 1670697397, 'resto': 31753340, 'id': 'yybl30kM'}]",,
125,31751618,,,12/09/22(Fri)19:04:10,Anonymous,r8 my LinkedIn photo? I can’t get a job for my life lol.,C6EF7DC3-8293-43C6-BDA7-D91A41DF1F1C,.jpg,800,800,250,250,1670630650980462,1670630650,BRrlEHK9GdKbspsI04uIfw==,145853,0,S5A3kUvH,,r8-my-linkedin-photo-i-cant-get-a-job-for-my-life,6,2,1670695215,0.0,0.0,1.0,0.0,"[{'no': 31751890, 'now': '12/09/22(Fri)21:37:04', 'name': 'Anonymous', 'com': '<a href=""#p31751637"" class=""quotelink"">&gt;&gt;31751637</a><br>You&#039;re too brown. Try this one.', 'filename': 'jbw', 'ext': '.jpg', 'w': 800, 'h': 800, 'tn_w': 125, 'tn_h': 125, 'tim': 1670639824160896, 'time': 1670639824, 'md5': '4tzJlQYXotciFo8roKlH8w==', 'fsize': 177921, 'resto': 31751618, 'id': '8nlWYLDz'}, {'no': 31751906, 'now': '12/09/22(Fri)21:45:37', 'name': 'Anonymous', 'com': '<a href=""#p31751890"" class=""quotelink"">&gt;&gt;31751890</a><br>you replied to the wrong guy but LMAO<br>you saved OP', 'time': 1670640337, 'resto': 31751618, 'id': 'VOSywZ8L'}, {'no': 31751948, 'now': '12/09/22(Fri)22:16:17', 'name': 'Anonymous', 'com': '<a href=""#p31751618"" class=""quotelink"">&gt;&gt;31751618</a><br>Here, got ya covered.', 'filename': 'hire_me_baybee', 'ext': '.png', 'w': 832, 'h': 832, 'tn_w': 125, 'tn_h': 125, 'tim': 1670642177302898, 'time': 1670642177, 'md5': 'Fy8+hUTsoKhK6uCjxoRAFA==', 'fsize': 813762, 'resto': 31751618, 'id': '4RhkTu6T'}, {'no': 31752860, 'now': '12/10/22(Sat)07:07:13', 'name': 'Anonymous', 'com': '<a href=""#p31751618"" class=""quotelink"">&gt;&gt;31751618</a><br>You look like the type that calls in all the time. Wear a different shirt for your next picture and do something different with your hair and shave. Those random long beard hairs on the side of your face are bothering everyone. <br><br>Also, no idea what this has to do with cams &amp; meet ups, but whatever, try another board next time.', 'time': 1670674033, 'resto': 31751618, 'id': 'oRBwxogZ'}, {'no': 31753408, 'now': '12/10/22(Sat)13:00:15', 'name': 'Anonymous', 'com': '<a href=""#p31751948"" class=""quotelink"">&gt;&gt;31751948</a><br>holy shit lol how did you do this?<br><br>OP went from giga truecel to high tier normie', 'time': 1670695215, 'resto': 31751618, 'id': 'UGTncTbE'}]",,
126,31750024,,,12/08/22(Thu)23:33:11,Dirty Kik,Last one full. Everyone hmu 22 bi male horny as hell and down for anything. Kik is Helloiii,8CACFF47-C016-4635-9437-898914357403,.jpg,1241,781,250,157,1670560391785745,1670560391,zslGNtb4Hn2tua5oXyDFhQ==,39641,0,u9OZVlBG,,last-one-full-everyone-hmu-22-bi-male-horny-as,508,62,1670743651,1.0,0.0,503.0,60.0,"[{'no': 31753850, 'now': '12/10/22(Sat)17:24:48', 'name': 'Anonymous', 'com': 'tribbinduck, 25 M uncut, in the mood to trib all of your girls', 'time': 1670711088, 'resto': 31750024, 'id': 'X8zaLffw'}, {'no': 31753871, 'now': '12/10/22(Sat)17:35:37', 'name': 'Anonymous', 'com': 'gh0str98<br><br>show me your hot family members<br>tell me your incest stories', 'time': 1670711737, 'resto': 31750024, 'id': 'SvP8tzWA'}, {'no': 31754206, 'now': '12/10/22(Sat)20:28:17', 'name': 'Anonymous', 'com': 'alohalivin20<br><br>39 m down for some fun. hit me up.', 'time': 1670722097, 'resto': 31750024, 'id': 'QRVndEGx'}, {'no': 31754389, 'now': '12/10/22(Sat)21:55:14', 'name': 'Anonymous', 'com': 'Looking for people to just send me porn. Will share photos of my sissy ass as thanks. <br><br>Kik: lucylou9310', 'filename': '5C5CBD64-C20F-425D-BC9A-A45257E906AE', 'ext': '.jpg', 'w': 1671, 'h': 1881, 'tn_w': 111, 'tn_h': 125, 'tim': 1670727314000654, 'time': 1670727314, 'md5': 'fKm1svK5BYYstIVcxuw3rw==', 'fsize': 580981, 'resto': 31750024, 'id': 'GTFy6tOU'}, {'no': 31754872, 'now': '12/11/22(Sun)02:27:31', 'name': 'Anonymous', 'com': 'guess what I just did? <br><br>riverroarz', 'filename': '2FA554C3-0FEA-4171-A6B9-B6A0B63A4A70', 'ext': '.jpg', 'w': 1117, 'h': 885, 'tn_w': 125, 'tn_h': 99, 'tim': 1670743651257470, 'time': 1670743651, 'md5': 'S+NbKnKa/1hz86wvlWooGQ==', 'fsize': 237087, 'resto': 31750024, 'id': 'PgfRCtjm'}]",,
