,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images,last_replies,trip
116,10820420,,,11/25/22(Fri)04:10:06,Anonymous,Gothic Lolita General - Furry Monstrosity Edition,"I felt like we needed a new gothic general after the latest Moitié release, gulls. Discuss:<br><br><span class=""quote"">&gt;Opinions on picrel and its ¥35200 price tag</span><br><span class=""quote"">&gt;Other new releases </span><br><span class=""quote"">&gt;Gothic news</span><br><span class=""quote"">&gt;Dream dresses</span><br><span class=""quote"">&gt;Thoughts on the community</span><br><span class=""quote"">&gt;Moitié salt</span>",B966B342-1590-4D71-A169-BCED823AD04E,.jpg,800,800,250,250,1669367406692879,1669367406,Ue5mNOIXHgicY/B1ucGy2g==,61757,0,,gothic-lolita-general-furry-monstrosity-edition,12,3,1669691284,0.0,0.0,7.0,2.0,"[{'no': 10820458, 'now': '11/25/22(Fri)08:10:40', 'name': 'Anonymous', 'com': 'Do you think Moitie is gonna address anything about this? Even JetJ recently offered to let people send in their pieces to get repaired when the samples didn&#039;t match the end product.', 'time': 1669381840, 'resto': 10820420}, {'no': 10820484, 'now': '11/25/22(Fri)12:52:53', 'name': 'Anonymous', 'com': '<a href=""#p10820420"" class=""quotelink"">&gt;&gt;10820420</a><br>You either die a Mary Magdalene, or live long enough to see yourself become a Moi Meme Moitie', 'filename': 'GLB_VOL_7 (41)', 'ext': '.jpg', 'w': 728, 'h': 1050, 'tn_w': 86, 'tn_h': 125, 'tim': 1669398773819029, 'time': 1669398773, 'md5': 'FRJOT37qwEgEocHlnV3dMA==', 'fsize': 84887, 'resto': 10820420}, {'no': 10820487, 'now': '11/25/22(Fri)13:23:35', 'name': 'Anonymous', 'com': '<a href=""#p10820484"" class=""quotelink"">&gt;&gt;10820484</a><br>no.', 'time': 1669400615, 'resto': 10820420}, {'no': 10820543, 'now': '11/25/22(Fri)20:54:20', 'name': 'Anonymous', 'com': '<a href=""#p10820433"" class=""quotelink"">&gt;&gt;10820433</a><br>Same, anon. The bodice looks so saggy and sad. To be honest even the placement of the print looks odd now that they made it more uniform, spaced out and centered... the original placement just feels better.<br><br>I did like the jacquard JSK they released not long ago, but I have no hope if they were to rerelease any of my other old dream pieces that they would be decent quality compared to the originals.<br><br><a href=""#p10820458"" class=""quotelink"">&gt;&gt;10820458</a><br>To address what, exactly? They know they&#039;re shitting out garbage quality, but it&#039;s not like the pictured product and what you receive are different, like with JetJ.<br><br>I did see that they had to credit the original designer of the print (fairywish_alice) after she called them out about it on her twitter. I think that originally they credited Mana.', 'time': 1669427660, 'resto': 10820420}, {'no': 10821028, 'now': '11/28/22(Mon)22:08:04', 'name': 'Anonymous', 'com': '<a href=""#p10820455"" class=""quotelink"">&gt;&gt;10820455</a><br>Sheglit is so attractive to me even more than before nowadays, though. What makes you say that, non?', 'time': 1669691284, 'resto': 10820420}]",
117,10820561,,,11/25/22(Fri)23:07:05,Anonymous,,There&#039;s a surprising lack of presence of &quot;the anime convention&quot; in mainstream media. Even a scene in that totally misses it.<br><br>There hasn&#039;t been articles on it in magazines etc as far as im aware... big-brain stuff on what exactly it _is_ as a cultural object.<br><br>This is all strange to me.,mind focused on profit,.jpg,1042,1020,250,244,1669435625595402,1669435625,AZQaIoAjesfp8O71JDEE2Q==,255697,0,,theres-a-surprising-lack-of-presence-of-the-anime,7,0,1669666950,0.0,0.0,2.0,0.0,"[{'no': 10820643, 'now': '11/26/22(Sat)12:17:56', 'name': 'Anonymous', 'com': '<a href=""#p10820630"" class=""quotelink"">&gt;&gt;10820630</a><br>i think it&#039;s a bot, the weird random underscores and the strange question.', 'time': 1669483076, 'resto': 10820561}, {'no': 10820646, 'now': '11/26/22(Sat)12:27:08', 'name': 'Anonymous', 'com': '<a href=""#p10820630"" class=""quotelink"">&gt;&gt;10820630</a><br><span class=""quote"">&gt;Nobody wants this because nobody wants more normies and outsiders forcing their way into the scene.</span><br>Isn&#039;t it like a decade too late for that?<br><a href=""#p10820643"" class=""quotelink"">&gt;&gt;10820643</a><br><span class=""quote"">&gt;Happy Merchant meme</span><br>Not a bot, just ESL moment.', 'time': 1669483628, 'resto': 10820561}, {'no': 10820682, 'now': '11/26/22(Sat)15:13:17', 'name': 'Anonymous', 'com': '<a href=""#p10820630"" class=""quotelink"">&gt;&gt;10820630</a><br>you completely misunderstood the post faggot.<br><br>I mean no movies have scenes that take play at a convention, even as a one-off. This is strange considering how big these things are in nerd culture', 'time': 1669493597, 'resto': 10820561}, {'no': 10820913, 'now': '11/27/22(Sun)21:02:21', 'name': 'Anonymous', 'com': '<a href=""#p10820682"" class=""quotelink"">&gt;&gt;10820682</a><br>The new chip and dale has a comic con scene<br>Also Ted 2<br>And Paul the alien', 'time': 1669600941, 'resto': 10820561}, {'no': 10820986, 'now': '11/28/22(Mon)15:22:30', 'name': 'Anonymous', 'com': '<a href=""#p10820682"" class=""quotelink"">&gt;&gt;10820682</a><br>Bones and maybe Navy had episodes centered around cons and cosplay.', 'time': 1669666950, 'resto': 10820561}]",
118,10820909,,,11/27/22(Sun)20:42:41,Anonymous,Gyaru Thread,"Discussion thread for the Gyaru (Gal/ギャル) j-fashion style/substyles, subculture, lifestyle, etc! <br><br><span class=""quote"">&gt; What&#039;s everyone&#039;s fav gyaru brand? I&#039;m personally a huge fan of Alba Rosa, though I wish their jackets weren&#039;t so hard to come across.</span>",Egg_Nov03,.png,1280,1714,186,250,1669599761981386,1669599761,kR9eYsyGm94bpr9FTvx2ZA==,3501634,0,,gyaru-thread,2,1,1669635602,0.0,0.0,,,"[{'no': 10820910, 'now': '11/27/22(Sun)20:46:06', 'name': 'Anonymous', 'com': 'earlier I was shopping for more outfit pieces and I found this pink Alba Rosa coat on ebay for like 4k usd T_T', 'filename': 's-l500', 'ext': '.jpg', 'w': 500, 'h': 500, 'tn_w': 125, 'tn_h': 125, 'tim': 1669599966560385, 'time': 1669599966, 'md5': 'ARztM6nDZOFhJAtsK42hcA==', 'fsize': 32777, 'resto': 10820909}, {'no': 10820950, 'now': '11/28/22(Mon)06:40:02', 'name': 'Anonymous', 'com': 'Call me stereotypical but Liz-lisa, and Jesus diamante.', 'time': 1669635602, 'resto': 10820909}]",
119,10811612,,,10/08/22(Sat)04:24:51,Anonymous,Zhongli cosplay while being a fat mf,"Ok so I want to cosplay this skinnyboy for Lucca but I have a body that resembles &#039;20s mussolini while cutting wheat, what can I do to get at least a little skinnier in 1 month?",GenshinImpact_Zhongli_cosplay_Weilanran-1,.jpg,1600,900,250,140,1665217491607631,1665217491,GSSZ4qD9qI427/E3l8/BlQ==,154539,0,,zhongli-cosplay-while-being-a-fat-mf,21,4,1669587569,0.0,0.0,16.0,3.0,"[{'no': 10815448, 'now': '10/31/22(Mon)14:54:00', 'name': 'Anonymous', 'com': '<a href=""#p10811612"" class=""quotelink"">&gt;&gt;10811612</a><br>I&#039;m going to assume that, like me, you have trouble not snacking. In which case, you may find it easier to just cut out one of your daily meals, and switch to a brunch-dinner paradim. And try fasting, just for a day or two to begin with.', 'time': 1667242440, 'resto': 10811612}, {'no': 10815550, 'now': '11/01/22(Tue)04:22:00', 'name': 'Anonymous', 'com': '<a href=""#p10815303"" class=""quotelink"">&gt;&gt;10815303</a><br>Hotie megukas ....', 'time': 1667290920, 'resto': 10811612}, {'no': 10819003, 'now': '11/18/22(Fri)10:28:27', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;be yae in 3.2</span><br><span class=""quote"">&gt;scares off Layla</span><br><span class=""quote"">&gt;finessed a bunch of rich poomeru snoots</span><br><span class=""quote"">&gt;gaslights us a little </span><br>Why is she like this bros?', 'filename': '1255465456', 'ext': '.jpg', 'w': 1200, 'h': 676, 'tn_w': 125, 'tn_h': 70, 'tim': 1668785307903951, 'time': 1668785307, 'md5': 'A8ifC6hDA3n61/TxNeW4hQ==', 'fsize': 724922, 'resto': 10811612}, {'no': 10819899, 'now': '11/22/22(Tue)11:08:23', 'name': 'Anonymous', 'com': 'Eat no sugar. That&#039;s most important.<br>Natural fruit or natural honey is ok. No white sugar, brown sugar, agave syrup, aspartame etc.<br>Avoid wheat. Eat as many fermented or soaked (diy) foods as possible and for meats include offal. U feel full more based on nutrients consumed than the size of the meal, most people eat relatively nutritionless meals.', 'time': 1669133303, 'resto': 10811612}, {'no': 10820875, 'now': '11/27/22(Sun)17:19:29', 'name': 'Anonymous', 'com': '<a href=""#p10819003"" class=""quotelink"">&gt;&gt;10819003</a><br>Because she&#039;s perfect, that&#039;s why.', 'time': 1669587569, 'resto': 10811612}]",
120,10814268,,,10/24/22(Mon)03:43:36,Anonymous,,"How do you all approach making props? For overly intricate things like guns, eva foam seems like it&#039;d be tough to work with, though printing a gun, even in parts, also seems like it&#039;d be rough with a home printer.",file,.png,800,800,250,250,1666597416052210,1666597416,6n2NoX0Eg+ZOd/iWtT91DA==,1122065,0,,how-do-you-all-approach-making-props-for-overly,11,5,1669586916,0.0,0.0,6.0,2.0,"[{'no': 10815681, 'now': '11/01/22(Tue)23:25:15', 'name': 'Anonymous', 'com': 'Large prints work too just takes more time to sand. I make my own models so if you have any ideas I might be able to make them when I&#039;m not busy.', 'filename': 'alisha spear', 'ext': '.jpg', 'w': 3024, 'h': 4032, 'tn_w': 93, 'tn_h': 125, 'tim': 1667359515782875, 'time': 1667359515, 'md5': '9coAVDrJP2rD7Jan0HW5Fg==', 'fsize': 1725696, 'resto': 10814268}, {'no': 10818166, 'now': '11/14/22(Mon)12:50:49', 'name': 'Anonymous', 'com': '<a href=""#p10815681"" class=""quotelink"">&gt;&gt;10815681</a><br>I&#039;m interested in learning how to go from picture/concept to pattern/model. Do you have a contact?', 'time': 1668448249, 'resto': 10814268}, {'no': 10818499, 'now': '11/15/22(Tue)19:39:38', 'name': 'Anonymous', 'com': '<a href=""#p10818166"" class=""quotelink"">&gt;&gt;10818166</a><br>sure my discord is Velent#7747', 'filename': 'IMG_1311', 'ext': '.jpg', 'w': 3024, 'h': 4032, 'tn_w': 93, 'tn_h': 125, 'tim': 1668559178551818, 'time': 1668559178, 'md5': '3naAhBgwtNH9KMqfmToq3Q==', 'fsize': 1760393, 'resto': 10814268}, {'no': 10820843, 'now': '11/27/22(Sun)13:18:17', 'name': 'Anonymous', 'com': '<a href=""#p10814268"" class=""quotelink"">&gt;&gt;10814268</a><br><span class=""quote"">&gt;though printing a gun, even in parts, also seems like it&#039;d be rough with a home printer.</span><br>certainly possibly on an even something like an ender 3, designing seems to be the hardest part<br>take the urutau for example', 'filename': 'urutau', 'ext': '.png', 'w': 1080, 'h': 665, 'tn_w': 125, 'tn_h': 76, 'tim': 1669573097162850, 'time': 1669573097, 'md5': 'x9ojvvYkmpzFGYg03kjL/A==', 'fsize': 1088419, 'resto': 10814268}, {'no': 10820873, 'now': '11/27/22(Sun)17:08:36', 'name': 'Anonymous', 'com': '<a href=""#p10820843"" class=""quotelink"">&gt;&gt;10820843</a><br>a bottom feeding P90? why?', 'time': 1669586916, 'resto': 10814268}]",
121,10820863,,,11/27/22(Sun)14:49:45,Anonymous,Where&#039;s a good place to start?,"I want to get into cosplay and congoing but I have no idea where to begin. I&#039;m sort of intimidated by the whole thing. When I was in college my university hosted a fairly large anime convention every year, but I had no friends and I was always too embarrassed to go by myself. I wish I had gone, because now that I&#039;m out of school I feel like it&#039;s even weirder to go to a con by myself as an adult. At least back then I would have had the excuse of begin a student.<br><br>Would it be a bad idea to go to my first con in plain clothes just to see what it&#039;s like? There aren&#039;t any con in my area that I know of, and I&#039;m a few hours away from an major US city. Whichever cons I manage to find around me will probably be pretty tiny, which seems like a good entry point in my mind. The reason I ask is that I get the sense that there are a lot of hidden rules and shit to how this stuff works that I probably want to wrap my head around before I dive in. Or am I being overly cautious?",1668434274997159,.png,1024,1024,250,250,1669578585717887,1669578585,hGw0bZHWY6QvxI38b61POA==,2315413,0,,wheres-a-good-place-to-start,5,0,1669589298,0.0,0.0,,,"[{'no': 10820864, 'now': '11/27/22(Sun)14:54:53', 'name': 'Anonymous', 'com': '<a href=""#p10820863"" class=""quotelink"">&gt;&gt;10820863</a><br>You are severely overcomplicating it. Do you have a character whos outfit you like and want to wear? Do you have the means to buy or craft it? Then do that, show up to a con dressed and don&#039;t worry about a thing. It&#039;ll be fine.', 'time': 1669578893, 'resto': 10820863}, {'no': 10820866, 'now': '11/27/22(Sun)15:00:28', 'name': 'Anonymous', 'com': '<a href=""#p10820864"" class=""quotelink"">&gt;&gt;10820864</a><br><span class=""quote"">&gt;Do you have a character whos outfit you like and want to wear?</span><br>There are several characters I&#039;d like to go as, but they range from super complex armor to extremely simple clothes I could probably buy off the shelf and alter. This is where that &quot;hidden rules and shit&quot; I mentioned comes in, I don&#039;t know what it&#039;s like to walk around in a costume all day, and I don&#039;t want to end up miserable at my first con because I decided to go as a character with full body armor with poor mobility.<br><span class=""quote"">&gt;Do you have the means to buy or craft it?</span><br>My education and career focus on manufacturing and model making. Although I&#039;ve never actually cosplayed or built my own costume before, I have tons of experience with airbrushing, vacuum forming, 3D printing, foam work, etc. I feel pretty confident I could make something that looks decent.', 'time': 1669579228, 'resto': 10820863}, {'no': 10820868, 'now': '11/27/22(Sun)16:15:41', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt; I get the sense that there are a lot of hidden rules and shit to how this stuff works that I probably want to wrap my head around before I dive in.</span><br><br>There are none. You are seriously overcomplicating things. Cosplay what you want. If other people like it, they will compliment you and ask for pictures. If they don&#039;t know or don&#039;t like your cosplay, they will leave you alone. Nobody will judge you for being alone or your age, just your behavior.', 'time': 1669583741, 'resto': 10820863}, {'no': 10820872, 'now': '11/27/22(Sun)17:03:55', 'name': 'Anonymous', 'com': '<a href=""#p10820868"" class=""quotelink"">&gt;&gt;10820868</a><br>Good to hear that it&#039;s all in my head. Now if only I could actually find cons in my area, what are the best places to look? I&#039;ve found about 5 different convention websites, all with varying results. Should I be looking elsewhere to find dates/locations for this stuff?', 'time': 1669586635, 'resto': 10820863}, {'no': 10820881, 'now': '11/27/22(Sun)17:48:18', 'name': 'Anonymous', 'com': '<a href=""#p10820872"" class=""quotelink"">&gt;&gt;10820872</a><br>Literally just Google &quot;anime con&quot; and your state or closest metro area', 'time': 1669589298, 'resto': 10820863}]",
122,10820770,,,11/27/22(Sun)01:13:00,Anonymous,,"How competitive is cosplay, I&#039;m curious as an outsider",IMG_20221127_100527,.jpg,3968,2976,250,187,1669529580354087,1669529580,HAO4hNWU7OWVc+WvhzBumQ==,3034722,0,,how-competitive-is-cosplay-im-curious-as-an,6,0,1669584586,0.0,0.0,1.0,0.0,"[{'no': 10820784, 'now': '11/27/22(Sun)04:17:10', 'name': 'Anonymous', 'com': '<a href=""#p10820781"" class=""quotelink"">&gt;&gt;10820781</a><br>I&#039;m curious about both', 'time': 1669540630, 'resto': 10820770}, {'no': 10820793, 'now': '11/27/22(Sun)07:32:35', 'name': 'Anonymous', 'com': '<a href=""#p10820784"" class=""quotelink"">&gt;&gt;10820784</a><br>It’s pretty easy getting started in the online cosplay sphere or just getting clout if you’re not ugly. Cosplay is levels of full-outfits-on-Amazon accessible that there are several tags on sns where everyone’s cosplays are identical because they bought them from the same Chinese website.', 'time': 1669552355, 'resto': 10820770}, {'no': 10820831, 'now': '11/27/22(Sun)11:33:26', 'name': 'Anonymous', 'com': '<a href=""#p10820793"" class=""quotelink"">&gt;&gt;10820793</a><br><a href=""#p10820770"" class=""quotelink"">&gt;&gt;10820770</a><br><br>this is a good start, here&#039;s more autismo elaboration<br><br>competition is very competitive, most cons will divide the different &quot;tiers&quot; into amounts of awards won, so you see some really good seamstresses/tailors even in the entry level division. some of them smurf as well, where they don&#039;t compete and just try to get really good at crafting (and then enter the entry level and clear house). a lot of competitions have meh judges and I&#039;ve seen some really dogshit costumes win because they felt bad for the cosplayer, etc etc. it&#039;s very subjective and a lot of the judges are kind of dogshit.<br><br>the vast majority (95%) of cosplay though, is people buying the same 3-4 versions of whatever character they want. it&#039;s so limited that you can basically look at someone and go &quot;ok they got the ezcosplay version of Daki&#039;s outfit&quot; (for example). it&#039;s especially visible if the factories got the color or design slightly wrong; I remember when SpyXFamily started, one company made Loid&#039;s suit this weird way-too-blue teal color instead of the olive he&#039;s meant to have. made it really easy to see who bought it off that site. <br><br>online clout is a massive crapshoot and people put in a FUCKTON of effort to be popular (editing photos, timing when to release them, posting on different avenues (tiktok, reels, etc), posting on reddit, twitter, etc etc). it&#039;s much easier if you&#039;re a cute girl ofc (since coomers don&#039;t care about quality, if you buy your outfits, etc etc), but I&#039;ve seen some other really good cosplayers make it big.', 'time': 1669566806, 'resto': 10820770}, {'no': 10820833, 'now': '11/27/22(Sun)12:20:31', 'name': 'Anonymous', 'com': '<a href=""#p10820784"" class=""quotelink"">&gt;&gt;10820784</a><br><a href=""#p10820770"" class=""quotelink"">&gt;&gt;10820770</a><br>Like any other hobby, it can be as casual or competitive as you want it to be. There are plenty of people who create insane builds and don&#039;t participate in competitions at all. On the flip side, there are a number of well known &quot;professional&quot; cosplayers who only create mediocre stuff at best. <br>I personally don&#039;t have an interest in participating in cosplay competitions because I tend to cosplay obscure and unpopular characters.<br>And if you&#039;re talking about informally competing with others, trying to outdo your friends for example, that really depends on your friend group and if they are the competitive type. I find that having a friend to informally compete with is good motivation to push my craftsmanship.<br>It would be like asking &quot;How competitive is fishing?&quot; There are people who participate in formal tournaments and even make a living off of it, and there&#039;s others who just want to do something fun with their friends. No one is going to come up to you at a con and tell you your costume sucks or bully you for it, even if it&#039;s some shitty Amazon thing you couldn&#039;t even be bothered to steam the wrinkles out of. They might say something behind your back to their friends, but that&#039;s just life and you can&#039;t do anything about that.', 'time': 1669569631, 'resto': 10820770}, {'no': 10820869, 'now': '11/27/22(Sun)16:29:46', 'name': 'Anonymous', 'com': '<a href=""#p10820833"" class=""quotelink"">&gt;&gt;10820833</a><br>Parroting this. I’ve seen online cosplayers make the most intricate props I’ve seen that they deserve to be displayed on a mahogany side table. Because of online streaming, modern anime (hallmark of cringey nerds) is so marketable that the industry itself runs on tropes you can tick off like a checklist. Mainstream recognizes a marketable niche, enter the “loss in quality control”. There’s several Genshin cosplayers out there who have never even touched the game. In the end, cosplayers are all just cringey nerds dressing up as their favorite vidya game characters. Some care about accuracy and are really good at it, and some couldn’t give less of a fuck about what fabric their gloves are made of as long as they can get into the spirit of con-going. Personally I’m too autistic to initiate conversation, but when I’m cosplaying other fans will tap my shoulder and talk to me about games or TV shows.', 'time': 1669584586, 'resto': 10820770}]",
123,10820596,,,11/26/22(Sat)04:35:52,Anonymous,,"I&#039;m cosplaying as her character in an upcoming con. For the life of me, I can&#039;t figure out how do they mount their halos like that. Everything I can think of feels like it&#039;s just going to slip and fall everytime I move or tilt my head back.",FgOdAvbUAAA7Jt4,.jpg,1127,1503,187,250,1669455352620623,1669455352,DcmpwOyp1sbkg64TCsz1Eg==,274223,0,,im-cosplaying-as-her-character-in-an-upcoming-con,6,1,1669519385,0.0,0.0,1.0,0.0,"[{'no': 10820598, 'now': '11/26/22(Sat)04:48:15', 'name': 'Anonymous', 'com': '<a href=""#p10820597"" class=""quotelink"">&gt;&gt;10820597</a><br>It is, but I don&#039;t understand where it is placed on the head. Been trying to imagine it with the one I have made.', 'time': 1669456095, 'resto': 10820596}, {'no': 10820614, 'now': '11/26/22(Sat)08:18:09', 'name': 'Anonymous', 'com': '<a href=""#p10820598"" class=""quotelink"">&gt;&gt;10820598</a><br>It&#039;s most likely on a rigid headband. It&#039;s the most reliable method I can think of. It can also be attached with hair pins or magnets from under the wig, but it&#039;ll eventually fall down.', 'filename': 'p-9046-0004805_diadema-10mm-reciclada-1676313962', 'ext': '.jpg', 'w': 1280, 'h': 1189, 'tn_w': 125, 'tn_h': 116, 'tim': 1669468689045698, 'time': 1669468689, 'md5': 'TGxAEErggaq3sh3MPCUOZg==', 'fsize': 66867, 'resto': 10820596}, {'no': 10820716, 'now': '11/26/22(Sat)18:43:29', 'name': 'Anonymous', 'com': '<a href=""#p10820614"" class=""quotelink"">&gt;&gt;10820614</a><br>The headband is my first option, I just thought the cosplayers use something else since they aren’t seen in their photos. They probably conceal it very well in their wigs. Guess this is my best option for now. Thanks.', 'time': 1669506209, 'resto': 10820596}, {'no': 10820719, 'now': '11/26/22(Sat)18:53:40', 'name': 'Anonymous', 'com': '<a href=""#p10820716"" class=""quotelink"">&gt;&gt;10820716</a><br>headband UNDER the wig, support for halo pokes THROUGH wig', 'time': 1669506820, 'resto': 10820596}, {'no': 10820748, 'now': '11/26/22(Sat)22:23:05', 'name': 'Anonymous', 'com': '<a href=""#p10820719"" class=""quotelink"">&gt;&gt;10820719</a><br>Oh I see. I have to think of a way to do this with my wig without ruining it. Thanks a bunch.', 'time': 1669519385, 'resto': 10820596}]",
124,10816594,,,11/07/22(Mon)10:33:17,Anonymous,Iluvcookiess Cosplay,Anyone knows what&#039;s become of her?<br>Long time since she&#039;s done smoething.,imagen_2022-11-07_123303923,.png,601,900,166,250,1667835197870793,1667835197,XdH5GpP9KhkK/jZGVgXW8w==,665820,0,,iluvcookiess-cosplay,69,29,1669494134,0.0,0.0,64.0,29.0,"[{'no': 10820636, 'now': '11/26/22(Sat)10:37:24', 'name': 'Anonymous', 'com': '<a href=""#p10820608"" class=""quotelink"">&gt;&gt;10820608</a><br><br>I mean the whole board seems dedicated to this kind of post... I remember back then it used to have more honest stuff but now its should be getting its own +18 section which I would probally enjoy myself.', 'time': 1669477044, 'resto': 10816594}, {'no': 10820637, 'now': '11/26/22(Sat)10:39:16', 'name': 'Anonymous', 'com': '<a href=""#p10820608"" class=""quotelink"">&gt;&gt;10820608</a><br>Nah, I don&#039;t want porn, I want her.', 'time': 1669477156, 'resto': 10816594}, {'no': 10820641, 'now': '11/26/22(Sat)11:57:32', 'name': 'Anonymous', 'com': '<a href=""#p10820349"" class=""quotelink"">&gt;&gt;10820349</a><br><span class=""quote"">&gt;that face</span><br>Why do Jews love cosplaying?', 'time': 1669481852, 'resto': 10816594}, {'no': 10820674, 'now': '11/26/22(Sat)14:34:47', 'name': 'Anonymous', 'com': '<a href=""#p10820608"" class=""quotelink"">&gt;&gt;10820608</a><br>t. ugly femoid. Seethe harder, this is cosplay, and nothing posted has been that lewd.', 'time': 1669491287, 'resto': 10816594}, {'no': 10820683, 'now': '11/26/22(Sat)15:22:14', 'name': 'Anonymous', 'com': '<a href=""#p10820674"" class=""quotelink"">&gt;&gt;10820674</a><br>It is for me :^)', 'time': 1669494134, 'resto': 10816594}]",
125,10810806,,,10/03/22(Mon)17:57:28,Anonymous,Cosplays for more muscular dudes?,What are some more popular characters that more muscular guys can pull off?,DIqvMMfW0AA3Jax.jpg_large,.jpg,2048,2048,250,250,1664834248412306,1664834248,UJ/NOzj+FlZBzX6NWmgUWw==,815075,0,,cosplays-for-more-muscular-dudes,24,9,1669464047,0.0,0.0,19.0,8.0,"[{'no': 10820046, 'now': '11/22/22(Tue)21:55:19', 'name': 'Anonymous', 'com': '<a href=""#p10820009"" class=""quotelink"">&gt;&gt;10820009</a><br><span class=""quote"">&gt;wasnt he accused of sexual harassment also?</span><br>he was harmless. plus, most of those accusations are bullshit. and as cuomo said &quot;[he&#039;s] italian.&quot;. his mannerisms probably came off the wrong way to retarded westerners. during an official panel where fans got to take pics with him, girls had their hands all over him.', 'time': 1669172119, 'resto': 10810806}, {'no': 10820066, 'now': '11/22/22(Tue)23:44:21', 'name': 'Anonymous', 'com': '<a href=""#p10810806"" class=""quotelink"">&gt;&gt;10810806</a><br>I was gonna try Batou from GitS. Just have to figure out how to wear his weird cyborg snail eyes without permanently blinding myself.', 'filename': '346F0FDD-B71F-42D2-A513-F3E5DB5DDB13', 'ext': '.jpg', 'w': 1038, 'h': 1035, 'tn_w': 125, 'tn_h': 124, 'tim': 1669178661136295, 'time': 1669178661, 'md5': '+Ew+kvJ87GWKUdfuTQl0OQ==', 'fsize': 169619, 'resto': 10810806}, {'no': 10820385, 'now': '11/24/22(Thu)23:00:57', 'name': 'Anonymous', 'com': '<a href=""#p10812627"" class=""quotelink"">&gt;&gt;10812627</a><br>100%. It&#039;s at the level of always acting retarded so when someone goes &quot;bruh wtf&quot; you go &quot;HAHA YOU JUST GOT TROLLED&quot; <br><br>Put at least some effort into it, nobody thing you&#039;re a comedic genius for putting on a dress, and dudes that do it are usually deadpool tier main character syndrome.', 'time': 1669348857, 'resto': 10810806}, {'no': 10820533, 'now': '11/25/22(Fri)18:27:08', 'name': 'Anonymous', 'com': 'people care about male cosplays?', 'time': 1669418828, 'resto': 10810806}, {'no': 10820607, 'now': '11/26/22(Sat)07:00:47', 'name': 'Anonymous', 'com': '<a href=""#p10820533"" class=""quotelink"">&gt;&gt;10820533</a><br>Unless you&#039;re one of those loser men running around in a power rangers t-shirt using cons to take pics of underage girls in their underwear, yes.', 'time': 1669464047, 'resto': 10810806}]",
126,10819020,,,11/18/22(Fri)11:36:07,Anonymous,How gay is it,Is it possible for a man (straight) to cosplay a genderbent version of a female character and not come off as a huge fag? Does it depend on the character?<br>(Asking for a friend),mercy,.jpg,1024,683,250,166,1668789367248188,1668789367,778kz02MeLl1J4f+r/Wixw==,197772,0,,how-gay-is-it,25,5,1669431958,0.0,0.0,20.0,5.0,"[{'no': 10820386, 'now': '11/24/22(Thu)23:03:31', 'name': 'Anonymous', 'com': '<a href=""#p10820350"" class=""quotelink"">&gt;&gt;10820350</a><br>A few of em had GFs with em but you got a point.', 'time': 1669349011, 'resto': 10819020}, {'no': 10820387, 'now': '11/24/22(Thu)23:12:31', 'name': 'Anonymous', 'com': '<a href=""#p10820384"" class=""quotelink"">&gt;&gt;10820384</a><br>an actual genderbent (eg. &quot;what X character would have looked if they were the opposite gender&quot;) gives a lot more freedom to wear more flattering attire that doesn&#039;t look out of place. I personally would never wear a dress because I think it&#039;s weird as fuck (plus I have wide shoulders, a sharp jaw, etc, so trying to look like a chick is out of the question), but switching the dress for slacks, and doing a masc interpretation of the character? for sure. It just has a lot of potential to look good imo, and you can play up your masculine traits (the aforementioned jaw, shoulders, etc) instead of looking like you crawled into your mom&#039;s closet', 'time': 1669349551, 'resto': 10819020}, {'no': 10820461, 'now': '11/25/22(Fri)08:30:44', 'name': 'Anonymous', 'com': '<a href=""#p10820387"" class=""quotelink"">&gt;&gt;10820387</a><br>that&#039;s fair. I think a good crossdress cosplay can be as good as a gender bend cosplay. Obviously some are bad but when they take their time the results are pretty good', 'time': 1669383044, 'resto': 10819020}, {'no': 10820466, 'now': '11/25/22(Fri)09:11:37', 'name': 'Anonymous', 'com': '<a href=""#p10820461"" class=""quotelink"">&gt;&gt;10820461</a><br>It depends on the body type and head structure of the person as well as skill and effort put into it but, in most cases, the genderbent version will look better and less uncanny than the crossplay.<br><br>The best option is actually picking a character that fits your psysique, but if you really want to do that one opposite gender character, those are your only options.', 'time': 1669385497, 'resto': 10819020}, {'no': 10820554, 'now': '11/25/22(Fri)22:05:58', 'name': 'Anonymous', 'com': '<a href=""#p10820466"" class=""quotelink"">&gt;&gt;10820466</a><br><span class=""quote"">&gt;The best option is actually picking a character that fits your psysique</span><br>yeah, my friend wants to cosplay female Ranma so he&#039;s doing diet and exercise', 'time': 1669431958, 'resto': 10819020}]",
